,Unnamed: 0,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,0,Alfred Finnbogason,"€ 38,327","€ 1,993,000","€ 2,003,098",F,29,Iceland,Augsburg,Bundesliga,2018-2019
1,1,Daniel Baier,"€ 38,327","€ 1,993,000","€ 2,003,098",M,34,Germany,Augsburg,Bundesliga,2018-2019
2,2,André Hahn,"€ 34,615","€ 1,800,000","€ 1,809,120",F,27,Germany,Augsburg,Bundesliga,2018-2019
3,3,Jonathan Schmid,"€ 23,077","€ 1,200,000","€ 1,206,080",D,28,France,Augsburg,Bundesliga,2018-2019
4,4,Ja-cheol Koo,"€ 23,077","€ 1,200,000","€ 1,206,080",M,29,South Korea,Augsburg,Bundesliga,2018-2019
5,5,Martin Hinteregger,"€ 23,077","€ 1,200,000","€ 1,206,080",D,25,Austria,Augsburg,Bundesliga,2018-2019
6,6,Philipp Max,"€ 23,000","€ 1,196,000","€ 1,202,060",D,24,Germany,Augsburg,Bundesliga,2018-2019
7,7,Reece Oxford,"€ 22,269","€ 1,158,000","€ 1,163,867",D,19,England,Augsburg,Bundesliga,2018-2019
8,8,Jeffrey Gouweleeuw,"€ 19,231","€ 1,000,000","€ 1,005,067",D,26,Netherlands,Augsburg,Bundesliga,2018-2019
9,9,Michael Gregoritsch,"€ 19,173","€ 997,000","€ 1,002,052",F,24,Austria,Augsburg,Bundesliga,2018-2019
10,10,Dong-won Ji,"€ 15,327","€ 797,000","€ 801,038",F,27,South Korea,Augsburg,Bundesliga,2018-2019
11,11,Caiuby,"€ 15,000","€ 780,000","€ 783,952",F,29,Brazil,Augsburg,Bundesliga,2018-2019
12,12,Takashi Usami,"€ 15,000","€ 780,000","€ 783,952",F,26,Japan,Augsburg,Bundesliga,2018-2019
13,13,Fabian Giefer,"€ 15,000","€ 780,000","€ 783,952",K,28,Germany,Augsburg,Bundesliga,2018-2019
14,14,Konstantinos Stafylidis,"€ 15,000","€ 780,000","€ 783,952",D,24,Greece,Augsburg,Bundesliga,2018-2019
15,15,Julian Schieber,"€ 13,462","€ 700,000","€ 703,547",F,29,Germany,Augsburg,Bundesliga,2018-2019
16,16,Jan-Ingwer Callsen-Bracker,"€ 12,000","€ 624,000","€ 627,162",D,33,Germany,Augsburg,Bundesliga,2018-2019
17,17,Jan Morávek,"€ 10,000","€ 520,000","€ 522,635",M,28,Czech Republic,Augsburg,Bundesliga,2018-2019
18,18,Rani Khedira,"€ 10,000","€ 520,000","€ 522,635",M,24,Germany,Augsburg,Bundesliga,2018-2019
19,19,Marco Richter,"€ 9,615","€ 500,000","€ 502,533",F,20,Germany,Augsburg,Bundesliga,2018-2019
20,20,Fredrik Jensen,"€ 9,577","€ 498,000","€ 500,523",M,20,Finland,Augsburg,Bundesliga,2018-2019
21,21,Georg Teigl,"€ 9,577","€ 498,000","€ 500,523",M,27,Austria,Augsburg,Bundesliga,2018-2019
22,22,Christoph Janker,"€ 8,500","€ 442,000","€ 444,240",D,33,Germany,Augsburg,Bundesliga,2018-2019
23,23,Andreas Luthe,"€ 6,904","€ 359,000","€ 360,819",K,31,Germany,Augsburg,Bundesliga,2018-2019
24,24,Sergio Córdova,"€ 4,500","€ 234,000","€ 235,186",F,20,Venezuela,Augsburg,Bundesliga,2018-2019
