player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,minutes_90s,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_og_for,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Yunis Abdelhamid,ma MAR,DF,Reims,32,1987,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,20.0,70.0,319.0,164.0,0.0,0.0,0.0,10.0,10.0,100.0,4.0,10.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,7.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,14.0,4.0,28.6,11.0,3.0,0.0,1.0,0.0,0.0,1.0,4.0,7.0,0.0,31.0,14.0,24.0,8.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,9.0,25.0,10.0,12.0,12.0,100.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0
Mehdi Abeid,dz ALG,MF,Nantes,27,1992,1.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laurent Abergel,fr FRA,MF,Lorient,27,1993,2.0,1.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,36.0,38.0,94.7,666.0,92.0,1.0,1.0,100.0,29.0,30.0,96.7,6.0,7.0,85.7,0.0,0.0,2.0,0.0,0.0,3.0,38.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,4.0,5.0,4.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,1.0,0.0,0.0,3.0,0.0,3.0,24.0,11.0,45.8,5.0,15.0,4.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,47.0,0.0,7.0,39.0,4.0,0.0,47.0,0.0,2.0,0.0,0.0,0.0,32.0,163.0,76.0,35.0,33.0,94.3,1.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,9.0,1.0,3.0,25.0
Nayef Aguerd,ma MAR,DF,Rennes,24,1996,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.1,0.07,0.17,0.1,0.17,2.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.19,-0.2,-0.2,138.0,150.0,92.0,2880.0,961.0,1.0,2.0,50.0,89.0,94.0,94.7,48.0,54.0,88.9,-0.1,1.0,8.0,0.0,0.0,7.0,145.0,5.0,5.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,127.0,10.0,13.0,114.0,25.0,8.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,10.0,3.0,30.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,170.0,12.0,86.0,94.0,1.0,1.0,165.0,0.0,0.0,0.0,0.0,0.0,118.0,522.0,272.0,123.0,122.0,99.2,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,27.0,9.0,5.0,64.3
Ruben Aguilar,fr FRA,DF,Monaco,27,1993,2.0,2.0,180.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.37,0.37,0.0,0.37,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,112.0,89.3,1780.0,512.0,3.0,3.0,100.0,77.0,84.0,91.7,20.0,25.0,80.0,-0.4,5.0,10.0,6.0,4.0,15.0,101.0,11.0,2.0,0.0,6.0,2.0,12.0,0.0,0.0,0.0,0.0,84.0,12.0,16.0,0.0,100.0,1.0,9.0,1.0,0.0,0.0,1.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,2.0,0.0,2.0,2.0,100.0,0.0,14.0,6.0,42.9,4.0,8.0,2.0,1.0,0.0,0.0,1.0,8.0,0.0,0.0,123.0,1.0,14.0,77.0,38.0,1.0,113.0,2.0,2.0,100.0,2.0,0.0,94.0,442.0,293.0,90.0,89.0,98.9,3.0,3.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,100.0
Jean-Eudes Aholou,ci CIV,MF,Monaco,26,1994,2.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,2.34,0.0,2.34,2.34,2.34,0.4,2.0,1.0,0.0,50.0,5.0,2.5,0.0,0.0,0.05,-0.1,-0.1,1.0,2.0,50.0,17.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,2.0,1.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,2.0,5.0,4.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0
Ludovic Ajorque,re REU,FW,Strasbourg,26,1994,2.0,2.0,180.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.1,0.1,0.1,0.05,0.05,0.1,0.05,0.1,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,-0.1,-0.1,36.0,48.0,75.0,610.0,111.0,3.0,5.0,60.0,28.0,35.0,80.0,5.0,8.0,62.5,0.9,1.0,3.0,1.0,1.0,4.0,43.0,5.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,7.0,25.0,12.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.5,2.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,6.0,21.4,0.0,10.0,18.0,1.0,0.0,0.0,1.0,0.0,7.0,0.0,67.0,8.0,11.0,44.0,15.0,3.0,62.0,0.0,0.0,0.0,0.0,0.0,27.0,192.0,82.0,72.0,48.0,66.7,5.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,5.0,5.0,3.0,62.5
Marley Aké,fr FRA,FW,Marseille,19,2001,1.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohamed Ali Cho,fr FRA,MF,Angers,16,2004,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romain Amalfitano,fr FRA,"FW,DF",Dijon,30,1989,2.0,1.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.04,0.03,0.04,1.3,2.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.02,0.0,0.0,47.0,58.0,81.0,1006.0,342.0,0.0,0.0,0.0,33.0,37.0,89.2,14.0,21.0,66.7,0.0,1.0,5.0,0.0,0.0,9.0,52.0,6.0,1.0,0.0,11.0,1.0,5.0,0.0,0.0,0.0,0.0,42.0,8.0,8.0,4.0,48.0,0.0,5.0,0.0,1.0,2.0,0.0,1.0,2.0,1.55,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,5.0,40.0,3.0,13.0,2.0,15.4,9.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,69.0,4.0,20.0,33.0,24.0,0.0,63.0,1.0,1.0,100.0,1.0,0.0,44.0,343.0,201.0,53.0,47.0,88.7,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,50.0
