club_name,player_name,age,position,club_involved_name,fee,transfer_movement,fee_cleaned,league_name,year,season
Dinamo Moscow,Igor Semshov,31,Central Midfield,Zenit S-Pb,£4.23m,in,4.23,Premier Liga,2009,2009/2010
Dinamo Moscow,Aleksandr Samedov,25,Right Winger,FK Moskau,£4.05m,in,4.05,Premier Liga,2009,2009/2010
Dinamo Moscow,Edgaras Cesnauskis,25,Left Midfield,FK Moskau,£3.78m,in,3.78,Premier Liga,2009,2009/2010
Dinamo Moscow,Luis Aguiar,23,Central Midfield,Braga,£2.70m,in,2.7,Premier Liga,2009,2009/2010
Dinamo Moscow,Alexandru Epureanu,23,Centre-Back,FK Moskau,£2.25m,in,2.25,Premier Liga,2009,2009/2010
Dinamo Moscow,Andrii Voronin,30,Second Striker,Liverpool,£1.80m,in,1.8,Premier Liga,2009,2009/2010
Dinamo Moscow,Aleksey Rebko,23,Central Midfield,FK Moskau,£1.35m,in,1.35,Premier Liga,2009,2009/2010
Dinamo Moscow,Yuri Kirillov,19,Defensive Midfield,Khimki,Free Transfer,in,0,Premier Liga,2009,2009/2010
Dinamo Moscow,Luis Aguiar,24,Central Midfield,Braga,"End of loanMay 1, 2010",in,0,Premier Liga,2009,2009/2010
Dinamo Moscow,Aleksandr Kerzhakov,27,Centre-Forward,Zenit S-Pb,£5.85m,out,5.85,Premier Liga,2009,2009/2010
Dinamo Moscow,Jovan Tanasijevic,31,Centre-Back,Salyut Belgorod,Free Transfer,out,0,Premier Liga,2009,2009/2010
Dinamo Moscow,Ruslan Pimenov,28,Centre-Forward,Dinamo Minsk,Free Transfer,out,0,Premier Liga,2009,2009/2010
Dinamo Moscow,Zydrunas Karcemarskas,26,Goalkeeper,Gaziantepspor,Free Transfer,out,0,Premier Liga,2009,2009/2010
Dinamo Moscow,Aleksandr Dimidko,23,Centre-Back,SKA-Energia,Loan,out,0,Premier Liga,2009,2009/2010
Dinamo Moscow,Tsvetan Genkov,25,Centre-Forward,Lok. Sofia,Loan,out,0,Premier Liga,2009,2009/2010
Dinamo Moscow,Yuri Kirillov,19,Defensive Midfield,Alania,Loan,out,0,Premier Liga,2009,2009/2010
Dinamo Moscow,Aleksandr Denisov,21,Centre-Back,Dinamo Bryansk,Loan,out,0,Premier Liga,2009,2009/2010
