,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Mauro Diaz,"$ 8,962","$ 466,000","$ 502,510",M,24,Argentina,FC Dallas,Mls,2016
1,Carlos Gruezo,"$ 8,654","$ 450,000","$ 485,256",M,20,Ecuador,FC Dallas,Mls,2016
2,Maximiliano Urruti,"$ 4,808","$ 250,000","$ 269,587",F,24,Argentina,FC Dallas,Mls,2016
3,Kellyn Acosta,"$ 4,231","$ 220,000","$ 237,236",M,19,United States,FC Dallas,Mls,2016
4,Zach Loyd,"$ 3,846","$ 200,000","$ 215,670",D,27,United States,FC Dallas,Mls,2016
5,Norberto Paparatto,"$ 3,365","$ 175,000","$ 188,711",D,31,Argentina,FC Dallas,Mls,2016
6,Walker Zimmerman,"$ 3,346","$ 174,000","$ 187,632",D,22,United States,FC Dallas,Mls,2016
7,Juan Esteban Ortiz,"$ 3,077","$ 160,000","$ 172,536",M,29,Colombia,FC Dallas,Mls,2016
8,Fabian Castillo,"$ 2,995","$ 155,750","$ 167,953",M,23,Colombia,FC Dallas,Mls,2016
9,Matt Hedges,"$ 2,923","$ 152,000","$ 163,909",D,25,United States,FC Dallas,Mls,2016
10,Getterson Alves Dos Santos,"$ 2,769","$ 144,000","$ 155,282",F,25,Brazil,FC Dallas,Mls,2016
11,Atiba Harris,"$ 2,750","$ 143,000","$ 154,204",M,30,St. Kitts & Nevis,FC Dallas,Mls,2016
12,Chris Seitz,"$ 2,615","$ 136,000","$ 146,655",K,28,United States,FC Dallas,Mls,2016
13,Victor Ulloa,"$ 2,500","$ 130,000","$ 140,185",M,23,Mexico,FC Dallas,Mls,2016
14,Ryan Hollingshead,"$ 2,356","$ 122,500","$ 132,098",M,24,United States,FC Dallas,Mls,2016
15,Maynor Figueroa,"$ 2,212","$ 115,000","$ 124,010",D,32,Honduras,FC Dallas,Mls,2016
16,Moises Hernandez,"$ 1,923","$ 100,000","$ 107,835",D,23,Guatemala,FC Dallas,Mls,2016
17,Tesho Akindele,"$ 1,538","$ 80,000","$ 86,268",F,23,Canada,FC Dallas,Mls,2016
18,Carlos Ruiz,"$ 1,385","$ 72,000","$ 77,641",F,35,Guatemala,FC Dallas,Mls,2016
19,Coy Craft,"$ 1,346","$ 70,000","$ 75,484",F,18,United States,FC Dallas,Mls,2016
20,Michael Barrios,"$ 1,346","$ 70,000","$ 75,484",M,24,Colombia,FC Dallas,Mls,2016
21,Jesse Gonzalez,"$ 1,298","$ 67,500","$ 72,788",K,20,United States,FC Dallas,Mls,2016
22,Carlos Lizarazo,"$ 1,202","$ 62,508","$ 67,405",M,24,Colombia,FC Dallas,Mls,2016
23,Aubrey David,"$ 1,202","$ 62,508","$ 67,405",D,24,Trinidad and Tobago,FC Dallas,Mls,2016
24,Ryan Herman,"$ 1,202","$ 62,508","$ 67,405",K,22,United States,FC Dallas,Mls,2016
25,Mauro Rosales,"$ 1,202","$ 62,500","$ 67,397",M,34,Argentina,FC Dallas,Mls,2016
26,Paxton Pomykal,$ 990,"$ 51,504","$ 55,539",M,17,United States,FC Dallas,Mls,2016
27,Timo Pitter,$ 990,"$ 51,504","$ 55,539",M,22,Germany,FC Dallas,Mls,2016
28,Colin Bonner,$ 990,"$ 51,504","$ 55,539",F,21,United States,FC Dallas,Mls,2016
29,Aaron Guillen,$ 990,"$ 51,500","$ 55,535",D,22,Mexico,FC Dallas,Mls,2016
