,Unnamed: 0,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,0,Erik Pieters,"€ 27,115","€ 1,410,000","€ 1,416,719",D,29,Netherlands,Amiens,Ligue 1,2018-2019
1,1,Serhou Guirassy,"€ 15,288","€ 795,000","€ 798,788",F,22,France,Amiens,Ligue 1,2018-2019
2,2,Juan Ferney Otero,"€ 14,731","€ 766,000","€ 769,650",F,23,Colombia,Amiens,Ligue 1,2018-2019
3,3,Guessouma Fofana,"€ 12,385","€ 644,000","€ 647,069",M,25,France,Amiens,Ligue 1,2018-2019
4,4,Saman Ghoddos,"€ 12,154","€ 632,000","€ 635,011",F,24,Iran,Amiens,Ligue 1,2018-2019
5,5,Emil Krafth,"€ 10,673","€ 555,000","€ 557,645",D,23,Sweden,Amiens,Ligue 1,2018-2019
6,6,Bakaye Dibassy,"€ 10,596","€ 551,000","€ 553,626",D,28,Mali,Amiens,Ligue 1,2018-2019
7,7,Moussa Konaté,"€ 9,192","€ 478,000","€ 480,278",F,25,Senegal,Amiens,Ligue 1,2018-2019
8,8,Alexis Blin,"€ 9,096","€ 473,000","€ 475,254",M,21,France,Amiens,Ligue 1,2018-2019
9,9,Quentin Cornette,"€ 8,135","€ 423,000","€ 425,016",F,24,France,Amiens,Ligue 1,2018-2019
10,10,Ganso,"€ 7,808","€ 406,000","€ 407,935",M,28,Brazil,Amiens,Ligue 1,2018-2019
11,11,Jordan Lefort,"€ 7,481","€ 389,000","€ 390,854",D,24,France,Amiens,Ligue 1,2018-2019
12,12,Stiven Mendoza,"€ 6,981","€ 363,000","€ 364,730",F,26,Colombia,Amiens,Ligue 1,2018-2019
13,13,Matthieu Dreyer,"€ 6,654","€ 346,000","€ 347,649",K,29,France,Amiens,Ligue 1,2018-2019
14,14,Régis Gurtner,"€ 6,500","€ 338,000","€ 339,611",K,31,France,Amiens,Ligue 1,2018-2019
15,15,Bachibou Koita,"€ 6,250","€ 325,000","€ 326,549",F,24,Niger,Amiens,Ligue 1,2018-2019
16,16,Prince Gouano,"€ 5,750","€ 299,000","€ 300,425",D,24,France,Amiens,Ligue 1,2018-2019
17,17,Bongani Zungu,"€ 5,750","€ 299,000","€ 300,425",M,25,South Africa,Amiens,Ligue 1,2018-2019
18,18,Rafal Kurzawa,"€ 5,750","€ 299,000","€ 300,425",M,25,Poland,Amiens,Ligue 1,2018-2019
19,19,Mathieu Bodmer,"€ 4,596","€ 239,000","€ 240,139",M,35,France,Amiens,Ligue 1,2018-2019
20,20,Thomas Monconduit,"€ 4,596","€ 239,000","€ 240,139",M,27,France,Amiens,Ligue 1,2018-2019
21,21,Khaled Adénon,"€ 3,500","€ 182,000","€ 182,867",D,32,Benin,Amiens,Ligue 1,2018-2019
22,22,Oualid El Hajjam,"€ 3,442","€ 179,000","€ 179,853",D,27,Morocco,Amiens,Ligue 1,2018-2019
23,23,Eddy Gnahoré,"€ 2,865","€ 149,000","€ 149,710",M,24,France,Amiens,Ligue 1,2018-2019
24,24,Stanley Segarel,"€ 2,769","€ 144,000","€ 144,686",F,24,France,Amiens,Ligue 1,2018-2019
25,25,Cheick Timite,"€ 2,558","€ 133,000","€ 133,634",F,20,Cote d'Ivoire,Amiens,Ligue 1,2018-2019
26,26,Gaoussou Traoré,"€ 1,788","€ 93,000","€ 93,443",F,18,France,Amiens,Ligue 1,2018-2019
27,27,Martin Gneba,"€ 1,577","€ 82,000","€ 82,391",F,19,France,Amiens,Ligue 1,2018-2019
28,28,Gauthier Banaziak,"€ 1,096","€ 57,000","€ 57,272",K,21,France,Amiens,Ligue 1,2018-2019
29,29,Mathurin Sakho,€ 808,"€ 42,000","€ 42,200",D,23,France,Amiens,Ligue 1,2018-2019
30,30,Valentin Gendrey,€ 96,"€ 5,000","€ 5,024",D,18,France,Amiens,Ligue 1,2018-2019
31,31,Réda Rabeï,€ 0,€ 0,€ 0,M,23,Algeria,Amiens,Ligue 1,2018-2019
32,32,Yannick Mamilonne,€ 0,€ 0,€ 0,F,26,Guadeloupe,Amiens,Ligue 1,2018-2019
