club_name,player_name,age,position,club_involved_name,fee,transfer_movement,fee_cleaned,league_name,year,season
Cardiff City,Richard Carpenter,25,Central Midfield,Fulham,£54k,in,0.054,Championship,1998,1998/1999
Cardiff City,Jason Bowen,26,Central Midfield,Reading,Free Transfer,in,0,Championship,1998,1998/1999
Cardiff City,John Williams,30,Centre-Forward,Exeter City,Free Transfer,in,0,Championship,1998,1998/1999
Cardiff City,Mark Bonner,24,Defensive Midfield,Blackpool,Free Transfer,in,0,Championship,1998,1998/1999
Cardiff City,Mark Delaney,22,Right-Back,Carmarthen,?,in,NA,Championship,1998,1998/1999
Cardiff City,Andy Legg,31,Left-Back,Reading,?,in,NA,Championship,1998,1998/1999
Cardiff City,Danny Hill,24,Midfielder,Oxford United,?,in,NA,Championship,1998,1998/1999
Cardiff City,Matt Brazier,21,Midfielder,Fulham,Loan,in,0,Championship,1998,1998/1999
Cardiff City,Andy Saville,33,Centre-Forward,Hull City,"End of loanOct 19, 1998",in,0,Championship,1998,1998/1999
Cardiff City,Christian Roberts,19,Centre-Forward,Hereford Utd.,"End of loanApr 1, 1999",in,0,Championship,1998,1998/1999
Cardiff City,Mark Delaney,22,Right-Back,Aston Villa,£338k,out,0.338,Championship,1998,1998/1999
Cardiff City,Christian Roberts,19,Centre-Forward,Hereford Utd.,Loan,out,0,Championship,1998,1998/1999
Cardiff City,Jimmy Rollo,22,Centre-Back,Forest Green,Free Transfer,out,0,Championship,1998,1998/1999
Cardiff City,Andy Saville,34,Centre-Forward,Scarborough,Free Transfer,out,0,Championship,1998,1998/1999
Cardiff City,Andy Saville,33,Centre-Forward,Hull City,Loan,out,0,Championship,1998,1998/1999
Cardiff City,Dave Penney,34,Midfielder,Doncaster,?,out,NA,Championship,1998,1998/1999
Cardiff City,George Wood,45,Goalkeeper,Retired,-,out,0,Championship,1998,1998/1999
Cardiff City,Matt Brazier,22,Midfielder,Fulham,"End of loanDec 1, 1998",out,0,Championship,1998,1998/1999
Fulham FC,Barry Hayles,26,Centre-Forward,Bristol Rovers,£2.70m,in,2.7,Championship,1998,1998/1999
Fulham FC,Steve Finnan,22,Right-Back,Notts County,£810k,in,0.81,Championship,1998,1998/1999
Fulham FC,Rufus Brevett,28,Left-Back,QPR,£473k,in,0.473,Championship,1998,1998/1999
Fulham FC,Geoff Horsfield,24,Centre-Forward,Halifax Town,£405k,in,0.405,Championship,1998,1998/1999
Fulham FC,Kevin Betsy,20,Left Midfield,Woking FC,£108k,in,0.108,Championship,1998,1998/1999
Fulham FC,Philippe Albert,31,Centre-Back,Newcastle,Free Transfer,in,0,Championship,1998,1998/1999
Fulham FC,Rob Scott,25,Defender,Rotherham,Loan,in,0,Championship,1998,1998/1999
Fulham FC,Dirk Lehmann,26,Attacking Midfield,Energie Cottbus,Free Transfer,in,0,Championship,1998,1998/1999
Fulham FC,John Salako,29,Left Midfield,Coventry,Free Transfer,in,0,Championship,1998,1998/1999
Fulham FC,Peter Beardsley,37,Second Striker,Bolton,Free Transfer,in,0,Championship,1998,1998/1999
