,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Ryad Boudebouz,"€ 43,846","€ 2,280,000","€ 2,280,000",F,30,Algeria,St Etienne,Ligue 1,2020-2021
1,Stéphane Ruffier,"€ 41,538","€ 2,160,000","€ 2,160,000",K,34,France,St Etienne,Ligue 1,2020-2021
2,Romain Hamouma,"€ 30,962","€ 1,610,000","€ 1,610,000",F,33,France,St Etienne,Ligue 1,2020-2021
3,Mathieu Debuchy,"€ 28,846","€ 1,500,000","€ 1,500,000",D,35,France,St Etienne,Ligue 1,2020-2021
4,Kévin Monnet-Paquet,"€ 28,077","€ 1,460,000","€ 1,460,000",F,32,France,St Etienne,Ligue 1,2020-2021
5,Timothée Kolodziejczak,"€ 27,885","€ 1,450,000","€ 1,450,000",D,29,France,St Etienne,Ligue 1,2020-2021
6,Denis Bouanga,"€ 25,769","€ 1,340,000","€ 1,340,000",F,25,Gabon,St Etienne,Ligue 1,2020-2021
7,Pape Abou Cissé,"€ 18,269","€ 950,000","€ 950,000",D,25,Senegal,St Etienne,Ligue 1,2020-2021
8,Panagiotis Retsos,"€ 17,885","€ 930,000","€ 930,000",D,22,Greece,St Etienne,Ligue 1,2020-2021
9,Gabriel Silva,"€ 14,038","€ 730,000","€ 730,000",D,29,Brazil,St Etienne,Ligue 1,2020-2021
10,Zaydou Youssouf,"€ 13,462","€ 700,000","€ 700,000",M,21,France,St Etienne,Ligue 1,2020-2021
11,Arnaud Nordin,"€ 11,154","€ 580,000","€ 580,000",F,22,France,St Etienne,Ligue 1,2020-2021
12,Miguel Trauco,"€ 10,769","€ 560,000","€ 560,000",D,28,Peru,St Etienne,Ligue 1,2020-2021
13,Harold Moukoudi,"€ 9,615","€ 500,000","€ 500,000",D,22,Cameroon,St Etienne,Ligue 1,2020-2021
14,Jessy Moulin,"€ 8,077","€ 420,000","€ 420,000",K,34,France,St Etienne,Ligue 1,2020-2021
15,Adil Aouchiche,"€ 6,154","€ 320,000","€ 320,000",F,18,France,St Etienne,Ligue 1,2020-2021
16,Alpha Sissoko,"€ 5,192","€ 270,000","€ 270,000",D,23,France,St Etienne,Ligue 1,2020-2021
17,Maxence Rivera,"€ 4,808","€ 250,000","€ 250,000",F,18,France,St Etienne,Ligue 1,2020-2021
18,Bilal Benkhedim,"€ 4,808","€ 250,000","€ 250,000",F,19,France,St Etienne,Ligue 1,2020-2021
19,Boubacar Fall,"€ 4,808","€ 250,000","€ 250,000",K,19,Senegal,St Etienne,Ligue 1,2020-2021
20,Abdoulaye Sidibé,"€ 4,231","€ 220,000","€ 220,000",F,18,France,St Etienne,Ligue 1,2020-2021
21,Charles Abi,"€ 4,231","€ 220,000","€ 220,000",F,20,France,St Etienne,Ligue 1,2020-2021
22,Yvann Maçon,"€ 4,231","€ 220,000","€ 220,000",D,22,France,St Etienne,Ligue 1,2020-2021
23,Saïdou Sow,"€ 4,038","€ 210,000","€ 210,000",D,18,Guinea,St Etienne,Ligue 1,2020-2021
24,Aimen Moueffek,"€ 4,038","€ 210,000","€ 210,000",D,19,France,St Etienne,Ligue 1,2020-2021
25,Yvan Neyou,"€ 3,654","€ 190,000","€ 190,000",M,23,Cameroon,St Etienne,Ligue 1,2020-2021
26,Mahdi Camara,"€ 1,538","€ 80,000","€ 80,000",M,22,France,St Etienne,Ligue 1,2020-2021
27,Stefan Bajic,"€ 1,154","€ 60,000","€ 60,000",K,18,France,St Etienne,Ligue 1,2020-2021
28,Lucas Gourna-Douath,€ 769,"€ 40,000","€ 40,000",M,17,France,St Etienne,Ligue 1,2020-2021
29,Etienne Green,€ 577,"€ 30,000","€ 30,000",K,20,France,St Etienne,Ligue 1,2020-2021
