,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Yassine Benzia,"€ 21,923","€ 1,140,000","€ 1,140,000",F,26,Algeria,Dijon,Ligue 1,2020-2021
1,Bruno Ecuele Manga,"€ 21,923","€ 1,140,000","€ 1,140,000",D,32,Gabon,Dijon,Ligue 1,2020-2021
2,Didier Ndong,"€ 18,462","€ 960,000","€ 960,000",M,26,Gabon,Dijon,Ligue 1,2020-2021
3,Pape Cheikh,"€ 17,500","€ 910,000","€ 910,000",M,23,Senegal,Dijon,Ligue 1,2020-2021
4,Moussa Konaté,"€ 14,231","€ 740,000","€ 740,000",F,27,Senegal,Dijon,Ligue 1,2020-2021
5,Roger Assalé,"€ 12,115","€ 630,000","€ 630,000",F,26,Cote d'Ivoire,Dijon,Ligue 1,2020-2021
6,Mounir Chouiar,"€ 11,538","€ 600,000","€ 600,000",F,21,France,Dijon,Ligue 1,2020-2021
7,Bersant Celina,"€ 10,962","€ 570,000","€ 570,000",F,24,Kosovo,Dijon,Ligue 1,2020-2021
8,Fouad Chafik,"€ 10,192","€ 530,000","€ 530,000",D,34,Morocco,Dijon,Ligue 1,2020-2021
9,Wesley Lautoa,"€ 10,192","€ 530,000","€ 530,000",D,33,France,Dijon,Ligue 1,2020-2021
10,Jordan Marié,"€ 8,846","€ 460,000","€ 460,000",M,29,France,Dijon,Ligue 1,2020-2021
11,Romain Amalfitano,"€ 7,885","€ 410,000","€ 410,000",M,31,France,Dijon,Ligue 1,2020-2021
12,Anthony Racioppi,"€ 6,346","€ 330,000","€ 330,000",K,21,Switzerland,Dijon,Ligue 1,2020-2021
13,Saturnin Allagbé,"€ 5,769","€ 300,000","€ 300,000",K,26,Benin,Dijon,Ligue 1,2020-2021
14,Aníbal Chalá,"€ 5,577","€ 290,000","€ 290,000",D,24,Ecuador,Dijon,Ligue 1,2020-2021
15,Mama Baldé,"€ 3,462","€ 180,000","€ 180,000",F,24,Guinea-Bissau,Dijon,Ligue 1,2020-2021
16,Frédéric Sammaritano,"€ 2,885","€ 150,000","€ 150,000",F,34,France,Dijon,Ligue 1,2020-2021
17,Alexandru Dobre,"€ 2,692","€ 140,000","€ 140,000",F,22,Romania,Dijon,Ligue 1,2020-2021
18,Sacha Boey,"€ 2,308","€ 120,000","€ 120,000",D,20,France,Dijon,Ligue 1,2020-2021
19,Arthur Zagre,"€ 2,115","€ 110,000","€ 110,000",D,19,France,Dijon,Ligue 1,2020-2021
20,Jonathan Panzo,"€ 2,115","€ 110,000","€ 110,000",D,19,England,Dijon,Ligue 1,2020-2021
21,Alex Dobre,"€ 1,346","€ 70,000","€ 70,000",F,22,Romania,Dijon,Ligue 1,2020-2021
22,Ngonda Muzinga,"€ 1,154","€ 60,000","€ 60,000",D,25,Democratic Republic of the Congo,Dijon,Ligue 1,2020-2021
23,Éric Ebimbe,€ 962,"€ 50,000","€ 50,000",F,19,France,Dijon,Ligue 1,2020-2021
24,Senou Coulibaly,€ 769,"€ 40,000","€ 40,000",D,26,France,Dijon,Ligue 1,2020-2021
25,Wilitty Younoussa,€ 577,"€ 30,000","€ 30,000",M,19,Cameroon,Dijon,Ligue 1,2020-2021
26,Ahmad Ngouyamsa,€ 577,"€ 30,000","€ 30,000",D,19,Cameroon,Dijon,Ligue 1,2020-2021
27,Lévi Ntumba,€ 385,"€ 20,000","€ 20,000",K,19,France,Dijon,Ligue 1,2020-2021
28,Amir Arli,€ 385,"€ 20,000","€ 20,000",F,17,Turkey,Dijon,Ligue 1,2020-2021
