club_name,player_name,age,position,club_involved_name,fee,transfer_movement,fee_cleaned,league_name,year,season
Spartak Moscow,Yuri Kovtun,28,Left-Back,Dinamo Moscow,Free Transfer,in,0,Premier Liga,1998,1998/1999
Spartak Moscow,Artem Bezrodnyi,19,Left Winger,Uerdingen II,Free Transfer,in,0,Premier Liga,1998,1998/1999
Spartak Moscow,Leandro Samarone,27,Centre-Back,Torpedo Moscow,?,in,NA,Premier Liga,1998,1998/1999
Spartak Moscow,Sergey Yuran,29,Centre-Forward,VfL Bochum,?,in,NA,Premier Liga,1998,1998/1999
Spartak Moscow,Vasili Baranov,25,Right Midfield,Baltika,?,in,NA,Premier Liga,1998,1998/1999
Spartak Moscow,Evgeni Bushmanov,26,Centre-Back,Torpedo Moscow,?,in,NA,Premier Liga,1998,1998/1999
Spartak Moscow,Viktor Bulatov,26,Defensive Midfield,Torpedo Moscow,?,in,NA,Premier Liga,1998,1998/1999
Spartak Moscow,Konstantin Golovskoy,23,Central Midfield,Dinamo Moscow,"End of loanDec 1, 1998",in,0,Premier Liga,1998,1998/1999
Spartak Moscow,Vadim Evseev,22,Right-Back,Torpedo Moscow,"End of loanDec 1, 1998",in,0,Premier Liga,1998,1998/1999
Spartak Moscow,Eduard Mor,21,Centre-Back,Spartak II,-,in,0,Premier Liga,1998,1998/1999
Spartak Moscow,Peniche,19,Attacking Midfield,Arsenal Tula,,in,NA,Premier Liga,1998,1998/1999
Spartak Moscow,Dmitri Alenichev,25,Central Midfield,AS Roma,£6.30m,out,6.3,Premier Liga,1998,1998/1999
Spartak Moscow,Nikolay Pisarev,30,Centre-Forward,Dinamo Moscow,?,out,NA,Premier Liga,1998,1998/1999
Spartak Moscow,Konstantin Golovskoy,23,Central Midfield,Dinamo Moscow,?,out,NA,Premier Liga,1998,1998/1999
Spartak Moscow,Konstantin Golovskoy,23,Central Midfield,Dinamo Moscow,Loan,out,0,Premier Liga,1998,1998/1999
Spartak Moscow,Leandro Samarone,27,Centre-Back,Arsenal Tula,?,out,NA,Premier Liga,1998,1998/1999
Spartak Moscow,Vadim Evseev,22,Right-Back,Torpedo Moscow,Loan,out,0,Premier Liga,1998,1998/1999
Spartak Moscow,Sergey Gorlukovich,37,Centre-Back,Torpedo-ZiL,?,out,NA,Premier Liga,1998,1998/1999
Spartak Moscow,Anatoli Kanishchev,27,Centre-Forward,Alania,?,out,NA,Premier Liga,1998,1998/1999
Spartak Moscow,Miroslav Romashchenko,25,Centre-Back,Retired,-,out,0,Premier Liga,1998,1998/1999
Lokomotiv Moscow,Philippe De Azevedo,23,Centre-Forward,Alverca,Free Transfer,in,0,Premier Liga,1998,1998/1999
Lokomotiv Moscow,Aleksey Polyakov,24,Goalkeeper,Neftekhimik,?,in,NA,Premier Liga,1998,1998/1999
Lokomotiv Moscow,Aleksey Smertin,23,Defensive Midfield,Uralan,?,in,NA,Premier Liga,1998,1998/1999
Lokomotiv Moscow,Aleksandr Podshivalov,34,Goalkeeper,Zvezda Serpukho,Free Transfer,out,0,Premier Liga,1998,1998/1999
Lokomotiv Moscow,Bakhva Tedeev,29,Central Midfield,Alania,?,out,NA,Premier Liga,1998,1998/1999
Lokomotiv Moscow,Aleksey Kosolapov,27,Central Midfield,M. Tel Aviv,?,out,NA,Premier Liga,1998,1998/1999
Lokomotiv Moscow,Aleksandr Smirnov,30,Right Midfield,Torpedo-ZiL,?,out,NA,Premier Liga,1998,1998/1999
Lokomotiv Moscow,Khasanbi Bidzhiev,32,Goalkeeper,Retired,-,out,0,Premier Liga,1998,1998/1999
