club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Leeds United,Olivier Dacourt,25,Defensive Midfield,Lens,£9.45m,in,Summer,9.45,Premier League,2000,2000/2001
Leeds United,Mark Viduka,24,Centre-Forward,Celtic,£8.24m,in,Summer,8.24,Premier League,2000,2000/2001
Leeds United,Dominic Matteo,26,Left-Back,Liverpool,£6.41m,in,Summer,6.41,Premier League,2000,2000/2001
Leeds United,Jacob Burns,22,Defensive Midfield,Parra. Power,£338Th.,in,Summer,0.338,Premier League,2000,2000/2001
Leeds United,Jamie McMaster,17,Central Midfield,NSWIS,Free transfer,in,Summer,0,Premier League,2000,2000/2001
Leeds United,Chad Harpur,17,Goalkeeper,Chelsea U18,Free transfer,in,Summer,0,Premier League,2000,2000/2001
Leeds United,Shane Cansdell-Sherriff,17,Centre-Back,NSWIS,?,in,Summer,NA,Premier League,2000,2000/2001
Leeds United,Harpal Singh,18,Left Midfield,Leeds U18,-,in,Summer,0,Premier League,2000,2000/2001
Leeds United,Alf-Inge Haaland,27,Defensive Midfield,Man City,£3.38m,out,Summer,3.38,Premier League,2000,2000/2001
Leeds United,David Hopkin,29,Right Midfield,Bradford,£3.38m,out,Summer,3.38,Premier League,2000,2000/2001
Leeds United,Martin Hiden,27,Centre-Back,Austria Vienna,Free transfer,out,Summer,0,Premier League,2000,2000/2001
Leeds United,Alan Cawley,18,Central Midfield,Sheff Wed,?,out,Summer,NA,Premier League,2000,2000/2001
Leeds United,Tommy Knarvik,20,Central Midfield,SK Brann,?,out,Summer,NA,Premier League,2000,2000/2001
Bradford City,David Hopkin,29,Right Midfield,Leeds,£3.38m,in,Summer,3.38,Premier League,2000,2000/2001
Bradford City,Ashley Ward,29,Centre-Forward,Blackburn,£1.89m,in,Summer,1.89,Premier League,2000,2000/2001
Bradford City,Andy Tod,28,Centre-Back,Dunfermline A.,Loan fee:£68Th.,in,Summer,0.068,Premier League,2000,2000/2001
Bradford City,Billy McKinlay,31,Right Midfield,Blackburn,Free transfer,in,Summer,0,Premier League,2000,2000/2001
Bradford City,Ian Nolan,29,Defender,Sheff Wed,Free transfer,in,Summer,0,Premier League,2000,2000/2001
Bradford City,Stan Collymore,29,Centre-Forward,Leicester,Free transfer,in,Summer,0,Premier League,2000,2000/2001
Bradford City,Peter Beagrie,35,Left Winger,Wigan,?,in,Summer,NA,Premier League,2000,2000/2001
Bradford City,Dan Petrescu,32,Right-Back,Chelsea,?,in,Summer,NA,Premier League,2000,2000/2001
Bradford City,Benny Carbone,28,Second Striker,Aston Villa,?,in,Summer,NA,Premier League,2000,2000/2001
Bradford City,Eoin Jess,29,Second Striker,Aberdeen FC,Loan,in,Summer,0,Premier League,2000,2000/2001
Bradford City,Mark Bower,21,Centre-Back,York City,"End of loanMay 6, 2001",in,Summer,0,Premier League,2000,2000/2001
Bradford City,Lee Sharpe,29,Left Midfield,Portsmouth,"End of loanMay 1, 2001",in,Summer,0,Premier League,2000,2000/2001
Bradford City,Lee Mills,30,Forward,Portsmouth,£1.26m,out,Summer,1.26,Premier League,2000,2000/2001
Bradford City,Ashley Westwood,23,Centre-Back,Sheff Wed,£158Th.,out,Summer,0.158,Premier League,2000,2000/2001
Bradford City,Robbie Blake,24,Second Striker,Nottm Forest,Loan,out,Summer,0,Premier League,2000,2000/2001
Bradford City,Isaiah Rankin,22,Centre-Forward,Bolton,Loan,out,Summer,0,Premier League,2000,2000/2001
Bradford City,Jorge Cadete,31,Centre-Forward,CF Estrela,?,out,Summer,NA,Premier League,2000,2000/2001
Bradford City,Stephen Wright,28,Right-Back,Dundee United,?,out,Summer,NA,Premier League,2000,2000/2001
Bradford City,John Dreyer,37,Centre-Back,Cambridge Utd.,?,out,Summer,NA,Premier League,2000,2000/2001
Bradford City,Lee Todd,28,Left-Back,Rochdale,?,out,Summer,NA,Premier League,2000,2000/2001
Bradford City,Dean Saunders,36,Centre-Forward,Retired,-,out,Summer,0,Premier League,2000,2000/2001
Bradford City,Neville Southall,41,Goalkeeper,Without Club,-,out,Summer,0,Premier League,2000,2000/2001
Leicester City,Gary Rowett,26,Right-Back,Birmingham,£4.05m,in,Summer,4.05,Premier League,2000,2000/2001
Leicester City,Callum Davidson,24,Left-Back,Blackburn,£2.25m,in,Summer,2.25,Premier League,2000,2000/2001
Leicester City,Trevor Benjamin,21,Centre-Forward,Cambridge Utd.,£2.03m,in,Summer,2.03,Premier League,2000,2000/2001
Leicester City,Richard Cresswell,22,Centre-Forward,Sheff Wed,£945Th.,in,Summer,0.945,Premier League,2000,2000/2001
Leicester City,Damien Delaney,18,Centre-Back,Cork City,£68Th.,in,Summer,0.068,Premier League,2000,2000/2001
Leicester City,Simon Royce,28,Goalkeeper,Charlton,Free transfer,in,Summer,0,Premier League,2000,2000/2001
Leicester City,Lawrie Dudfield,20,Centre-Forward,Lincoln City,?,in,Summer,NA,Premier League,2000,2000/2001
Leicester City,Fernando Pasquinelli,20,Centre-Forward,Boca Juniors,?,in,Summer,NA,Premier League,2000,2000/2001
Leicester City,Jon Ashton,17,Centre-Back,Leicester U18,-,in,Summer,0,Premier League,2000,2000/2001
Leicester City,Matt Heath,18,Centre-Back,Leicester U18,-,in,Summer,0,Premier League,2000,2000/2001
Leicester City,Matt Piper,18,Right Midfield,Leicester U18,-,in,Summer,0,Premier League,2000,2000/2001
