,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Mauro Diaz,"$ 15,077","$ 784,000","$ 827,792",M,25,Argentina,FC Dallas,Mls,2017
1,Roland Lamah,"$ 12,115","$ 630,000","$ 665,190",M,28,Belgium,FC Dallas,Mls,2017
2,Carlos Gruezo,"$ 9,519","$ 495,000","$ 522,649",M,21,Ecuador,FC Dallas,Mls,2017
3,Matt Hedges,"$ 7,692","$ 399,996","$ 422,338",D,26,United States,FC Dallas,Mls,2017
4,Maynor Figueroa,"$ 6,154","$ 320,000","$ 337,874",D,33,Honduras,FC Dallas,Mls,2017
5,Javier Morales,"$ 5,769","$ 300,000","$ 316,757",M,36,Argentina,FC Dallas,Mls,2017
6,Cristian Colman,"$ 5,769","$ 300,000","$ 316,757",F,22,Paraguay,FC Dallas,Mls,2017
7,Maximiliano Urruti,"$ 5,769","$ 300,000","$ 316,757",F,25,Argentina,FC Dallas,Mls,2017
8,Kellyn Acosta,"$ 5,000","$ 260,000","$ 274,523",M,20,United States,FC Dallas,Mls,2017
9,Anibal Chala,"$ 4,808","$ 250,000","$ 263,964",D,20,Ecuador,FC Dallas,Mls,2017
10,Walker Zimmerman,"$ 3,942","$ 205,000","$ 216,451",D,23,United States,FC Dallas,Mls,2017
11,Hernan Grana,"$ 3,846","$ 200,000","$ 211,171",D,31,Argentina,FC Dallas,Mls,2017
12,Michael Barrios,"$ 3,846","$ 200,000","$ 211,171",M,25,Colombia,FC Dallas,Mls,2017
13,Atiba Harris,"$ 2,981","$ 155,004","$ 163,662",D,31,St. Kitts & Nevis,FC Dallas,Mls,2017
14,Chris Seitz,"$ 2,942","$ 153,000","$ 161,546",K,29,United States,FC Dallas,Mls,2017
15,Victor Ulloa,"$ 2,885","$ 150,000","$ 158,379",M,24,Mexico,FC Dallas,Mls,2017
16,Ryan Hollingshead,"$ 2,548","$ 132,500","$ 139,901",M,25,United States,FC Dallas,Mls,2017
17,Carlos Cermeno,"$ 2,308","$ 120,000","$ 126,703",M,20,Venezuela,FC Dallas,Mls,2017
18,Tesho Akindele,"$ 1,827","$ 95,000","$ 100,306",F,24,Canada,FC Dallas,Mls,2017
19,Coy Craft,"$ 1,635","$ 85,000","$ 89,748",F,19,United States,FC Dallas,Mls,2017
20,Jesse Gonzalez,"$ 1,635","$ 85,000","$ 89,748",K,21,United States,FC Dallas,Mls,2017
21,Adonijah Reid,"$ 1,346","$ 70,000","$ 73,910",F,16,Canada,FC Dallas,Mls,2017
22,Paxton Pomykal,"$ 1,346","$ 70,000","$ 73,910",M,16,United States,FC Dallas,Mls,2017
23,Eduardo Cortes,"$ 1,250","$ 65,004","$ 68,635",K,17,Costa Rica,FC Dallas,Mls,2017
24,Luis Gonzalez,"$ 1,250","$ 65,000","$ 68,631",M,25,Venezuela,FC Dallas,Mls,2017
25,Jacori Hayes,"$ 1,250","$ 65,000","$ 68,631",M,21,United States,FC Dallas,Mls,2017
26,Aaron Guillen,"$ 1,040","$ 54,075","$ 57,095",D,23,Mexico,FC Dallas,Mls,2017
27,Walker Hume,"$ 1,019","$ 53,004","$ 55,965",D,22,United States,FC Dallas,Mls,2017
28,Reggie Cannon,"$ 1,019","$ 53,000","$ 55,960",D,18,United States,FC Dallas,Mls,2017
29,Jesus Ferreira,"$ 1,019","$ 53,000","$ 55,960",F,15,United States,FC Dallas,Mls,2017
30,Bryan Reynolds,"$ 1,019","$ 53,000","$ 55,960",F,15,United States,FC Dallas,Mls,2017
