,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Miguel Almiron,"$ 36,779","$ 1,912,500","$ 2,019,326",M,22,Paraguay,Atlanta United,Mls,2017
1,Josef Martinez,"$ 17,769","$ 924,000","$ 975,612",F,23,Venezuela,Atlanta United,Mls,2017
2,Carlos Carmona,"$ 12,981","$ 675,000","$ 712,703",M,29,Chile,Atlanta United,Mls,2017
3,Hector Villalba,"$ 12,750","$ 663,000","$ 700,033",F,21,Paraguay,Atlanta United,Mls,2017
4,Chris McCann,"$ 10,385","$ 540,000","$ 570,163",M,28,Ireland,Atlanta United,Mls,2017
5,Kenwyne Jones,"$ 7,500","$ 390,000","$ 411,784",F,31,Trinidad and Tobago,Atlanta United,Mls,2017
6,Brad Guzan,"$ 6,539","$ 340,008","$ 359,000",K,31,United States,Atlanta United,Mls,2017
7,Michael Parkhurst,"$ 6,250","$ 325,008","$ 343,162",D,32,United States,Atlanta United,Mls,2017
8,Bobby Boswell,"$ 5,000","$ 260,000","$ 274,523",D,33,United States,Atlanta United,Mls,2017
9,Leandro Gonzalez Pirez,"$ 4,808","$ 250,008","$ 263,973",D,24,Argentina,Atlanta United,Mls,2017
10,Tyrone Mears,"$ 3,534","$ 183,756","$ 194,020",D,33,England,Atlanta United,Mls,2017
11,Jeff Larentowicz,"$ 3,366","$ 175,008","$ 184,783",M,32,United States,Atlanta United,Mls,2017
12,Jacob Peterson,"$ 3,179","$ 165,300","$ 174,533",M,30,United States,Atlanta United,Mls,2017
13,Kevin Kratz,"$ 2,885","$ 150,000","$ 158,379",M,29,Germany,Atlanta United,Mls,2017
14,Greg Garza,"$ 2,885","$ 150,000","$ 158,379",D,24,United States,Atlanta United,Mls,2017
15,Yamil Asad,"$ 2,885","$ 150,000","$ 158,379",M,21,Argentina,Atlanta United,Mls,2017
16,Miles Robinson,"$ 2,404","$ 125,000","$ 131,982",D,19,United States,Atlanta United,Mls,2017
17,Brandon Vazquez,"$ 1,923","$ 100,008","$ 105,594",F,17,United States,Atlanta United,Mls,2017
18,Mark Bloom,"$ 1,908","$ 99,225","$ 104,767",D,28,United States,Atlanta United,Mls,2017
19,Zach Loyd,"$ 1,635","$ 85,008","$ 89,756",D,28,United States,Atlanta United,Mls,2017
20,Alec Kann,"$ 1,481","$ 77,004","$ 81,305",K,25,United States,Atlanta United,Mls,2017
21,Julian Gressel,"$ 1,442","$ 75,000","$ 79,189",M,22,Germany,Atlanta United,Mls,2017
22,Chris Goslin,"$ 1,346","$ 70,000","$ 73,910",M,16,United States,Atlanta United,Mls,2017
23,Harrison Heath,"$ 1,272","$ 66,150","$ 69,845",M,20,England,Atlanta United,Mls,2017
24,Mikey Ambrose,"$ 1,262","$ 65,625","$ 69,291",D,22,United States,Atlanta United,Mls,2017
25,Alexander Tambakis,"$ 1,250","$ 65,004","$ 68,635",K,23,Greece,Atlanta United,Mls,2017
26,Kyle Reynish,"$ 1,250","$ 65,004","$ 68,635",K,32,United States,Atlanta United,Mls,2017
27,Romario Williams,"$ 1,250","$ 65,000","$ 68,631",F,21,Jamaica,Atlanta United,Mls,2017
28,Andrew Carleton,"$ 1,250","$ 65,000","$ 68,631",M,16,United States,Atlanta United,Mls,2017
29,Anton Walkes,"$ 1,019","$ 53,004","$ 55,965",D,19,England,Atlanta United,Mls,2017
30,Andrew Wheeler Omiunu,"$ 1,019","$ 53,004","$ 55,965",M,21,United States,Atlanta United,Mls,2017
31,Jeffrey Oblitey Otoo,"$ 1,019","$ 53,000","$ 55,960",M,19,Ghana,Atlanta United,Mls,2017
