club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Ajax Amsterdam,Richairo Zivkovic,17,Centre-Forward,FC Groningen,£1.94m,in,Summer,1.94,Eredivisie,2014,2014/2015
Ajax Amsterdam,Nick Viergever,24,Centre-Back,AZ Alkmaar,£1.80m,in,Summer,1.8,Eredivisie,2014,2014/2015
Ajax Amsterdam,Diederik Boer,33,Goalkeeper,PEC Zwolle,£900Th.,in,Summer,0.9,Eredivisie,2014,2014/2015
Ajax Amsterdam,Niki Zimling,29,Defensive Midfield,1.FSV Mainz 05,Loan fee:£450Th.,in,Summer,0.45,Eredivisie,2014,2014/2015
Ajax Amsterdam,Arkadiusz Milik,20,Centre-Forward,Bay. Leverkusen,Loan,in,Summer,0,Eredivisie,2014,2014/2015
Ajax Amsterdam,Anwar El Ghazi,19,Right Winger,Ajax U19,-,in,Summer,0,Eredivisie,2014,2014/2015
Ajax Amsterdam,Peter Leeuwenburgh,20,Goalkeeper,Ajax U21,-,in,Summer,0,Eredivisie,2014,2014/2015
Ajax Amsterdam,Ricardo Kishna,19,Left Winger,Ajax U21,-,in,Summer,0,Eredivisie,2014,2014/2015
Ajax Amsterdam,Kenny Tete,18,Right-Back,Ajax U21,-,in,Summer,0,Eredivisie,2014,2014/2015
Ajax Amsterdam,Riechedly Bazoer,17,Central Midfield,Ajax U21,-,in,Summer,0,Eredivisie,2014,2014/2015
Ajax Amsterdam,Mitchell Dijks,21,Left-Back,Heerenveen,"End of loanJun 30, 2014",in,Summer,0,Eredivisie,2014,2014/2015
Ajax Amsterdam,Jody Lukoki,21,Right Winger,SC Cambuur,"End of loanJun 30, 2014",in,Summer,0,Eredivisie,2014,2014/2015
Ajax Amsterdam,Danny Hoesen,23,Centre-Forward,PAOK Salonika,"End of loanJun 30, 2014",in,Summer,0,Eredivisie,2014,2014/2015
Ajax Amsterdam,Eyong Enoh,28,Defensive Midfield,Antalyaspor,"End of loanJun 30, 2014",in,Summer,0,Eredivisie,2014,2014/2015
Ajax Amsterdam,Daley Blind,24,Centre-Back,Man Utd,£15.75m,out,Summer,15.75,Eredivisie,2014,2014/2015
Ajax Amsterdam,Siem de Jong,25,Attacking Midfield,Newcastle,£7.83m,out,Summer,7.83,Eredivisie,2014,2014/2015
Ajax Amsterdam,Kenneth Vermeer,28,Goalkeeper,Feyenoord,£900Th.,out,Summer,0.9,Eredivisie,2014,2014/2015
Ajax Amsterdam,Danny Hoesen,23,Centre-Forward,FC Groningen,£720Th.,out,Summer,0.72,Eredivisie,2014,2014/2015
Ajax Amsterdam,Jody Lukoki,21,Right Winger,PEC Zwolle,£450Th.,out,Summer,0.45,Eredivisie,2014,2014/2015
Ajax Amsterdam,Eyong Enoh,28,Defensive Midfield,Antalyaspor,£315Th.,out,Summer,0.315,Eredivisie,2014,2014/2015
Ajax Amsterdam,Mickey van der Hart,20,Goalkeeper,Go Ahead Eagles,Loan,out,Summer,0,Eredivisie,2014,2014/2015
Ajax Amsterdam,Mitchell Dijks,21,Left-Back,Willem II,Free transfer,out,Summer,0,Eredivisie,2014,2014/2015
Ajax Amsterdam,Lesly de Sa,21,Right Winger,Go Ahead Eagles,Loan,out,Summer,0,Eredivisie,2014,2014/2015
Ajax Amsterdam,Christian Poulsen,34,Defensive Midfield,Without Club,-,out,Summer,0,Eredivisie,2014,2014/2015
Ajax Amsterdam,Bojan Krkic,23,Second Striker,FC Barcelona,"End of loanJun 30, 2014",out,Summer,0,Eredivisie,2014,2014/2015
Feyenoord Rotterdam,Bilal Basacikoglu,19,Left Winger,Heerenveen,£3.15m,in,Summer,3.15,Eredivisie,2014,2014/2015
Feyenoord Rotterdam,Jens Toornstra,25,Attacking Midfield,FC Utrecht,£3.15m,in,Summer,3.15,Eredivisie,2014,2014/2015
Feyenoord Rotterdam,Kenneth Vermeer,28,Goalkeeper,Ajax,£900Th.,in,Summer,0.9,Eredivisie,2014,2014/2015
Feyenoord Rotterdam,Karim El Ahmadi,29,Defensive Midfield,Aston Villa,£630Th.,in,Summer,0.63,Eredivisie,2014,2014/2015
Feyenoord Rotterdam,Warner Hahn,22,Goalkeeper,FC Dordrecht,Free transfer,in,Summer,0,Eredivisie,2014,2014/2015
Feyenoord Rotterdam,Luke Wilkshire,32,Right-Back,Dynamo Moscow,Free transfer,in,Summer,0,Eredivisie,2014,2014/2015
Feyenoord Rotterdam,Khalid Boulahrouz,32,Centre-Back,Bröndby IF,Free transfer,in,Summer,0,Eredivisie,2014,2014/2015
Feyenoord Rotterdam,Colin Kazim-Richards,27,Centre-Forward,Bursaspor,Loan,in,Summer,0,Eredivisie,2014,2014/2015
Feyenoord Rotterdam,Wessel Dammers,19,Centre-Back,Feyenoord U19,-,in,Summer,0,Eredivisie,2014,2014/2015
Feyenoord Rotterdam,Rick Karsdorp,19,Right-Back,Feyenoord U19,-,in,Summer,0,Eredivisie,2014,2014/2015
Feyenoord Rotterdam,Rodny Lopes Cabral,19,Right-Back,Feyenoord U19,-,in,Summer,0,Eredivisie,2014,2014/2015
Feyenoord Rotterdam,Guyon Fernandez,28,Centre-Forward,PEC Zwolle,"End of loanJun 30, 2014",in,Summer,0,Eredivisie,2014,2014/2015
Feyenoord Rotterdam,Kaj Ramsteijn,24,Centre-Back,Sparta R.,"End of loanJun 30, 2014",in,Summer,0,Eredivisie,2014,2014/2015
Feyenoord Rotterdam,Anass Achahbar,20,Centre-Forward,Arm. Bielefeld,"End of loanJun 30, 2014",in,Summer,0,Eredivisie,2014,2014/2015
Feyenoord Rotterdam,Matthew Steenvoorden,21,Centre-Back,FC Dordrecht,"End of loanJun 30, 2014",in,Summer,0,Eredivisie,2014,2014/2015
Feyenoord Rotterdam,Lucas Woudenberg,20,Left-Back,Excelsior,"End of loanJun 30, 2014",in,Summer,0,Eredivisie,2014,2014/2015
Feyenoord Rotterdam,Elvis Manu,20,Left Winger,SC Cambuur,"End of loanJun 30, 2014",in,Summer,0,Eredivisie,2014,2014/2015
Feyenoord Rotterdam,Jordy van Deelen,21,Right-Back,FC Dordrecht,"End of loanJun 30, 2014",in,Summer,0,Eredivisie,2014,2014/2015
Feyenoord Rotterdam,Graziano Pellè,28,Centre-Forward,Southampton,£9.90m,out,Summer,9.9,Eredivisie,2014,2014/2015
