club_name,player_name,age,position,club_involved_name,fee,transfer_movement,fee_cleaned,league_name,year,season
Spartak Moscow,Jerry-Christian Tchuisse,25,Right-Back,Chernomorets N.,£720k,in,0.72,Premier Liga,2000,2000/2001
Spartak Moscow,Dmitri Sychev,17,Centre-Forward,Spartak Tambov,Free Transfer,in,0,Premier Liga,2000,2000/2001
Spartak Moscow,Igor Mitreski,21,Centre-Back,Sileks,Free Transfer,in,0,Premier Liga,2000,2000/2001
Spartak Moscow,Eduard Tsykhmeistruk,27,Left Winger,Levski Sofia,?,in,NA,Premier Liga,2000,2000/2001
Spartak Moscow,Nikola Gjosevski,21,Left-Back,Sileks,?,in,NA,Premier Liga,2000,2000/2001
Spartak Moscow,Marcão,27,Centre-Forward,Mirassol (SP),Loan,in,0,Premier Liga,2000,2000/2001
Spartak Moscow,Mikhail Kupriyanov,27,Right-Back,Rostselmash,?,in,NA,Premier Liga,2000,2000/2001
Spartak Moscow,Jafar Irismetov,24,Centre-Forward,Dustlik,?,in,NA,Premier Liga,2000,2000/2001
Spartak Moscow,Alexandre Lopes,26,Centre-Back,Fluminense,?,in,NA,Premier Liga,2000,2000/2001
Spartak Moscow,Andrejs Stolcers,25,Attacking Midfield,Shakhtar D.,Loan,in,0,Premier Liga,2000,2000/2001
Spartak Moscow,Oleksandr Hranovsky,24,Right-Back,Kryvbas,?,in,NA,Premier Liga,2000,2000/2001
Spartak Moscow,Dmitri Bugakov,21,Centre-Back,Sokol Saratov,?,in,NA,Premier Liga,2000,2000/2001
Spartak Moscow,Otar Khizaneishvili,18,Centre-Back,Dinamo Tbilisi,?,in,NA,Premier Liga,2000,2000/2001
Spartak Moscow,Maksim Buznikin,23,Centre-Forward,Saturn,"End of loanDec 1, 2000",in,0,Premier Liga,2000,2000/2001
Spartak Moscow,Maksim Buznikin,23,Centre-Forward,Loko Moscow,£450k,out,0.45,Premier Liga,2000,2000/2001
Spartak Moscow,Valeri Kechinov,26,Second Striker,Saturn,Free Transfer,out,0,Premier Liga,2000,2000/2001
Spartak Moscow,Evgeni Bushmanov,29,Centre-Back,KS Samara,?,out,NA,Premier Liga,2000,2000/2001
Spartak Moscow,Maksim Buznikin,23,Centre-Forward,Saturn,Loan,out,0,Premier Liga,2000,2000/2001
Spartak Moscow,Aleksandr Shchegolev,28,Right-Back,Fakel Voronezh,?,out,NA,Premier Liga,2000,2000/2001
Spartak Moscow,Viktor Bukievskiy,21,Centre-Back,Saturn,?,out,NA,Premier Liga,2000,2000/2001
Spartak Moscow,Dmitri Khlestov,29,Right-Back,Besiktas,?,out,NA,Premier Liga,2000,2000/2001
Spartak Moscow,Eduard Mor,22,Centre-Back,Saturn,?,out,NA,Premier Liga,2000,2000/2001
Spartak Moscow,Aleksey Meleshin,24,Right Winger,Saturn,?,out,NA,Premier Liga,2000,2000/2001
Spartak Moscow,Andrey Tikhonov,29,Attacking Midfield,KS Samara,?,out,NA,Premier Liga,2000,2000/2001
Spartak Moscow,Andrejs Stolcers,26,Attacking Midfield,Shakhtar D.,"End of loanDec 1, 2000",out,0,Premier Liga,2000,2000/2001
Spartak Moscow,Milan Jovic,24,Centre-Back,Chernomorets N.,,out,NA,Premier Liga,2000,2000/2001
Lokomotiv Moscow,Sergey Ignashevich,21,Centre-Back,KS Samara,£720k,in,0.72,Premier Liga,2000,2000/2001
Lokomotiv Moscow,Milan Obradovic,23,Centre-Back,FK Obilic,£450k,in,0.45,Premier Liga,2000,2000/2001
Lokomotiv Moscow,Maksim Buznikin,23,Centre-Forward,Spartak Moscow,£450k,in,0.45,Premier Liga,2000,2000/2001
Lokomotiv Moscow,Jacob Lekgetho,26,Left-Back,M. Swallows,Free Transfer,in,0,Premier Liga,2000,2000/2001
Lokomotiv Moscow,James Obiorah,22,Centre-Forward,Grasshoppers,Free Transfer,in,0,Premier Liga,2000,2000/2001
Lokomotiv Moscow,Platon Zakharchuk,28,Goalkeeper,Sokol Saratov,?,in,NA,Premier Liga,2000,2000/2001
Lokomotiv Moscow,Marat Izmailov,18,Central Midfield,Loko Moscow II,-,in,0,Premier Liga,2000,2000/2001
Lokomotiv Moscow,Aleksey Smertin,25,Defensive Midfield,G. Bordeaux,£2.70m,out,2.7,Premier Liga,2000,2000/2001
Lokomotiv Moscow,Dmitri Bulykin,21,Centre-Forward,Dinamo Moscow,£675k,out,0.675,Premier Liga,2000,2000/2001
Lokomotiv Moscow,Oleg Pashinin,26,Centre-Back,Sanf. Hiroshima,Free Transfer,out,0,Premier Liga,2000,2000/2001
Lokomotiv Moscow,Philippe De Azevedo,25,Centre-Forward,Campomaiorense,Free Transfer,out,0,Premier Liga,2000,2000/2001
Lokomotiv Moscow,Ilya Tsymbalar,31,Central Midfield,Anzhi,?,out,NA,Premier Liga,2000,2000/2001
Lokomotiv Moscow,Aleksey Polyakov,26,Goalkeeper,KS Samara,?,out,NA,Premier Liga,2000,2000/2001
Lokomotiv Moscow,Oleg Garas,23,Centre-Forward,Fakel Voronezh,?,out,NA,Premier Liga,2000,2000/2001
Lokomotiv Moscow,Oleg Terekhin,30,Centre-Forward,Kuban Krasnodar,?,out,NA,Premier Liga,2000,2000/2001
Lokomotiv Moscow,Sargis Hovhannisyan,32,Right Midfield,Rubin Kazan,?,out,NA,Premier Liga,2000,2000/2001
Zenit St. Petersburg,Dmitri Ogorodnik,22,Centre-Forward,Dnepr-Transmash,£243k,in,0.243,Premier Liga,2000,2000/2001
Zenit St. Petersburg,Oleksandr Spivak,25,Left Midfield,Dnipro,Free Transfer,in,0,Premier Liga,2000,2000/2001
Zenit St. Petersburg,Aleksandr Kerzhakov,18,Centre-Forward,Svetogorets Svetogorsk,Free Transfer,in,0,Premier Liga,2000,2000/2001
Zenit St. Petersburg,Valeri Tsvetkov,22,Left-Back,Pskov,?,in,NA,Premier Liga,2000,2000/2001
Zenit St. Petersburg,Evgeni Tarasov,21,Centre-Forward,Kairat Almaty,?,in,NA,Premier Liga,2000,2000/2001
Zenit St. Petersburg,Igor Nedorezov,19,Centre-Back,Pskov,?,in,NA,Premier Liga,2000,2000/2001
Zenit St. Petersburg,Aleksey Lazarev,19,Right-Back,Zenit II,-,in,0,Premier Liga,2000,2000/2001
Zenit St. Petersburg,Andrey Arshavin,19,Second Striker,Zenit 2 S-Pb,-,in,0,Premier Liga,2000,2000/2001
