club_name,player_name,age,position,club_involved_name,fee,transfer_movement,fee_cleaned,league_name,year,season
Dinamo Moscow,Adrian Ropotan,22,Central Midfield,Dinamo Bukarest,£2.70m,in,2.7,Premier Liga,2008,2008/2009
Dinamo Moscow,Vladimir Gabulov,24,Goalkeeper,Kuban Krasnodar,£2.25m,in,2.25,Premier Liga,2008,2008/2009
Dinamo Moscow,Luke Wilkshire,26,Right-Back,FC Twente,£1.98m,in,1.98,Premier Liga,2008,2008/2009
Dinamo Moscow,Viktor Svezhov,17,Central Midfield,Dinamo M II,-,in,0,Premier Liga,2008,2008/2009
Dinamo Moscow,Aleksandr Kokorin,17,Centre-Forward,Dinamo M II,-,in,0,Premier Liga,2008,2008/2009
Dinamo Moscow,Aleksandr Denisov,19,Centre-Back,Dinamo M II,-,in,0,Premier Liga,2008,2008/2009
Dinamo Moscow,Danny,25,Attacking Midfield,Zenit S-Pb,£27.00m,out,27,Premier Liga,2008,2008/2009
Dinamo Moscow,Igor Semshov,30,Central Midfield,Zenit S-Pb,£4.50m,out,4.5,Premier Liga,2008,2008/2009
Dinamo Moscow,Andrey Karpovich,27,Defensive Midfield,Loko Astana,£270k,out,0.27,Premier Liga,2008,2008/2009
Dinamo Moscow,Cícero,22,Centre-Forward,Vit. Guimarães,Free Transfer,out,0,Premier Liga,2008,2008/2009
Dinamo Moscow,Arunas Klimavicius,26,Centre-Back,Ural,Free Transfer,out,0,Premier Liga,2008,2008/2009
Dinamo Moscow,Aleksandr Tochilin,34,Right-Back,Neva Moskau,Free Transfer,out,0,Premier Liga,2008,2008/2009
Dinamo Moscow,Joseph Enakarhire,26,Centre-Back,Career break,-,out,0,Premier Liga,2008,2008/2009
FK Moskau,Aleksandr Samedov,23,Right Winger,Loko Moscow,£2.70m,in,2.7,Premier Liga,2008,2008/2009
FK Moskau,Edgaras Cesnauskis,24,Left Midfield,Saturn,£1.80m,in,1.8,Premier Liga,2008,2008/2009
FK Moskau,Aleksandr Sheshukov,25,Defensive Midfield,Luch Vladivostok,£1.22m,in,1.22,Premier Liga,2008,2008/2009
FK Moskau,Aleksey Rebko,22,Central Midfield,Rubin Kazan,£720k,in,0.72,Premier Liga,2008,2008/2009
FK Moskau,Ricardo,27,Attacking Midfield,Spartak Nalchik,£630k,in,0.63,Premier Liga,2008,2008/2009
FK Moskau,Akès da Costa Goore,23,Left-Back,Luch Vladivostok,£540k,in,0.54,Premier Liga,2008,2008/2009
FK Moskau,Igor Strelkov,26,Centre-Forward,Tom Tomsk,£450k,in,0.45,Premier Liga,2008,2008/2009
FK Moskau,Martin Jakubko,28,Centre-Forward,Saturn,£180k,in,0.18,Premier Liga,2008,2008/2009
FK Moskau,Zvonimir Vukic,28,Attacking Midfield,Shakhtar D.,Free Transfer,in,0,Premier Liga,2008,2008/2009
FK Moskau,Dmitri Tarasov,21,Defensive Midfield,Tom Tomsk,Free Transfer,in,0,Premier Liga,2008,2008/2009
FK Moskau,Gia Grigalava,19,Centre-Back,SKA Rostov,Loan,in,0,Premier Liga,2008,2008/2009
FK Moskau,Aleksandr Marenich,19,Left Winger,FK Moskau II,-,in,0,Premier Liga,2008,2008/2009
FK Moskau,Aleksandr Stavpets,18,Right Winger,FK Moskau II,-,in,0,Premier Liga,2008,2008/2009
FK Moskau,Dmitri Golubov,23,Centre-Forward,Volga Uljanovsk,"End of loanDec 1, 2008",in,0,Premier Liga,2008,2008/2009
FK Moskau,Maxi Moralez,21,Attacking Midfield,Racing Club,"End of loanDec 1, 2008",in,0,Premier Liga,2008,2008/2009
FK Moskau,Roman Adamov,26,Centre-Forward,Rubin Kazan,£3.87m,out,3.87,Premier Liga,2008,2008/2009
FK Moskau,Stanislav Ivanov,28,Central Midfield,Loko Moscow,£2.34m,out,2.34,Premier Liga,2008,2008/2009
FK Moskau,Oleg Kuzmin,27,Right-Back,Loko Moscow,£1.98m,out,1.98,Premier Liga,2008,2008/2009
FK Moskau,Maxi Moralez,21,Attacking Midfield,Vélez Sarsfield,£1.73m,out,1.73,Premier Liga,2008,2008/2009
FK Moskau,Maxi López,24,Centre-Forward,Grêmio,Loan fee:£810k,out,0.81,Premier Liga,2008,2008/2009
FK Moskau,Petr Bystrov,29,Left Midfield,Rubin Kazan,£630k,out,0.63,Premier Liga,2008,2008/2009
FK Moskau,Pablo Barrientos,23,Right Winger,San Lorenzo,Loan fee:£315k,out,0.315,Premier Liga,2008,2008/2009
FK Moskau,Pompiliu Stoica,31,Left-Back,Tom Tomsk,£180k,out,0.18,Premier Liga,2008,2008/2009
FK Moskau,Ricardo,28,Attacking Midfield,Krasnodar,Free Transfer,out,0,Premier Liga,2008,2008/2009
FK Moskau,Dmitri Godunok,32,Centre-Back,Alania,Free Transfer,out,0,Premier Liga,2008,2008/2009
FK Moskau,Tomas Cizek,30,Attacking Midfield,FK Jablonec,Free Transfer,out,0,Premier Liga,2008,2008/2009
FK Moskau,Aleksey Meleshin,32,Right Winger,Tor-ZiL Moskau,?,out,NA,Premier Liga,2008,2008/2009
FK Moskau,Dmitri Golubov,23,Centre-Forward,Baltika,?,out,NA,Premier Liga,2008,2008/2009
FK Moskau,Vitali Kaleshin,28,Right-Back,Rubin Kazan,Loan,out,0,Premier Liga,2008,2008/2009
FK Moskau,Radu Rebeja,35,Defensive Midfield,Khimki,?,out,NA,Premier Liga,2008,2008/2009
FK Moskau,Roman Hubnik,24,Centre-Back,Sparta Praha,Loan,out,0,Premier Liga,2008,2008/2009
Amkar Perm,Vitali Fedoriv,21,Left-Back,Dynamo Kyiv,£1.62m,in,1.62,Premier Liga,2008,2008/2009
Amkar Perm,Edin Junuzovic,22,Centre-Forward,Rudar Velenje,£1.17m,in,1.17,Premier Liga,2008,2008/2009
Amkar Perm,Jean Carlos,24,Centre-Forward,Levski Sofia,£450k,in,0.45,Premier Liga,2008,2008/2009
Amkar Perm,Vyacheslav Kalashnikov,23,Centre-Back,SKA Rostov,£270k,in,0.27,Premier Liga,2008,2008/2009
Amkar Perm,Mitar Novakovic,26,Defensive Midfield,OFK Beograd,£270k,in,0.27,Premier Liga,2008,2008/2009
Amkar Perm,William,26,Left-Back,OFK Beograd,£180k,in,0.18,Premier Liga,2008,2008/2009
Amkar Perm,Vadim Gagloev,19,Defensive Midfield,CSKA Moscow II,?,in,NA,Premier Liga,2008,2008/2009
Amkar Perm,Igor Usminskiy,31,Goalkeeper,SKA Rostov,?,in,NA,Premier Liga,2008,2008/2009
Amkar Perm,Aleksey Pomerko,18,Central Midfield,Torpedo Moscow,?,in,NA,Premier Liga,2008,2008/2009
Amkar Perm,Marius Papsys,19,Right Winger,FC Vilnius,?,in,NA,Premier Liga,2008,2008/2009
Amkar Perm,Vitali Fedoriv,20,Left-Back,Dynamo Kyiv,Loan,in,0,Premier Liga,2008,2008/2009
Amkar Perm,Sergey Morozov,20,Centre-Back,Without Club,-,in,0,Premier Liga,2008,2008/2009
Amkar Perm,Dmitri Sokolov,21,Left Midfield,Without Club,-,in,0,Premier Liga,2008,2008/2009
Amkar Perm,Artur Stepanyan,21,Centre-Back,Chernomorets N.,"End of loanDec 1, 2008",in,0,Premier Liga,2008,2008/2009
Amkar Perm,Aleksey Popov,30,Centre-Back,Rubin Kazan,£900k,out,0.9,Premier Liga,2008,2008/2009
Amkar Perm,Marko Milovanovic,26,Centre-Back,Javor-Matis,Free Transfer,out,0,Premier Liga,2008,2008/2009
