,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Alen Halilovic,"€ 55,212","€ 2,871,000","€ 2,930,026",M,20,Croatia,Las Palmas,La Liga,2016-2017
1,Jesé,"€ 48,942","€ 2,545,000","€ 2,597,324",F,23,Spain,Las Palmas,La Liga,2016-2017
2,Kevin-Prince Boateng,"€ 23,231","€ 1,208,000","€ 1,232,836",F,29,Ghana,Las Palmas,La Liga,2016-2017
3,Pedro Bigas,"€ 17,788","€ 925,000","€ 944,018",D,26,Spain,Las Palmas,La Liga,2016-2017
4,Mauricio Lemos,"€ 14,885","€ 774,000","€ 789,913",D,20,Uruguay,Las Palmas,La Liga,2016-2017
5,Javi Varas,"€ 13,962","€ 726,000","€ 740,926",K,33,Spain,Las Palmas,La Liga,2016-2017
6,Nabil El Zhar,"€ 13,750","€ 715,000","€ 729,700",F,29,Morocco,Las Palmas,La Liga,2016-2017
7,Marko Livaja,"€ 13,096","€ 681,000","€ 695,001",F,22,Croatia,Las Palmas,La Liga,2016-2017
8,Jonathan Viera,"€ 11,481","€ 597,000","€ 609,274",M,26,Spain,Las Palmas,La Liga,2016-2017
9,Ángel Montoro,"€ 10,750","€ 559,000","€ 570,493",M,28,Spain,Las Palmas,La Liga,2016-2017
10,David García,"€ 8,942","€ 465,000","€ 474,560",D,34,Spain,Las Palmas,La Liga,2016-2017
11,Javi Castellano,"€ 6,423","€ 334,000","€ 340,867",M,28,Spain,Las Palmas,La Liga,2016-2017
12,Mateo García,"€ 6,058","€ 315,000","€ 321,476",F,19,Argentina,Las Palmas,La Liga,2016-2017
13,Momo,"€ 5,500","€ 286,000","€ 291,880",F,33,Spain,Las Palmas,La Liga,2016-2017
14,Tana,"€ 5,115","€ 266,000","€ 271,469",M,25,Spain,Las Palmas,La Liga,2016-2017
15,Hernán,"€ 4,769","€ 248,000","€ 253,099",M,25,Spain,Las Palmas,La Liga,2016-2017
16,Roque Mesa,"€ 4,596","€ 239,000","€ 243,914",M,27,Spain,Las Palmas,La Liga,2016-2017
17,David Simón,"€ 4,596","€ 239,000","€ 243,914",D,27,Spain,Las Palmas,La Liga,2016-2017
18,Dani Castellano,"€ 4,596","€ 239,000","€ 243,914",D,28,Spain,Las Palmas,La Liga,2016-2017
19,Hélder Lopes,"€ 2,192","€ 114,000","€ 116,344",D,27,Portugal,Las Palmas,La Liga,2016-2017
20,Sergio Araujo,€ 0,€ 0,€ 0,F,24,Argentina,Las Palmas,La Liga,2016-2017
21,Tyronne,€ 0,€ 0,€ 0,F,25,Spain,Las Palmas,La Liga,2016-2017
22,Erik Expósito,€ 0,€ 0,€ 0,F,20,Spain,Las Palmas,La Liga,2016-2017
23,Vicente Gómez,€ 0,€ 0,€ 0,M,27,Spain,Las Palmas,La Liga,2016-2017
24,Héctor Figueroa,€ 0,€ 0,€ 0,F,27,Spain,Las Palmas,La Liga,2016-2017
25,Eric Curbelo,€ 0,€ 0,€ 0,D,22,Spain,Las Palmas,La Liga,2016-2017
26,Alfredo Ortuño,€ 0,€ 0,€ 0,F,25,Spain,Las Palmas,La Liga,2016-2017
27,José Artiles,€ 0,€ 0,€ 0,F,23,Spain,Las Palmas,La Liga,2016-2017
28,Benito Ramírez,€ 0,€ 0,€ 0,M,20,Spain,Las Palmas,La Liga,2016-2017
29,Míchel,€ 0,€ 0,€ 0,D,26,Brazil,Las Palmas,La Liga,2016-2017
30,Aythami Artiles,€ 0,€ 0,€ 0,D,30,Spain,Las Palmas,La Liga,2016-2017
31,Asdrúbal Padrón,€ 0,€ 0,€ 0,F,25,Spain,Las Palmas,La Liga,2016-2017
32,Raúl Lizoain,€ 0,€ 0,€ 0,K,25,Spain,Las Palmas,La Liga,2016-2017
