,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Keko,"€ 26,000","€ 1,352,000","€ 1,347,637",F,26,Spain,Valladolid,La Liga,2018-2019
1,Enes Ünal,"€ 25,269","€ 1,314,000","€ 1,309,760",F,21,Turkey,Valladolid,La Liga,2018-2019
2,Yoel Rodríguez,"€ 17,250","€ 897,000","€ 894,106",K,29,Spain,Valladolid,La Liga,2018-2019
3,Duje Cop,"€ 16,500","€ 858,000","€ 855,231",F,28,Croatia,Valladolid,La Liga,2018-2019
4,Pablo Hervías,"€ 14,981","€ 779,000","€ 776,486",F,25,Spain,Valladolid,La Liga,2018-2019
5,Nacho Martínez,"€ 14,404","€ 749,000","€ 746,583",D,29,Spain,Valladolid,La Liga,2018-2019
6,Míchel,"€ 14,077","€ 732,000","€ 729,638",M,29,Spain,Valladolid,La Liga,2018-2019
7,Luismi,"€ 13,269","€ 690,000","€ 687,774",M,26,Spain,Valladolid,La Liga,2018-2019
8,Alberto Guitián,"€ 13,231","€ 688,000","€ 685,780",D,27,Spain,Valladolid,La Liga,2018-2019
9,Toni Villa,"€ 12,712","€ 661,000","€ 658,867",F,23,Spain,Valladolid,La Liga,2018-2019
10,Óscar Plano,"€ 12,558","€ 653,000","€ 650,893",F,27,Spain,Valladolid,La Liga,2018-2019
11,Sergi Guardiola,"€ 11,692","€ 608,000","€ 606,038",F,27,Spain,Valladolid,La Liga,2018-2019
12,Ivi,"€ 11,500","€ 598,000","€ 596,070",F,24,Spain,Valladolid,La Liga,2018-2019
13,Rubén Alcaraz,"€ 11,385","€ 592,000","€ 590,090",M,27,Spain,Valladolid,La Liga,2018-2019
14,Kiko Olivas,"€ 10,750","€ 559,000","€ 557,196",D,29,Spain,Valladolid,La Liga,2018-2019
15,Antoñito,"€ 10,750","€ 559,000","€ 557,196",D,30,Spain,Valladolid,La Liga,2018-2019
16,Fernando Calero,"€ 10,577","€ 550,000","€ 548,225",D,22,Spain,Valladolid,La Liga,2018-2019
17,Jordi Masip,"€ 10,462","€ 544,000","€ 542,245",K,29,Spain,Valladolid,La Liga,2018-2019
18,Antonio Cotán,"€ 10,250","€ 533,000","€ 531,280",M,22,Spain,Valladolid,La Liga,2018-2019
19,Moisés Delgado,"€ 8,904","€ 463,000","€ 461,506",D,24,Spain,Valladolid,La Liga,2018-2019
20,Joaquín Fernández,"€ 8,712","€ 453,000","€ 451,538",D,22,Spain,Valladolid,La Liga,2018-2019
21,Daniele Verde,"€ 7,827","€ 407,000","€ 405,687",F,22,Italy,Valladolid,La Liga,2018-2019
22,Stiven Plaza,"€ 6,635","€ 345,000","€ 343,887",F,19,Ecuador,Valladolid,La Liga,2018-2019
23,Borja Fernández,"€ 6,058","€ 315,000","€ 313,984",M,37,Spain,Valladolid,La Liga,2018-2019
24,Anuar,"€ 4,423","€ 230,000","€ 229,258",M,23,Morocco,Valladolid,La Liga,2018-2019
25,Leonardo Suárez,"€ 3,308","€ 172,000","€ 171,445",F,22,Argentina,Valladolid,La Liga,2018-2019
26,Javi Moyano,"€ 2,865","€ 149,000","€ 148,519",D,32,Spain,Valladolid,La Liga,2018-2019
27,Mohammed Salisu,€ 0,€ 0,€ 0,D,19,Ghana,Valladolid,La Liga,2018-2019
28,Kuki Zalazar,€ 0,€ 0,€ 0,F,20,Spain,Valladolid,La Liga,2018-2019
29,Chris Ramos,€ 0,€ 0,€ 0,F,21,Spain,Valladolid,La Liga,2018-2019
30,Antonio Domínguez,€ 0,€ 0,€ 0,M,25,Spain,Valladolid,La Liga,2018-2019
31,Pablo Muñoz,€ 0,€ 0,€ 0,M,18,Spain,Valladolid,La Liga,2018-2019
32,Roberto Corral,€ 0,€ 0,€ 0,D,20,Spain,Valladolid,La Liga,2018-2019
33,José Antonio Caro,€ 0,€ 0,€ 0,K,24,Spain,Valladolid,La Liga,2018-2019
34,Samuel Pérez,€ 0,€ 0,€ 0,K,21,Spain,Valladolid,La Liga,2018-2019
35,Javi Aparicio,€ 0,€ 0,€ 0,D,18,Spain,Valladolid,La Liga,2018-2019
36,Hacen,€ 0,€ 0,€ 0,M,20,Mauritania,Valladolid,La Liga,2018-2019
37,Waldo Rubio,€ 0,€ 0,€ 0,F,22,Spain,Valladolid,La Liga,2018-2019
38,David Mayoral,€ 0,€ 0,€ 0,F,21,Spain,Valladolid,La Liga,2018-2019
39,Fede San Emeterio,€ 0,€ 0,€ 0,M,21,Spain,Valladolid,La Liga,2018-2019
40,Miguel de la Fuente,€ 0,€ 0,€ 0,F,18,Spain,Valladolid,La Liga,2018-2019
