,Unnamed: 0,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
27,27,Tobias Raschl,€ 962,"€ 50,000","€ 50,000",M,19,Germany,Borussia Dortmund,Bundesliga,2019-2020
28,28,Patrick Osterhage,€ 769,"€ 40,000","€ 40,000",M,19,Germany,Borussia Dortmund,Bundesliga,2019-2020
29,29,Luca Unbehaun,€ 577,"€ 30,000","€ 30,000",K,18,Germany,Borussia Dortmund,Bundesliga,2019-2020
0,0,Zack Steffen,"€ 58,077","€ 3,020,000","€ 3,020,000",K,24,United States,Dusseldorf,Bundesliga,2019-2020
1,1,Valon Berisha,"€ 46,154","€ 2,400,000","€ 2,400,000",M,26,Kosovo,Dusseldorf,Bundesliga,2019-2020
2,2,Kasim Adams,"€ 23,077","€ 1,200,000","€ 1,200,000",D,24,Ghana,Dusseldorf,Bundesliga,2019-2020
3,3,Erik Thommy,"€ 19,231","€ 1,000,000","€ 1,000,000",M,25,Germany,Dusseldorf,Bundesliga,2019-2020
4,4,Lewis Baker,"€ 17,308","€ 900,000","€ 900,000",M,24,England,Dusseldorf,Bundesliga,2019-2020
5,5,Dawid Kownacki,"€ 17,308","€ 900,000","€ 900,000",F,22,Poland,Dusseldorf,Bundesliga,2019-2020
6,6,Kaan Ayhan,"€ 17,308","€ 900,000","€ 900,000",D,24,Turkey,Dusseldorf,Bundesliga,2019-2020
7,7,Markus Suttner,"€ 15,385","€ 800,000","€ 800,000",D,32,Austria,Dusseldorf,Bundesliga,2019-2020
8,8,Matthias Zimmermann,"€ 13,462","€ 700,000","€ 700,000",D,27,Germany,Dusseldorf,Bundesliga,2019-2020
9,9,Alfredo Morales,"€ 12,500","€ 650,000","€ 650,000",M,29,United States,Dusseldorf,Bundesliga,2019-2020
10,10,Rouwen Hennings,"€ 11,538","€ 600,000","€ 600,000",F,32,Germany,Dusseldorf,Bundesliga,2019-2020
11,11,Steven Skrzybski,"€ 11,538","€ 600,000","€ 600,000",F,27,Germany,Dusseldorf,Bundesliga,2019-2020
12,12,Nana Ampomah,"€ 11,538","€ 600,000","€ 600,000",F,23,Ghana,Dusseldorf,Bundesliga,2019-2020
13,13,Marcel Sobottka,"€ 11,538","€ 600,000","€ 600,000",M,25,Germany,Dusseldorf,Bundesliga,2019-2020
14,14,Thomas Pledl,"€ 10,000","€ 520,000","€ 520,000",F,25,Germany,Dusseldorf,Bundesliga,2019-2020
15,15,Michael Rensing,"€ 9,615","€ 500,000","€ 500,000",K,35,Germany,Dusseldorf,Bundesliga,2019-2020
16,16,Kenan Karaman,"€ 9,615","€ 500,000","€ 500,000",F,25,Turkey,Dusseldorf,Bundesliga,2019-2020
17,17,Kevin Stöger,"€ 9,615","€ 500,000","€ 500,000",F,26,Austria,Dusseldorf,Bundesliga,2019-2020
18,18,André Hoffmann,"€ 9,615","€ 500,000","€ 500,000",D,26,Germany,Dusseldorf,Bundesliga,2019-2020
19,19,Jean Zimmer,"€ 9,615","€ 500,000","€ 500,000",D,25,Germany,Dusseldorf,Bundesliga,2019-2020
20,20,Diego Contento,"€ 9,615","€ 500,000","€ 500,000",D,29,Germany,Dusseldorf,Bundesliga,2019-2020
21,21,Niko Gießelmann,"€ 9,615","€ 500,000","€ 500,000",D,27,Germany,Dusseldorf,Bundesliga,2019-2020
22,22,Zanka,"€ 8,654","€ 450,000","€ 450,000",D,29,Denmark,Dusseldorf,Bundesliga,2019-2020
23,23,Oliver Fink,"€ 8,654","€ 450,000","€ 450,000",M,37,Germany,Dusseldorf,Bundesliga,2019-2020
24,24,Raphael Wolf,"€ 8,462","€ 440,000","€ 440,000",K,31,Germany,Dusseldorf,Bundesliga,2019-2020
25,25,Bernard Tekpetey,"€ 7,500","€ 390,000","€ 390,000",F,22,Ghana,Dusseldorf,Bundesliga,2019-2020
