club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Real Madrid,Theo Hernández,19,Left-Back,Atlético Madrid,£21.60m,in,Summer,21.6,Primera Division,2017,2017/2018
Real Madrid,Dani Ceballos,20,Central Midfield,Real Betis,£14.85m,in,Summer,14.85,Primera Division,2017,2017/2018
Real Madrid,Achraf Hakimi,18,Right Midfield,RM Castilla,-,in,Summer,0,Primera Division,2017,2017/2018
Real Madrid,Philipp Lienhart,20,Centre-Back,RM Castilla,-,in,Summer,0,Primera Division,2017,2017/2018
Real Madrid,Burgui,23,Left Winger,Sporting Gijón,"End of loanJun 30, 2017",in,Summer,0,Primera Division,2017,2017/2018
Real Madrid,Diego Llorente,23,Centre-Back,Málaga CF,"End of loanJun 30, 2017",in,Summer,0,Primera Division,2017,2017/2018
Real Madrid,Borja Mayoral,20,Centre-Forward,VfL Wolfsburg,"End of loanJun 30, 2017",in,Summer,0,Primera Division,2017,2017/2018
Real Madrid,Marcos Llorente,22,Defensive Midfield,Alavés,"End of loanJun 30, 2017",in,Summer,0,Primera Division,2017,2017/2018
Real Madrid,Jesús Vallejo,20,Centre-Back,E. Frankfurt,"End of loanJun 30, 2017",in,Summer,0,Primera Division,2017,2017/2018
Real Madrid,Álvaro Morata,24,Centre-Forward,Chelsea,£59.40m,out,Summer,59.4,Primera Division,2017,2017/2018
Real Madrid,Danilo,26,Right-Back,Man City,£27.00m,out,Summer,27,Primera Division,2017,2017/2018
Real Madrid,James Rodríguez,26,Attacking Midfield,Bayern Munich,Loan fee:£11.70m,out,Summer,11.7,Primera Division,2017,2017/2018
Real Madrid,Mariano Díaz,23,Centre-Forward,Olympique Lyon,£7.20m,out,Summer,7.2,Primera Division,2017,2017/2018
Real Madrid,Diego Llorente,23,Centre-Back,Real Sociedad,£6.30m,out,Summer,6.3,Primera Division,2017,2017/2018
Real Madrid,Burgui,23,Left Winger,Alavés,£2.70m,out,Summer,2.7,Primera Division,2017,2017/2018
Real Madrid,Fábio Coentrão,29,Left-Back,Sporting CP,Loan fee:£900Th.,out,Summer,0.9,Primera Division,2017,2017/2018
Real Madrid,Philipp Lienhart,20,Centre-Back,SC Freiburg,Loan fee:£450Th.,out,Summer,0.45,Primera Division,2017,2017/2018
Real Madrid,Pepe,34,Centre-Back,Besiktas,Free transfer,out,Summer,0,Primera Division,2017,2017/2018
Real Madrid,Rubén Yáñez,23,Goalkeeper,Getafe,Free transfer,out,Summer,0,Primera Division,2017,2017/2018
FC Barcelona,Ousmane Dembélé,20,Right Winger,Bor. Dortmund,£124.20m,in,Summer,124.2,Primera Division,2017,2017/2018
FC Barcelona,Paulinho,29,Central Midfield,GZ Evergrande,£36.00m,in,Summer,36,Primera Division,2017,2017/2018
FC Barcelona,Nélson Semedo,23,Right-Back,Benfica,£32.13m,in,Summer,32.13,Primera Division,2017,2017/2018
FC Barcelona,Gerard Deulofeu,23,Left Winger,Everton,£10.80m,in,Summer,10.8,Primera Division,2017,2017/2018
FC Barcelona,Marlon,21,Centre-Back,Fluminense,£4.50m,in,Summer,4.5,Primera Division,2017,2017/2018
FC Barcelona,Thomas Vermaelen,31,Centre-Back,AS Roma,"End of loanJun 30, 2017",in,Summer,0,Primera Division,2017,2017/2018
FC Barcelona,Cristian Tello,25,Left Winger,Fiorentina,"End of loanJun 30, 2017",in,Summer,0,Primera Division,2017,2017/2018
FC Barcelona,Sergi Samper,22,Defensive Midfield,Granada CF,"End of loanJun 30, 2017",in,Summer,0,Primera Division,2017,2017/2018
