club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Zenit St. Petersburg,Wendel,23,Central Midfield,Sporting CP,£18.27m,in,Summer,18.27,Premier Liga,2020,2020/2021
Zenit St. Petersburg,Dejan Lovren,31,Centre-Back,Liverpool,£10.80m,in,Summer,10.8,Premier Liga,2020,2020/2021
Zenit St. Petersburg,Dmitri Chistyakov,26,Centre-Back,Rostov,Loan fee:£360Th.,in,Summer,0.36,Premier Liga,2020,2020/2021
Zenit St. Petersburg,Aleksandr Kokorin,29,Centre-Forward,Sochi,"End of loanJul 31, 2020",in,Summer,0,Premier Liga,2020,2020/2021
Zenit St. Petersburg,Danila Prokhin,19,Centre-Back,Zenit 2 S-Pb,-,in,Summer,0,Premier Liga,2020,2020/2021
Zenit St. Petersburg,Daniil Shamkin,18,Attacking Midfield,Zenit 2 S-Pb,-,in,Summer,0,Premier Liga,2020,2020/2021
Zenit St. Petersburg,Hernani,26,Defensive Midfield,Parma,"End of loanAug 31, 2020",in,Summer,0,Premier Liga,2020,2020/2021
Zenit St. Petersburg,Aleksandr Anyukov,37,Right-Back,KS Samara,"End of loanJun 30, 2020",in,Summer,0,Premier Liga,2020,2020/2021
Zenit St. Petersburg,Andrey Mostovoy,22,Left Winger,Sochi,"End of loanJul 31, 2020",in,Summer,0,Premier Liga,2020,2020/2021
Zenit St. Petersburg,Danil Krugovoy,22,Left-Back,Ufa,"End of loanJul 31, 2020",in,Summer,0,Premier Liga,2020,2020/2021
Zenit St. Petersburg,Denis Terentjev,27,Right-Back,Ufa,"End of loanJul 31, 2020",in,Summer,0,Premier Liga,2020,2020/2021
Zenit St. Petersburg,Hernani,26,Defensive Midfield,Parma,£4.03m,out,Summer,4.03,Premier Liga,2020,2020/2021
Zenit St. Petersburg,Emiliano Rigoni,27,Right Winger,Elche CF,Loan fee:£450Th.,out,Summer,0.45,Premier Liga,2020,2020/2021
