club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Arsenal FC,Patrick Vieira,20,Defensive Midfield,Milan,£4.82m,in,Summer,4.82,Premier League,1996,1996/1997
Arsenal FC,John Lukic,35,Goalkeeper,Leeds,Free transfer,in,Summer,0,Premier League,1996,1996/1997
Arsenal FC,Rémi Garde,30,Defensive Midfield,R. Strasbourg,?,in,Summer,NA,Premier League,1996,1996/1997
Arsenal FC,Gavin McGowan,21,Right-Back,Luton,"End of loanApr 1, 1997",in,Summer,0,Premier League,1996,1996/1997
Arsenal FC,Jason Crowe,17,Right-Back,Arsenal U18,-,in,Summer,0,Premier League,1996,1996/1997
Arsenal FC,Paul Merson,28,Right Midfield,Middlesbrough,£5.94m,out,Summer,5.94,Premier League,1996,1996/1997
Arsenal FC,Paul Dickov,23,Centre-Forward,Man City,£1.35m,out,Summer,1.35,Premier League,1996,1996/1997
Arsenal FC,Eddie McGoldrick,31,Central Midfield,Man City,£405Th.,out,Summer,0.405,Premier League,1996,1996/1997
Arsenal FC,Ben Smith,17,Attacking Midfield,Reading,Free transfer,out,Summer,0,Premier League,1996,1996/1997
Arsenal FC,John Jensen,31,Central Midfield,Bröndby IF,Free transfer,out,Summer,0,Premier League,1996,1996/1997
Arsenal FC,Adrian Clarke,21,Midfielder,Rotherham,Loan,out,Summer,0,Premier League,1996,1996/1997
Arsenal FC,Roy O'Brien,21,Midfielder,Wigan,?,out,Summer,NA,Premier League,1996,1996/1997
Arsenal FC,Chris Kiwomya,26,Centre-Forward,AC Le Havre,Loan,out,Summer,0,Premier League,1996,1996/1997
Arsenal FC,Mark Flatts,23,Midfielder,Retired,-,out,Summer,0,Premier League,1996,1996/1997
Chelsea FC,Roberto Di Matteo,26,Central Midfield,Lazio,£4.95m,in,Summer,4.95,Premier League,1996,1996/1997
Chelsea FC,Frank Leboeuf,28,Centre-Back,R. Strasbourg,£3.11m,in,Summer,3.11,Premier League,1996,1996/1997
Chelsea FC,Gianluca Vialli,31,Centre-Forward,Juventus,Free transfer,in,Summer,0,Premier League,1996,1996/1997
Chelsea FC,Frode Grodas,31,Goalkeeper,Lillestrøm SK,?,in,Summer,NA,Premier League,1996,1996/1997
Chelsea FC,Joe Sheerin,18,Forward,Unknown,?,in,Summer,NA,Premier League,1996,1996/1997
Chelsea FC,Chris Zoricich,27,Defender,Welling,?,in,Summer,NA,Premier League,1996,1996/1997
