market_value,club,date,tm_id,league_code,season
100000,FC Liefering,"Jul 29, 2016",402008,L1,2021
300000,FC Liefering,"Dec 3, 2016",402008,L1,2021
600000,FC Liefering,"May 27, 2017",402008,L1,2021
800000,Red Bull Salzburg,"Aug 1, 2017",402008,L1,2021
1750000,Red Bull Salzburg,"Oct 11, 2017",402008,L1,2021
3000000,Red Bull Salzburg,"Jan 2, 2018",402008,L1,2021
5000000,Red Bull Salzburg,"Mar 30, 2018",402008,L1,2021
15000000,Red Bull Salzburg,"Jun 14, 2018",402008,L1,2021
20000000,Red Bull Salzburg,"Dec 19, 2018",402008,L1,2021
20000000,RB Leipzig,"Jun 5, 2019",402008,L1,2021
17000000,RB Leipzig,"Dec 17, 2019",402008,L1,2021
15500000,RB Leipzig,"Apr 8, 2020",402008,L1,2021
18000000,RB Leipzig,"Nov 26, 2020",402008,L1,2021
22000000,RB Leipzig,"Feb 10, 2021",402008,L1,2021
24000000,RB Leipzig,"Jun 9, 2021",402008,L1,2021
0,Retired,,223967,L1,2021
100000,1.FC Kaiserslautern,"Jul 3, 2011",93740,L1,2021
150000,1.FC Kaiserslautern,"Sep 1, 2011",93740,L1,2021
250000,1.FC Kaiserslautern,"Jan 23, 2012",93740,L1,2021
250000,1.FC Kaiserslautern,"Jun 29, 2012",93740,L1,2021
200000,1.FC Kaiserslautern,"Jan 4, 2013",93740,L1,2021
450000,1.FC Kaiserslautern,"Jun 29, 2013",93740,L1,2021
900000,1.FC Kaiserslautern,"Oct 14, 2013",93740,L1,2021
900000,1.FC Kaiserslautern,"Jan 20, 2014",93740,L1,2021
900000,1.FC Kaiserslautern,"Jun 30, 2014",93740,L1,2021
1500000,1.FC Kaiserslautern,"Jan 13, 2015",93740,L1,2021
1800000,1.FC Kaiserslautern,"Mar 29, 2015",93740,L1,2021
2500000,RB Leipzig,"Jul 1, 2015",93740,L1,2021
2500000,RB Leipzig,"Feb 11, 2016",93740,L1,2021
3000000,RB Leipzig,"Jul 22, 2016",93740,L1,2021
6000000,RB Leipzig,"Feb 7, 2017",93740,L1,2021
8000000,RB Leipzig,"Jun 19, 2017",93740,L1,2021
10000000,RB Leipzig,"Dec 28, 2017",93740,L1,2021
15000000,RB Leipzig,"Apr 4, 2018",93740,L1,2021
15000000,RB Leipzig,"Jun 5, 2018",93740,L1,2021
15000000,RB Leipzig,"Dec 18, 2018",93740,L1,2021
20000000,RB Leipzig,"Jun 5, 2019",93740,L1,2021
20000000,RB Leipzig,"Dec 17, 2019",93740,L1,2021
16000000,RB Leipzig,"Apr 8, 2020",93740,L1,2021
12000000,RB Leipzig,"Sep 16, 2020",93740,L1,2021
14000000,RB Leipzig,"Feb 10, 2021",93740,L1,2021
16000000,RB Leipzig,"Jun 1, 2021",93740,L1,2021
250000,Paris Saint Germain,"Feb 4, 2016",344381,L1,2021
500000,Paris Saint Germain,"Jul 13, 2016",344381,L1,2021
750000,Paris Saint Germain,"Jan 16, 2017",344381,L1,2021
3000000,Paris Saint Germain,"Jun 1, 2017",344381,L1,2021
3000000,Paris Saint Germain,"Jan 24, 2018",344381,L1,2021
5000000,Paris Saint Germain,"Mar 20, 2018",344381,L1,2021
10000000,Paris Saint Germain,"Jun 4, 2018",344381,L1,2021
12000000,Paris Saint Germain,"Oct 24, 2018",344381,L1,2021
12000000,Paris Saint Germain,"Dec 17, 2018",344381,L1,2021
