player_id,current_club,current_club_country,market_value,joined,contract_expires,contract_option,on_loan_from,on_loan_from_country,loan_contract_expiry,player_agent,league_code,season
448344,rcd espanyol barcelona,spain,3500000,2017-07-01,2022-06-30,,,,,no agent,ES1,2017
44065,retired,NA,0,2021-07-01,,,,,,Best of You,ES1,2017
148666,antalyaspor,turkey,1100000,2020-09-25,2022-06-30,,,,,Jose Fouto y Asociados,ES1,2017
175323,levante ud,spain,800000,2019-08-01,2022-06-30,,,,,AC Talent,ES1,2017
141835,sporting gijón,spain,400000,2019-07-10,2022-06-30,,,,,Wasserman,ES1,2017
39907,ud ibiza,spain,800000,2021-08-20,2022-06-30,,,,,AC Talent,ES1,2017
126741,salamanca cf uds,spain,200000,2021-07-18,2022-06-30,,,,,,ES1,2017
38270,retired,NA,0,2020-11-02,,,,,,MESAS SPORT,ES1,2017
281769,atlético de madrid,spain,35000000,2019-07-18,2024-06-30,,,,,KICK & RUN SPORTS,ES1,2017
177467,villarreal cf,spain,40000000,2018-07-01,2027-06-30,,,,,YOU FIRST SPORTS,ES1,2017
503032,cultural leonesa,spain,150000,2021-07-29,2023-06-30,,,,,EMG Mundial,ES1,2017
7922,retired,NA,0,2021-07-01,,,,,,,ES1,2017
73636,al-ahli sc,qatar,850000,2019-07-23,,,,,,CG sports,ES1,2017
129444,rcd espanyol barcelona,spain,2500000,2016-08-26,2023-06-30,Option for a further year,,,,Sports and Management,ES1,2017
56134,retired,NA,0,2021-07-01,,,,,,Eugenio Botas Asesoria Deporti,ES1,2017
336869,bayern munich,germany,10000000,2020-10-04,2025-06-30,,,,,Promoesport,ES1,2017
56067,elche cf,spain,1200000,2021-03-06,2022-06-30,,,,,Twenty Two S.A.,ES1,2017
51226,without club,NA,300000,2021-07-01,,,,,,firsteleven ISM,ES1,2017
335245,watford fc,england,800000,2018-07-01,2023-06-30,,,,,Universal Sports Group,ES1,2017
142021,rcd espanyol barcelona,spain,6000000,2018-07-01,2023-06-30,,,,,Eleven Talent Group,ES1,2017
251878,1.fsv mainz 05,germany,4500000,2019-07-01,2023-06-30,,,,,TACTIC GRUP - OROBITG,ES1,2017
286415,olympique marseille,france,10000000,2021-07-17,2024-06-30,Obligation to buy with conditions,as roma,italy,2022-06-30,Goal Management,ES1,2017
412042,hércules cf,spain,150000,2021-07-24,2022-06-30,,,,,MagicPlayers,ES1,2017
28261,without club,NA,300000,2020-10-01,,,,,,Promoesport,ES1,2017
72310,adelaide united,australia,450000,2020-11-25,2022-06-30,,,,,YOU FIRST SPORTS,ES1,2017
34370,rcd espanyol barcelona,spain,500000,2017-07-01,2022-06-30,,,,,Manuel García Quilón,ES1,2017
63290,western united fc,australia,1500000,2020-11-27,2022-06-30,,,,,IS SPORTS AGENCY INTERSOCCER,ES1,2017
67090,rcd espanyol barcelona,spain,700000,2017-08-30,2022-06-30,,,,,Sports and Management,ES1,2017
221899,santos fc,brazil,2000000,2021-08-18,2023-06-30,,,,,Soccersport,ES1,2017
44069,sd huesca,spain,700000,2019-08-03,2022-06-30,,,,,Manuel García Quilón,ES1,2017
18006,retired,NA,0,2019-06-30,,,,,,PUM,ES1,2017
291039,racing ferrol,spain,200000,2019-04-15,2022-06-30,,,,,Eugenio Botas Asesoria Deporti,ES1,2017
15568,aris thessaloniki,greece,500000,2018-08-10,2022-06-30,,,,,Gestifute,ES1,2017
497663,krc genk,belgium,1700000,2021-07-01,2025-06-30,,,,,IDUB GLOBAL,ES1,2017
64411,alanyaspor,turkey,1200000,2019-07-30,2022-06-30,,,,,Promoesport,ES1,2017
137174,real oviedo,spain,400000,2019-07-30,2022-06-30,,,,,AUSZONE SPORTS,ES1,2017
81532,deportivo de la coruña,spain,400000,2020-09-06,2022-06-30,,,,,Promoesport,ES1,2017
77026,without club,NA,400000,2021-07-01,,,,,,DV7 Management,ES1,2017
77707,hatayspor,turkey,450000,2021-07-01,2023-06-30,,,,,Foot & Ball,ES1,2017
176067,khor fakkan,united arab emirates,800000,2021-07-26,2022-06-30,,,,,PROTIO SPORT,ES1,2017
203378,rsc anderlecht,belgium,500000,2018-07-03,2022-06-30,,,,,Soccerprod,ES1,2017
47659,unknown,NA,150000,2021-07-09,,,,,,Darren Dein,ES1,2017
56777,leixões sc,portugal,200000,2021-07-03,2022-06-30,,,,,,ES1,2017
33210,fc cincinnati,united states,350000,2019-01-01,2021-12-31,,,,,Wasserman,ES1,2017
249471,deportivo alavés,spain,700000,2019-07-01,2023-06-30,,,,,Miguel Pedrajo,ES1,2017
242548,without club,NA,1500000,2021-08-19,,,,,,CFA Sports,ES1,2017
177065,cádiz cf,spain,2000000,2021-08-23,2023-06-30,Option to buy,brighton & hove albion,england,2022-06-30,YOU FIRST SPORTS,ES1,2017
89313,olympiakos nicosia,cyprus,450000,2021-07-30,2022-05-31,,,,,,ES1,2017
413502,ud las palmas,spain,300000,2021-07-19,2024-06-30,,,,,ICM Stellar Sports,ES1,2017
506248,sd eibar,spain,3500000,2019-07-13,2024-06-30,,,,,YOU FIRST SPORTS,ES1,2017
254476,without club,NA,150000,2021-07-01,,,,,,MagicPlayers,ES1,2017
45383,without club,NA,1200000,2021-07-01,,,,,,ICM Stellar Sports,ES1,2017
127987,new england revolution,united states,5000000,2019-01-30,2024-12-31,,,,,Promoesport,ES1,2017
115382,al-sadd sc,qatar,3800000,2020-08-31,2023-06-30,,,,,4ComM,ES1,2017
510325,bergantiños fc,spain,100000,2021-07-05,2022-06-30,,,,,Emartsoccer,ES1,2017
27374,real betis balompié,spain,2500000,2018-08-02,2022-06-30,,,,,YOU FIRST SPORTS,ES1,2017
7593,retired,NA,0,2018-07-01,,,,,,AC Talent,ES1,2017
278651,cd lugo,spain,400000,2020-09-14,2022-06-30,,,,,Promoesport,ES1,2017
17129,retired,NA,0,2019-07-01,,,,,,Excellence Sport,ES1,2017
73185,without club,NA,3000000,2021-08-18,,,,,,Family & Football,ES1,2017
120211,al-fateh,saudi arabia,500000,2019-07-01,2022-06-30,,,,,Football Moment,ES1,2017
295360,apoel nicosia,cyprus,500000,2020-07-17,2023-05-31,,,,,,ES1,2017
369081,real madrid,spain,65000000,2018-07-01,2027-06-30,,,,,Wasserman,ES1,2017
135343,newcastle united,england,9000000,2018-07-26,2022-06-30,,,,,Sports360 GmbH,ES1,2017
8184,aek larnaca,cyprus,500000,2021-07-01,2022-05-31,Option for a further year,,,,Football Promotions (Scotland) Ltd.,ES1,2017
80293,villarreal cf,spain,8000000,2021-07-01,2025-06-30,,,,,Wasserman,ES1,2017
263856,real betis balompié,spain,1500000,2017-07-01,2022-06-30,,,,,LEADERBROCK,ES1,2017
71801,without club,NA,100000,2021-07-01,,,,,,,ES1,2017
234523,torino fc,italy,7500000,2021-01-31,2025-06-30,,,,,GG11 s.r.l.,ES1,2017
370691,without club,NA,700000,2020-10-19,,,,,,,ES1,2017
303248,extremadura ud,spain,150000,2021-07-01,2024-06-30,,,,,Niagara Sur,ES1,2017
99922,real betis balompié,spain,10000000,2018-01-30,2023-06-30,,,,,InterStarDeporte,ES1,2017
141834,real betis balompié,spain,7500000,2017-07-01,2022-06-30,,,,,TACTIC GRUP - OROBITG,ES1,2017
25316,fc cartagena,spain,100000,2020-09-12,2022-06-30,,,,,Bahía Internacional,ES1,2017
374139,leeds united,england,8000000,2021-07-06,2025-06-30,,,,,Sports&Life,ES1,2017
145769,levante ud,spain,1200000,2019-07-01,2022-06-30,,,,,JV SPORTS SL,ES1,2017
135208,ss lazio,italy,700000,2018-07-01,2023-06-30,,,,,Relatives,ES1,2017
566666,betis deportivo balompié,spain,100000,2018-07-01,2022-06-30,,,,,,ES1,2017
20506,real betis balompié,spain,1500000,2017-07-07,2022-06-30,,,,,,ES1,2017
263843,cd tenerife,spain,600000,2019-08-30,2022-06-30,,,,,Promoesport,ES1,2017
213595,real zaragoza,spain,1500000,2020-09-04,2023-06-30,,,,,Wasserman,ES1,2017
354741,rcd espanyol barcelona,spain,9000000,2021-08-25,2024-06-30,Option to buy,real betis balompié,spain,2022-06-30,YOU FIRST SPORTS,ES1,2017
350219,ssc napoli,italy,45000000,2018-07-05,2023-06-30,,,,,YOU FIRST SPORTS,ES1,2017
85289,kas eupen,belgium,1400000,2020-07-01,2022-06-30,,,,,José Vicente Simeón,ES1,2017
44062,sporting cp,portugal,3000000,2020-08-20,2022-06-30,Option for a further year,,,,Soccer Relations,ES1,2017
351746,nk istra 1961,croatia,300000,2021-07-07,2023-06-30,,,,,EMG Mundial,ES1,2017
77826,as saint-étienne,france,2200000,2019-07-27,2022-06-30,,,,,Amc sport paris,ES1,2017
36350,boavista fc,portugal,600000,2020-08-19,2023-06-30,,,,,Manuel García Quilón,ES1,2017
521329,cd eldense,spain,250000,2021-07-09,2022-06-30,,,,,Footfeel & Echo Sports,ES1,2017
391346,real murcia cf,spain,100000,2021-07-20,2022-06-30,,,,,Bahía Internacional,ES1,2017
129386,sporting cp,portugal,6000000,2020-08-18,2022-06-30,Option for a further year,,,,Promoesport,ES1,2017
378139,real betis balompié,spain,2000000,2019-07-01,2025-06-30,,,,,JV SPORTS SL,ES1,2017
131248,cf monterrey,mexico,2000000,2021-07-07,2023-06-30,Option to buy,club león fc,mexico,2022-06-30,B.C Football Agency,ES1,2017
148004,gaziantep fk,turkey,2000000,2019-07-21,2024-06-30,,,,,,ES1,2017
7663,real betis balompié,spain,1500000,2015-08-31,2022-06-30,,,,,Juzzt Football,ES1,2017
32522,elche cf,spain,800000,2020-10-04,2022-06-30,,,,,YOU FIRST SPORTS,ES1,2017
16635,without club,NA,600000,2021-03-01,,,,,,Toldra Consulting S.L.,ES1,2017
75442,without club,NA,1500000,2021-07-01,,,,,,Jose Rafael Iribarren,ES1,2017
107010,atlético de madrid,spain,25000000,2015-07-20,2024-06-30,,,,,Zarko Pelicic,ES1,2017
266807,atlético de madrid,spain,40000000,2015-01-01,2024-06-30,,,,,Augustin Jimenez,ES1,2017
242299,sd eibar,spain,700000,2019-07-07,2023-06-30,,,,,Eleven Talent Group,ES1,2017
282006,up langreo,spain,50000,2021-08-23,2022-06-30,,,,,YOU FIRST SPORTS,ES1,2017
251880,dux internacional de madrid,spain,250000,2021-08-12,2022-06-30,,,,,ICM Stellar Sports,ES1,2017
121483,atlético de madrid,spain,70000000,2014-07-16,2023-06-30,,,,,Miha Mlakar,ES1,2017
281963,bayern munich,germany,45000000,2019-07-01,2024-06-30,,,,,Manuel García Quilón,ES1,2017
22969,retired,NA,0,2020-07-01,,,,,,Manuel García Quilón,ES1,2017
214316,al-hilal riyadh,saudi arabia,5500000,2020-10-25,2024-06-30,,,,,Eleven Talent Group,ES1,2017
67082,getafe cf,spain,4000000,2021-07-05,2024-06-30,,atlético de madrid,spain,2022-06-30,Bahía Internacional,ES1,2017
461623,real avilés industrial,spain,100000,2021-08-21,2022-06-30,,,,,ICM Stellar Sports,ES1,2017
236734,without club,NA,1500000,2021-07-01,,,,,,Relatives,ES1,2017
230784,arsenal fc,england,40000000,2020-10-05,2025-06-30,,,,,JJ SPORT MANAGERS SL,ES1,2017
125781,fc barcelona,spain,60000000,2019-07-14,2024-06-30,,,,,BY AND FOR,ES1,2017
7767,retired,NA,0,2019-08-26,,,,,,Bahía Internacional,ES1,2017
54928,cagliari calcio,italy,2000000,2020-09-24,2023-06-30,,,,,,ES1,2017
295065,deportivo alavés,spain,400000,2021-07-01,2023-06-30,,,,,,ES1,2017
74229,atlético de madrid,spain,60000000,2011-01-01,2024-06-30,,,,,Gesport Espizua SL,ES1,2017
341228,san fernando cd,spain,200000,2021-08-19,2022-06-30,,,,,Best of You,ES1,2017
27389,rc strasbourg alsace,france,3000000,2021-07-18,2023-06-30,,,,,Team Spirit Football Consult.,ES1,2017
281979,deportivo alavés b,spain,150000,2019-08-09,2021-06-30,,,,,RGFOOTBALL,ES1,2017
76061,atlético de madrid,spain,5000000,2016-07-05,2022-06-30,,,,,Universal Sports Group,ES1,2017
295622,rcd espanyol barcelona,spain,1500000,2020-09-22,2024-06-30,,,,,Niagara Sports Company,ES1,2017
44779,clube atlético mineiro,brazil,6000000,2021-08-14,2022-12-31,,,,,Sports Invest UK ltd,ES1,2017
396337,sd huesca,spain,700000,2021-08-11,2023-06-30,,,,,Antonio López Management,ES1,2017
396324,real oviedo,spain,200000,2021-08-25,2023-06-30,,deportivo alavés,spain,2022-06-30,,ES1,2017
250845,atlético de madrid,spain,60000000,2013-04-25,2025-06-30,,,,,VIDA 11,ES1,2017
140776,atlético de madrid,spain,40000000,2020-09-08,2024-06-30,,,,,Christophe Henrotay,ES1,2017
39151,retired,NA,0,2021-07-01,,,,,,Eleven Talent Group,ES1,2017
396341,cd toledo,spain,150000,2021-07-26,2022-06-30,,,,,Niagara Sports Company,ES1,2017
148928,atlético de madrid,spain,40000000,2013-07-01,2026-06-30,,,,,ICM Stellar Sports,ES1,2017
339814,cd palencia cristo atlético,spain,100000,2021-08-10,2022-06-30,,,,,IS SPORTS AGENCY INTERSOCCER,ES1,2017
26065,without club,NA,800000,2021-07-01,,,,,,Manuel García Quilón,ES1,2017
21725,clube de regatas do flamengo,brazil,1500000,2019-07-23,2021-12-31,,,,,Manuel García Quilón,ES1,2017
229804,real sociedad,spain,15000000,2016-01-04,2024-06-30,,,,,IDUB GLOBAL,ES1,2017
15693,retired,NA,0,2018-07-01,,,,,,,ES1,2017
73319,fc cartagena,spain,100000,2021-07-01,2022-06-30,,,,,Promoesport,ES1,2017
289255,real sociedad,spain,10000000,2018-07-01,2024-06-30,,,,,,ES1,2017
229604,villarreal cf,spain,4000000,2020-09-04,2024-06-30,,,,,ICM Stellar Sports,ES1,2017
158863,athletic bilbao,spain,20000000,2018-01-30,2023-06-30,,,,,Carmelo Sánchez,ES1,2017
355628,real sociedad,spain,20000000,2017-07-01,2024-06-30,,,,,Wasserman,ES1,2017
66106,real betis balompié,spain,20000000,2018-07-03,2023-06-30,,,,,Best of You,ES1,2017
