sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
226328,https://sofifa.com/player/226328/megan-rapinoe/210002,M. Rapinoe,Megan Anna Rapinoe,"LW, LM",93,93,,,34,1985-07-05,170,60,,,,,,,,,,95,United States,113009,SUB,15,Right,4,4,5,High/Low,Lean (170-),Yes,,"#Crosser, #FK Specialist, #Acrobat, #Clinical Finisher","Long Throw-in, Leadership, Technical Dribbler (AI)",76,87,93,92,49,69,94,90,76,93,74,94,93,88,92,93,77,75,87,87,71,82,76,72,67,88,67,47,90,92,90,93,46,46,48,15,12,14,14,11,,85+3,85+3,85+3,90,89,89,89,90,90+3,90+3,90+3,89+3,86+3,86+3,86+3,89+3,71+3,70+3,70+3,70+3,71+3,67+3,61+3,61+3,61+3,67+3,21+3,https://cdn.sofifa.com/players/226/328/21_120.png,,,https://cdn.sofifa.com/teams/113009/60.png,https://cdn.sofifa.com/flags/us.png
227125,https://sofifa.com/player/227125/samantha-kerr/210002,S. Kerr,Samantha May Kerr,"ST, LW",92,93,,,26,1993-09-10,167,55,,,,,,,,,,195,Australia,112998,ST,20,Right,4,4,4,High/Medium,Normal (170-),Yes,,"#Aerial Threat, #Dribbler, #Distance Shooter, #Acrobat, #Clinical Finisher, #Complete Forward","Flair, Speed Dribbler (AI), Outside Foot Shot",88,91,72,90,39,80,74,95,92,78,81,89,76,63,70,94,90,86,92,89,82,92,87,87,78,86,75,24,95,61,68,92,36,38,23,7,12,8,16,13,,91+2,91+2,91+2,87,88,88,88,87,84+3,84+3,84+3,85+3,76+3,76+3,76+3,85+3,63+3,60+3,60+3,60+3,63+3,60+3,56+3,56+3,56+3,60+3,20+3,https://cdn.sofifa.com/players/227/125/21_120.png,,,https://cdn.sofifa.com/teams/112998/60.png,https://cdn.sofifa.com/flags/au.png
227316,https://sofifa.com/player/227316/wendie-renard/210002,W. Renard,Wéndèleine Thérèse Renard,CB,92,92,,,29,1990-07-20,187,70,,,,,,,,,,18,France,113003,LCB,3,Right,2,2,4,High/Medium,Lean (185+),Yes,,"#Aerial Threat, #Tackling, #Tactician, #Strength, #Complete Defender","Leadership, Power Header",68,70,62,72,91,89,25,70,94,82,41,69,49,58,78,85,69,68,56,84,44,85,94,77,94,63,89,88,70,55,60,80,90,92,90,7,14,17,11,15,,77+3,77+3,77+3,68,74,74,74,68,72+3,72+3,72+3,69+3,76+3,76+3,76+3,69+3,76+3,85+3,85+3,85+3,76+3,79+3,90+2,90+2,90+2,79+3,20+3,https://cdn.sofifa.com/players/227/316/21_120.png,,,https://cdn.sofifa.com/teams/113003/60.png,https://cdn.sofifa.com/flags/fr.png
226308,https://sofifa.com/player/226308/dzsenifer-marozsan/210002,D. Marozsán,Dzsenifer Marozsán,"CAM, LM, CM",91,91,,,28,1992-04-18,171,67,,,,,,,,,,21,Germany,113004,LDM,10,Right,4,5,4,High/Medium,Normal (170-185),Yes,,"#Dribbler, #Playmaker, #Distance Shooter, #Crosser, #FK Specialist, #Complete Midfielder","Long Shot Taker (AI), Playmaker (AI), Technical Dribbler (AI)",83,86,90,89,55,76,89,81,61,92,88,90,93,94,84,92,85,82,80,89,79,89,61,83,75,90,74,71,84,91,93,89,51,46,53,8,10,15,9,12,,83+3,83+3,83+3,88,87,87,87,88,89+2,89+2,89+2,88+3,86+3,86+3,86+3,88+3,76+3,75+3,75+3,75+3,76+3,72+3,64+3,64+3,64+3,72+3,19+3,https://cdn.sofifa.com/players/226/308/21_120.png,,,https://cdn.sofifa.com/teams/113004/60.png,https://cdn.sofifa.com/flags/de.png
227318,https://sofifa.com/player/227318/amandine-henry/210002,A. Henry,Amandine Chantal Henry,"CDM, CM",91,91,,,30,1989-09-28,171,64,,,,,,,,,,18,France,113003,RDM,6,Right,3,4,4,High/High,Normal (170-185),Yes,,"#Engine, #Tactician ","Leadership, Long Shot Taker (AI)",74,78,79,80,89,89,63,78,72,89,56,77,63,65,85,88,75,73,74,91,64,81,77,91,89,84,91,89,68,80,75,84,94,92,84,11,13,15,14,7,,79+3,79+3,79+3,79,80,80,80,79,82+3,82+3,82+3,80+3,85+3,85+3,85+3,80+3,84+3,89+2,89+2,89+2,84+3,84+3,88+3,88+3,88+3,84+3,20+3,https://cdn.sofifa.com/players/227/318/21_120.png,,,https://cdn.sofifa.com/teams/113003/60.png,https://cdn.sofifa.com/flags/fr.png
233746,https://sofifa.com/player/233746/vivianne-miedema/210002,V. Miedema,Vivianne Miedema,ST,91,94,,,23,1996-07-15,175,65,,,,,,,,,,34,Netherlands,113011,ST,9,Right,4,4,4,High/Low,Normal (170-185),Yes,,"#Distance Shooter, #Clinical Finisher",Outside Foot Shot,79,92,75,86,32,79,69,95,87,85,89,87,76,71,67,90,78,79,77,90,73,90,73,79,85,91,66,27,95,68,78,91,22,30,23,14,16,17,14,17,,90+3,90+3,90+3,85,87,87,87,85,84+3,84+3,84+3,83+3,77+3,77+3,77+3,83+3,60+3,59+3,59+3,59+3,60+3,56+3,52+3,52+3,52+3,56+3,24+3,https://cdn.sofifa.com/players/233/746/21_120.png,,,https://cdn.sofifa.com/teams/113011/60.png,https://cdn.sofifa.com/flags/nl.png
226301,https://sofifa.com/player/226301/alex-morgan/210002,A. Morgan,Alexandra Morgan Carrasco,ST,90,90,,,30,1989-07-02,170,62,,,,,,,,,,95,United States,113009,SUB,13,Left,4,4,5,High/Low,Unique,Yes,,#Clinical Finisher,"Leadership, Finesse Shot, Outside Foot Shot",86,88,74,85,43,71,71,90,86,81,88,87,68,70,67,89,85,86,76,83,68,86,76,75,76,83,53,63,90,74,89,91,34,29,27,11,11,10,10,11,,87+3,87+3,87+3,84,86,86,86,84,83+3,83+3,83+3,82+3,77+3,77+3,77+3,82+3,65+3,63+3,63+3,63+3,65+3,62+3,56+3,56+3,56+3,62+3,19+3,https://cdn.sofifa.com/players/226/301/21_120.png,,,https://cdn.sofifa.com/teams/113009/60.png,https://cdn.sofifa.com/flags/us.png
226330,https://sofifa.com/player/226330/tobin-heath/210002,T. Heath,Tobin Powell Heath,"RW, CAM, LW",90,90,,,32,1988-05-29,168,59,,,,,,,,,,95,United States,113009,RW,17,Right,5,5,4,Medium/High,Lean (170-),Yes,,"#Dribbler, #Playmaker, #Crosser, #Acrobat, #Complete Midfielder","Flair, Technical Dribbler (AI)",77,79,89,93,36,64,93,79,63,88,81,95,88,79,87,94,78,76,88,87,80,75,58,70,61,77,65,23,88,90,82,92,31,38,39,12,7,7,16,8,,81+3,81+3,81+3,88,86,86,86,88,88+2,88+2,88+2,87+3,82+3,82+3,82+3,87+3,65+3,63+3,63+3,63+3,65+3,60+3,50+3,50+3,50+3,60+3,19+3,https://cdn.sofifa.com/players/226/330/21_120.png,,,https://cdn.sofifa.com/teams/113009/60.png,https://cdn.sofifa.com/flags/us.png
227102,https://sofifa.com/player/227102/caroline-graham-hansen/210002,C. Hansen,Caroline Graham Hansen,"RM, CAM, ST",90,93,,,25,1995-02-18,178,66,,,,,,,,,,36,Norway,113007,RS,10,Right,4,4,4,High/Medium,Normal (170-185),Yes,,"#Dribbler, #Crosser, #Clinical Finisher, #Complete Forward","Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",87,83,86,90,45,75,88,86,75,87,82,92,86,77,84,90,86,88,85,87,75,79,68,84,74,82,66,24,86,85,80,84,45,50,46,17,11,15,13,9,,84+3,84+3,84+3,88,87,87,87,88,87+3,87+3,87+3,88+3,82+3,82+3,82+3,88+3,69+3,66+3,66+3,66+3,69+3,66+3,58+3,58+3,58+3,66+3,21+3,https://cdn.sofifa.com/players/227/102/21_120.png,,,https://cdn.sofifa.com/teams/113007/60.png,https://cdn.sofifa.com/flags/no.png
227246,https://sofifa.com/player/227246/lucy-bronze/210002,L. Bronze,Lucia Roberta Tough Bronze,"RB, CM",90,90,,,28,1991-10-28,171,67,,,,,,,,,,14,England,113002,RB,2,Right,3,3,4,High/High,Normal (170-185),Yes,,"#Engine, #Tackling, #Tactician ","Long Throw-in, Leadership, Speed Dribbler (AI), Power Header",85,54,68,81,88,84,77,48,86,79,35,79,39,43,63,84,86,84,73,93,82,66,84,94,82,59,78,89,57,58,53,80,90,86,87,10,14,16,8,15,,71+3,71+3,71+3,74,72,72,72,74,72+3,72+3,72+3,76+3,75+3,75+3,75+3,76+3,86+3,83+3,83+3,83+3,86+3,86+3,86+3,86+3,86+3,86+3,21+3,https://cdn.sofifa.com/players/227/246/21_120.png,,,https://cdn.sofifa.com/teams/113002/60.png,https://cdn.sofifa.com/flags/gb-eng.png
