sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
226328,https://sofifa.com/player/226328/megan-rapinoe/190002,M. Rapinoe,Megan Anna Rapinoe,"LM, LW",89,89,,,32,1985-07-05,170,60,,,,,,,,,,95,United States,113009,LW,15,Left,5,4,5,High/Low,Lean (170-),Yes,,#Crosser,"Long Throw-in, Technical Dribbler (AI), Set Play Specialist",73,78,90,88,47,68,92,74,74,92,72,92,86,82,91,89,74,72,83,75,69,80,74,74,65,82,65,45,84,86,85,93,44,44,46,13,10,12,12,9,,79+4,79+4,79+4,84,83,83,83,84,85+4,85+4,85+4,85+4,82+4,82+4,82+4,85+4,69+4,68+4,68+4,68+4,69+4,65+4,58+4,58+4,58+4,65+4,18+4,https://cdn.sofifa.com/players/226/328/19_120.png,,,https://cdn.sofifa.com/teams/113009/60.png,https://cdn.sofifa.com/flags/us.png
227125,https://sofifa.com/player/227125/sam-kerr/190002,S. Kerr,Samantha May Kerr,"ST, LW",89,92,,,24,1993-09-10,167,63,,,,,,,,,,195,Australia,112998,ST,20,Right,4,4,3,High/Medium,Stocky (170-),Yes,,"#Dribbler, #Clinical Finisher","Beat Offside Trap, Flair, Speed Dribbler (AI)",84,88,69,86,36,78,72,93,87,75,77,86,74,61,68,90,87,82,76,84,80,90,85,85,76,82,73,22,93,59,69,89,34,36,21,5,10,6,14,11,,87+2,87+2,87+2,83,85,85,85,83,81+2,81+2,81+2,82+2,73+2,73+2,73+2,82+2,61+2,58+2,58+2,58+2,61+2,57+2,53+2,53+2,53+2,57+2,18+2,https://cdn.sofifa.com/players/227/125/19_120.png,,,https://cdn.sofifa.com/teams/112998/60.png,https://cdn.sofifa.com/flags/au.png
227318,https://sofifa.com/player/227318/amandine-henry/190002,A. Henry,Amandine Chantal Henry,"CDM, CM",89,89,,,28,1989-09-28,171,64,,,,,,,,,,18,France,113003,RDM,6,Right,3,3,3,Medium/High,Normal (170-185),Yes,,#Tactician ,"Leadership, Long Shot Taker (AI)",72,65,75,75,87,88,61,54,68,86,51,68,50,51,83,86,73,71,72,89,62,78,75,90,87,78,89,87,65,77,64,82,92,89,82,9,11,13,12,5,,72+2,72+2,72+2,73,74,74,74,73,77+2,77+2,77+2,75+2,82+2,82+2,82+2,75+2,82+2,87+2,87+2,87+2,82+2,82+2,85+2,85+2,85+2,82+2,18+2,https://cdn.sofifa.com/players/227/318/19_120.png,,,https://cdn.sofifa.com/teams/113003/60.png,https://cdn.sofifa.com/flags/fr.png
226308,https://sofifa.com/player/226308/dzsenifer-marozsan/190002,D. Marozsán,Dzsenifer Marozsán,"CAM, LM, CM",88,89,,,26,1992-04-18,173,67,,,,,,,,,,21,Germany,113004,RCM,10,Right,4,5,4,High/Medium,Normal (170-185),Yes,,"#Dribbler, #Playmaker, #FK Specialist, #Complete Midfielder","Long Shot Taker (AI), Playmaker (AI), Set Play Specialist, Takes Finesse Free Kicks",77,81,87,86,53,74,85,74,59,90,85,86,90,92,80,90,78,77,76,81,78,86,59,81,73,86,72,69,80,88,91,87,49,44,51,6,8,13,7,10,,79+3,79+3,79+3,83,83,83,83,83,85+3,85+3,85+3,84+3,82+3,82+3,82+3,84+3,73+3,72+3,72+3,72+3,73+3,69+3,62+3,62+3,62+3,69+3,16+3,https://cdn.sofifa.com/players/226/308/19_120.png,,,https://cdn.sofifa.com/teams/113004/60.png,https://cdn.sofifa.com/flags/de.png
226359,https://sofifa.com/player/226359/christine-sinclair/190002,C. Sinclair,Christine Margaret Sinclair,"ST, CAM, LM",88,88,,,35,1983-06-12,175,67,,,,,,,,,,70,Canada,113000,LS,12,Right,4,4,5,High/Medium,Stocky (170-185),Yes,,"#Playmaker, #Distance Shooter, #Clinical Finisher, #Complete Midfielder","Leadership, Finesse Shot, Team Player, Backs Into Player, Takes Finesse Free Kicks",73,86,84,81,35,78,81,86,84,86,84,81,68,74,83,85,72,74,78,83,66,88,74,79,84,86,65,54,86,89,84,95,30,17,14,15,7,5,10,6,,84+4,84+4,84+4,83,84,84,84,83,84+4,84+4,84+4,82+4,80+4,80+4,80+4,82+4,62+4,63+4,63+4,63+4,62+4,57+4,52+4,52+4,52+4,57+4,17+4,https://cdn.sofifa.com/players/226/359/19_120.png,,,https://cdn.sofifa.com/teams/113000/60.png,https://cdn.sofifa.com/flags/ca.png
233748,https://sofifa.com/player/233748/lieke-martens/190002,L. Martens,Lieke Martens,"LW, CAM",88,91,,,25,1992-12-16,172,66,,,,,,,,,,34,Netherlands,113011,LW,11,Right,4,5,4,Medium/Medium,Normal (170-185),Yes,,#Dribbler,"Flair, Technical Dribbler (AI)",78,84,84,89,39,71,84,85,55,85,76,90,84,78,78,89,76,80,84,88,82,81,67,77,72,86,64,43,87,88,77,89,38,36,30,5,7,11,14,14,,81+3,81+3,81+3,86,86,86,86,86,86+3,86+3,86+3,85+3,81+3,81+3,81+3,85+3,66+3,64+3,64+3,64+3,66+3,61+3,53+3,53+3,53+3,61+3,19+3,https://cdn.sofifa.com/players/233/748/19_120.png,,,https://cdn.sofifa.com/teams/113011/60.png,https://cdn.sofifa.com/flags/nl.png
226177,https://sofifa.com/player/226177/becky-sauerbrunn/190002,B. Sauerbrunn,Rebecca Elizabeth Sauerbrunn,"CB, RB",87,87,,,33,1985-06-06,170,64,,,,,,,,,,95,United States,113009,RCB,4,Right,2,2,4,Low/High,Normal (170-185),Yes,,"#Tackling, #Tactician ",,72,35,59,58,87,85,63,29,76,73,26,54,39,27,60,61,74,71,49,85,68,45,84,85,86,32,85,86,45,43,55,87,91,88,88,13,10,5,8,9,,56+3,56+3,56+3,57,56,56,56,57,56+3,56+3,56+3,61+3,63+3,63+3,63+3,61+3,78+3,78+3,78+3,78+3,78+3,80+3,84+3,84+3,84+3,80+3,18+3,https://cdn.sofifa.com/players/226/177/19_120.png,,,https://cdn.sofifa.com/teams/113009/60.png,https://cdn.sofifa.com/flags/us.png
226301,https://sofifa.com/player/226301/alex-morgan/190002,A. Morgan,Alexandra Morgan Carrasco,ST,87,87,,,28,1989-07-02,170,62,,,,,,,,,,95,United States,113009,ST,13,Left,3,4,5,High/Low,Unique,Yes,,,"Beat Offside Trap, Finesse Shot, Target Forward",83,84,72,81,41,71,69,85,84,77,82,83,66,68,65,84,82,83,74,81,66,83,73,83,73,80,51,61,87,72,86,89,32,27,25,9,9,8,8,9,,83+4,83+4,83+4,81,82,82,82,81,80+4,80+4,80+4,80+4,74+4,74+4,74+4,80+4,64+4,61+4,61+4,61+4,64+4,60+4,54+4,54+4,54+4,60+4,17+4,https://cdn.sofifa.com/players/226/301/19_120.png,,,https://cdn.sofifa.com/teams/113009/60.png,https://cdn.sofifa.com/flags/us.png
227316,https://sofifa.com/player/227316/wendie-renard/190002,W. Renard,Wéndèleine Thérèse Renard,CB,87,88,,,27,1990-07-20,187,70,,,,,,,,,,18,France,113003,LCB,3,Right,2,2,4,High/Medium,Lean (185+),Yes,,"#Aerial Threat, #Strength","Leadership, Power Header",64,68,56,70,86,86,23,69,92,75,39,69,47,56,69,79,67,61,54,76,42,83,84,75,91,61,86,83,68,48,53,78,87,87,79,5,12,15,9,13,,74+3,74+3,74+3,65,70,70,70,65,68+3,68+3,68+3,65+3,71+3,71+3,71+3,65+3,71+3,79+3,79+3,79+3,71+3,74+3,84+3,84+3,84+3,74+3,17+3,https://cdn.sofifa.com/players/227/316/19_120.png,,,https://cdn.sofifa.com/teams/113003/60.png,https://cdn.sofifa.com/flags/fr.png
226324,https://sofifa.com/player/226324/carli-lloyd/190002,C. Lloyd,Carli Anne Hollins,"CM, CAM",86,86,,,35,1982-07-16,173,64,,,,,,,,,,95,United States,113009,SUB,10,Right,3,4,5,Medium/Low,Normal (170-185),Yes,,#Playmaker ,"Leadership, Playmaker (AI), Takes Finesse Free Kicks",72,77,83,82,76,77,72,73,71,87,67,84,79,86,86,85,71,73,74,68,76,81,77,72,78,82,82,79,85,86,88,96,75,78,76,11,5,13,8,14,,78+4,78+4,78+4,79,80,80,80,79,82+4,82+4,82+4,80+4,82+4,82+4,82+4,80+4,77+4,80+4,80+4,80+4,77+4,76+4,77+4,77+4,77+4,76+4,16+4,https://cdn.sofifa.com/players/226/324/19_120.png,,,https://cdn.sofifa.com/teams/113009/60.png,https://cdn.sofifa.com/flags/us.png
