sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
226324,https://sofifa.com/player/226324/carli-lloyd/180002,C. Lloyd,Carli Anne Hollins,"CM, CAM, LM, ST",92,92,,,34,1982-07-16,173,64,,,,,,,,,,95,United States,113009,LCM,10,Right,3,3,5,Medium/Medium,Normal (170-185),Yes,,"#Dribbler, #Playmaker, #Tactician ","Leadership, Long Shot Taker (AI), Playmaker (AI), Takes Finesse Free Kicks",75,85,84,85,82,84,72,85,71,88,74,86,79,86,87,86,75,75,74,91,77,81,77,92,81,89,84,90,90,86,88,96,76,86,79,11,5,13,8,14,,83+4,83+4,83+4,84+3,86+3,86+3,86+3,84+3,86+4,86+4,86+4,84+4,88+4,88+4,88+4,84+4,83+4,86+4,86+4,86+4,83+4,83+4,82+4,82+4,82+4,83+4,19+4,https://cdn.sofifa.com/players/226/324/18_120.png,,,https://cdn.sofifa.com/teams/113009/60.png,https://cdn.sofifa.com/flags/us.png
226328,https://sofifa.com/player/226328/megan-rapinoe/180002,M. Rapinoe,Megan Anna Rapinoe,"LM, CM, RM",91,91,,,31,1985-07-05,170,60,,,,,,,,,,95,United States,113009,SUB,15,Left,5,4,5,High/Low,Normal (170-),Yes,,"#Playmaker, #Crosser","Technical Dribbler (AI), Set Play Specialist",74,74,90,89,46,68,94,73,65,93,72,92,86,78,91,91,74,74,83,84,69,77,74,84,73,71,35,45,84,86,84,93,42,44,46,13,10,12,12,9,,79+4,79+4,79+4,85+3,84+3,84+3,84+3,85+3,86+4,86+4,86+4,87+4,84+4,84+4,84+4,87+4,71+4,68+4,68+4,68+4,71+4,66+4,56+4,56+4,56+4,66+4,19+4,https://cdn.sofifa.com/players/226/328/18_120.png,,,https://cdn.sofifa.com/teams/113009/60.png,https://cdn.sofifa.com/flags/us.png
226359,https://sofifa.com/player/226359/christine-sinclair/180002,C. Sinclair,Christine Margaret Sinclair,"ST, LW, RW, CAM",89,89,,,34,1983-06-12,175,67,,,,,,,,,,70,Canada,113000,ST,12,Right,4,3,5,High/Medium,Stocky (170-185),Yes,,"#Playmaker, #Clinical Finisher","Leadership, Finesse Shot, Team Player, Backs Into Player, Takes Finesse Free Kicks",75,87,85,82,37,78,81,89,84,87,84,82,79,74,84,85,73,77,81,85,66,87,74,79,84,86,65,54,86,90,84,95,38,17,14,15,7,5,10,6,,85+4,85+4,85+4,84+3,85+3,85+3,85+3,84+3,85+4,85+4,85+4,83+4,81+4,81+4,81+4,83+4,63+4,64+4,64+4,64+4,63+4,58+4,54+4,54+4,54+4,58+4,18+4,https://cdn.sofifa.com/players/226/359/18_120.png,,,https://cdn.sofifa.com/teams/113000/60.png,https://cdn.sofifa.com/flags/ca.png
226890,https://sofifa.com/player/226890/marta-vieira-da-silva/180002,Marta,Marta Vieira da Silva,"CAM, ST",89,89,,,31,1986-02-19,163,56,,,,,,,,,,54,Brazil,112999,CAM,10,Left,4,5,5,High/Medium,Normal (170-),Yes,,"#Dribbler, #Acrobat, #Clinical Finisher","Beat Offside Trap, Leadership, Technical Dribbler (AI), Takes Finesse Free Kicks",86,86,80,90,36,73,75,87,76,80,89,91,85,82,76,89,87,85,88,87,90,85,77,84,70,84,68,42,85,84,85,93,15,40,32,14,13,9,7,10,,85+4,85+4,85+4,86+3,86+3,86+3,86+3,86+3,85+4,85+4,85+4,85+4,80+4,80+4,80+4,85+4,65+4,62+4,62+4,62+4,65+4,61+4,53+4,53+4,53+4,61+4,19+4,https://cdn.sofifa.com/players/226/890/18_120.png,,,https://cdn.sofifa.com/teams/112999/60.png,https://cdn.sofifa.com/flags/br.png
226308,https://sofifa.com/player/226308/dzsenifer-marozsan/180002,D. Marozsán,Dzsenifer Marozsán,"CAM, LM, CM",88,91,,,25,1992-04-18,173,67,,,,,,,,,,21,Germany,113004,CAM,10,Right,4,4,4,High/Medium,Normal (170-185),Yes,,"#Dribbler, #Playmaker, #FK Specialist, #Complete Midfielder","Long Shot Taker (AI), Playmaker (AI), Set Play Specialist, Takes Finesse Free Kicks",77,81,87,86,51,74,85,74,59,90,85,86,90,92,80,90,78,77,76,81,78,86,59,81,73,86,72,69,80,88,91,87,44,44,51,6,8,13,7,10,,79+3,79+3,79+3,83+2,83+2,83+2,83+2,83+2,85+3,85+3,85+3,84+3,82+3,82+3,82+3,84+3,73+3,72+3,72+3,72+3,73+3,69+3,61+3,61+3,61+3,69+3,16+3,https://cdn.sofifa.com/players/226/308/18_120.png,,,https://cdn.sofifa.com/teams/113004/60.png,https://cdn.sofifa.com/flags/de.png
227318,https://sofifa.com/player/227318/amandine-henry/180002,A. Henry,Amandine Chantal Henry,"CDM, CM",88,90,,,27,1989-09-28,171,64,,,,,,,,,,18,France,113003,LDM,6,Right,3,3,3,Medium/High,Normal (170-185),Yes,,#Tactician ,"Leadership, Long Shot Taker (AI)",72,65,75,75,85,88,61,56,68,86,51,69,50,51,83,86,73,71,72,89,62,78,75,90,87,76,89,87,65,77,64,82,85,89,82,9,11,13,12,5,,72+2,72+2,72+2,73+1,75+1,75+1,75+1,73+1,77+2,77+2,77+2,75+2,82+2,82+2,82+2,75+2,81+2,86+2,86+2,86+2,81+2,82+2,84+2,84+2,84+2,82+2,18+2,https://cdn.sofifa.com/players/227/318/18_120.png,,,https://cdn.sofifa.com/teams/113003/60.png,https://cdn.sofifa.com/flags/fr.png
226177,https://sofifa.com/player/226177/becky-sauerbrunn/180002,B. Sauerbrunn,Rebecca Elizabeth Sauerbrunn,CB,87,87,,,32,1985-06-06,170,64,,,,,,,,,,95,United States,113009,LCB,4,Right,2,2,4,Low/High,Normal (170-185),Yes,,#Tackling ,,73,31,49,55,86,85,31,22,81,75,26,49,29,27,46,60,74,73,49,85,68,45,84,85,86,32,84,85,25,33,55,87,87,87,86,13,10,5,8,9,,52+3,52+3,52+3,50+2,51+2,51+2,51+2,50+2,52+3,52+3,52+3,54+3,59+3,59+3,59+3,54+3,73+3,76+3,76+3,76+3,73+3,77+3,84+3,84+3,84+3,77+3,18+3,https://cdn.sofifa.com/players/226/177/18_120.png,,,https://cdn.sofifa.com/teams/113009/60.png,https://cdn.sofifa.com/flags/us.png
227125,https://sofifa.com/player/227125/sam-kerr/180002,S. Kerr,Samantha May Kerr,"ST, LM",87,94,,,23,1993-09-10,167,63,,,,,,,,,,195,Australia,112998,ST,20,Right,4,4,3,High/Medium,Stocky (170-),Yes,,,Speed Dribbler (AI),84,85,59,82,37,73,72,91,87,53,76,80,72,61,50,88,87,82,76,84,80,85,77,77,76,78,61,22,93,59,69,86,36,36,21,5,10,6,14,11,,85+2,85+2,85+2,80+1,81+1,81+1,81+1,80+1,75+2,75+2,75+2,77+2,66+2,66+2,66+2,77+2,57+2,52+2,52+2,52+2,57+2,55+2,51+2,51+2,51+2,55+2,18+2,https://cdn.sofifa.com/players/227/125/18_120.png,,,https://cdn.sofifa.com/teams/112998/60.png,https://cdn.sofifa.com/flags/au.png
227316,https://sofifa.com/player/227316/wendie-renard/180002,W. Renard,Wéndèleine Thérèse Renard,CB,87,88,,,26,1990-07-20,187,70,,,,,,,,,,18,France,113003,LCB,3,Right,2,2,4,Medium/Medium,Lean (185+),Yes,,"#Aerial Threat, #Strength","Leadership, Power Header",64,69,56,67,85,85,23,69,91,75,39,63,47,56,69,80,67,61,54,76,42,83,82,73,91,68,86,83,68,48,53,78,85,87,79,5,12,15,9,13,,74+3,74+3,74+3,64+2,70+2,70+2,70+2,64+2,67+3,67+3,67+3,64+3,71+3,71+3,71+3,64+3,70+3,79+3,79+3,79+3,70+3,73+3,84+3,84+3,84+3,73+3,17+3,https://cdn.sofifa.com/players/227/316/18_120.png,,,https://cdn.sofifa.com/teams/113003/60.png,https://cdn.sofifa.com/flags/fr.png
226301,https://sofifa.com/player/226301/alex-morgan/180002,A. Morgan,Alexandra Morgan Carrasco,ST,86,86,,,27,1989-07-02,170,62,,,,,,,,,,95,United States,113009,ST,13,Left,3,3,5,High/Low,Lean (170-),Yes,,#Clinical Finisher,"Beat Offside Trap, Finesse Shot, Target Forward",83,83,71,82,42,71,67,86,84,77,80,83,66,68,65,84,82,83,74,83,66,78,73,83,73,80,51,61,84,71,90,89,36,27,25,9,9,8,8,9,,82+4,82+4,82+4,80+3,82+3,82+3,82+3,80+3,80+4,80+4,80+4,79+4,74+4,74+4,74+4,79+4,64+4,61+4,61+4,61+4,64+4,61+4,55+4,55+4,55+4,61+4,17+4,https://cdn.sofifa.com/players/226/301/18_120.png,,,https://cdn.sofifa.com/teams/113009/60.png,https://cdn.sofifa.com/flags/us.png
