sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
227246,https://sofifa.com/player/227246/lucy-bronze/220002,L. Bronze,Lucia Roberta Tough Bronze,"RB, CM",92,92,,,29,1991-10-28,171,67,,,,,,,,,,14,England,113002,RB,2,Right,3,3,5,High/High,Normal (170-185),Yes,,"#Engine, #Tackling, #Tactician ","Long Throw-in, Leadership, Speed Dribbler (AI), Power Header",86,61,70,81,89,84,78,60,88,84,35,79,39,45,63,85,87,86,73,93,82,69,84,94,82,65,78,89,57,58,53,80,90,88,89,10,14,16,8,15,,74+3,74+3,74+3,76,75,75,75,76,74+3,74+3,74+3,78+3,77+3,77+3,77+3,78+3,87+3,84+3,84+3,84+3,87+3,88+3,87+3,87+3,87+3,88+3,21+3,https://cdn.sofifa.com/players/227/246/22_120.png,,,https://cdn.sofifa.com/teams/113002/60.png,https://cdn.sofifa.com/flags/gb-eng.png
227316,https://sofifa.com/player/227316/wendie-renard/220002,W. Renard,Wéndèleine Thérèse Renard,CB,92,92,,,30,1990-07-20,187,70,,,,,,,,,,18,France,113003,LCB,3,Right,2,2,5,High/Medium,Lean (185+),Yes,,"#Aerial Threat, #Tackling, #Tactician, #Strength, #Complete Defender","Leadership, Power Header, Team Player",68,70,62,73,91,88,25,70,94,83,41,69,49,58,78,85,69,67,56,84,44,85,94,77,93,63,88,88,70,55,60,80,90,93,91,7,14,17,11,15,,77+3,77+3,77+3,68,74,74,74,68,73+3,73+3,73+3,69+3,77+3,77+3,77+3,69+3,76+3,85+3,85+3,85+3,76+3,80+3,90+2,90+2,90+2,80+3,20+3,https://cdn.sofifa.com/players/227/316/22_120.png,,,https://cdn.sofifa.com/teams/113003/60.png,https://cdn.sofifa.com/flags/fr.png
233746,https://sofifa.com/player/233746/vivianne-miedema/220002,V. Miedema,Vivianne Miedema,ST,92,93,,,24,1996-07-15,178,65,,,,,,,,,,34,Netherlands,113011,ST,9,Right,4,4,5,High/Low,Normal (170-185),Yes,,"#Distance Shooter, #Clinical Finisher","Finesse Shot, Outside Foot Shot",81,93,75,88,32,79,69,95,89,87,90,90,76,71,67,91,80,81,77,92,73,91,73,79,85,92,66,27,95,68,78,91,22,30,23,14,16,17,14,17,,91+2,91+2,91+2,86,89,89,89,86,86+3,86+3,86+3,84+3,78+3,78+3,78+3,84+3,61+3,59+3,59+3,59+3,61+3,57+3,52+3,52+3,52+3,57+3,24+3,https://cdn.sofifa.com/players/233/746/22_120.png,,,https://cdn.sofifa.com/teams/113011/60.png,https://cdn.sofifa.com/flags/nl.png
227125,https://sofifa.com/player/227125/samantha-kerr/220002,S. Kerr,Samantha May Kerr,"ST, LW",91,91,,,27,1993-09-10,167,55,,,,,,,,,,195,Australia,112998,ST,20,Right,4,4,5,High/Medium,Normal (170-),Yes,,"#Aerial Threat, #Dribbler, #Distance Shooter, #Acrobat, #Clinical Finisher, #Complete Forward","Flair, Speed Dribbler (AI), Outside Foot Shot",87,90,72,91,39,80,74,94,92,79,82,90,76,63,70,94,89,85,93,90,82,92,89,87,78,86,75,24,95,61,72,92,36,38,23,7,12,8,16,13,,90+1,90+1,90+1,87,88,88,88,87,84+3,84+3,84+3,85+3,76+3,76+3,76+3,85+3,63+3,61+3,61+3,61+3,63+3,60+3,56+3,56+3,56+3,60+3,20+3,https://cdn.sofifa.com/players/227/125/22_120.png,,,https://cdn.sofifa.com/teams/112998/60.png,https://cdn.sofifa.com/flags/au.png
226301,https://sofifa.com/player/226301/alex-morgan/220002,A. Morgan,Alexandra Morgan Carrasco,ST,90,90,,,31,1989-07-02,170,62,,,,,,,,,,95,United States,113009,ST,13,Left,4,4,5,High/Low,Unique,Yes,,#Clinical Finisher,"Leadership, Finesse Shot, Outside Foot Shot",86,88,74,86,43,71,71,90,86,81,88,87,68,70,67,89,85,86,76,83,68,86,76,75,76,83,53,63,90,74,89,91,34,29,27,11,11,10,10,11,,87+3,87+3,87+3,84,86,86,86,84,83+3,83+3,83+3,82+3,77+3,77+3,77+3,82+3,65+3,63+3,63+3,63+3,65+3,62+3,56+3,56+3,56+3,62+3,19+3,https://cdn.sofifa.com/players/226/301/22_120.png,,,https://cdn.sofifa.com/teams/113009/60.png,https://cdn.sofifa.com/flags/us.png
226308,https://sofifa.com/player/226308/dzsenifer-marozsan/220002,D. Marozsán,Dzsenifer Marozsán,"CAM, LM, CM",90,90,,,29,1992-04-18,171,67,,,,,,,,,,21,Germany,113004,LDM,10,Right,4,5,5,High/Medium,Normal (170-185),Yes,,"#Dribbler, #Playmaker, #Distance Shooter, #Crosser, #FK Specialist, #Complete Midfielder","Long Shot Taker (AI), Playmaker (AI), Technical Dribbler (AI)",82,86,90,89,55,76,89,81,61,92,88,90,93,94,84,92,84,81,80,89,79,89,61,82,75,90,74,71,84,91,93,89,51,46,53,8,10,15,9,12,,83+3,83+3,83+3,88,87,87,87,88,88+2,88+2,88+2,88+2,86+3,86+3,86+3,88+2,76+3,75+3,75+3,75+3,76+3,72+3,64+3,64+3,64+3,72+3,19+3,https://cdn.sofifa.com/players/226/308/22_120.png,,,https://cdn.sofifa.com/teams/113004/60.png,https://cdn.sofifa.com/flags/de.png
226328,https://sofifa.com/player/226328/megan-rapinoe/220002,M. Rapinoe,Megan Anna Rapinoe,"LW, LM",90,90,,,35,1985-07-05,170,60,,,,,,,,,,95,United States,113009,LW,15,Right,4,4,5,High/Low,Lean (170-),Yes,,"#Crosser, #FK Specialist, #Clinical Finisher","Long Throw-in, Leadership, Technical Dribbler (AI)",71,87,90,89,49,66,91,89,76,90,74,92,90,88,89,91,72,70,81,87,69,82,73,64,65,87,67,47,89,89,92,90,46,46,48,15,12,14,14,11,,84+3,84+3,84+3,87,87,87,87,87,88+2,88+2,88+2,86+3,84+3,84+3,84+3,86+3,69+3,69+3,69+3,69+3,69+3,66+3,60+3,60+3,60+3,66+3,21+3,https://cdn.sofifa.com/players/226/328/22_120.png,,,https://cdn.sofifa.com/teams/113009/60.png,https://cdn.sofifa.com/flags/us.png
226330,https://sofifa.com/player/226330/tobin-heath/220002,T. Heath,Tobin Powell Heath,"RW, CAM, LW",90,90,,,33,1988-05-29,168,59,,,,,,,,,,95,United States,113009,RW,17,Right,5,5,4,Medium/High,Lean (170-),Yes,,"#Dribbler, #Playmaker, #Crosser, #Acrobat, #Complete Midfielder","Flair, Technical Dribbler (AI)",77,79,89,93,36,64,93,79,63,88,81,95,88,79,87,94,78,76,88,87,80,75,58,70,61,77,65,23,88,90,82,92,31,38,39,12,7,7,16,8,,81+3,81+3,81+3,88,86,86,86,88,88+2,88+2,88+2,87+3,82+3,82+3,82+3,87+3,65+3,63+3,63+3,63+3,65+3,60+3,50+3,50+3,50+3,60+3,19+3,https://cdn.sofifa.com/players/226/330/22_120.png,,,https://cdn.sofifa.com/teams/113009/60.png,https://cdn.sofifa.com/flags/us.png
227102,https://sofifa.com/player/227102/caroline-graham-hansen/220002,C. Hansen,Caroline Graham Hansen,"RM, CAM, ST",90,91,,,26,1995-02-18,178,66,,,,,,,,,,36,Norway,113007,CAM,10,Right,4,4,4,High/Medium,Lean (170-185),Yes,,"#Dribbler, #Crosser, #Clinical Finisher, #Complete Forward","Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",87,83,86,89,45,75,88,86,75,87,82,92,86,77,84,90,86,88,85,87,75,79,68,84,74,82,66,24,86,85,80,84,45,50,46,17,11,15,13,9,,84+3,84+3,84+3,88,87,87,87,88,87+3,87+3,87+3,88+3,82+3,82+3,82+3,88+3,69+3,66+3,66+3,66+3,69+3,66+3,58+3,58+3,58+3,66+3,21+3,https://cdn.sofifa.com/players/227/102/22_120.png,,,https://cdn.sofifa.com/teams/113007/60.png,https://cdn.sofifa.com/flags/no.png
227318,https://sofifa.com/player/227318/amandine-henry/220002,A. Henry,Amandine Chantal Henry,"CDM, CM",90,90,,,31,1989-09-28,171,64,,,,,,,,,,18,France,113003,RDM,6,Right,3,4,5,High/High,Normal (170-185),Yes,,"#Engine, #Tactician ","Leadership, Long Shot Taker (AI)",74,78,79,80,88,88,63,78,72,89,56,77,63,65,85,88,75,73,74,91,64,81,77,89,88,84,90,89,68,79,75,83,93,90,84,11,13,15,14,7,,79+3,79+3,79+3,79,80,80,80,79,81+3,81+3,81+3,79+3,85+3,85+3,85+3,79+3,84+3,88+2,88+2,88+2,84+3,84+3,87+3,87+3,87+3,84+3,20+3,https://cdn.sofifa.com/players/227/318/22_120.png,,,https://cdn.sofifa.com/teams/113003/60.png,https://cdn.sofifa.com/flags/fr.png
