player_id,current_club,current_club_country,market_value,joined,contract_expires,contract_option,on_loan_from,on_loan_from_country,loan_contract_expiry,player_agent,league_code,season
39426,central coast mariners,australia,600000,2021-07-26,2023-06-30,,,,,ROOF,L1,2017
342141,daejeon hana citizen,"korea, south",325000,2020-07-01,,,,,,FS Corporation,L1,2017
415194,hamburger sv,germany,1600000,2016-07-01,2024-06-30,,,,,Efe Aktas,L1,2017
52530,vfb stuttgart ii,germany,400000,2021-07-01,,,,,,Robert Schneider,L1,2017
343337,holstein kiel,germany,800000,2021-07-01,2024-06-30,,fc bayern munich ii,germany,2022-06-30,T21plus,L1,2017
42783,fc augsburg,germany,2500000,2018-07-01,2022-06-30,,,,,Sports360 GmbH,L1,2017
448258,hamburger sv,germany,4000000,2018-07-01,2024-06-30,,,,,FTC,L1,2017
323954,udinese calcio,italy,5000000,2019-08-12,2024-06-30,,,,,BSSM,L1,2017
265254,fc zürich,switzerland,900000,2019-08-27,2022-06-30,,,,,Soccertalk GmbH,L1,2017
82361,1.fc nuremberg,germany,700000,2018-07-01,2024-06-30,,,,,ROOF,L1,2017
288067,willem ii tilburg,netherlands,800000,2019-07-01,2022-06-30,,,,,ICM Stellar Sports,L1,2017
354340,1.fc union berlin,germany,2500000,2021-07-01,,,,,,SEG,L1,2017
327536,hamburger sv,germany,1800000,2018-07-01,2024-06-30,,,,,Nochi Hamasor,L1,2017
42044,sv sandhausen,germany,700000,2019-01-03,2022-06-30,,,,,Sports360 GmbH,L1,2017
381248,sint-truidense vv,belgium,300000,2019-08-22,2022-06-30,,,,,M&Y Management,L1,2017
220793,zenit st. petersburg,russia,16000000,2019-07-04,2024-06-30,,,,,TFM Agency,L1,2017
38267,türkgücü münchen,germany,300000,2021-07-09,2023-06-30,,,,,ROOF,L1,2017
196095,vfl wolfsburg,germany,15000000,2021-08-22,2025-06-30,,,,,Sports360 GmbH,L1,2017
72519,real salt lake city,united states,600000,2021-04-13,2023-12-31,,,,,Sports360 GmbH,L1,2017
58489,al-fayha fc,saudi arabia,850000,2021-07-18,2023-06-30,,,,,Relatives,L1,2017
228975,olympique lyon,france,600000,2020-09-18,2024-06-30,,,,,Wolfgang Meier Football Manage,L1,2017
49275,uc sampdoria,italy,3000000,2018-08-14,2022-06-30,,,,,MD Management,L1,2017
247661,spvgg greuther fürth,germany,700000,2021-07-01,2023-06-30,,,,,Wasserman,L1,2017
4687,without club,NA,350000,2021-07-01,,,,,,Efe Aktas,L1,2017
161011,eintracht frankfurt,germany,35000000,2019-07-01,2023-06-30,,,,,LIAN Sports Group,L1,2017
94210,without club,NA,150000,2021-07-01,,,,,,T21plus,L1,2017
55508,holstein kiel,germany,600000,2021-08-17,2023-06-30,,,,,ROOF,L1,2017
192294,sv waldhof mannheim,germany,175000,2019-07-01,2022-06-30,,,,,fair-sport GmbH,L1,2017
9354,retired,NA,0,2021-07-01,,,,,,TDS SPORTS,L1,2017
103310,vissel kobe,japan,1300000,2019-08-14,2022-01-31,,,,,UDN SPORTS,L1,2017
148209,brisbane roar,australia,500000,2021-07-01,2022-06-30,,,,,FTC,L1,2017
44607,hamburger sv,germany,200000,2016-07-01,2023-06-30,,,,,ICM Stellar Sports,L1,2017
167189,fc thun,switzerland,300000,2019-07-01,2022-06-30,,,,,FST Sportsmanagement GmbH,L1,2017
284737,slaven belupo koprivnica,croatia,700000,2020-08-11,2022-06-15,club option 1 year,,,,SEG,L1,2017
20081,retired,NA,0,2020-07-01,,,,,,Relatives,L1,2017
342100,mke ankaragücü,turkey,250000,2020-09-01,2022-06-30,both parties 1 year,,,,EMG Mundial,L1,2017
60761,maccabi haifa,israel,400000,2020-10-16,2023-06-30,,,,,no agent,L1,2017
379960,1.fc nuremberg,germany,250000,2020-07-16,2022-06-30,,,,,ASBW Sport Marketing,L1,2017
16922,hertha bsc,germany,2000000,2021-07-01,2022-06-30,,,,,Excellence Sport,L1,2017
39259,eintracht frankfurt,germany,800000,2014-07-01,2022-06-30,,,,,PRO Profil GmbH,L1,2017
85906,eintracht frankfurt,germany,6000000,2017-07-01,2022-06-30,,,,,Sports360 GmbH,L1,2017
48015,bayer 04 leverkusen,germany,6000000,2018-07-01,2023-06-30,,,,,,L1,2017
283474,vsg altglienicke,germany,100000,2020-07-01,2022-06-30,,,,,PRO Profil GmbH,L1,2017
257462,real madrid,spain,20000000,2019-07-02,2025-06-30,,,,,LIAN Sports Group,L1,2017
356141,eintracht frankfurt,germany,25000000,2017-07-01,2023-06-30,,,,,Roberto Tukada,L1,2017
10917,retired,NA,0,2020-07-01,,,,,,NUHN CONSULTING,L1,2017
16520,retired,NA,0,2020-07-01,,,,,,PRO Profil GmbH,L1,2017
146258,spvgg greuther fürth,germany,2500000,2021-08-25,2023-06-30,,,,,CAA Base Ltd,L1,2017
58178,club atlético huracán de chabás,argentina,0,2021-01-18,,,,,,Front Group GmbH,L1,2017
142031,elche cf,spain,4500000,2021-08-23,2022-06-30,,,,,LEADERBROCK,L1,2017
31067,ofi crete,greece,400000,2020-10-19,2023-06-30,,,,,Juzzt Football,L1,2017
