club_name,player_name,age,position,club_involved_name,fee,transfer_movement,fee_cleaned,league_name,year,season
Spartak Moscow,Maksym Kalinichenko,20,Left Midfield,Dnipro,Free Transfer,in,0,Premier Liga,1999,1999/2000
Spartak Moscow,Aleksandr Shchegolev,27,Right-Back,Fakel Voronezh,?,in,NA,Premier Liga,1999,1999/2000
Spartak Moscow,Nikolay Pisarev,31,Centre-Forward,Dinamo Moscow,?,in,NA,Premier Liga,1999,1999/2000
Spartak Moscow,Anatoli Kanishchev,27,Centre-Forward,Alania,?,in,NA,Premier Liga,1999,1999/2000
Spartak Moscow,Maksim Buznikin,22,Centre-Forward,Saturn,"End of loanDec 1, 1999",in,0,Premier Liga,1999,1999/2000
Spartak Moscow,Viktor Bukievskiy,20,Centre-Back,Spartak II,-,in,0,Premier Liga,1999,1999/2000
Spartak Moscow,Milan Jovic,24,Centre-Back,Vojvodina,,in,NA,Premier Liga,1999,1999/2000
Spartak Moscow,Vadim Evseev,23,Right-Back,Loko Moscow,£675k,out,0.675,Premier Liga,1999,1999/2000
Spartak Moscow,Ilya Tsymbalar,30,Central Midfield,Loko Moscow,?,out,NA,Premier Liga,1999,1999/2000
Spartak Moscow,Maksim Buznikin,22,Centre-Forward,Saturn,Loan,out,0,Premier Liga,1999,1999/2000
Spartak Moscow,Sergey Yuran,30,Centre-Forward,Sturm Graz,?,out,NA,Premier Liga,1999,1999/2000
Spartak Moscow,Anatoli Kanishchev,28,Centre-Forward,Dinamo Moscow,?,out,NA,Premier Liga,1999,1999/2000
Spartak Moscow,Peniche,20,Attacking Midfield,Unknown,,out,NA,Premier Liga,1999,1999/2000
Lokomotiv Moscow,Vadim Evseev,23,Right-Back,Spartak Moscow,£675k,in,0.675,Premier Liga,1999,1999/2000
Lokomotiv Moscow,Dmitri Sennikov,23,Centre-Back,Rubin Kazan,Free Transfer,in,0,Premier Liga,1999,1999/2000
Lokomotiv Moscow,Gennadi Nizhegorodov,22,Centre-Back,Lokomotiv NN,Free Transfer,in,0,Premier Liga,1999,1999/2000
Lokomotiv Moscow,Zaur Khapov,35,Goalkeeper,Alania,?,in,NA,Premier Liga,1999,1999/2000
Lokomotiv Moscow,Ilya Tsymbalar,30,Central Midfield,Spartak Moscow,?,in,NA,Premier Liga,1999,1999/2000
Lokomotiv Moscow,Oleg Terekhin,29,Centre-Forward,Dinamo Moscow,?,in,NA,Premier Liga,1999,1999/2000
Lokomotiv Moscow,Ruslan Pimenov,18,Centre-Forward,Loko Moscow II,-,in,0,Premier Liga,1999,1999/2000
Lokomotiv Moscow,Sergey Gurenko,26,Right-Back,AS Roma,£4.91m,out,4.91,Premier Liga,1999,1999/2000
Lokomotiv Moscow,Aleksandr Borodyuk,36,Centre-Forward,Torpedo-ZiL,?,out,NA,Premier Liga,1999,1999/2000
Lokomotiv Moscow,Nikolai Ryndyuk,21,Centre-Forward,BATE Borisov,?,out,NA,Premier Liga,1999,1999/2000
Lokomotiv Moscow,Aleksey Arifullin,29,Right-Back,Lokomotiv 2,-,out,0,Premier Liga,1999,1999/2000
Lokomotiv Moscow,Vitali Veselov,25,Centre-Forward,Torpedo-ZiL,,out,NA,Premier Liga,1999,1999/2000
Torpedo Moscow,Valdas Trakys,20,Centre-Forward,Zalgiris,Free Transfer,in,0,Premier Liga,1999,1999/2000
Torpedo Moscow,Dmitri Vyazmikin,27,Centre-Forward,Lokomotiv NN,?,in,NA,Premier Liga,1999,1999/2000
Torpedo Moscow,Aleksandr Ignatjev,27,Right Midfield,Uralan,?,in,NA,Premier Liga,1999,1999/2000
Torpedo Moscow,Marat Makhmutov,24,Right-Back,Shinnik,?,in,NA,Premier Liga,1999,1999/2000
Torpedo Moscow,Rimantas Žvingilas,26,Forward,KRC Harelbeke,?,in,NA,Premier Liga,1999,1999/2000
Torpedo Moscow,Mihai Dragus,26,Centre-Forward,Arges Pitesti,?,in,NA,Premier Liga,1999,1999/2000
Torpedo Moscow,Konstantin Zyryanov,22,Central Midfield,Amkar Perm,?,in,NA,Premier Liga,1999,1999/2000
Torpedo Moscow,Arsen Avakov,28,Centre-Forward,Lokomotiv NN,?,in,NA,Premier Liga,1999,1999/2000
Torpedo Moscow,Pavlo Shkapenko,26,Attacking Midfield,Uralan,?,in,NA,Premier Liga,1999,1999/2000
Torpedo Moscow,Mihai Dragus,26,Centre-Forward,Lokomotiv NN,?,out,NA,Premier Liga,1999,1999/2000
Torpedo Moscow,Viktor Brovchenko,22,Midfielder,Nyva Vinnytsia,?,out,NA,Premier Liga,1999,1999/2000
Torpedo Moscow,Aleksandr Averyanov,30,Midfielder,Uralan,?,out,NA,Premier Liga,1999,1999/2000
Torpedo Moscow,Aleksey Snigirev,31,Forward,Pskov,?,out,NA,Premier Liga,1999,1999/2000
Torpedo Moscow,Vyacheslav Kamoltsev,28,Centre-Forward,Kocaelispor,Loan,out,0,Premier Liga,1999,1999/2000
Torpedo Moscow,Serhii Skachenko,26,Centre-Forward,FC Metz,?,out,NA,Premier Liga,1999,1999/2000
Anzhi Makhachkala,Predrag Randjelovic,22,Centre-Forward,FK Zvezdara,£117k,in,0.117,Premier Liga,1999,1999/2000
Anzhi Makhachkala,Zehrudin Kavazovic,23,Centre-Forward,VfL Osnabrück,Free Transfer,in,0,Premier Liga,1999,1999/2000
Anzhi Makhachkala,Aleksandr Gogoberishvili,22,Defensive Midfield,Lokomotivi,?,in,NA,Premier Liga,1999,1999/2000
Anzhi Makhachkala,Dzenan Hosic,23,Centre-Back,FK Sarajevo,?,in,NA,Premier Liga,1999,1999/2000
Anzhi Makhachkala,Aleksandr Zhidkov,34,Goalkeeper,Tzafririm Holon,?,in,NA,Premier Liga,1999,1999/2000
