player_id,current_club,current_club_country,market_value,joined,contract_expires,contract_option,on_loan_from,on_loan_from_country,loan_contract_expiry,player_agent,league_code,season
111819,fc barcelona,spain,6000000,2019-07-01,2023-06-30,,,,,,ES1,2020
331505,fc barcelona,spain,15000000,2020-11-01,2023-06-30,,,,,TACTIC GRUP - OROBITG,ES1,2020
283170,fc barcelona,spain,3000000,2021-07-01,2023-06-30,,,,,,ES1,2020
284854,getafe cf,spain,15000000,2021-07-10,2026-06-30,,,,,"Puyol, De la Peña & Sostres",ES1,2020
74857,fc barcelona,spain,60000000,2014-07-01,2025-06-30,,,,,ROOF,ES1,2020
331511,fc barcelona,spain,18000000,2020-07-01,2023-06-30,,,,,,ES1,2020
282722,fc barcelona b,spain,5000000,2018-07-01,2023-06-30,,,,,MSSports,ES1,2020
466809,olympique marseille,france,4000000,2021-07-01,2025-06-30,,,,,Pro Evolution Players s.l.,ES1,2020
480267,fc barcelona,spain,25000000,2020-10-05,2023-06-30,,,,,Excellence Sport,ES1,2020
65230,fc barcelona,spain,9000000,2008-09-01,2023-06-30,,,,,TACTIC GRUP - OROBITG,ES1,2020
80444,fc barcelona,spain,30000000,2018-01-08,2023-06-30,,,,,Sports Invest UK ltd,ES1,2020
374139,leeds united,england,8000000,2021-07-06,2025-06-30,,,,,Sports&Life,ES1,2020
617074,fc barcelona b,spain,25000000,2020-07-01,2022-06-30,,,,,ROGON,ES1,2020
288230,fc barcelona,spain,50000000,2017-08-25,2022-06-30,,,,,Relatives,ES1,2020
182904,fc barcelona,spain,25000000,2018-07-12,2026-06-30,,,,,Wasserman,ES1,2020
326330,fc barcelona,spain,90000000,2019-07-01,2026-06-30,,,,,HCM Sports Management,ES1,2020
361104,fc barcelona,spain,30000000,2020-10-01,2025-06-30,,,,,ICM Stellar Sports,ES1,2020
125781,fc barcelona,spain,60000000,2019-07-14,2024-06-30,,,,,BY AND FOR,ES1,2020
466783,fc barcelona b,spain,1500000,2020-07-01,2023-06-30,,,,,"Puyol, De la Peña & Sostres",ES1,2020
85370,fc barcelona,spain,18000000,2013-07-01,2022-06-30,,,,,TACTIC GRUP - OROBITG,ES1,2020
44162,fc barcelona,spain,20000000,2020-09-01,2024-06-30,,,,,LIAN Sports Group,ES1,2020
95732,fc barcelona,spain,9000000,2020-02-20,2024-06-30,,,,,HCM Sports Management,ES1,2020
351892,sociedade esportiva palmeiras,brazil,1500000,2021-07-09,2025-12-31,,,,,Relatives,ES1,2020
688593,fc barcelona b,spain,500000,2020-02-04,2022-06-30,club option 2 years,,,,DOUBLE MATCH,ES1,2020
364240,fc barcelona,spain,4000000,2019-07-01,2023-06-30,,,,,SPOCS Global Sports,ES1,2020
126540,fc barcelona,spain,8000000,2016-07-14,2023-06-30,,,,,AC Talent,ES1,2020
683840,fc barcelona,spain,80000000,2019-09-02,2022-06-30,club option 2 years,,,,LEADERBROCK,ES1,2020
466810,fc barcelona,spain,60000000,2020-09-23,2022-06-30,club option 2 years,,,,Relatives,ES1,2020
412669,wolverhampton wanderers,england,22000000,2021-07-04,2025-06-30,Option to buy,fc barcelona,spain,2022-06-30,Gestifute,ES1,2020
69751,fc barcelona,spain,20000000,2012-07-01,2024-06-30,,,,,InterStarDeporte,ES1,2020
18944,fc barcelona,spain,10000000,2008-07-01,2024-06-30,,,,,AC Talent,ES1,2020
129473,paris saint-germain,france,15000000,2020-10-05,2023-06-30,,,,,The Player Management,ES1,2020
28003,paris saint-germain,france,80000000,2021-08-10,2023-06-30,Option for a further year,,,,Relatives,ES1,2020
197126,mol fehérvár fc,hungary,1000000,2021-08-24,2022-06-30,,,,,IDUB GLOBAL,ES1,2020
