player_id,current_club,current_club_country,market_value,joined,contract_expires,contract_option,on_loan_from,on_loan_from_country,loan_contract_expiry,player_agent,league_code,season
94005,arsenal fc,england,6500000,2017-07-01,2022-06-30,,,,,ISMG International,GB1,2018
34322,olympiacos piraeus,greece,4000000,2021-01-25,2023-06-30,,,,,Konstantinos Farras,GB1,2018
245744,vfl bochum,germany,3000000,2021-07-01,2024-06-30,,,,,"JEB ENTERTAINMENT Co.,Ltd.",GB1,2018
397099,nottingham forest,england,1200000,2021-08-10,2023-06-30,,arsenal fc u23,england,2022-05-31,Unique Sports Management,GB1,2018
287247,derby county,england,5000000,2019-08-02,2024-06-30,,,,,InterLex Sport,GB1,2018
93720,arsenal fc,england,28000000,2017-07-05,2022-06-30,,,,,score agencies,GB1,2018
392765,arsenal fc,england,18000000,2020-08-01,2026-06-30,,,,,Jordan Wise,GB1,2018
43003,real sociedad,spain,1500000,2019-08-31,2022-06-30,,,,,GLOBAL ASES,GB1,2018
415912,vfb stuttgart,germany,6000000,2020-07-16,2023-06-30,Option to buy,arsenal fc,england,2022-06-30,Konstantinos Farras,GB1,2018
242631,everton fc,england,22000000,2019-08-08,2024-06-30,,,,,Elite Project Group Ltd,GB1,2018
72476,arsenal fc,england,22000000,2018-07-01,2022-06-30,,,,,fair-sport GmbH,GB1,2018
433177,arsenal fc,england,65000000,2019-07-01,2024-06-30,,,,,Elite Project Group Ltd,GB1,2018
340329,newcastle united,england,16000000,2021-08-13,2027-06-30,,,,,,GB1,2018
35664,fenerbahce sk,turkey,4000000,2021-01-25,2024-06-30,,,,,Family & Football,GB1,2018
251885,twente enschede fc,netherlands,1000000,2019-07-01,2022-06-30,club option 1 year,,,,,GB1,2018
205757,skf sered,slovakia,300000,2021-07-26,2022-06-30,,arsenal fc,england,2022-06-30,,GB1,2018
88590,without club,NA,2500000,2021-07-01,,,,,,SBE Management AG,GB1,2018
165007,celta de vigo,spain,12000000,2019-07-01,2023-06-30,,,,,Intermedia Sport Player,GB1,2018
50057,juventus fc,italy,14000000,2019-07-01,2023-06-30,,,,,Avid Sports Group,GB1,2018
392761,kv oostende,belgium,250000,2021-07-01,2025-06-30,,,,,Jordan Wise,GB1,2018
67063,brighton & hove albion,england,4000000,2020-10-18,2022-06-30,,,,,Relatives,GB1,2018
340324,arsenal fc,england,16000000,2019-01-01,2022-06-30,,,,,Elite Project Group Ltd,GB1,2018
503768,blackpool fc,england,0,2021-07-29,2022-05-31,,arsenal fc u23,england,,,GB1,2018
220491,hibernian fc,scotland,300000,2021-01-08,2023-05-31,,,,,Midas Sports,GB1,2018
