club_name,player_name,age,position,club_involved_name,fee,transfer_movement,fee_cleaned,league_name,year,season
Chernomorets Novorossijsk,Aleksandr Kudryashov,20,Centre-Back,S-UGP Anapa,?,in,NA,Premier Liga,1994,1994/1995
Chernomorets Novorossijsk,Gisa Pshukov,23,Goalkeeper,I. Smolensk,?,in,NA,Premier Liga,1994,1994/1995
Chernomorets Novorossijsk,Arsen Papikyan,23,Defender,Stavropol,Loan,in,0,Premier Liga,1994,1994/1995
Chernomorets Novorossijsk,Maksim Olkhovik,21,Forward,I. Smolensk,?,in,NA,Premier Liga,1994,1994/1995
Chernomorets Novorossijsk,Serhii Yarmolych,31,Defender,Unknown,?,in,NA,Premier Liga,1994,1994/1995
Chernomorets Novorossijsk,Marat Mulashev,25,Centre-Forward,Luch,?,in,NA,Premier Liga,1994,1994/1995
Chernomorets Novorossijsk,Roman Oreshchuk,18,Centre-Forward,CSKA Moscow II,?,in,NA,Premier Liga,1994,1994/1995
Chernomorets Novorossijsk,Armen Adamyan,27,Attacking Midfield,Unknown,"End of loanDec 31, 1994",in,0,Premier Liga,1994,1994/1995
Chernomorets Novorossijsk,Igor Abdrazakov,16,Centre-Forward,Chernomor N U19,-,in,0,Premier Liga,1994,1994/1995
Chernomorets Novorossijsk,Vladimir But,16,Attacking Midfield,Bor. Dortmund,Free Transfer,out,0,Premier Liga,1994,1994/1995
Chernomorets Novorossijsk,Armen Adamyan,26,Attacking Midfield,Unknown,Loan,out,0,Premier Liga,1994,1994/1995
Chernomorets Novorossijsk,Aleksandr Kobenko,17,Midfielder,Druzhba Maikop,?,out,NA,Premier Liga,1994,1994/1995
Chernomorets Novorossijsk,Marat Mulashev,26,Centre-Forward,Sur Club,?,out,NA,Premier Liga,1994,1994/1995
Chernomorets Novorossijsk,Roman Oreshchuk,19,Centre-Forward,CSKA Moscow II,?,out,NA,Premier Liga,1994,1994/1995
Chernomorets Novorossijsk,Armen Adamyan,27,Attacking Midfield,Kristall,?,out,NA,Premier Liga,1994,1994/1995
Dinamo Moscow,Aleksandr Grishin,23,Central Midfield,CSKA Moscow,?,in,NA,Premier Liga,1994,1994/1995
Dinamo Moscow,Vagiz Khidiyatullin,35,Sweeper,Labège FC,?,in,NA,Premier Liga,1994,1994/1995
Dinamo Moscow,Aleksandr Tochilin,20,Right-Back,Asmaral Moskau,?,in,NA,Premier Liga,1994,1994/1995
Dinamo Moscow,Sergey Kolotovkin,29,Centre-Back,CSKA Moscow,?,in,NA,Premier Liga,1994,1994/1995
Dinamo Moscow,Valeri Kleimenov,29,Goalkeeper,Maccabi Herzliya,?,in,NA,Premier Liga,1994,1994/1995
Dinamo Moscow,Andrey Gordeev,19,Centre-Back,Chertanovo,?,in,NA,Premier Liga,1994,1994/1995
Dinamo Moscow,Andrey Ivanov,27,Centre-Back,Spartak Moscow,?,in,NA,Premier Liga,1994,1994/1995
Dinamo Moscow,Sergey Podpaly,31,Centre-Back,Hapoel Haifa,?,in,NA,Premier Liga,1994,1994/1995
Dinamo Moscow,Vitali Safronov,21,Attacking Midfield,KS Samara,?,in,NA,Premier Liga,1994,1994/1995
Dinamo Moscow,Yuri Kuznetsov,20,Midfielder,Unknown,?,in,NA,Premier Liga,1994,1994/1995
Dinamo Moscow,Erik Yakhimovich,25,Centre-Back,Dinamo Minsk,?,in,NA,Premier Liga,1994,1994/1995
Dinamo Moscow,Sergey Derkach,27,Midfielder,FC Basel,?,in,NA,Premier Liga,1994,1994/1995
Dinamo Moscow,Oleg Terekhin,24,Centre-Forward,Sokol Saratov,?,in,NA,Premier Liga,1994,1994/1995
