club_name,player_name,age,position,club_involved_name,fee,transfer_movement,fee_cleaned,league_name,year,season
Spartak Moscow,Dmitri Parfenov,23,Right-Back,Dnipro,£135k,in,0.135,Premier Liga,1997,1997/1998
Spartak Moscow,Anatoli Kanishchev,26,Centre-Forward,Alania,?,in,NA,Premier Liga,1997,1997/1998
Spartak Moscow,Nikolay Pisarev,29,Centre-Forward,FC St. Pauli,?,in,NA,Premier Liga,1997,1997/1998
Spartak Moscow,Robson,22,Centre-Forward,Leiria,?,in,NA,Premier Liga,1997,1997/1998
Spartak Moscow,Andrey Smetanin,28,Goalkeeper,Dinamo Moscow,?,in,NA,Premier Liga,1997,1997/1998
Spartak Moscow,Sergey Dmitriev,33,Centre-Forward,Tyumen,?,in,NA,Premier Liga,1997,1997/1998
Spartak Moscow,Aleksey Bakharev,21,Central Midfield,Rotor Volgograd,£68k,out,0.068,Premier Liga,1997,1997/1998
Spartak Moscow,Artem Bezrodnyi,18,Left Winger,Leverkusen II,Free Transfer,out,0,Premier Liga,1997,1997/1998
Spartak Moscow,Andrey Konovalov,23,Central Midfield,Sokol Saratov,?,out,NA,Premier Liga,1997,1997/1998
Spartak Moscow,Sergey Dmitriev,33,Centre-Forward,Dinamo S-Pb,?,out,NA,Premier Liga,1997,1997/1998
Spartak Moscow,Ruslan Nigmatullin,23,Goalkeeper,Loko Moscow,?,out,NA,Premier Liga,1997,1997/1998
Spartak Moscow,Vasili Kulkov,31,Centre-Back,Zenit S-Pb,?,out,NA,Premier Liga,1997,1997/1998
Spartak Moscow,Ramiz Mamedov,25,Left-Back,Spartak II,-,out,0,Premier Liga,1997,1997/1998
CSKA Moscow,Oleg Kornaukhov,22,Left-Back,Shinnik,£68k,in,0.068,Premier Liga,1997,1997/1998
CSKA Moscow,Igor Kutepov,31,Goalkeeper,Tyumen,Free Transfer,in,0,Premier Liga,1997,1997/1998
CSKA Moscow,Dmitri Sennikov,21,Centre-Back,St. Petersburg,?,in,NA,Premier Liga,1997,1997/1998
CSKA Moscow,Aleksey Babenko,25,Midfielder,KamAZ,?,in,NA,Premier Liga,1997,1997/1998
CSKA Moscow,Sergey Filippenkov,26,Right Winger,Kristall,?,in,NA,Premier Liga,1997,1997/1998
