club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Akhmat Grozny,Idrissa Doumbia,20,Defensive Midfield,RSC Anderlecht,£1.13m,in,Summer,1.13,Premier Liga,2018,2018/2019
Akhmat Grozny,Zoran Nizic,28,Centre-Back,Hajduk Split,£720Th.,in,Summer,0.72,Premier Liga,2018,2018/2019
Akhmat Grozny,Mikhail Gashchenkov,26,Central Midfield,Amkar Perm,Free transfer,in,Summer,0,Premier Liga,2018,2018/2019
Akhmat Grozny,Evgeniy Kharin,23,Left Midfield,FCI Levadia,Free transfer,in,Summer,0,Premier Liga,2018,2018/2019
Akhmat Grozny,Aleksandr Sheplyakov,21,Goalkeeper,Dnepr Smolensk,£5Th.,in,Summer,0.005,Premier Liga,2018,2018/2019
Akhmat Grozny,Magomed Musalov,24,Right-Back,Anzhi,Loan,in,Summer,0,Premier Liga,2018,2018/2019
Akhmat Grozny,Idris Umaev,19,Centre-Forward,Akhmat II,-,in,Summer,0,Premier Liga,2018,2018/2019
Akhmat Grozny,Facundo Píriz,28,Defensive Midfield,Montpellier,"End of loanJun 30, 2018",in,Summer,0,Premier Liga,2018,2018/2019
Akhmat Grozny,Gabriel Torje,28,Right Winger,Dinamo Bucarest,"End of loanJun 30, 2018",in,Summer,0,Premier Liga,2018,2018/2019
Akhmat Grozny,Léo Jabá,19,Right Winger,PAOK Salonika,£3.15m,out,Summer,3.15,Premier Liga,2018,2018/2019
Akhmat Grozny,Facundo Píriz,28,Defensive Midfield,Montpellier,£900Th.,out,Summer,0.9,Premier Liga,2018,2018/2019
Akhmat Grozny,Adlan Katsaev,30,Attacking Midfield,Anzhi,Free transfer,out,Summer,0,Premier Liga,2018,2018/2019
Akhmat Grozny,Philipe Sampaio,23,Centre-Back,Feirense,Free transfer,out,Summer,0,Premier Liga,2018,2018/2019
Akhmat Grozny,Gabriel Torje,28,Right Winger,Sivasspor,Free transfer,out,Summer,0,Premier Liga,2018,2018/2019
Akhmat Grozny,Roland Gigolaev,28,Left Midfield,Anzhi,Loan,out,Summer,0,Premier Liga,2018,2018/2019
Akhmat Grozny,Apti Akhyadov,24,Right Winger,Anzhi,Loan,out,Summer,0,Premier Liga,2018,2018/2019
Akhmat Grozny,Aleksandr Sheplyakov,21,Goalkeeper,CRFSO Smolensk,"End of loanJun 30, 2018",out,Summer,0,Premier Liga,2018,2018/2019
Anzhi Makhachkala,Andrés Ponce,21,Centre-Forward,Sampdoria,Free transfer,in,Summer,0,Premier Liga,2018,2018/2019
Anzhi Makhachkala,Amir Mokhammad,22,Attacking Midfield,Legion-Dinamo,Free transfer,in,Summer,0,Premier Liga,2018,2018/2019
Anzhi Makhachkala,Gaël Ondoua,22,Defensive Midfield,Zorya Lugansk,Free transfer,in,Summer,0,Premier Liga,2018,2018/2019
Anzhi Makhachkala,Adlan Katsaev,30,Attacking Midfield,Akhmat Grozny,Free transfer,in,Summer,0,Premier Liga,2018,2018/2019
Anzhi Makhachkala,Vladislav Kulik,33,Central Midfield,KS Samara,Free transfer,in,Summer,0,Premier Liga,2018,2018/2019
Anzhi Makhachkala,Konstantin Savichev,24,Right Midfield,SKA Khabarovsk,Free transfer,in,Summer,0,Premier Liga,2018,2018/2019
Anzhi Makhachkala,Evgeniy Gapon,27,Left-Back,Kuban Krasnodar,Free transfer,in,Summer,0,Premier Liga,2018,2018/2019
Anzhi Makhachkala,Yuri Dyupin,30,Goalkeeper,Kuban Krasnodar,Free transfer,in,Summer,0,Premier Liga,2018,2018/2019
Anzhi Makhachkala,Dmitri Belorukov,35,Centre-Back,Dynamo Moscow,Free transfer,in,Summer,0,Premier Liga,2018,2018/2019
Anzhi Makhachkala,Roland Gigolaev,28,Left Midfield,Akhmat Grozny,Loan,in,Summer,0,Premier Liga,2018,2018/2019
Anzhi Makhachkala,Apti Akhyadov,24,Right Winger,Akhmat Grozny,Loan,in,Summer,0,Premier Liga,2018,2018/2019
Anzhi Makhachkala,Pavel Dolgov,21,Centre-Forward,Torpedo Zhodino,"End of loanJul 25, 2018",in,Summer,0,Premier Liga,2018,2018/2019
Anzhi Makhachkala,Ivan Novoseltsev,26,Centre-Back,Zenit S-Pb,Loan,in,Summer,0,Premier Liga,2018,2018/2019
Anzhi Makhachkala,Mohammed Rabiu,28,Defensive Midfield,Career break,-,in,Summer,0,Premier Liga,2018,2018/2019
Anzhi Makhachkala,Danil Glebov,18,Central Midfield,Anzhi II,-,in,Summer,0,Premier Liga,2018,2018/2019
Anzhi Makhachkala,Igor Udalyi,33,Centre-Back,Orenburg,"End of loanJun 30, 2018",in,Summer,0,Premier Liga,2018,2018/2019
Anzhi Makhachkala,Paul Anton,27,Central Midfield,KS Samara,£360Th.,out,Summer,0.36,Premier Liga,2018,2018/2019
Anzhi Makhachkala,Aleksandr Prudnikov,29,Centre-Forward,Spartaks,Free transfer,out,Summer,0,Premier Liga,2018,2018/2019
Anzhi Makhachkala,Miral Samardzic,31,Centre-Back,KS Samara,Free transfer,out,Summer,0,Premier Liga,2018,2018/2019
Anzhi Makhachkala,Igor Armas,31,Centre-Back,FC Voluntari,Free transfer,out,Summer,0,Premier Liga,2018,2018/2019
Anzhi Makhachkala,Arsen Khubulov,27,Right Winger,BB Erzurumspor,Free transfer,out,Summer,0,Premier Liga,2018,2018/2019
