club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Olympique Lyon,Fabián Monzón,25,Left-Back,OGC Nice,£2.70m,in,Summer,2.7,Ligue 1,2012,2012/2013
Olympique Lyon,Arnold Mvuemba,27,Defensive Midfield,FC Lorient,£2.70m,in,Summer,2.7,Ligue 1,2012,2012/2013
Olympique Lyon,Milan Bisevac,28,Centre-Back,Paris SG,£2.48m,in,Summer,2.48,Ligue 1,2012,2012/2013
Olympique Lyon,Jordan Ferri,20,Central Midfield,Olymp. Lyon B,-,in,Summer,0,Ligue 1,2012,2012/2013
Olympique Lyon,Yassine Benzia,17,Attacking Midfield,Olymp. Lyon U19,-,in,Summer,0,Ligue 1,2012,2012/2013
Olympique Lyon,Mohamed Yattara,18,Forward,Olymp. Lyon B,-,in,Summer,0,Ligue 1,2012,2012/2013
Olympique Lyon,Mehdi Zeffane,20,Right-Back,Olymp. Lyon B,-,in,Summer,0,Ligue 1,2012,2012/2013
Olympique Lyon,Rachid Ghezzal,20,Right Winger,Olymp. Lyon B,-,in,Summer,0,Ligue 1,2012,2012/2013
Olympique Lyon,Alassane Plea,19,Centre-Forward,Olymp. Lyon B,-,in,Summer,0,Ligue 1,2012,2012/2013
Olympique Lyon,Clinton N'Jie,18,Centre-Forward,Olymp. Lyon U19,-,in,Summer,0,Ligue 1,2012,2012/2013
Olympique Lyon,Steed Malbranque,32,Central Midfield,Career break,-,in,Summer,0,Ligue 1,2012,2012/2013
Olympique Lyon,Mathieu Gorgelin,21,Goalkeeper,Red Star FC 93,"End of loanJun 30, 2012",in,Summer,0,Ligue 1,2012,2012/2013
Olympique Lyon,Enzo Réale,20,Central Midfield,US Boulogne,"End of loanJun 30, 2012",in,Summer,0,Ligue 1,2012,2012/2013
Olympique Lyon,Harry Novillo,20,Left Winger,AC Le Havre,"End of loanJun 30, 2012",in,Summer,0,Ligue 1,2012,2012/2013
Olympique Lyon,Ishak Belfodil,20,Centre-Forward,Bologna,"End of loanJun 30, 2012",in,Summer,0,Ligue 1,2012,2012/2013
Olympique Lyon,Hugo Lloris,25,Goalkeeper,Spurs,£11.34m,out,Summer,11.34,Ligue 1,2012,2012/2013
Olympique Lyon,Aly Cissokho,24,Left-Back,Valencia,£5.40m,out,Summer,5.4,Ligue 1,2012,2012/2013
Olympique Lyon,Ishak Belfodil,20,Centre-Forward,Parma,£3.15m,out,Summer,3.15,Ligue 1,2012,2012/2013
Olympique Lyon,Jérémy Pied,23,Right-Back,OGC Nice,£2.70m,out,Summer,2.7,Ligue 1,2012,2012/2013
Olympique Lyon,Kim Källström,29,Central Midfield,Spartak Moscow,£2.70m,out,Summer,2.7,Ligue 1,2012,2012/2013
Olympique Lyon,Enzo Réale,20,Central Midfield,FC Lorient,£900Th.,out,Summer,0.9,Ligue 1,2012,2012/2013
Olympique Lyon,Cris,35,Centre-Back,Galatasaray,Free transfer,out,Summer,0,Ligue 1,2012,2012/2013
Olympique Lyon,Mohamed Yattara,19,Forward,Troyes,Loan,out,Summer,0,Ligue 1,2012,2012/2013
Olympique Lyon,Sébastien Faure,21,Right-Back,Rangers,Free transfer,out,Summer,0,Ligue 1,2012,2012/2013
Olympique Lyon,Mathieu Valverde,29,Goalkeeper,Anorthosis,Free transfer,out,Summer,0,Ligue 1,2012,2012/2013
Olympique Lyon,Nicolas Seguin,22,Centre-Back,Tours FC,Free transfer,out,Summer,0,Ligue 1,2012,2012/2013
Olympique Lyon,Yannis Tafer,21,Right Midfield,Lausanne-Sport,Free transfer,out,Summer,0,Ligue 1,2012,2012/2013
Olympique Lyon,Ederson,26,Attacking Midfield,Lazio,Free transfer,out,Summer,0,Ligue 1,2012,2012/2013
Olympique Lyon,Timothée Kolodziejczak,20,Centre-Back,OGC Nice,Free transfer,out,Summer,0,Ligue 1,2012,2012/2013
Olympique Lyon,John Mensah,29,Centre-Back,Without Club,-,out,Summer,0,Ligue 1,2012,2012/2013
Olympique Lyon,Hamdan Al Kamali,23,Centre-Back,Al-Wahda FC,"End of loanJun 30, 2012",out,Summer,0,Ligue 1,2012,2012/2013
FC Évian Thonon Gaillard,Daniel Wass,23,Right-Back,Benfica,£1.08m,in,Summer,1.08,Ligue 1,2012,2012/2013
FC Évian Thonon Gaillard,Iheb Mbarki,20,Right-Back,CA Bizertin,£360Th.,in,Summer,0.36,Ligue 1,2012,2012/2013
FC Évian Thonon Gaillard,Mickaël Salamone,20,Goalkeeper,Paris SG B,Free transfer,in,Summer,0,Ligue 1,2012,2012/2013
FC Évian Thonon Gaillard,Djakaridja Koné,26,Defensive Midfield,Dinamo Bucarest,Free transfer,in,Summer,0,Ligue 1,2012,2012/2013
