club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
PSV Eindhoven,Gastón Pereiro,20,Attacking Midfield,Nacional,£6.30m,in,Summer,6.3,Eredivisie,2015,2015/2016
PSV Eindhoven,Davy Pröpper,23,Central Midfield,Vitesse,£4.05m,in,Summer,4.05,Eredivisie,2015,2015/2016
PSV Eindhoven,Héctor Moreno,27,Centre-Back,Espanyol,£3.15m,in,Summer,3.15,Eredivisie,2015,2015/2016
PSV Eindhoven,Andrés Guardado,28,Central Midfield,Valencia,£2.52m,in,Summer,2.52,Eredivisie,2015,2015/2016
PSV Eindhoven,Nicolas Isimat-Mirin,23,Centre-Back,Monaco,£2.16m,in,Summer,2.16,Eredivisie,2015,2015/2016
PSV Eindhoven,Luuk Koopmans,21,Goalkeeper,FC Oss,£90Th.,in,Summer,0.09,Eredivisie,2015,2015/2016
PSV Eindhoven,Simon Poulsen,30,Left-Back,AZ Alkmaar,Free transfer,in,Summer,0,Eredivisie,2015,2015/2016
PSV Eindhoven,Maxime Lestienne,23,Left Winger,Al-Arabi SC,Loan,in,Summer,0,Eredivisie,2015,2015/2016
PSV Eindhoven,Steven Bergwijn,17,Left Winger,PSV U21,-,in,Summer,0,Eredivisie,2015,2015/2016
PSV Eindhoven,Przemyslaw Tyton,28,Goalkeeper,Elche CF,"End of loanJun 30, 2015",in,Summer,0,Eredivisie,2015,2015/2016
PSV Eindhoven,Menno Koch,20,Centre-Back,NAC Breda,"End of loanJun 30, 2015",in,Summer,0,Eredivisie,2015,2015/2016
PSV Eindhoven,Memphis Depay,21,Left Winger,Man Utd,£30.60m,out,Summer,30.6,Eredivisie,2015,2015/2016
PSV Eindhoven,Georginio Wijnaldum,24,Central Midfield,Newcastle,£18.00m,out,Summer,18,Eredivisie,2015,2015/2016
PSV Eindhoven,Oscar Hiljemark,23,Central Midfield,US Palermo,£2.25m,out,Summer,2.25,Eredivisie,2015,2015/2016
PSV Eindhoven,Przemyslaw Tyton,28,Goalkeeper,VfB Stuttgart,£900Th.,out,Summer,0.9,Eredivisie,2015,2015/2016
PSV Eindhoven,Abel Tamata,24,Left-Back,FC Groningen,Free transfer,out,Summer,0,Eredivisie,2015,2015/2016
PSV Eindhoven,Nigel Bertrams,22,Goalkeeper,Willem II,Free transfer,out,Summer,0,Eredivisie,2015,2015/2016
PSV Eindhoven,Marcel Ritzmaier,22,Central Midfield,NEC Nijmegen,Loan,out,Summer,0,Eredivisie,2015,2015/2016
PSV Eindhoven,Karim Rekik,20,Centre-Back,Man City,"End of loanJun 30, 2015",out,Summer,0,Eredivisie,2015,2015/2016
PSV Eindhoven,Andrés Guardado,28,Central Midfield,Valencia,"End of loanJun 30, 2015",out,Summer,0,Eredivisie,2015,2015/2016
PSV Eindhoven,Nicolas Isimat-Mirin,23,Centre-Back,Monaco,"End of loanJun 30, 2015",out,Summer,0,Eredivisie,2015,2015/2016
PSV Eindhoven,Danny Wintjens,31,Goalkeeper,VVV-Venlo,"End of loanJun 30, 2015",out,Summer,0,Eredivisie,2015,2015/2016
Ajax Amsterdam,Nemanja Gudelj,23,Defensive Midfield,AZ Alkmaar,£5.40m,in,Summer,5.4,Eredivisie,2015,2015/2016
Ajax Amsterdam,Arkadiusz Milik,21,Centre-Forward,Bay. Leverkusen,£2.52m,in,Summer,2.52,Eredivisie,2015,2015/2016
Ajax Amsterdam,Amin Younes,21,Left Winger,Bor. M'gladbach,£2.25m,in,Summer,2.25,Eredivisie,2015,2015/2016
Ajax Amsterdam,Johnny Heitinga,31,Centre-Back,Hertha BSC,Free transfer,in,Summer,0,Eredivisie,2015,2015/2016
Ajax Amsterdam,Mitchell Dijks,22,Left-Back,Willem II,?,in,Summer,NA,Eredivisie,2015,2015/2016
Ajax Amsterdam,Yaya Sanogo,22,Centre-Forward,Arsenal,Loan,in,Summer,0,Eredivisie,2015,2015/2016
Ajax Amsterdam,Mickey van der Hart,21,Goalkeeper,Go Ahead Eagles,"End of loanJun 30, 2015",in,Summer,0,Eredivisie,2015,2015/2016
Ajax Amsterdam,Lesly de Sa,22,Right Winger,Go Ahead Eagles,"End of loanJun 30, 2015",in,Summer,0,Eredivisie,2015,2015/2016
Ajax Amsterdam,Ruben Ligeon,23,Right-Back,NAC Breda,"End of loanJun 30, 2015",in,Summer,0,Eredivisie,2015,2015/2016
Ajax Amsterdam,Lerin Duarte,24,Central Midfield,Heerenveen,"End of loanJun 30, 2015",in,Summer,0,Eredivisie,2015,2015/2016
Ajax Amsterdam,Kolbeinn Sigthórsson,25,Centre-Forward,FC Nantes,£2.70m,out,Summer,2.7,Eredivisie,2015,2015/2016
Ajax Amsterdam,Ricardo Kishna,20,Left Winger,Lazio,£2.70m,out,Summer,2.7,Eredivisie,2015,2015/2016
Ajax Amsterdam,Niklas Moisander,29,Centre-Back,Sampdoria,Free transfer,out,Summer,0,Eredivisie,2015,2015/2016
Ajax Amsterdam,Mickey van der Hart,21,Goalkeeper,PEC Zwolle,Free transfer,out,Summer,0,Eredivisie,2015,2015/2016
Ajax Amsterdam,Peter Leeuwenburgh,21,Goalkeeper,FC Dordrecht,Loan,out,Summer,0,Eredivisie,2015,2015/2016
Ajax Amsterdam,Ruben Ligeon,23,Right-Back,Willem II,Loan,out,Summer,0,Eredivisie,2015,2015/2016
Ajax Amsterdam,Richairo Zivkovic,18,Centre-Forward,Willem II,Loan,out,Summer,0,Eredivisie,2015,2015/2016
Ajax Amsterdam,Lesly de Sa,22,Right Winger,Willem II,Loan,out,Summer,0,Eredivisie,2015,2015/2016
Ajax Amsterdam,Lucas Andersen,20,Left Winger,Willem II,Loan,out,Summer,0,Eredivisie,2015,2015/2016
Ajax Amsterdam,Arkadiusz Milik,21,Centre-Forward,Bay. Leverkusen,"End of loanJun 30, 2015",out,Summer,0,Eredivisie,2015,2015/2016
Ajax Amsterdam,Niki Zimling,30,Defensive Midfield,1.FSV Mainz 05,"End of loanJun 30, 2015",out,Summer,0,Eredivisie,2015,2015/2016
AZ Alkmaar,Alireza Jahanbakhsh,21,Right Winger,NEC Nijmegen,£1.62m,in,Summer,1.62,Eredivisie,2015,2015/2016
AZ Alkmaar,Ben Rienstra,25,Central Midfield,PEC Zwolle,£1.35m,in,Summer,1.35,Eredivisie,2015,2015/2016
AZ Alkmaar,Vincent Janssen,21,Centre-Forward,Almere City,£450Th.,in,Summer,0.45,Eredivisie,2015,2015/2016
AZ Alkmaar,Rajko Brezancic,25,Left-Back,Cukaricki,£360Th.,in,Summer,0.36,Eredivisie,2015,2015/2016
AZ Alkmaar,Gino Coutinho,32,Goalkeeper,Excelsior,Free transfer,in,Summer,0,Eredivisie,2015,2015/2016
AZ Alkmaar,Jop van der Linden,24,Centre-Back,Go Ahead Eagles,Free transfer,in,Summer,0,Eredivisie,2015,2015/2016
AZ Alkmaar,Nick Olij,19,Goalkeeper,AZ Alkmaar U21,-,in,Summer,0,Eredivisie,2015,2015/2016
AZ Alkmaar,Stijn Spierings,19,Attacking Midfield,AZ Alkmaar U21,-,in,Summer,0,Eredivisie,2015,2015/2016
AZ Alkmaar,Mounir El Hamdaoui,31,Centre-Forward,Without Club,-,in,Summer,0,Eredivisie,2015,2015/2016
AZ Alkmaar,Thomas Ouwejan,19,Left-Back,AZ Alkmaar U21,-,in,Summer,0,Eredivisie,2015,2015/2016
AZ Alkmaar,Joris van Overeem,21,Central Midfield,FC Dordrecht,"End of loanJun 30, 2015",in,Summer,0,Eredivisie,2015,2015/2016
AZ Alkmaar,Denni Avdic,26,Centre-Forward,Heracles Almelo,"End of loanJun 30, 2015",in,Summer,0,Eredivisie,2015,2015/2016
AZ Alkmaar,Donny Gorter,27,Left-Back,Aalborg BK,"End of loanJun 30, 2015",in,Summer,0,Eredivisie,2015,2015/2016
AZ Alkmaar,Fernando Lewis,22,Right Winger,FC Dordrecht,"End of loanJun 30, 2015",in,Summer,0,Eredivisie,2015,2015/2016
AZ Alkmaar,Eli Babalj,23,Centre-Forward,PEC Zwolle,"End of loanJun 30, 2015",in,Summer,0,Eredivisie,2015,2015/2016
AZ Alkmaar,Steven Berghuis,23,Right Winger,Watford,£5.85m,out,Summer,5.85,Eredivisie,2015,2015/2016
AZ Alkmaar,Nemanja Gudelj,23,Defensive Midfield,Ajax,£5.40m,out,Summer,5.4,Eredivisie,2015,2015/2016
AZ Alkmaar,Aron Jóhannsson,24,Centre-Forward,Werder Bremen,£3.78m,out,Summer,3.78,Eredivisie,2015,2015/2016
AZ Alkmaar,Esteban Alvarado,26,Goalkeeper,Trabzonspor,Free transfer,out,Summer,0,Eredivisie,2015,2015/2016
AZ Alkmaar,Wesley Hoedt,21,Centre-Back,Lazio,Free transfer,out,Summer,0,Eredivisie,2015,2015/2016
AZ Alkmaar,Yves De Winter,28,Goalkeeper,Sint-Truiden,Free transfer,out,Summer,0,Eredivisie,2015,2015/2016
AZ Alkmaar,Simon Poulsen,30,Left-Back,PSV Eindhoven,Free transfer,out,Summer,0,Eredivisie,2015,2015/2016
AZ Alkmaar,Eli Babalj,23,Centre-Forward,Adelaide United,Loan,out,Summer,0,Eredivisie,2015,2015/2016
AZ Alkmaar,Djavan Anderson,20,Right Midfield,SC Cambuur,?,out,Summer,NA,Eredivisie,2015,2015/2016
AZ Alkmaar,Denni Avdic,26,Centre-Forward,Without Club,-,out,Summer,0,Eredivisie,2015,2015/2016
Feyenoord Rotterdam,Marko Vejinović,25,Central Midfield,Vitesse,£3.15m,in,Summer,3.15,Eredivisie,2015,2015/2016
Feyenoord Rotterdam,Eric Botteghin,27,Centre-Back,FC Groningen,£2.25m,in,Summer,2.25,Eredivisie,2015,2015/2016
Feyenoord Rotterdam,Simon Gustafson,20,Attacking Midfield,Häcken,£1.35m,in,Summer,1.35,Eredivisie,2015,2015/2016
Feyenoord Rotterdam,Michiel Kramer,26,Centre-Forward,ADO Den Haag,£1.35m,in,Summer,1.35,Eredivisie,2015,2015/2016
Feyenoord Rotterdam,Dirk Kuyt,34,Right Winger,Fenerbahce,Free transfer,in,Summer,0,Eredivisie,2015,2015/2016
Feyenoord Rotterdam,Colin Kazim-Richards,28,Centre-Forward,Bursaspor,Free transfer,in,Summer,0,Eredivisie,2015,2015/2016
Feyenoord Rotterdam,Jan-Arie van der Heijden,27,Centre-Back,Vitesse,Free transfer,in,Summer,0,Eredivisie,2015,2015/2016
Feyenoord Rotterdam,Eljero Elia,28,Left Winger,Werder Bremen,Free transfer,in,Summer,0,Eredivisie,2015,2015/2016
Feyenoord Rotterdam,Kamil Miazek,18,Goalkeeper,Feyenoord U19,-,in,Summer,0,Eredivisie,2015,2015/2016
Feyenoord Rotterdam,Bart Nieuwkoop,19,Right-Back,Feyenoord U19,-,in,Summer,0,Eredivisie,2015,2015/2016
Feyenoord Rotterdam,Jari Schuurman,18,Attacking Midfield,Feyenoord U19,-,in,Summer,0,Eredivisie,2015,2015/2016
Feyenoord Rotterdam,Calvin Verdonk,18,Left-Back,Feyenoord U19,-,in,Summer,0,Eredivisie,2015,2015/2016
Feyenoord Rotterdam,Stef Gronsveld,19,Right-Back,Feyenoord U19,-,in,Summer,0,Eredivisie,2015,2015/2016
Feyenoord Rotterdam,Konstantinos Lamprou,23,Goalkeeper,Willem II,"End of loanJun 30, 2015",in,Summer,0,Eredivisie,2015,2015/2016
Feyenoord Rotterdam,Warner Hahn,23,Goalkeeper,PEC Zwolle,"End of loanJun 30, 2015",in,Summer,0,Eredivisie,2015,2015/2016
Feyenoord Rotterdam,Joey Sleegers,20,Left Winger,FC Eindhoven,"End of loanJun 30, 2015",in,Summer,0,Eredivisie,2015,2015/2016
Feyenoord Rotterdam,Matthew Steenvoorden,22,Centre-Back,FC Dordrecht,"End of loanJun 30, 2015",in,Summer,0,Eredivisie,2015,2015/2016
Feyenoord Rotterdam,Wesley Verhoek,28,Right Winger,Go Ahead Eagles,"End of loanJun 30, 2015",in,Summer,0,Eredivisie,2015,2015/2016
Feyenoord Rotterdam,Jordy Clasie,24,Defensive Midfield,Southampton,£13.50m,out,Summer,13.5,Eredivisie,2015,2015/2016
Feyenoord Rotterdam,Jean-Paul Boëtius,21,Attacking Midfield,FC Basel,£1.80m,out,Summer,1.8,Eredivisie,2015,2015/2016
Feyenoord Rotterdam,Elvis Manu,22,Left Winger,Brighton,£1.08m,out,Summer,1.08,Eredivisie,2015,2015/2016
Feyenoord Rotterdam,Mitchell te Vrede,24,Centre-Forward,Heerenveen,£450Th.,out,Summer,0.45,Eredivisie,2015,2015/2016
Feyenoord Rotterdam,Joey Sleegers,21,Left Winger,NEC Nijmegen,£90Th.,out,Summer,0.09,Eredivisie,2015,2015/2016
Feyenoord Rotterdam,Konstantinos Lamprou,23,Goalkeeper,Willem II,Free transfer,out,Summer,0,Eredivisie,2015,2015/2016
Feyenoord Rotterdam,Erwin Mulder,26,Goalkeeper,Heerenveen,Free transfer,out,Summer,0,Eredivisie,2015,2015/2016
Feyenoord Rotterdam,Ronald Graafland,36,Goalkeeper,Retired,Free transfer,out,Summer,0,Eredivisie,2015,2015/2016
Feyenoord Rotterdam,Matthew Steenvoorden,22,Centre-Back,FC Dordrecht,Free transfer,out,Summer,0,Eredivisie,2015,2015/2016
Feyenoord Rotterdam,Wesley Verhoek,28,Right Winger,Pune City,Free transfer,out,Summer,0,Eredivisie,2015,2015/2016
Feyenoord Rotterdam,Lucas Woudenberg,21,Left-Back,NEC Nijmegen,Loan,out,Summer,0,Eredivisie,2015,2015/2016
Feyenoord Rotterdam,Wessel Dammers,20,Centre-Back,SC Cambuur,Loan,out,Summer,0,Eredivisie,2015,2015/2016
Feyenoord Rotterdam,Khalid Boulahrouz,33,Centre-Back,Without Club,-,out,Summer,0,Eredivisie,2015,2015/2016
Feyenoord Rotterdam,Joris Mathijsen,35,Centre-Back,Retired,-,out,Summer,0,Eredivisie,2015,2015/2016
Feyenoord Rotterdam,Luke Wilkshire,33,Right-Back,Without Club,-,out,Summer,0,Eredivisie,2015,2015/2016
Feyenoord Rotterdam,Colin Kazim-Richards,28,Centre-Forward,Bursaspor,"End of loanJun 30, 2015",out,Summer,0,Eredivisie,2015,2015/2016
Vitesse Arnhem,Sheran Yeini,28,Centre-Back,M. Tel Aviv,£360Th.,in,Summer,0.36,Eredivisie,2015,2015/2016
Vitesse Arnhem,Milot Rashica,19,Left Winger,KF Vushtrria,£270Th.,in,Summer,0.27,Eredivisie,2015,2015/2016
Vitesse Arnhem,Maikel van der Werff,26,Centre-Back,PEC Zwolle,Free transfer,in,Summer,0,Eredivisie,2015,2015/2016
Vitesse Arnhem,Lewis Baker,20,Central Midfield,Chelsea,Loan,in,Summer,0,Eredivisie,2015,2015/2016
