"player_id","player_name","games","time","goals","xG","assists","xA","shots","key_passes","yellow_cards","red_cards","position","team_name","npg","npxG","xGChain","xGBuildup","year"
8865,"Ollie Watkins",30,2700,12,13.766783952713,3,4.15281322132796,81,36,2,0,"F","Aston Villa",11,12.2444463223219,17.7113545164466,4.47101757861674,2020
675,"Jack Grealish",22,1980,6,5.12022548913956,10,8.94870089739561,47,75,5,0,"F M","Aston Villa",6,5.12022548913956,16.6813963800669,6.45385713875294,2020
5612,"Anwar El Ghazi",20,992,6,5.87881241273135,0,1.41656424291432,43,18,1,0,"F M S","Aston Villa",4,4.35647473763674,5.18746906984597,1.71520208381116,2020
695,"Bertrand Traoré",28,1708,5,4.82155856210738,4,3.37150786630809,40,21,0,0,"F M S","Aston Villa",5,4.82155856210738,7.06898887827992,1.06257253885269,2020
592,"Ross Barkley",19,1197,3,3.53808406647295,1,3.3316403310746,33,30,0,0,"M S","Aston Villa",3,3.53808406647295,8.18531061243266,2.91249511390924,2020
1024,"Tyrone Mings",29,2564,2,1.90259172953665,2,0.24298513866961,17,6,4,1,"D","Aston Villa",2,1.90259172953665,5.81671201810241,5.59281155094504,2020
7722,"Trézéguet",21,1175,2,3.97903546877205,1,2.14756775088608,35,13,0,0,"F M S","Aston Villa",2,3.97903546877205,7.02720906026661,1.90393277816474,2020
7726,"Ezri Konsa Ngoyo",28,2472,2,3.02413429319859,0,0.0931766256690025,16,2,3,0,"D S","Aston Villa",2,3.02413429319859,2.83756675198674,2.78996070101857,2020
6859,"Kortney Hause",4,360,1,1.24949605762959,0,0,3,0,1,0,"D","Aston Villa",1,1.24949605762959,1.26540464162827,1.26540464162827,2020
7721,"Conor Hourihane",4,236,1,0.567954540252686,1,0.919187903404236,5,5,0,0,"M S","Aston Villa",1,0.567954540252686,0.668175920844078,0.190557707101107,2020
7723,"John McGinn",29,2610,1,1.5636743446812,5,2.67515063006431,34,31,7,0,"M","Aston Villa",1,1.5636743446812,12.0653821509331,8.36888988502324,2020
710,"Neil Taylor",1,13,0,0,0,0,0,0,1,0,"S","Aston Villa",0,0,0,0,2020
884,"Matt Targett",30,2687,0,0.249669269658625,1,2.21213321015239,5,26,7,0,"D","Aston Villa",0,0.249669269658625,7.70355554483831,6.5806586202234,2020
1053,"Keinan Davis",9,88,0,0.309832260012627,1,0.519016023725271,4,3,0,0,"S","Aston Villa",0,0.309832260012627,0.973621197044849,0.231861556880176,2020
1685,"Ahmed Elmohamady",11,599,0,0.189581770449877,0,0.907624918967485,5,9,2,0,"D S","Aston Villa",0,0.189581770449877,1.86854489613324,1.12784842867404,2020
3696,"Morgan Sanson",9,291,0,0.0263571375980973,0,0.108452171087265,2,1,3,0,"M S","Aston Villa",0,0.0263571375980973,0.301813635975122,0.193361464887857,2020
4401,"Emiliano Martinez",30,2700,0,0,0,0.122923359274864,0,2,0,0,"GK","Aston Villa",0,0,2.84816464409232,2.72524127736688,2020
6122,"Douglas Luiz",26,2288,0,1.1129107195884,2,2.18865485396236,22,16,7,1,"M","Aston Villa",0,1.1129107195884,8.63532138802111,6.41118291579187,2020
8040,"Marvelous Nakamba",10,510,0,0.0330835282802582,0,0.0593339893966913,2,2,2,0,"M S","Aston Villa",0,0.0330835282802582,0.496670110151172,0.415094481781125,2020
8864,"Matthew Cash",24,2102,0,0.222930229268968,2,1.40597339719534,8,19,6,0,"D","Aston Villa",0,0.222930229268968,5.96924564614892,4.93575297854841,2020
8941,"Jacob Ramsey",15,389,0,0.234628703445196,0,0.127660565078259,5,4,0,0,"M S","Aston Villa",0,0.234628703445196,1.73319686576724,1.48144448548555,2020
5555,"Dominic Calvert-Lewin",26,2248,14,15.763644207269,0,0.95716992393136,65,13,3,0,"F S","Everton",14,15.763644207269,16.3034233152866,3.88443571142852,2020
2249,"James Rodríguez",20,1545,6,2.74356243945658,4,4.87597784027457,32,34,3,0,"F M S","Everton",6,2.74356243945658,10.7591608762741,6.7261445838958,2020
6026,"Richarlison",26,2177,6,8.72988949902356,3,2.86917879991233,59,16,3,1,"F M S","Everton",5,7.96872066147625,13.1614942625165,4.47722849436104,2020
714,"Gylfi Sigurdsson",28,1640,4,4.14731846470386,4,3.83497162722051,29,29,1,0,"F M S","Everton",2,2.62498075980693,5.79038252867758,2.13212175667286,2020
1653,"Michael Keane",29,2446,3,1.47910633124411,1,0.98103122971952,14,5,4,0,"D S","Everton",3,1.47910633124411,5.62613768689334,5.45419651083648,2020
1726,"Abdoulaye Doucouré",25,2149,2,2.13309736177325,3,2.2295891046524,15,19,6,0,"M","Everton",2,2.13309736177325,9.26214556023479,6.02886602655053,2020
6521,"Yerry Mina",21,1786,2,1.59440577030182,0,0.0195989739149809,14,1,2,0,"D","Everton",2,1.59440577030182,4.13946327380836,4.03904111497104,2020
500,"Alex Iwobi",26,1349,1,0.682064281776547,2,2.12835803627968,12,15,0,0,"D F M S","Everton",1,0.682064281776547,6.73806889727712,4.18329578079283,2020
985,"Mason Holgate",20,1773,1,1.27874241583049,0,0.555156495422125,4,7,7,0,"D M","Everton",1,1.27874241583049,3.17836665175855,2.7364794164896,2020
7063,"Bernard",9,388,1,0.193635610863566,0,0.44669252820313,6,8,2,0,"F M S","Everton",1,0.193635610863566,1.1778429094702,0.621973796747625,2020
465,"Joshua King",8,107,0,0,0,0,0,0,0,0,"S","Everton",0,0,0.0406011343002319,0.0406011343002319,2020
503,"Theo Walcott",1,10,0,0,0,0,0,0,0,0,"S","Everton",0,0,0,0,2020
585,"Seamus Coleman",18,1067,0,0.480607887730002,2,1.17715175077319,6,13,0,0,"D M S","Everton",0,0.480607887730002,3.90343003720045,3.0131794475019,2020
741,"Jordan Pickford",23,2022,0,0,0,0.0217736214399338,0,1,1,0,"GK","Everton",0,0,2.95498072076589,2.93320709932595,2020
876,"Fabian Delph",5,206,0,0.0149579830467701,0,0.0285025537014008,1,1,0,0,"D M S","Everton",0,0.0149579830467701,1.03467148542404,0.991210967302322,2020
1042,"Tom Davies",20,1155,0,0.177402196452022,1,0.932697962969542,7,5,2,0,"D M S","Everton",0,0.177402196452022,2.88697876408696,2.41290429979563,2020
1084,"Jonjoe Kenny",4,81,0,0,0,0,0,0,0,0,"D S","Everton",0,0,0.240644514560699,0.240644514560699,2020
1304,"Moise Kean",2,10,0,0.0223457217216492,0,0,1,0,0,0,"S","Everton",0,0.0223457217216492,0.0223457217216492,0,2020
1379,"Allan",16,1331,0,0.0977337919175625,0,0.289341012015939,4,7,4,0,"M S","Everton",0,0.0977337919175625,6.58757866919041,6.25187367200851,2020
1823,"Lucas Digne",22,1963,0,0.383681422099471,6,4.75068650022149,9,32,2,1,"D M","Everton",0,0.383681422099471,8.3130259141326,4.98423024825752,2020
2383,"André Gomes",23,1399,0,0.270693670026958,1,0.994836332276464,11,13,3,0,"M S","Everton",0,0.270693670026958,4.33446300309151,3.39977429062128,2020
4764,"Jean-Philippe Gbamin",1,9,0,0,0,0,0,0,0,0,"S","Everton",0,0,0,0,2020
6477,"Cenk Tosun",5,37,0,0,0,0.0740792751312256,0,1,2,0,"S","Everton",0,0,0.108066499233246,0.03398722037673,2020
6962,"Robin Olsen",7,630,0,0,0,0,0,0,1,0,"GK","Everton",0,0,0.819591045379639,0.819591045379639,2020
7689,"Ben Godfrey",23,1962,0,0.450321054086089,1,0.577838128432631,6,2,4,0,"D S","Everton",0,0.450321054086089,4.33967154659331,4.12982307560742,2020
8109,"Niels Nkounkou",1,70,0,0.0169598218053579,0,0,1,0,1,0,"D","Everton",0,0.0169598218053579,0.030957642942667,0.0139978211373091,2020
8150,"Anthony Gordon",3,87,0,0,0,0.0191399920731783,0,1,0,0,"M S","Everton",0,0,0.188504796475172,0.188504796475172,2020
8366,"João Virgínia",1,48,0,0,0,0,0,0,0,0,"S","Everton",0,0,0,0,2020
9406,"Nathan Broadhead",1,1,0,0,0,0,0,0,0,0,"S","Everton",0,0,0,0,2020
986,"Danny Ings",24,1877,9,7.4094462133944,4,2.22764106187969,48,20,1,0,"F S","Southampton",7,5.88710848987103,9.180658319965,1.97954642400146,2020
843,"James Ward-Prowse",31,2790,7,4.3305495409295,5,2.87991011328995,34,46,5,0,"D M","Southampton",5,2.04704301338643,8.65898054093122,7.6165246553719,2020
7700,"Che Adams",30,2198,7,8.85368255898356,4,4.06977421417832,47,29,1,0,"F S","Southampton",7,8.85368255898356,11.1378985159099,1.47289035469294,2020
6893,"Stuart Armstrong",26,2172,4,2.29857669770718,4,1.80868187174201,42,29,3,0,"M S","Southampton",4,2.29857669770718,7.48149180784822,4.46342246606946,2020
111,"Jannik Vestergaard",23,2022,3,1.94624602608383,0,0.723667982965708,20,6,2,0,"D S","Southampton",3,1.94624602608383,4.1592234056443,4.10159631073475,2020
