club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Atlético Madrid,José Chamot,29,Centre-Back,Lazio,£5.40m,in,Summer,5.4,Primera Division,1998,1998/1999
Atlético Madrid,Michele Serena,28,Left-Back,Fiorentina,£5.40m,in,Summer,5.4,Primera Division,1998,1998/1999
Atlético Madrid,Vladimir Jugovic,28,Left Midfield,Lazio,£4.50m,in,Summer,4.5,Primera Division,1998,1998/1999
Atlético Madrid,Zoran Njegus,25,Right-Back,Red Star,£3.42m,in,Summer,3.42,Primera Division,1998,1998/1999
Atlético Madrid,Juan Carlos Valerón,23,Attacking Midfield,RCD Mallorca,Free transfer,in,Summer,0,Primera Division,1998,1998/1999
Atlético Madrid,Stefano Torrisi,27,Centre-Back,Bologna,?,in,Summer,NA,Primera Division,1998,1998/1999
Atlético Madrid,José Luque,20,Left Midfield,CD Badajoz,?,in,Summer,NA,Primera Division,1998,1998/1999
Atlético Madrid,Óscar Mena,27,Right Midfield,RCD Mallorca,?,in,Summer,NA,Primera Division,1998,1998/1999
Atlético Madrid,Gaspar Gálvez,18,Centre-Back,Atl. Madrid B,-,in,Summer,0,Primera Division,1998,1998/1999
Atlético Madrid,Rade Bogdanovic,28,Centre-Forward,NAC Breda,"End of loanJun 30, 1998",in,Summer,0,Primera Division,1998,1998/1999
Atlético Madrid,Fernando Correa,24,Forward,Racing,"End of loanJun 30, 1998",in,Summer,0,Primera Division,1998,1998/1999
Atlético Madrid,Leo Biagini,21,Centre-Forward,CP Mérida,"End of loanJun 30, 1998",in,Summer,0,Primera Division,1998,1998/1999
Atlético Madrid,Christian Vieri,25,Centre-Forward,Lazio,£25.56m,out,Summer,25.56,Primera Division,1998,1998/1999
Atlético Madrid,Rade Bogdanovic,28,Centre-Forward,Werder Bremen,£1.22m,out,Summer,1.22,Primera Division,1998,1998/1999
Atlético Madrid,Daniel Prodan,26,Centre-Back,Rangers,£540Th.,out,Summer,0.54,Primera Division,1998,1998/1999
Atlético Madrid,Paulo Futre,32,Left Winger,Yokohama Flüg.,Free transfer,out,Summer,0,Primera Division,1998,1998/1999
Atlético Madrid,José Luis Caminero,30,Central Midfield,Real Valladolid,?,out,Summer,NA,Primera Division,1998,1998/1999
Atlético Madrid,Iván Rocha,29,Left-Back,Alavés,?,out,Summer,NA,Primera Division,1998,1998/1999
Atlético Madrid,Djordje Tomic,25,Central Midfield,Partizan,?,out,Summer,NA,Primera Division,1998,1998/1999
Atlético Madrid,Ivo,20,Midfielder,RCD Mallorca,Loan,out,Summer,0,Primera Division,1998,1998/1999
Atlético Madrid,Juan Vizcaíno,31,Defensive Midfield,Real Valladolid,?,out,Summer,NA,Primera Division,1998,1998/1999
Atlético Madrid,Ivo,20,Defender,Unknown,?,out,Summer,NA,Primera Division,1998,1998/1999
Atlético Madrid,Milinko Pantic,31,Attacking Midfield,AC Le Havre,?,out,Summer,NA,Primera Division,1998,1998/1999
Atlético Madrid,Leo Biagini,21,Centre-Forward,RCD Mallorca,?,out,Summer,NA,Primera Division,1998,1998/1999
Atlético Madrid,Veljko Paunovic,20,Centre-Forward,RCD Mallorca,Loan,out,Summer,0,Primera Division,1998,1998/1999
Atlético Madrid,Pablo Alfaro,29,Centre-Back,CP Mérida,?,out,Summer,NA,Primera Division,1998,1998/1999
Atlético Madrid,Andrei Frascarelli,25,Defender,Real Betis,?,out,Summer,NA,Primera Division,1998,1998/1999
RCD Espanyol Barcelona,Darío Silva,25,Centre-Forward,Cagliari Calcio,?,in,Summer,NA,Primera Division,1998,1998/1999
RCD Espanyol Barcelona,Martín Posse,22,Right Winger,Vélez Sarsfield,?,in,Summer,NA,Primera Division,1998,1998/1999
RCD Espanyol Barcelona,Federico Domínguez,21,Left-Back,Vélez Sarsfield,Loan,in,Summer,0,Primera Division,1998,1998/1999
RCD Espanyol Barcelona,Germán Villa,25,Defensive Midfield,América,?,in,Summer,NA,Primera Division,1998,1998/1999
RCD Espanyol Barcelona,César Santis,19,Left-Back,Española,?,in,Summer,NA,Primera Division,1998,1998/1999
RCD Espanyol Barcelona,Manuel Serrano,25,Centre-Forward,Alavés,?,in,Summer,NA,Primera Division,1998,1998/1999
RCD Espanyol Barcelona,Giampaolo Di Magno,24,Goalkeeper,Carpi,?,in,Summer,NA,Primera Division,1998,1998/1999
RCD Espanyol Barcelona,Joan Capdevila,20,Left-Back,RCD Espanyol B,-,in,Summer,0,Primera Division,1998,1998/1999
RCD Espanyol Barcelona,Pedro Nieto,22,Defender,RCD Espanyol B,-,in,Summer,0,Primera Division,1998,1998/1999
RCD Espanyol Barcelona,Florin Raducioiu,28,Centre-Forward,VfB Stuttgart,"End of loanJun 30, 1998",in,Summer,0,Primera Division,1998,1998/1999
RCD Espanyol Barcelona,Raúl Tamudo,20,Centre-Forward,Alavés,"End of loanJun 30, 1998",in,Summer,0,Primera Division,1998,1998/1999
RCD Espanyol Barcelona,Miguel Ángel Benítez,28,Centre-Forward,Nacional,"End of loanJun 30, 1998",in,Summer,0,Primera Division,1998,1998/1999
RCD Espanyol Barcelona,Dominique Lemoine,32,Attacking Midfield,Standard Liège,"End of loanJun 30, 1998",in,Summer,0,Primera Division,1998,1998/1999
RCD Espanyol Barcelona,Nicolas Ouédec,26,Centre-Forward,Paris SG,£5.40m,out,Summer,5.4,Primera Division,1998,1998/1999
RCD Espanyol Barcelona,David Charcos,23,Defender,Atl. Madrid B,Free transfer,out,Summer,0,Primera Division,1998,1998/1999
RCD Espanyol Barcelona,Raúl Tamudo,20,Centre-Forward,UE Lleida,Loan,out,Summer,0,Primera Division,1998,1998/1999
RCD Espanyol Barcelona,Raúl Arribas,29,Goalkeeper,CD Leganés,Free transfer,out,Summer,0,Primera Division,1998,1998/1999
RCD Espanyol Barcelona,José Cobos,30,Left-Back,Toulouse,?,out,Summer,NA,Primera Division,1998,1998/1999
RCD Espanyol Barcelona,Àngel Morales,22,Defensive Midfield,Hércules CF,?,out,Summer,NA,Primera Division,1998,1998/1999
RCD Espanyol Barcelona,Víctor Torres Mestre,27,Left-Back,G. Bordeaux,?,out,Summer,NA,Primera Division,1998,1998/1999
RCD Espanyol Barcelona,Adolfo Aldana,32,Right Midfield,CP Mérida,?,out,Summer,NA,Primera Division,1998,1998/1999
RCD Espanyol Barcelona,Javi García,28,Forward,Terrassa FC,?,out,Summer,NA,Primera Division,1998,1998/1999
RCD Espanyol Barcelona,Nenad Pralija,27,Defensive Midfield,Hajduk Split,?,out,Summer,NA,Primera Division,1998,1998/1999
RCD Espanyol Barcelona,Florin Raducioiu,28,Centre-Forward,Brescia,?,out,Summer,NA,Primera Division,1998,1998/1999
RCD Espanyol Barcelona,Diego Ribera,21,Forward,Recr. Huelva,,out,Summer,NA,Primera Division,1998,1998/1999
CF Extremadura (diss.),Raymond Kalla,23,Centre-Back,Panachaiki,Free transfer,in,Summer,0,Primera Division,1998,1998/1999
CF Extremadura (diss.),David Belenguer,25,Centre-Back,Albacete,Free transfer,in,Summer,0,Primera Division,1998,1998/1999
CF Extremadura (diss.),David Castedo,24,Left-Back,Hércules CF,Free transfer,in,Summer,0,Primera Division,1998,1998/1999
CF Extremadura (diss.),Miroslav Čermelj,25,Centre-Back,UNAM Pumas,?,in,Summer,NA,Primera Division,1998,1998/1999
CF Extremadura (diss.),Brasi,25,Forward,Real Valladolid,?,in,Summer,NA,Primera Division,1998,1998/1999
CF Extremadura (diss.),Toni Velamazán,21,Right Midfield,FC Barcelona,Loan,in,Summer,0,Primera Division,1998,1998/1999
CF Extremadura (diss.),Iván Gabrich,25,Centre-Forward,CP Mérida,?,in,Summer,NA,Primera Division,1998,1998/1999
CF Extremadura (diss.),Aloisio,19,Centre-Back,R. Valladolid B,?,in,Summer,NA,Primera Division,1998,1998/1999
CF Extremadura (diss.),Ronny Gaspercic,29,Goalkeeper,KRC Harelbeke,?,in,Summer,NA,Primera Division,1998,1998/1999
CF Extremadura (diss.),Rubén Torrecilla,19,Central Midfield,Extremadura U19,-,in,Summer,0,Primera Division,1998,1998/1999
CF Extremadura (diss.),Igor Gluscevic,24,Centre-Forward,Sevilla FC,Free transfer,out,Summer,0,Primera Division,1998,1998/1999
CF Extremadura (diss.),Rubén Blaya,22,Forward,CD Numancia,Free transfer,out,Summer,0,Primera Division,1998,1998/1999
CF Extremadura (diss.),Caco Morán,25,Midfielder,CD Numancia,?,out,Summer,NA,Primera Division,1998,1998/1999
CF Extremadura (diss.),Morgan Egbedi,18,Forward,Valenzana Mado,?,out,Summer,NA,Primera Division,1998,1998/1999
CF Extremadura (diss.),Dani,27,Defender,Cádiz CF,?,out,Summer,NA,Primera Division,1998,1998/1999
CF Extremadura (diss.),Emilio Alvarez Blanco,36,Goalkeeper,Recr. Huelva,?,out,Summer,NA,Primera Division,1998,1998/1999
CF Extremadura (diss.),Pedro,30,Left-Back,Retired,-,out,Summer,0,Primera Division,1998,1998/1999
CF Extremadura (diss.),José Tirado,32,Centre-Back,Retired,-,out,Summer,0,Primera Division,1998,1998/1999
CF Extremadura (diss.),Virgilio Ferreira,25,Centre-Forward,Real Betis,"End of loanJun 30, 1998",out,Summer,0,Primera Division,1998,1998/1999
CF Extremadura (diss.),Héctor Besora,20,Right Midfield,Real Madrid B,"End of loanJun 30, 1998",out,Summer,0,Primera Division,1998,1998/1999
CF Extremadura (diss.),Fredi,24,Left Midfield,Sporting Gijón,"End of loanJun 30, 1998",out,Summer,0,Primera Division,1998,1998/1999
Deportivo de La Coruña,Stéphane Ziani,26,Attacking Midfield,Lens,£4.50m,in,Summer,4.5,Primera Division,1998,1998/1999
Deportivo de La Coruña,Gabriel Schürrer,26,Centre-Back,Racing,£3.60m,in,Summer,3.6,Primera Division,1998,1998/1999
Deportivo de La Coruña,Romero,27,Left-Back,RCD Mallorca,£3.42m,in,Summer,3.42,Primera Division,1998,1998/1999
Deportivo de La Coruña,Manuel Pablo,22,Right-Back,UD Las Palmas,£1.17m,in,Summer,1.17,Primera Division,1998,1998/1999
Deportivo de La Coruña,Pauleta,25,Centre-Forward,UD Salamanca,Free transfer,in,Summer,0,Primera Division,1998,1998/1999
Deportivo de La Coruña,Gerardo Seoane,19,Centre-Back,FC Sion,Free transfer,in,Summer,0,Primera Division,1998,1998/1999
Deportivo de La Coruña,Petr Kouba,29,Goalkeeper,Viktoria Zizkov,?,in,Summer,NA,Primera Division,1998,1998/1999
Deportivo de La Coruña,Hugo Carreira,19,Centre-Back,Barreirense,?,in,Summer,NA,Primera Division,1998,1998/1999
Deportivo de La Coruña,Turu Flores,27,Centre-Forward,UD Las Palmas,?,in,Summer,NA,Primera Division,1998,1998/1999
Deportivo de La Coruña,Javi López,24,Defender,Racing,?,in,Summer,NA,Primera Division,1998,1998/1999
Deportivo de La Coruña,Renaldo,28,Centre-Forward,Corinthians,"End of loanJun 1, 1998",in,Summer,0,Primera Division,1998,1998/1999
Deportivo de La Coruña,Dmitri Radchenko,27,Centre-Forward,CP Mérida,"End of loanJun 30, 1998",in,Summer,0,Primera Division,1998,1998/1999
Deportivo de La Coruña,Nuno Espírito Santo,24,Goalkeeper,CP Mérida,Loan,out,Summer,0,Primera Division,1998,1998/1999
Deportivo de La Coruña,Paco Jémez,28,Centre-Back,Real Zaragoza,?,out,Summer,NA,Primera Division,1998,1998/1999
Deportivo de La Coruña,Dmitri Radchenko,27,Centre-Forward,SD Compostela,?,out,Summer,NA,Primera Division,1998,1998/1999
Deportivo de La Coruña,José Luis Deus,21,Centre-Forward,Hércules CF,?,out,Summer,NA,Primera Division,1998,1998/1999
Deportivo de La Coruña,Sebastián Abreu,21,Centre-Forward,Grêmio,Loan,out,Summer,0,Primera Division,1998,1998/1999
Deportivo de La Coruña,Maikel,22,Forward,CD Toledo,Loan,out,Summer,0,Primera Division,1998,1998/1999
Deportivo de La Coruña,Renaldo,28,Centre-Forward,UD Las Palmas,Loan,out,Summer,0,Primera Division,1998,1998/1999
Celta de Vigo,Fernando Cáceres,29,Centre-Back,Valencia,£1.80m,in,Summer,1.8,Primera Division,1998,1998/1999
Celta de Vigo,José Manuel Pinto,22,Goalkeeper,Real Betis,Free transfer,in,Summer,0,Primera Division,1998,1998/1999
Celta de Vigo,Claude Makélélé,25,Defensive Midfield,Marseille,Free transfer,in,Summer,0,Primera Division,1998,1998/1999
Celta de Vigo,Lyuboslav Penev,31,Centre-Forward,SD Compostela,?,in,Summer,NA,Primera Division,1998,1998/1999
Celta de Vigo,Tomás Hervás,27,Left Midfield,Sporting Gijón,?,in,Summer,NA,Primera Division,1998,1998/1999
Celta de Vigo,Juan Manuel Prieto,27,Centre-Forward,Rayo Vallecano,"End of loanJun 30, 1998",in,Summer,0,Primera Division,1998,1998/1999
Celta de Vigo,Ito,23,Central Midfield,Real Betis,Free transfer,out,Summer,0,Primera Division,1998,1998/1999
Celta de Vigo,Pablo Couñago,18,Centre-Forward,CD Numancia,Loan,out,Summer,0,Primera Division,1998,1998/1999
Celta de Vigo,Carlos Pérez,26,Attacking Midfield,Chaves,?,out,Summer,NA,Primera Division,1998,1998/1999
Celta de Vigo,Daniel Dutuel,30,Attacking Midfield,Real Valladolid,?,out,Summer,NA,Primera Division,1998,1998/1999
Celta de Vigo,Juan Manuel Prieto,27,Centre-Forward,SD Compostela,?,out,Summer,NA,Primera Division,1998,1998/1999
Celta de Vigo,Milorad Ratkovic,33,Left Midfield,Sevilla FC,?,out,Summer,NA,Primera Division,1998,1998/1999
Celta de Vigo,Patxi Salinas,34,Centre-Back,Retired,-,out,Summer,0,Primera Division,1998,1998/1999
Valencia CF,Stefan Schwarz,29,Central Midfield,Fiorentina,£3.15m,in,Summer,3.15,Primera Division,1998,1998/1999
Valencia CF,Sabin Ilie,23,Centre-Forward,Kocaelispor,£900Th.,in,Summer,0.9,Primera Division,1998,1998/1999
Valencia CF,Santiago Cañizares,28,Goalkeeper,Real Madrid,Free transfer,in,Summer,0,Primera Division,1998,1998/1999
Valencia CF,Cristiano Lucarelli,22,Centre-Forward,Atalanta,?,in,Summer,NA,Primera Division,1998,1998/1999
Valencia CF,Óscar Téllez,23,Centre-Back,Alavés,?,in,Summer,NA,Primera Division,1998,1998/1999
Valencia CF,Gabriel Popescu,24,Attacking Midfield,UD Salamanca,?,in,Summer,NA,Primera Division,1998,1998/1999
Valencia CF,Alain Roche,30,Centre-Back,Paris SG,?,in,Summer,NA,Primera Division,1998,1998/1999
Valencia CF,Joachim Björklund,27,Centre-Back,Rangers,?,in,Summer,NA,Primera Division,1998,1998/1999
Valencia CF,Rubén Navarro,19,Centre-Forward,Valencia B,-,in,Summer,0,Primera Division,1998,1998/1999
Valencia CF,José Gálvez,23,Centre-Forward,RCD Mallorca,"End of loanJun 1, 1998",in,Summer,0,Primera Division,1998,1998/1999
Valencia CF,Ariel Ortega,24,Attacking Midfield,Sampdoria,£2.34m,out,Summer,2.34,Primera Division,1998,1998/1999
