club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Juventus FC,Vladimir Jugovic,25,Left Midfield,Sampdoria,£5.40m,in,Summer,5.4,Serie A,1995,1995/1996
Juventus FC,Pietro Vierchowod,36,Centre-Back,Sampdoria,£225Th.,in,Summer,0.225,Serie A,1995,1995/1996
Juventus FC,Juan Pablo Sorín,19,Left-Back,Argentinos Jrs.,?,in,Summer,NA,Serie A,1995,1995/1996
Juventus FC,Gianluca Pessotto,24,Left-Back,Torino,?,in,Summer,NA,Serie A,1995,1995/1996
Juventus FC,Attilio Lombardo,29,Right Winger,Sampdoria,?,in,Summer,NA,Serie A,1995,1995/1996
Juventus FC,Michele Padovano,28,Centre-Forward,Reggiana,?,in,Summer,NA,Serie A,1995,1995/1996
Juventus FC,Tommaso Rocchi,17,Centre-Forward,Juventus U19,-,in,Summer,0,Serie A,1995,1995/1996
Juventus FC,Roberto Baggio,28,Second Striker,Milan,£8.37m,out,Summer,8.37,Serie A,1995,1995/1996
Juventus FC,Jürgen Kohler,29,Centre-Back,Bor. Dortmund,£2.34m,out,Summer,2.34,Serie A,1995,1995/1996
Juventus FC,Robert Jarni,26,Left-Back,Real Betis,?,out,Summer,NA,Serie A,1995,1995/1996
Juventus FC,Lorenzo Squizzi,21,Goalkeeper,SPAL,?,out,Summer,NA,Serie A,1995,1995/1996
Juventus FC,Christian Manfredini,20,Left Winger,Viterbese,Loan,out,Summer,0,Serie A,1995,1995/1996
Juventus FC,Alessandro Orlando,25,Left-Back,Fiorentina,?,out,Summer,NA,Serie A,1995,1995/1996
Juventus FC,Federico Giampaolo,25,Attacking Midfield,Pescara,?,out,Summer,NA,Serie A,1995,1995/1996
Juventus FC,Simone Tognon,20,Midfielder,SPAL,?,out,Summer,NA,Serie A,1995,1995/1996
Juventus FC,Enrico Fantini,19,Centre-Forward,Cremonese,?,out,Summer,NA,Serie A,1995,1995/1996
SSC Napoli,Roberto Ayala,22,Centre-Back,River Plate,£2.88m,in,Summer,2.88,Serie A,1995,1995/1996
SSC Napoli,Francesco Baldini,21,Centre-Back,Lucchese,£225Th.,in,Summer,0.225,Serie A,1995,1995/1996
SSC Napoli,Francesco Colonnese,23,Centre-Back,AS Roma,?,in,Summer,NA,Serie A,1995,1995/1996
SSC Napoli,Arturo Di Napoli,21,Centre-Forward,Gualdo,?,in,Summer,NA,Serie A,1995,1995/1996
SSC Napoli,Mirko Taccola,24,Centre-Back,US Palermo,?,in,Summer,NA,Serie A,1995,1995/1996
SSC Napoli,Fausto Pizzi,27,Attacking Midfield,Udinese,?,in,Summer,NA,Serie A,1995,1995/1996
SSC Napoli,Raffaele Longo,17,Central Midfield,Napoli U19,-,in,Summer,0,Serie A,1995,1995/1996
SSC Napoli,Ernesto Verolino,20,Forward,Napoli U19,-,in,Summer,0,Serie A,1995,1995/1996
SSC Napoli,Fabio Cannavaro,21,Centre-Back,AC Parma,£6.03m,out,Summer,6.03,Serie A,1995,1995/1996
SSC Napoli,Salvatore D'Angelo,20,Centre-Back,Castel di Sangr,?,out,Summer,NA,Serie A,1995,1995/1996
SSC Napoli,Luca Luzardi,25,Centre-Back,Brescia,?,out,Summer,NA,Serie A,1995,1995/1996
SSC Napoli,Gabriele Grossi,23,Left-Back,Vicenza,?,out,Summer,NA,Serie A,1995,1995/1996
SSC Napoli,Angelo Pagotto,21,Goalkeeper,Sampdoria,?,out,Summer,NA,Serie A,1995,1995/1996
SSC Napoli,Franco Lerda,27,Centre-Forward,Brescia,?,out,Summer,NA,Serie A,1995,1995/1996
SSC Napoli,Freddy Rincón,28,Central Midfield,Real Madrid,?,out,Summer,NA,Serie A,1995,1995/1996
SSC Napoli,Benny Carbone,23,Second Striker,Inter,?,out,Summer,NA,Serie A,1995,1995/1996
SSC Napoli,Gaetano De Rosa,22,Centre-Back,Pistoiese,?,out,Summer,NA,Serie A,1995,1995/1996
SSC Napoli,Eduardo Mark Scalzi,20,Goalkeeper,Retired,-,out,Summer,0,Serie A,1995,1995/1996
Calcio Padova,Stefano Fiore,20,Attacking Midfield,AC Parma,£1.35m,in,Summer,1.35,Serie A,1995,1995/1996
Calcio Padova,Nicola Amoruso,20,Centre-Forward,Andria,?,in,Summer,NA,Serie A,1995,1995/1996
Calcio Padova,Stefano Nava,26,Centre-Back,Milan,?,in,Summer,NA,Serie A,1995,1995/1996
Calcio Padova,Stefano Pioli,29,Centre-Back,Fiorentina,?,in,Summer,NA,Serie A,1995,1995/1996
Calcio Padova,Leonard van Utrecht,26,Right Winger,Cambuur L.,?,in,Summer,NA,Serie A,1995,1995/1996
Calcio Padova,Massimo Ciocci,27,Centre-Forward,Genoa,?,in,Summer,NA,Serie A,1995,1995/1996
Calcio Padova,Silvio Vittorio Giampietro,28,Sweeper,Andria,?,in,Summer,NA,Serie A,1995,1995/1996
Calcio Padova,Antonio Sconziano,23,Right-Back,Acireale,?,in,Summer,NA,Serie A,1995,1995/1996
Calcio Padova,Giovanni Serao,18,Centre-Back,Padova U19,-,in,Summer,0,Serie A,1995,1995/1996
Calcio Padova,David Balleri,26,Right-Back,Sampdoria,?,out,Summer,NA,Serie A,1995,1995/1996
Calcio Padova,Gaetano Fontana,25,Central Midfield,Alessandria,?,out,Summer,NA,Serie A,1995,1995/1996
Calcio Padova,Filippo Maniero,22,Centre-Forward,Sampdoria,?,out,Summer,NA,Serie A,1995,1995/1996
Calcio Padova,Marco Franceschetti,28,Midfielder,Sampdoria,?,out,Summer,NA,Serie A,1995,1995/1996
Calcio Padova,Gianluca Zattarin,21,Centre-Back,Chievo Verona,?,out,Summer,NA,Serie A,1995,1995/1996
Calcio Padova,Gianni Cavezzi,25,Right Midfield,Ancona,?,out,Summer,NA,Serie A,1995,1995/1996
Calcio Padova,Emanuele Pellizzaro,24,Right Midfield,Andria,?,out,Summer,NA,Serie A,1995,1995/1996
Calcio Padova,Daniele Zoratto,33,Central Midfield,Retired,-,out,Summer,0,Serie A,1995,1995/1996
Calcio Padova,Carlo Perrone,34,Right Winger,Retired,-,out,Summer,0,Serie A,1995,1995/1996
Calcio Padova,Cristian Servidei,22,Centre-Back,AC Venezia 1907,"End of loanJun 30, 1995",out,Summer,0,Serie A,1995,1995/1996
Vicenza Calcio,Giampiero Maini,23,Defensive Midfield,AS Roma,Free transfer,in,Summer,0,Serie A,1995,1995/1996
Vicenza Calcio,Davide Belotti,23,Centre-Back,Nola,?,in,Summer,NA,Serie A,1995,1995/1996
Vicenza Calcio,Daniele Amerini,20,Central Midfield,Fiorentina,?,in,Summer,NA,Serie A,1995,1995/1996
Vicenza Calcio,Gustavo Méndez,24,Right-Back,Nacional,?,in,Summer,NA,Serie A,1995,1995/1996
Vicenza Calcio,Joachim Björklund,24,Centre-Back,IFK Göteborg,?,in,Summer,NA,Serie A,1995,1995/1996
Vicenza Calcio,Willi Pittana,23,Midfielder,AC Venezia 1907,?,in,Summer,NA,Serie A,1995,1995/1996
Vicenza Calcio,Marcelo Otero,24,Centre-Forward,Peñarol,?,in,Summer,NA,Serie A,1995,1995/1996
Vicenza Calcio,Gabriele Grossi,23,Left-Back,SSC Napoli,?,in,Summer,NA,Serie A,1995,1995/1996
Vicenza Calcio,Luca Mondini,25,Goalkeeper,Inter,?,in,Summer,NA,Serie A,1995,1995/1996
Vicenza Calcio,Alessandro Pistone,19,Left-Back,Inter,?,out,Summer,NA,Serie A,1995,1995/1996
Vicenza Calcio,Giorgio Sterchele,25,Goalkeeper,AS Roma,?,out,Summer,NA,Serie A,1995,1995/1996
