club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Zenit St. Petersburg,Hulk,26,Right Winger,FC Porto,£36.00m,in,Summer,36,Premier Liga,2012,2012/2013
Zenit St. Petersburg,Axel Witsel,23,Defensive Midfield,Benfica,£36.00m,in,Summer,36,Premier Liga,2012,2012/2013
Zenit St. Petersburg,Renat Yanbaev,28,Left-Back,Loko Moscow,Loan,in,Summer,0,Premier Liga,2012,2012/2013
Zenit St. Petersburg,Luka Djordjevic,17,Centre-Forward,Mogren Budva,?,in,Summer,NA,Premier Liga,2012,2012/2013
Zenit St. Petersburg,Michael Lumb,24,Left-Back,SC Freiburg,"End of loanJun 30, 2012",in,Summer,0,Premier Liga,2012,2012/2013
Zenit St. Petersburg,Szabolcs Huszti,29,Central Midfield,Hannover 96,£675Th.,out,Summer,0.675,Premier Liga,2012,2012/2013
Zenit St. Petersburg,Alessandro Rosina,28,Right Winger,Siena,Free transfer,out,Summer,0,Premier Liga,2012,2012/2013
CSKA Moscow,Mário Fernandes,21,Right-Back,Grêmio,£9.45m,in,Summer,9.45,Premier Liga,2012,2012/2013
CSKA Moscow,Rasmus Elm,24,Central Midfield,AZ Alkmaar,£5.40m,in,Summer,5.4,Premier Liga,2012,2012/2013
CSKA Moscow,Anton Zabolotny,21,Centre-Forward,CSKA Moscow II,-,in,Summer,0,Premier Liga,2012,2012/2013
CSKA Moscow,Ricardo Jesus,27,Centre-Forward,Portuguesa,"End of loanAug 27, 2012",in,Summer,0,Premier Liga,2012,2012/2013
CSKA Moscow,Moussa Maazou,23,Centre-Forward,Le Mans FC,"End of loanJun 30, 2012",in,Summer,0,Premier Liga,2012,2012/2013
CSKA Moscow,Ricardo Jesus,27,Centre-Forward,Avaí FC,Loan,out,Summer,0,Premier Liga,2012,2012/2013
CSKA Moscow,Moussa Maazou,23,Centre-Forward,ES Sahel,?,out,Summer,NA,Premier Liga,2012,2012/2013
CSKA Moscow,Deividas Semberas,33,Defensive Midfield,Spartak V-kavkaz,?,out,Summer,NA,Premier Liga,2012,2012/2013
CSKA Moscow,Evgeni Aldonin,32,Defensive Midfield,Mordovia,Loan,out,Summer,0,Premier Liga,2012,2012/2013
Spartak Moscow,Rômulo,21,Defensive Midfield,Vasco da Gama,£7.20m,in,Summer,7.2,Premier Liga,2012,2012/2013
Spartak Moscow,Juan Insaurralde,27,Centre-Back,Boca Juniors,£2.97m,in,Summer,2.97,Premier Liga,2012,2012/2013
Spartak Moscow,Kim Källström,29,Central Midfield,Olympique Lyon,£2.70m,in,Summer,2.7,Premier Liga,2012,2012/2013
Spartak Moscow,José Manuel Jurado,26,Attacking Midfield,FC Schalke 04,Loan fee:£1.35m,in,Summer,1.35,Premier Liga,2012,2012/2013
Spartak Moscow,Aleksandr Kozlov,19,Centre-Forward,Khimki,"End of loanSep 5, 2012",in,Summer,0,Premier Liga,2012,2012/2013
Spartak Moscow,Aleksandr Prudnikov,23,Centre-Forward,Anzhi,"End of loanJun 30, 2012",in,Summer,0,Premier Liga,2012,2012/2013
Spartak Moscow,Pavel Yakovlev,21,Left Winger,KS Samara,"End of loanJun 30, 2012",in,Summer,0,Premier Liga,2012,2012/2013
