club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Aston Villa,Alan Thompson,24,Left Midfield,Bolton,£6.48m,in,Summer,6.48,Premier League,1998,1998/1999
Aston Villa,Steve Watson,24,Right Midfield,Newcastle,£5.40m,in,Summer,5.4,Premier League,1998,1998/1999
Aston Villa,David Unsworth,24,Left-Back,West Ham,£4.14m,in,Summer,4.14,Premier League,1998,1998/1999
Aston Villa,Neil Tarrant,19,Centre-Forward,Ross County,£338Th.,in,Summer,0.338,Premier League,1998,1998/1999
Aston Villa,Alan Lee,20,Centre-Forward,Port Vale,"End of loanMay 10, 1999",in,Summer,0,Premier League,1998,1998/1999
Aston Villa,Richard Walker,21,Centre-Forward,Cambridge Utd.,"End of loanMay 1, 1999",in,Summer,0,Premier League,1998,1998/1999
Aston Villa,Darius Vassell,18,Centre-Forward,Aston Villa U18,-,in,Summer,0,Premier League,1998,1998/1999
Aston Villa,Gareth Barry,17,Defensive Midfield,Aston Villa U18,-,in,Summer,0,Premier League,1998,1998/1999
Aston Villa,Jlloyd Samuel,17,Defensive Midfield,Aston Villa U18,-,in,Summer,0,Premier League,1998,1998/1999
Aston Villa,Michael Standing,17,Central Midfield,Aston Villa U18,-,in,Summer,0,Premier League,1998,1998/1999
Aston Villa,Reuben Hazell,19,Centre-Back,Aston Villa U18,-,in,Summer,0,Premier League,1998,1998/1999
Aston Villa,Dwight Yorke,26,Centre-Forward,Man Utd,£17.33m,out,Summer,17.33,Premier League,1998,1998/1999
Aston Villa,David Unsworth,24,Left-Back,Everton,£4.14m,out,Summer,4.14,Premier League,1998,1998/1999
Aston Villa,Steve Staunton,29,Left-Back,Liverpool,Free transfer,out,Summer,0,Premier League,1998,1998/1999
Aston Villa,Savo Milosevic,24,Centre-Forward,Real Zaragoza,Free transfer,out,Summer,0,Premier League,1998,1998/1999
Aston Villa,Neil Davis,24,Forward,Walsall,Free transfer,out,Summer,0,Premier League,1998,1998/1999
Aston Villa,David Busst,31,Defender,Retired,-,out,Summer,0,Premier League,1998,1998/1999
Sheffield Wednesday,Wim Jonk,31,Defensive Midfield,PSV Eindhoven,£2.52m,in,Summer,2.52,Premier League,1998,1998/1999
Sheffield Wednesday,Danny Sonner,26,Defensive Midfield,Ipswich,£90Th.,in,Summer,0.09,Premier League,1998,1998/1999
Sheffield Wednesday,Peter Holmes,17,Central Midfield,Liverpool U18,?,in,Summer,NA,Premier League,1998,1998/1999
Sheffield Wednesday,Guy Whittingham,34,Forward,Watford,"End of loanApr 1, 1999",in,Summer,0,Premier League,1998,1998/1999
Sheffield Wednesday,Owen Morrison,16,Left Midfield,Sheff Wed U18,-,in,Summer,0,Premier League,1998,1998/1999
Sheffield Wednesday,Matt Hamshaw,16,Right Midfield,Sheff Wed U18,-,in,Summer,0,Premier League,1998,1998/1999
Sheffield Wednesday,Kevin Nicholson,17,Left-Back,Sheff Wed U18,-,in,Summer,0,Premier League,1998,1998/1999
Sheffield Wednesday,Paolo Di Canio,29,Centre-Forward,West Ham,£2.00m,out,Summer,2,Premier League,1998,1998/1999
Sheffield Wednesday,Christian Mayrleb,26,Centre-Forward,Austria Vienna,Free transfer,out,Summer,0,Premier League,1998,1998/1999
Sheffield Wednesday,Simon Weaver,20,Centre-Back,Ilkeston Town,Free transfer,out,Summer,0,Premier League,1998,1998/1999
Sheffield Wednesday,Ryan Anthony Jones,24,Midfielder,Worksop,Free transfer,out,Summer,0,Premier League,1998,1998/1999
Sheffield Wednesday,Steve Nicol,36,Right-Back,Doncaster,Free transfer,out,Summer,0,Premier League,1998,1998/1999
