club_name,player_name,age,position,club_involved_name,fee,transfer_movement,fee_cleaned,league_name,year,season
Dinamo Moscow,Aleksandr Kerzhakov,25,Centre-Forward,Sevilla FC,£7.20m,in,7.2,Premier Liga,2007,2007/2008
Dinamo Moscow,Tsvetan Genkov,23,Centre-Forward,Lok. Sofia,£2.25m,in,2.25,Premier Liga,2007,2007/2008
Dinamo Moscow,Custódio,24,Defensive Midfield,Sporting CP,£1.35m,in,1.35,Premier Liga,2007,2007/2008
Dinamo Moscow,Marcin Kowalczyk,22,Centre-Back,GKS Belchatow,£720k,in,0.72,Premier Liga,2007,2007/2008
Dinamo Moscow,Aleksandr Dimidko,21,Centre-Back,SKA-Energia,£225k,in,0.225,Premier Liga,2007,2007/2008
Dinamo Moscow,Fedor Smolov,17,Centre-Forward,Dinamo M II,-,in,0,Premier Liga,2007,2007/2008
Dinamo Moscow,Joseph Enakarhire,25,Centre-Back,Panathinaikos,"End of loanDec 1, 2007",in,0,Premier Liga,2007,2007/2008
Dinamo Moscow,Joseph Enakarhire,24,Centre-Back,G. Bordeaux,"End of loanJun 30, 2007",in,0,Premier Liga,2007,2007/2008
Dinamo Moscow,Derlei,31,Centre-Forward,Benfica,"End of loanJun 30, 2007",in,0,Premier Liga,2007,2007/2008
Dinamo Moscow,Joseph Enakarhire,24,Centre-Back,Panathinaikos,Loan fee:£270k,out,0.27,Premier Liga,2007,2007/2008
Dinamo Moscow,Derlei,31,Centre-Forward,Sporting CP,Free Transfer,out,0,Premier Liga,2007,2007/2008
Dinamo Moscow,Dmitri Bulykin,27,Centre-Forward,Bay. Leverkusen,Free Transfer,out,0,Premier Liga,2007,2007/2008
Dinamo Moscow,Custódio,24,Defensive Midfield,Dinamo M II,-,out,0,Premier Liga,2007,2007/2008
FK Moskau,Maxi Moralez,20,Attacking Midfield,Racing Club,£4.50m,in,4.5,Premier Liga,2007,2007/2008
FK Moskau,Roman Hubnik,23,Centre-Back,Sigma Olomouc,£2.25m,in,2.25,Premier Liga,2007,2007/2008
FK Moskau,Maxi López,23,Centre-Forward,FC Barcelona,£1.80m,in,1.8,Premier Liga,2007,2007/2008
FK Moskau,Vitali Kaleshin,27,Right-Back,Kuban Krasnodar,Free Transfer,in,0,Premier Liga,2007,2007/2008
FK Moskau,Anton Amelchenko,22,Goalkeeper,FK Moskau II,-,in,0,Premier Liga,2007,2007/2008
FK Moskau,Kirill Orlov,24,Right-Back,Khimki,"End of loanDec 31, 2007",in,0,Premier Liga,2007,2007/2008
FK Moskau,Dilaver Zrnanovic,22,Centre-Back,Daugavpils,"End of loanJun 30, 2007",in,0,Premier Liga,2007,2007/2008
FK Moskau,Sergey Semak,31,Central Midfield,Rubin Kazan,£1.80m,out,1.8,Premier Liga,2007,2007/2008
FK Moskau,Maxi Moralez,20,Attacking Midfield,Racing Club,Loan fee:£810k,out,0.81,Premier Liga,2007,2007/2008
FK Moskau,Kirill Orlov,24,Right-Back,Sibir,£315k,out,0.315,Premier Liga,2007,2007/2008
FK Moskau,Dragan Tresnjic,22,Defensive Midfield,Kaposvölgye,Free Transfer,out,0,Premier Liga,2007,2007/2008
FK Moskau,Sergey Kozko,32,Goalkeeper,Rubin Kazan,Free Transfer,out,0,Premier Liga,2007,2007/2008
FK Moskau,Damian Gorawski,28,Right Winger,Shinnik,Free Transfer,out,0,Premier Liga,2007,2007/2008
FK Moskau,Dilaver Zrnanovic,23,Centre-Back,MTZ-Ripo Minsk,?,out,NA,Premier Liga,2007,2007/2008
FK Moskau,Petr Marshinskiy,21,Defender,Daugavpils,?,out,NA,Premier Liga,2007,2007/2008
FK Moskau,Dmitri Golubov,22,Centre-Forward,Volga Uljanovsk,Loan,out,0,Premier Liga,2007,2007/2008
FK Moskau,Andrey Topchu,27,Left Winger,Kuban Krasnodar,?,out,NA,Premier Liga,2007,2007/2008
FK Moskau,Roman Hubnik,23,Centre-Back,Sigma Olomouc,"End of loanJun 30, 2007",out,0,Premier Liga,2007,2007/2008
