,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Miguel Almiron,"$ 36,779","$ 1,912,500","$ 1,971,178",M,23,Paraguay,Atlanta United,Mls,2018
1,Ezequiel Barco,"$ 27,404","$ 1,425,000","$ 1,468,721",M,18,Argentina,Atlanta United,Mls,2018
2,Josef Martinez,"$ 24,423","$ 1,270,008","$ 1,308,974",F,24,Venezuela,Atlanta United,Mls,2018
3,Hector Villalba,"$ 12,750","$ 663,000","$ 683,342",F,22,Paraguay,Atlanta United,Mls,2018
4,Leandro Pirez,"$ 12,500","$ 650,004","$ 669,947",D,26,Argentina,Atlanta United,Mls,2018
5,Brad Guzan,"$ 12,308","$ 640,008","$ 659,644",K,32,United States,Atlanta United,Mls,2018
6,Darlington Nagbe,"$ 11,635","$ 605,000","$ 623,562",F,26,United States,Atlanta United,Mls,2018
7,Chris McCann,"$ 10,769","$ 560,000","$ 577,182",M,29,Ireland,Atlanta United,Mls,2018
8,Michael Parkhurst,"$ 6,539","$ 340,008","$ 350,440",D,33,United States,Atlanta United,Mls,2018
9,Eric Remedi,"$ 5,769","$ 300,000","$ 309,204",M,22,Argentina,Atlanta United,Mls,2018
10,Franco Escobar,"$ 4,808","$ 250,008","$ 257,679",D,22,Argentina,Atlanta United,Mls,2018
11,Jeff Larentowicz,"$ 4,038","$ 210,000","$ 216,443",M,33,United States,Atlanta United,Mls,2018
12,Greg Garza,"$ 3,366","$ 175,008","$ 180,378",D,25,United States,Atlanta United,Mls,2018
13,Kevin Kratz,"$ 3,173","$ 165,000","$ 170,062",M,30,Germany,Atlanta United,Mls,2018
14,Miles Robinson,"$ 2,596","$ 135,000","$ 139,142",D,20,United States,Atlanta United,Mls,2018
15,Sal Zizzo,"$ 2,500","$ 130,000","$ 133,989",D,30,United States,Atlanta United,Mls,2018
16,Brandon Vazquez,"$ 2,404","$ 125,004","$ 128,839",F,18,United States,Atlanta United,Mls,2018
17,Jose Rafael Hernandez,"$ 2,308","$ 120,000","$ 123,682",D,21,Venezuela,Atlanta United,Mls,2018
18,Alec Kann,"$ 1,808","$ 94,008","$ 96,892",K,26,United States,Atlanta United,Mls,2018
19,Julian Gressel,"$ 1,779","$ 92,500","$ 95,338",M,23,Germany,Atlanta United,Mls,2018
20,Gordon Wild,"$ 1,731","$ 90,000","$ 92,761",F,21,Germany,Atlanta United,Mls,2018
21,Chris Goslin,"$ 1,538","$ 80,000","$ 82,455",M,17,United States,Atlanta United,Mls,2018
22,Andrew Carleton,"$ 1,442","$ 75,000","$ 77,301",F,17,United States,Atlanta United,Mls,2018
23,Romario Williams,"$ 1,375","$ 71,500","$ 73,694",F,22,Jamaica,Atlanta United,Mls,2018
24,Mikey Ambrose,"$ 1,325","$ 68,906","$ 71,020",D,23,United States,Atlanta United,Mls,2018
25,Jon Gallagher,"$ 1,298","$ 67,500","$ 69,571",F,21,Ireland,Atlanta United,Mls,2018
26,Mitch Hildebrandt,"$ 1,298","$ 67,500","$ 69,571",K,28,United States,Atlanta United,Mls,2018
27,George Bello,"$ 1,298","$ 67,500","$ 69,571",D,15,United States,Atlanta United,Mls,2018
28,Andrew Wheeler Omiunu,"$ 1,070","$ 55,654","$ 57,362",M,22,United States,Atlanta United,Mls,2018
29,Patrick Okonkwo,"$ 1,048","$ 54,504","$ 56,176",F,19,Nigeria,Atlanta United,Mls,2018
30,Oliver Shannon,"$ 1,048","$ 54,500","$ 56,172",M,21,England,Atlanta United,Mls,2018
31,Lagos Kunga,"$ 1,048","$ 54,500","$ 56,172",M,18,United States,Atlanta United,Mls,2018
