,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Reto Ziegler,"$ 14,423","$ 750,000","$ 773,011",D,31,Switzerland,FC Dallas,Mls,2018
1,Maximiliano Urruti,"$ 13,462","$ 700,000","$ 721,477",F,26,Argentina,FC Dallas,Mls,2018
2,Roland Lamah,"$ 12,981","$ 675,000","$ 695,710",M,29,Belgium,FC Dallas,Mls,2018
3,Carlos Gruezo,"$ 11,442","$ 595,000","$ 613,255",M,22,Ecuador,FC Dallas,Mls,2018
4,Matt Hedges,"$ 9,615","$ 500,004","$ 515,345",D,27,United States,FC Dallas,Mls,2018
5,Cristian Colman,"$ 9,615","$ 500,000","$ 515,341",F,23,Paraguay,FC Dallas,Mls,2018
6,Santiago Mosquera,"$ 8,654","$ 450,000","$ 463,807",M,22,Colombia,FC Dallas,Mls,2018
7,Pablo Aranguiz,"$ 7,692","$ 400,000","$ 412,273",M,20,Chile,FC Dallas,Mls,2018
8,Michael Barrios,"$ 7,692","$ 400,000","$ 412,273",M,26,Colombia,FC Dallas,Mls,2018
9,Marcos Pedroso,"$ 6,346","$ 330,000","$ 340,125",D,25,Brazil,FC Dallas,Mls,2018
10,Anibal Chala,"$ 5,769","$ 300,000","$ 309,204",D,21,Ecuador,FC Dallas,Mls,2018
11,Abel Aguilar,"$ 5,245","$ 272,727","$ 281,095",M,32,Colombia,FC Dallas,Mls,2018
12,Maynor Figueroa,"$ 4,615","$ 240,000","$ 247,364",D,34,Honduras,FC Dallas,Mls,2018
13,Jesse Gonzalez,"$ 3,606","$ 187,500","$ 193,253",K,22,United States,FC Dallas,Mls,2018
14,Victor Ulloa,"$ 3,462","$ 180,000","$ 185,523",M,25,Mexico,FC Dallas,Mls,2018
15,Dominique Badji,"$ 3,125","$ 162,500","$ 167,486",F,24,Senegal,FC Dallas,Mls,2018
16,Ryan Hollingshead,"$ 2,788","$ 145,000","$ 149,449",D,26,United States,FC Dallas,Mls,2018
17,Ema Twumasi,"$ 2,596","$ 135,000","$ 139,142",F,20,Ghana,FC Dallas,Mls,2018
18,Brandon Servania,"$ 2,596","$ 135,000","$ 139,142",M,18,United States,FC Dallas,Mls,2018
19,Francis Atuahene,"$ 2,404","$ 125,000","$ 128,835",F,21,Ghana,FC Dallas,Mls,2018
20,Jimmy Maurer,"$ 2,308","$ 120,000","$ 123,682",K,28,United States,FC Dallas,Mls,2018
21,Tesho Akindele,"$ 2,019","$ 105,000","$ 108,222",F,25,Canada,FC Dallas,Mls,2018
22,Chris Richards,"$ 1,731","$ 90,000","$ 92,761",D,17,United States,FC Dallas,Mls,2018
23,Paxton Pomykal,"$ 1,635","$ 85,000","$ 87,608",M,17,United States,FC Dallas,Mls,2018
24,Adonijah Reid,"$ 1,442","$ 75,000","$ 77,301",F,17,Canada,FC Dallas,Mls,2018
25,Jacori Hayes,"$ 1,313","$ 68,250","$ 70,344",M,22,United States,FC Dallas,Mls,2018
26,Kris Reaves,"$ 1,298","$ 67,500","$ 69,571",D,21,United States,FC Dallas,Mls,2018
27,Moises Hernandez,"$ 1,298","$ 67,500","$ 69,571",D,25,Guatemala,FC Dallas,Mls,2018
28,Reggie Cannon,"$ 1,298","$ 67,500","$ 69,571",D,19,United States,FC Dallas,Mls,2018
29,Kyle Zobeck,"$ 1,298","$ 67,500","$ 69,571",K,27,United States,FC Dallas,Mls,2018
30,Thomas Roberts,"$ 1,154","$ 60,000","$ 61,841",M,16,United States,FC Dallas,Mls,2018
31,Jordan Cano,"$ 1,048","$ 54,500","$ 56,172",D,21,United States,FC Dallas,Mls,2018
32,Bryan Reynolds,"$ 1,048","$ 54,500","$ 56,172",F,16,United States,FC Dallas,Mls,2018
33,Jesus Ferreira,"$ 1,048","$ 54,500","$ 56,172",F,16,United States,FC Dallas,Mls,2018
