club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
FC Girondins Bordeaux,Nicolas Maurice-Belay,26,Left Midfield,FC Sochaux,Free transfer,in,Summer,0,Ligue 1,2011,2011/2012
FC Girondins Bordeaux,Landry N'Guémo,25,Defensive Midfield,AS Nancy,Free transfer,in,Summer,0,Ligue 1,2011,2011/2012
FC Girondins Bordeaux,André Poko,18,Defensive Midfield,US Bitam,?,in,Summer,NA,Ligue 1,2011,2011/2012
FC Girondins Bordeaux,Anthony Modeste,24,Centre-Forward,Blackburn,"End of loanMay 14, 2012",in,Summer,0,Ligue 1,2011,2011/2012
FC Girondins Bordeaux,Emiliano Sala,20,Centre-Forward,G. Bordeaux B,-,in,Summer,0,Ligue 1,2011,2011/2012
FC Girondins Bordeaux,Maxime Poundjé,18,Left-Back,G. Bordeaux B,-,in,Summer,0,Ligue 1,2011,2011/2012
FC Girondins Bordeaux,Pierre Ducasse,24,Defensive Midfield,FC Lorient,"End of loanJun 30, 2011",in,Summer,0,Ligue 1,2011,2011/2012
FC Girondins Bordeaux,Grzegorz Krychowiak,21,Defensive Midfield,Stade Reims,"End of loanJun 30, 2011",in,Summer,0,Ligue 1,2011,2011/2012
FC Girondins Bordeaux,Paul Lasne,22,Defensive Midfield,AC Ajaccio,"End of loanJun 30, 2011",in,Summer,0,Ligue 1,2011,2011/2012
FC Girondins Bordeaux,Grégory Sertic,21,Defensive Midfield,Lens,"End of loanJun 30, 2011",in,Summer,0,Ligue 1,2011,2011/2012
FC Girondins Bordeaux,Abdou Traoré,23,Central Midfield,OGC Nice,"End of loanJun 30, 2011",in,Summer,0,Ligue 1,2011,2011/2012
FC Girondins Bordeaux,Matthieu Saunier,21,Centre-Back,Troyes,"End of loanJun 30, 2011",in,Summer,0,Ligue 1,2011,2011/2012
FC Girondins Bordeaux,David Bellion,28,Centre-Forward,OGC Nice,"End of loanJun 30, 2011",in,Summer,0,Ligue 1,2011,2011/2012
FC Girondins Bordeaux,Henri Saivet,20,Attacking Midfield,SCO Angers,"End of loanJun 30, 2011",in,Summer,0,Ligue 1,2011,2011/2012
FC Girondins Bordeaux,Fernando Cavenaghi,27,Centre-Forward,Internacional,"End of loanJun 30, 2011",in,Summer,0,Ligue 1,2011,2011/2012
FC Girondins Bordeaux,Fernando,30,Defensive Midfield,Shabab,£5.40m,out,Summer,5.4,Ligue 1,2011,2011/2012
FC Girondins Bordeaux,Alou Diarra,29,Defensive Midfield,Marseille,£4.50m,out,Summer,4.5,Ligue 1,2011,2011/2012
FC Girondins Bordeaux,Wendel,29,Left Midfield,Ittihad,£1.35m,out,Summer,1.35,Ligue 1,2011,2011/2012
FC Girondins Bordeaux,Paul Lasne,22,Defensive Midfield,AC Ajaccio,Free transfer,out,Summer,0,Ligue 1,2011,2011/2012
FC Girondins Bordeaux,Pierre Ducasse,24,Defensive Midfield,Lens,Free transfer,out,Summer,0,Ligue 1,2011,2011/2012
FC Girondins Bordeaux,Fernando Cavenaghi,27,Centre-Forward,River Plate,Free transfer,out,Summer,0,Ligue 1,2011,2011/2012
FC Girondins Bordeaux,Salif Sané,20,Centre-Back,AS Nancy,Loan,out,Summer,0,Ligue 1,2011,2011/2012
FC Girondins Bordeaux,Maxime Poundjé,18,Left-Back,Nîmes Olympique,Loan,out,Summer,0,Ligue 1,2011,2011/2012
FC Girondins Bordeaux,Ulrich Ramé,38,Goalkeeper,CS Sedan,Free transfer,out,Summer,0,Ligue 1,2011,2011/2012
FC Girondins Bordeaux,Matthieu Saunier,21,Centre-Back,Troyes,?,out,Summer,NA,Ligue 1,2011,2011/2012
FC Girondins Bordeaux,André,20,Centre-Forward,Dynamo Kyiv,"End of loanJun 30, 2011",out,Summer,0,Ligue 1,2011,2011/2012
