club_name,player_name,age,position,club_involved_name,fee,transfer_movement,fee_cleaned,league_name,year,season
Cardiff City,Charlie Oatway,20,Central Midfield,Yeading FC,Free Transfer,in,0,Championship,1994,1994/1995
Cardiff City,Paul Ramsey,31,Defensive Midfield,St. Johnstone,Loan,in,0,Championship,1994,1994/1995
Cardiff City,Wayne Fereday,31,Right Winger,West Brom,?,in,NA,Championship,1994,1994/1995
Cardiff City,John Pearson,31,Forward,Mansfield Town,?,in,NA,Championship,1994,1994/1995
Cardiff City,Mark Aizlewood,34,Centre-Back,Bristol City,?,in,NA,Championship,1994,1994/1995
Cardiff City,Scott Young,18,Centre-Back,Cardiff U18,-,in,0,Championship,1994,1994/1995
Cardiff City,Kevin Bartley,18,Forward,Afan Lido,?,out,NA,Championship,1994,1994/1995
Cardiff City,Alan Walsh,37,Left Midfield,Hartlepool Utd.,?,out,NA,Championship,1994,1994/1995
Cardiff City,Garry Thompson,35,Forward,Northampt. Town,?,out,NA,Championship,1994,1994/1995
Cardiff City,Paul Ramsey,32,Defensive Midfield,St. Johnstone,"End of loanNov 1, 1994",out,0,Championship,1994,1994/1995
Fulham FC,Micky Adams,32,Left-Back,Southampton,Free Transfer,in,0,Championship,1994,1994/1995
Fulham FC,Alan Cork,35,Forward,Sheffield Utd.,Free Transfer,in,0,Championship,1994,1994/1995
Fulham FC,Mark Stallard,19,Centre-Forward,Derby,Loan,in,0,Championship,1994,1994/1995
Fulham FC,Kevin Moore,36,Defender,Southampton,Free Transfer,in,0,Championship,1994,1994/1995
Fulham FC,Mark Blake,26,Centre-Back,Shrewsbury,Free Transfer,in,0,Championship,1994,1994/1995
Fulham FC,Nicholas Cusack,28,Midfielder,Oxford United,?,in,NA,Championship,1994,1994/1995
Fulham FC,Terry Hurlock,35,Central Midfield,Southampton,?,in,NA,Championship,1994,1994/1995
Fulham FC,Sean Farrell,25,Forward,Peterborough,£151k,out,0.151,Championship,1994,1994/1995
Fulham FC,Martin Pike,29,Right-Back,Rotherham,Free Transfer,out,0,Championship,1994,1994/1995
Fulham FC,Glen Thomas,26,Centre-Back,Peterborough,Free Transfer,out,0,Championship,1994,1994/1995
Fulham FC,Peter Baah,21,Right Winger,Northwich Victoria,?,out,NA,Championship,1994,1994/1995
Fulham FC,Steve Archibald,37,Centre-Forward,East Fife,?,out,NA,Championship,1994,1994/1995
Fulham FC,Jeff Eckhardt,28,Centre-Back,Stockport,?,out,NA,Championship,1994,1994/1995
Fulham FC,Mark Stallard,20,Centre-Forward,Derby,"End of loanDec 31, 1994",out,0,Championship,1994,1994/1995
Huddersfield Town,Lee Duxbury,25,Midfielder,Bradford,£263k,in,0.263,Championship,1994,1994/1995
Huddersfield Town,Paul Moulden,27,Forward,Birmingham,Free Transfer,in,0,Championship,1994,1994/1995
Huddersfield Town,Robbie Ryan,17,Left-Back,Belvedere FC,Free Transfer,in,0,Championship,1994,1994/1995
Huddersfield Town,Paul Williams,25,Defender,Coventry,Loan,in,0,Championship,1994,1994/1995
Huddersfield Town,Paul Williams,25,Defender,Coventry,Loan,in,0,Championship,1994,1994/1995
Huddersfield Town,Gary Crosby,30,Midfielder,Nottm Forest,Free Transfer,in,0,Championship,1994,1994/1995
Huddersfield Town,Kevin Gray,22,Centre-Back,Mansfield Town,£27k,in,0.027,Championship,1994,1994/1995
Huddersfield Town,Chris Short,24,Defender,Notts County,Loan,in,0,Championship,1994,1994/1995
Huddersfield Town,Tom Cowan,24,Left-Back,Sheffield Utd.,?,in,NA,Championship,1994,1994/1995
Huddersfield Town,Sam Collins,17,Centre-Back,Huddersf. U18,-,in,0,Championship,1994,1994/1995
Huddersfield Town,Peter Jackson,33,Centre-Back,Chester City,Free Transfer,out,0,Championship,1994,1994/1995
Huddersfield Town,Gerry Harrison,22,Midfielder,Burnley,Free Transfer,out,0,Championship,1994,1994/1995
Huddersfield Town,Phil Robinson,27,Midfielder,Chesterfield FC,?,out,NA,Championship,1994,1994/1995
Huddersfield Town,Phil Starbuck,25,Centre-Forward,Sheffield Utd.,?,out,NA,Championship,1994,1994/1995
Huddersfield Town,Paul Williams,25,Defender,Coventry,"End of loanMay 31, 1995",out,0,Championship,1994,1994/1995
Huddersfield Town,Paul Williams,25,Defender,Coventry,"End of loanDec 17, 1994",out,0,Championship,1994,1994/1995
Huddersfield Town,Chris Short,25,Defender,Notts County,"End of loanMay 31, 1995",out,0,Championship,1994,1994/1995
Leeds United,Carlton Palmer,28,Defensive Midfield,Sheff Wed,£2.84m,in,2.84,Championship,1994,1994/1995
Leeds United,Anthony Yeboah,28,Centre-Forward,E. Frankfurt,Loan fee:£900k,in,0.9,Championship,1994,1994/1995
Leeds United,Nigel Worthington,32,Left-Back,Sheff Wed,£360k,in,0.36,Championship,1994,1994/1995
Leeds United,Lucas Radebe,25,Centre-Back,Kaizer Chiefs,£338k,in,0.338,Championship,1994,1994/1995
Leeds United,Philemon Masinga,25,Centre-Forward,Sundowns,?,in,NA,Championship,1994,1994/1995
Leeds United,Nathan Lowndes,17,Centre-Forward,Leeds U18,-,in,0,Championship,1994,1994/1995
Leeds United,Paul Pettinger,19,Goalkeeper,Halifax Town,"End of loanMay 1, 1995",in,0,Championship,1994,1994/1995
Leeds United,Ryan Nicholls,21,Forward,Strømsgodset,"End of loanAug 31, 1994",in,0,Championship,1994,1994/1995
Leeds United,Paul Pettinger,19,Goalkeeper,Torquay United,"End of loanJan 1, 1995",in,0,Championship,1994,1994/1995
Leeds United,Jon Newsome,23,Defender,Norwich,£1.35m,out,1.35,Championship,1994,1994/1995
Leeds United,Steve Hodge,31,Central Midfield,QPR,£324k,out,0.324,Championship,1994,1994/1995
Leeds United,Ray Wallace,24,Defender,Stoke City,Free Transfer,out,0,Championship,1994,1994/1995
Leeds United,Paul Pettinger,19,Goalkeeper,Halifax Town,Loan,out,0,Championship,1994,1994/1995
Leeds United,Ryan Nicholls,21,Forward,Strømsgodset,Loan,out,0,Championship,1994,1994/1995
Leeds United,Paul Pettinger,19,Goalkeeper,Torquay United,Loan,out,0,Championship,1994,1994/1995
Leeds United,Jamie Forrester,19,Left Winger,Scunthorpe Utd.,?,out,NA,Championship,1994,1994/1995
West Bromwich Albion,Mike Phelan,31,Defensive Midfield,Man Utd,Free Transfer,in,0,Championship,1994,1994/1995
West Bromwich Albion,Jeroen Boere,26,Centre-Forward,West Ham,Loan,in,0,Championship,1994,1994/1995
West Bromwich Albion,Micky Mellon,22,Midfielder,Blackpool,£52k,out,0.052,Championship,1994,1994/1995
West Bromwich Albion,Wayne Fereday,31,Right Winger,Cardiff,?,out,NA,Championship,1994,1994/1995
West Bromwich Albion,Jeroen Boere,27,Centre-Forward,West Ham,"End of loanDec 31, 1994",out,0,Championship,1994,1994/1995
Derby County,Lee Mills,24,Forward,Wolves,£450k,in,0.45,Championship,1994,1994/1995
Derby County,Russell Hoult,22,Goalkeeper,Leicester,£270k,in,0.27,Championship,1994,1994/1995
Derby County,Chris Boden,21,Defender,Aston Villa,£169k,in,0.169,Championship,1994,1994/1995
Derby County,Paul Trollope,22,Attacking Midfield,Torquay United,£135k,in,0.135,Championship,1994,1994/1995
Derby County,Andy Quy,17,Goalkeeper,Spurs,Free Transfer,in,0,Championship,1994,1994/1995
Derby County,Dean Yates,27,Defender,Notts County,?,in,NA,Championship,1994,1994/1995
Derby County,Martin Kuhl,29,Midfielder,Notts County,"End of loanDec 29, 1994",in,0,Championship,1994,1994/1995
Derby County,Darren Wrack,18,Central Midfield,Derby U18,-,in,0,Championship,1994,1994/1995
Derby County,Mark Stallard,20,Centre-Forward,Fulham,"End of loanDec 31, 1994",in,0,Championship,1994,1994/1995
Derby County,Ian Ashbee,17,Defensive Midfield,Derby U18,-,in,0,Championship,1994,1994/1995
Derby County,Paul Kitson,23,Centre-Forward,Newcastle,£3.04m,out,3.04,Championship,1994,1994/1995
Derby County,Tommy Johnson,23,Centre-Forward,Aston Villa,£1.96m,out,1.96,Championship,1994,1994/1995
Derby County,Martin Kuhl,29,Midfielder,Bristol City,£342k,out,0.342,Championship,1994,1994/1995
Derby County,Steven Hayward,23,Midfielder,Carlisle United,£113k,out,0.113,Championship,1994,1994/1995
Derby County,Craig Ramage,24,Midfielder,Watford,£104k,out,0.104,Championship,1994,1994/1995
Derby County,Mark Stallard,19,Centre-Forward,Fulham,Loan,out,0,Championship,1994,1994/1995
Derby County,Gordon Cowans,36,Midfielder,Wolves,£18k,out,0.018,Championship,1994,1994/1995
Derby County,Kevin Ratcliffe,33,Centre-Back,Chester City,?,out,NA,Championship,1994,1994/1995
Derby County,Martin Kuhl,29,Midfielder,Notts County,Loan,out,0,Championship,1994,1994/1995
Derby County,Gary Charles,24,Right-Back,Aston Villa,?,out,NA,Championship,1994,1994/1995
Derby County,Richard Goulooze,26,Right-Back,Cambuur L.,?,out,NA,Championship,1994,1994/1995
Middlesbrough FC,Jan Aage Fjörtoft,27,Centre-Forward,Swindon Town,£1.62m,in,1.62,Championship,1994,1994/1995
Middlesbrough FC,Neil Cox,22,Centre-Back,Aston Villa,£1.26m,in,1.26,Championship,1994,1994/1995
Middlesbrough FC,Nigel Pearson,30,Centre-Back,Sheff Wed,£810k,in,0.81,Championship,1994,1994/1995
Middlesbrough FC,Gary Walsh,26,Goalkeeper,Man Utd,£630k,in,0.63,Championship,1994,1994/1995
Middlesbrough FC,Craig Liddle,22,Centre-Back,Blyth Spartans,Free Transfer,in,0,Championship,1994,1994/1995
Middlesbrough FC,Chris Freestone,23,Forward,Arnold Town,£17k,in,0.017,Championship,1994,1994/1995
Middlesbrough FC,Viv Anderson,37,Right-Back,Barnsley FC,?,in,NA,Championship,1994,1994/1995
Middlesbrough FC,Clayton Blackmore,29,Left-Back,Man Utd,?,in,NA,Championship,1994,1994/1995
Middlesbrough FC,David Winnie,27,Defender,Aberdeen FC,Loan,in,0,Championship,1994,1994/1995
Middlesbrough FC,Uwe Fuchs,28,Centre-Forward,SC Fortuna Köln,Loan,in,0,Championship,1994,1994/1995
Middlesbrough FC,Bryan Robson,37,Central Midfield,Man Utd,?,in,NA,Championship,1994,1994/1995
Middlesbrough FC,Andy Todd,20,Centre-Back,Swindon Town,"End of loanMay 1, 1995",in,0,Championship,1994,1994/1995
Middlesbrough FC,Alan Miller,24,Goalkeeper,Arsenal,,in,NA,Championship,1994,1994/1995
Middlesbrough FC,Nicky Mohan,23,Midfielder,Leicester,£405k,out,0.405,Championship,1994,1994/1995
Middlesbrough FC,Nicky Mohan,23,Defender,Hull City,£360k,out,0.36,Championship,1994,1994/1995
Middlesbrough FC,Richard Liburd,20,Defender,Bradford,£212k,out,0.212,Championship,1994,1994/1995
Middlesbrough FC,Andy Todd,20,Centre-Back,Swindon Town,Loan,out,0,Championship,1994,1994/1995
Middlesbrough FC,Andy Collett,20,Goalkeeper,Bristol Rovers,£11k,out,0.011,Championship,1994,1994/1995
Middlesbrough FC,David Winnie,27,Defender,Aberdeen FC,"End of loanSep 1, 1994",out,0,Championship,1994,1994/1995
Bristol City,Martin Kuhl,29,Midfielder,Derby,£342k,in,0.342,Championship,1994,1994/1995
Bristol City,Gary Owers,26,Midfielder,Sunderland,£269k,in,0.269,Championship,1994,1994/1995
Bristol City,Kevin Watson,20,Central Midfield,Brentford,Free Transfer,in,0,Championship,1994,1994/1995
Bristol City,Scott Paterson,22,Centre-Back,Liverpool,Free Transfer,in,0,Championship,1994,1994/1995
Bristol City,Jim Brennan,17,Left Midfield,AS Sora Calcio,Free Transfer,in,0,Championship,1994,1994/1995
Bristol City,Colin Loss,20,Right Midfield,Gresley,?,in,NA,Championship,1994,1994/1995
Bristol City,Wayne Allison,26,Centre-Forward,Swindon Town,£585k,out,0.585,Championship,1994,1994/1995
Bristol City,Liam Robinson,28,Centre-Forward,Burnley,£249k,out,0.249,Championship,1994,1994/1995
Bristol City,Russell Osman,36,Centre-Back,Plymouth,Free Transfer,out,0,Championship,1994,1994/1995
Bristol City,Gary Shelton,36,Midfielder,Chester City,Free Transfer,out,0,Championship,1994,1994/1995
Bristol City,Mark Aizlewood,34,Centre-Back,Cardiff,?,out,NA,Championship,1994,1994/1995
Bristol City,Leroy Rosenior,29,Forward,Fleet Town FC,?,out,NA,Championship,1994,1994/1995
Bristol City,Colin Loss,21,Right Midfield,Merthyr Town,?,out,NA,Championship,1994,1994/1995
Bristol City,Fitzroy Simpson,24,Midfielder,Man City,"End of loanJun 30, 1994",out,0,Championship,1994,1994/1995
Bristol City,Brian Borrows,33,Right-Back,Coventry,"End of loanJun 1, 1994",out,0,Championship,1994,1994/1995
Nottingham Forest,Kevin Campbell,24,Centre-Forward,Arsenal,£3.78m,in,3.78,Championship,1994,1994/1995
Nottingham Forest,Bryan Roy,24,Right Winger,Foggia,£2.25m,in,2.25,Championship,1994,1994/1995
Nottingham Forest,Carl Tiler,25,Defender,Swindon Town,"End of loanMay 31, 1995",in,0,Championship,1994,1994/1995
Nottingham Forest,Craig Armstrong,19,Left Midfield,Burnley,"End of loanDec 31, 1994",in,0,Championship,1994,1994/1995
Nottingham Forest,Gary Bull,28,Forward,Birmingham,"End of loanMay 31, 1995",in,0,Championship,1994,1994/1995
Nottingham Forest,Vance Warner,20,Defender,Nottingham U18,-,in,0,Championship,1994,1994/1995
Nottingham Forest,Lee Glover,24,Forward,Port Vale,£216k,out,0.216,Championship,1994,1994/1995
Nottingham Forest,Gary Crosby,30,Midfielder,Huddersfield,Free Transfer,out,0,Championship,1994,1994/1995
Nottingham Forest,Kingsley Black,26,Left Midfield,Sheffield Utd.,Loan,out,0,Championship,1994,1994/1995
Nottingham Forest,Brian Laws,33,Right-Back,Grimsby Town,Free Transfer,out,0,Championship,1994,1994/1995
Nottingham Forest,Craig Armstrong,19,Left Midfield,Burnley,Loan,out,0,Championship,1994,1994/1995
Nottingham Forest,Carl Tiler,24,Defender,Swindon Town,Loan,out,0,Championship,1994,1994/1995
Nottingham Forest,Gary Bull,28,Forward,Birmingham,Loan,out,0,Championship,1994,1994/1995
Swansea City,John Williams,26,Centre-Forward,Coventry,Loan,in,0,Championship,1994,1994/1995
Swansea City,Chris Burns,27,Midfielder,Portsmouth,Free Transfer,in,0,Championship,1994,1994/1995
Swansea City,John Hendry,24,Centre-Forward,Spurs,Loan,in,0,Championship,1994,1994/1995
Swansea City,Chris Burns,27,Midfielder,Northampt. Town,Free Transfer,out,0,Championship,1994,1994/1995
Swansea City,Richard Jones,25,Midfielder,Barry Town,?,out,NA,Championship,1994,1994/1995
Swansea City,Shaun Chapple,21,Midfielder,Barry Town,Loan,out,0,Championship,1994,1994/1995
Brentford FC,Nicky Forster,20,Centre-Forward,Gillingham FC,£135k,in,0.135,Championship,1994,1994/1995
