club_name,player_name,age,position,club_involved_name,fee,transfer_movement,fee_cleaned,league_name,year,season
Spartak Nalchik,Miodrag Dzudovic,26,Centre-Back,Volyn Lutsk,£90k,in,0.09,Premier Liga,2005,2005/2006
Spartak Nalchik,Levan Gvazava,25,Attacking Midfield,Dinamo Batumi,Free Transfer,in,0,Premier Liga,2005,2005/2006
Spartak Nalchik,Newton Ben Katanha,22,Centre-Forward,MPPJ Selangor,Free Transfer,in,0,Premier Liga,2005,2005/2006
Spartak Nalchik,Erik Korchagin,26,Centre-Forward,Shinnik,Free Transfer,in,0,Premier Liga,2005,2005/2006
Spartak Nalchik,Ngasanya Saddam Ilongo,21,Defensive Midfield,Loko Moscow,Loan,in,0,Premier Liga,2005,2005/2006
Spartak Nalchik,Gogita Gogua,22,Central Midfield,Khimki,?,in,NA,Premier Liga,2005,2005/2006
Spartak Nalchik,Vitali Lanko,28,Centre-Forward,Metall-Kuzbass,?,in,NA,Premier Liga,2005,2005/2006
Spartak Nalchik,Dmitri Michkov,25,Defensive Midfield,Rubin Kazan,?,in,NA,Premier Liga,2005,2005/2006
Spartak Nalchik,Aleksandr Zarutskiy,36,Defender,SK Tavriya,?,in,NA,Premier Liga,2005,2005/2006
Spartak Nalchik,Roman Kontsedalov,19,Central Midfield,Loko Moscow II,Loan,in,0,Premier Liga,2005,2005/2006
Spartak Nalchik,Jefthon,23,Centre-Back,Kuban Krasnodar,Loan,in,0,Premier Liga,2005,2005/2006
Spartak Nalchik,Andrii Poroshyn,27,Centre-Forward,Loko Moscow II,?,in,NA,Premier Liga,2005,2005/2006
Spartak Nalchik,Sergey Serdyukov,24,Centre-Forward,Dinamo Makhachkala,Loan,in,0,Premier Liga,2005,2005/2006
Spartak Nalchik,Mario Juric,28,Right Winger,Shinnik,?,in,NA,Premier Liga,2005,2005/2006
Spartak Nalchik,Stanislav Dyachenko,20,Right-Back,Volyn Lutsk,?,in,NA,Premier Liga,2005,2005/2006
Spartak Nalchik,Denis Evsikov,24,Left-Back,Terek Grozny,?,in,NA,Premier Liga,2005,2005/2006
Spartak Nalchik,Aslan Mashukov,21,Defensive Midfield,Spartak N. II,-,in,0,Premier Liga,2005,2005/2006
Spartak Nalchik,Marat Shogenov,21,Central Midfield,Torpedo Volzhsky,"End of loanDec 31, 2005",in,0,Premier Liga,2005,2005/2006
Spartak Nalchik,Sultan Khuranov,21,Centre-Back,Mashuk-KMV,,in,NA,Premier Liga,2005,2005/2006
Spartak Nalchik,Konstantin Sineokov,26,Right-Back,Spartak-MZK,Free Transfer,out,0,Premier Liga,2005,2005/2006
Spartak Nalchik,Anzor Kunizhev,30,Centre-Forward,Volgar-Gazprom,Free Transfer,out,0,Premier Liga,2005,2005/2006
Spartak Nalchik,Anatoli Romanovich,26,Centre-Back,Shinnik,?,out,NA,Premier Liga,2005,2005/2006
Spartak Nalchik,Alim Khabilov,21,Centre-Forward,Avangard Kursk,?,out,NA,Premier Liga,2005,2005/2006
Spartak Nalchik,Marat Shogenov,20,Central Midfield,Torpedo Volzhsky,Loan,out,0,Premier Liga,2005,2005/2006
Spartak Nalchik,Hamlet Siukaev,24,Right Winger,Volgar-Gazprom,?,out,NA,Premier Liga,2005,2005/2006
Spartak Nalchik,Marat Shogenov,21,Central Midfield,Gazovik Orenburg,?,out,NA,Premier Liga,2005,2005/2006
Spartak Nalchik,Marat Dzakhmishev,25,Central Midfield,S-UGP Anapa,?,out,NA,Premier Liga,2005,2005/2006
Spartak Nalchik,Andrii Poroshyn,27,Centre-Forward,Loko Moscow II,"End of loanDec 1, 2005",out,0,Premier Liga,2005,2005/2006
Spartak Nalchik,Sergey Ovchinnikov,21,Centre-Forward,Loko Moscow II,"End of loanDec 31, 2005",out,0,Premier Liga,2005,2005/2006
Spartak Nalchik,Sultan Khuranov,21,Centre-Back,Unknown,,out,NA,Premier Liga,2005,2005/2006
Spartak Nalchik,Vladimir Kuzmichev,25,Left Winger,CSKA Moscow,"End of loanJun 30, 2005",out,0,Premier Liga,2005,2005/2006
Luch Vladivostok,Kirill Makarov,18,Attacking Midfield,Zenit 2 S-Pb,£270k,in,0.27,Premier Liga,2005,2005/2006
Luch Vladivostok,Andrey Movsesyan,30,Centre-Forward,FK Moskau,Free Transfer,in,0,Premier Liga,2005,2005/2006
Luch Vladivostok,Dmytro Semochko,26,Left-Back,Dnipro,?,in,NA,Premier Liga,2005,2005/2006
Luch Vladivostok,Roman Romanov,24,Centre-Back,Zenit 2 S-Pb,?,in,NA,Premier Liga,2005,2005/2006
Luch Vladivostok,Mikhail Rekudanov,20,Centre-Back,Nika Moskau,Loan,in,0,Premier Liga,2005,2005/2006
