0.0053,0.0057,0.0063,0.0067,0.0068,0.0071,0.0076,0.0079,0.0079,0.0081,0.0083,0.0086,0.0089,0.0093,0.0096,0.0100,0.0103,0.0107,0.0113,0.0117,0.0121,0.0126,0.0132,0.0138,0.0145,0.0150,0.0155,0.0161,0.0168,0.0174,0.0180,0.0188,0.0200,0.0213,0.0229,0.0253,0.0286,0.0318,0.0349,0.0380,0.0410,0.0465,0.0546,0.0653,0.0786,0.0829,0.0784,0.0752,0.0734,0.0725
0.0060,0.0062,0.0067,0.0070,0.0071,0.0074,0.0078,0.0080,0.0081,0.0082,0.0084,0.0087,0.0091,0.0095,0.0098,0.0101,0.0105,0.0109,0.0115,0.0119,0.0123,0.0128,0.0134,0.0140,0.0146,0.0152,0.0156,0.0163,0.0171,0.0178,0.0183,0.0191,0.0201,0.0214,0.0230,0.0259,0.0300,0.0335,0.0362,0.0395,0.0432,0.0514,0.0639,0.0779,0.0934,0.0998,0.0974,0.0967,0.0980,0.0986
0.0069,0.0069,0.0069,0.0071,0.0074,0.0077,0.0080,0.0082,0.0081,0.0082,0.0085,0.0089,0.0093,0.0096,0.0099,0.0102,0.0106,0.0111,0.0116,0.0121,0.0125,0.0130,0.0136,0.0141,0.0145,0.0150,0.0156,0.0165,0.0177,0.0185,0.0189,0.0196,0.0205,0.0216,0.0230,0.0260,0.0306,0.0344,0.0373,0.0419,0.0481,0.0597,0.0769,0.0918,0.1045,0.1162,0.1271,0.1347,0.1390,0.1412
0.0077,0.0075,0.0072,0.0072,0.0076,0.0079,0.0082,0.0083,0.0081,0.0082,0.0086,0.0089,0.0093,0.0096,0.0099,0.0103,0.0107,0.0112,0.0116,0.0121,0.0126,0.0131,0.0137,0.0140,0.0142,0.0147,0.0156,0.0165,0.0175,0.0183,0.0190,0.0198,0.0208,0.0219,0.0232,0.0262,0.0310,0.0352,0.0386,0.0454,0.0555,0.0698,0.0882,0.1038,0.1165,0.1362,0.1628,0.1982,0.2425,0.2647
0.0082,0.0080,0.0075,0.0075,0.0078,0.0081,0.0084,0.0084,0.0082,0.0083,0.0085,0.0088,0.0092,0.0096,0.0099,0.0103,0.0108,0.0112,0.0115,0.0119,0.0125,0.0130,0.0136,0.0138,0.0136,0.0142,0.0156,0.0164,0.0166,0.0173,0.0184,0.0196,0.0210,0.0223,0.0235,0.0265,0.0313,0.0358,0.0400,0.0500,0.0656,0.0816,0.0979,0.1139,0.1296,0.1598,0.2044,0.2873,0.4085,0.4691
0.0085,0.0083,0.0077,0.0076,0.0079,0.0082,0.0085,0.0085,0.0083,0.0083,0.0085,0.0088,0.0092,0.0095,0.0099,0.0103,0.0108,0.0112,0.0114,0.0118,0.0124,0.0130,0.0136,0.0137,0.0133,0.0139,0.0156,0.0164,0.0162,0.0168,0.0181,0.0195,0.0211,0.0225,0.0237,0.0267,0.0315,0.0362,0.0408,0.0523,0.0707,0.0875,0.1027,0.1190,0.1362,0.1716,0.2252,0.3319,0.4915,0.5714
0.0085,0.0083,0.0077,0.0076,0.0079,0.0082,0.0085,0.0085,0.0083,0.0083,0.0085,0.0088,0.0092,0.0095,0.0099,0.0103,0.0108,0.0112,0.0114,0.0118,0.0124,0.0130,0.0136,0.0137,0.0133,0.0139,0.0156,0.0164,0.0162,0.0168,0.0181,0.0195,0.0211,0.0225,0.0237,0.0267,0.0315,0.0362,0.0408,0.0523,0.0707,0.0875,0.1027,0.1190,0.1362,0.1716,0.2252,0.3319,0.4915,0.5714
0.0082,0.0080,0.0075,0.0075,0.0078,0.0081,0.0084,0.0084,0.0082,0.0083,0.0085,0.0088,0.0092,0.0096,0.0099,0.0103,0.0108,0.0112,0.0115,0.0119,0.0125,0.0130,0.0136,0.0138,0.0136,0.0142,0.0156,0.0164,0.0166,0.0173,0.0184,0.0196,0.0210,0.0223,0.0235,0.0265,0.0313,0.0358,0.0400,0.0500,0.0656,0.0816,0.0979,0.1139,0.1296,0.1598,0.2044,0.2873,0.4085,0.4691
0.0077,0.0075,0.0072,0.0072,0.0076,0.0079,0.0082,0.0083,0.0081,0.0082,0.0086,0.0089,0.0093,0.0096,0.0099,0.0103,0.0107,0.0112,0.0116,0.0121,0.0126,0.0131,0.0137,0.0140,0.0142,0.0147,0.0156,0.0165,0.0175,0.0183,0.0190,0.0198,0.0208,0.0219,0.0232,0.0262,0.0310,0.0352,0.0386,0.0454,0.0555,0.0698,0.0882,0.1038,0.1165,0.1362,0.1628,0.1982,0.2425,0.2647
0.0069,0.0069,0.0069,0.0071,0.0074,0.0077,0.0080,0.0082,0.0081,0.0082,0.0085,0.0089,0.0093,0.0096,0.0099,0.0102,0.0106,0.0111,0.0116,0.0121,0.0125,0.0130,0.0136,0.0141,0.0145,0.0150,0.0156,0.0165,0.0177,0.0185,0.0189,0.0196,0.0205,0.0216,0.0230,0.0260,0.0306,0.0344,0.0373,0.0419,0.0481,0.0597,0.0769,0.0918,0.1045,0.1162,0.1271,0.1347,0.1390,0.1412
0.0060,0.0062,0.0067,0.0070,0.0071,0.0074,0.0078,0.0080,0.0081,0.0082,0.0084,0.0087,0.0091,0.0095,0.0098,0.0101,0.0105,0.0109,0.0115,0.0119,0.0123,0.0128,0.0134,0.0140,0.0146,0.0152,0.0156,0.0163,0.0171,0.0178,0.0183,0.0191,0.0201,0.0214,0.0230,0.0259,0.0300,0.0335,0.0362,0.0395,0.0432,0.0514,0.0639,0.0779,0.0934,0.0998,0.0974,0.0967,0.0980,0.0986
0.0053,0.0057,0.0063,0.0067,0.0068,0.0071,0.0076,0.0079,0.0079,0.0081,0.0083,0.0086,0.0089,0.0093,0.0096,0.0100,0.0103,0.0107,0.0113,0.0117,0.0121,0.0126,0.0132,0.0138,0.0145,0.0150,0.0155,0.0161,0.0168,0.0174,0.0180,0.0188,0.0200,0.0213,0.0229,0.0253,0.0286,0.0318,0.0349,0.0380,0.0410,0.0465,0.0546,0.0653,0.0786,0.0829,0.0784,0.0752,0.0734,0.0725
0.0050,0.0052,0.0058,0.0062,0.0065,0.0069,0.0074,0.0077,0.0077,0.0078,0.0081,0.0084,0.0088,0.0091,0.0094,0.0097,0.0102,0.0106,0.0109,0.0114,0.0120,0.0125,0.0131,0.0136,0.0141,0.0146,0.0152,0.0158,0.0166,0.0173,0.0180,0.0189,0.0201,0.0214,0.0227,0.0243,0.0263,0.0293,0.0333,0.0373,0.0413,0.0452,0.0490,0.0540,0.0600,0.0655,0.0703,0.0702,0.0651,0.0626
0.0048,0.0050,0.0055,0.0059,0.0062,0.0066,0.0071,0.0074,0.0074,0.0076,0.0079,0.0082,0.0085,0.0088,0.0092,0.0095,0.0100,0.0104,0.0107,0.0112,0.0119,0.0124,0.0128,0.0132,0.0136,0.0142,0.0148,0.0155,0.0163,0.0171,0.0179,0.0188,0.0199,0.0211,0.0225,0.0238,0.0252,0.0278,0.0316,0.0353,0.0390,0.0421,0.0447,0.0471,0.0492,0.0541,0.0619,0.0633,0.0582,0.0556
0.0047,0.0050,0.0054,0.0057,0.0059,0.0062,0.0067,0.0070,0.0070,0.0072,0.0077,0.0080,0.0082,0.0085,0.0090,0.0094,0.0098,0.0102,0.0106,0.0111,0.0117,0.0122,0.0125,0.0128,0.0131,0.0136,0.0143,0.0151,0.0157,0.0166,0.0177,0.0187,0.0195,0.0207,0.0223,0.0238,0.0253,0.0273,0.0299,0.0321,0.0341,0.0373,0.0417,0.0446,0.0460,0.0489,0.0534,0.0546,0.0525,0.0514
0.0047,0.0049,0.0053,0.0056,0.0057,0.0060,0.0064,0.0067,0.0068,0.0070,0.0075,0.0078,0.0080,0.0083,0.0087,0.0091,0.0096,0.0100,0.0103,0.0108,0.0115,0.0119,0.0123,0.0125,0.0127,0.0132,0.0140,0.0147,0.0153,0.0162,0.0174,0.0184,0.0192,0.0204,0.0221,0.0237,0.0251,0.0267,0.0285,0.0299,0.0311,0.0340,0.0387,0.0416,0.0429,0.0449,0.0476,0.0486,0.0477,0.0473
0.0045,0.0047,0.0051,0.0054,0.0057,0.0060,0.0063,0.0066,0.0067,0.0069,0.0072,0.0075,0.0079,0.0082,0.0085,0.0089,0.0094,0.0098,0.0100,0.0104,0.0111,0.0116,0.0120,0.0124,0.0127,0.0131,0.0138,0.0144,0.0149,0.0157,0.0169,0.0180,0.0191,0.0204,0.0219,0.0234,0.0248,0.0261,0.0274,0.0287,0.0300,0.0323,0.0357,0.0382,0.0399,0.0421,0.0447,0.0452,0.0438,0.0430
0.0044,0.0045,0.0048,0.0052,0.0056,0.0060,0.0062,0.0064,0.0065,0.0067,0.0070,0.0073,0.0077,0.0080,0.0083,0.0087,0.0092,0.0095,0.0097,0.0101,0.0107,0.0113,0.0117,0.0121,0.0125,0.0129,0.0136,0.0141,0.0146,0.0153,0.0164,0.0175,0.0186,0.0200,0.0215,0.0230,0.0243,0.0256,0.0269,0.0282,0.0296,0.0315,0.0339,0.0361,0.0380,0.0400,0.0418,0.0424,0.0416,0.0412
0.0041,0.0042,0.0045,0.0049,0.0054,0.0058,0.0061,0.0062,0.0062,0.0064,0.0068,0.0072,0.0075,0.0079,0.0082,0.0085,0.0089,0.0092,0.0094,0.0098,0.0104,0.0109,0.0114,0.0118,0.0122,0.0126,0.0133,0.0138,0.0142,0.0150,0.0160,0.0170,0.0179,0.0192,0.0209,0.0224,0.0237,0.0252,0.0268,0.0284,0.0300,0.0316,0.0332,0.0351,0.0373,0.0386,0.0392,0.0400,0.0411,0.0417
0.0041,0.0042,0.0044,0.0047,0.0052,0.0056,0.0058,0.0060,0.0061,0.0063,0.0067,0.0070,0.0074,0.0076,0.0079,0.0083,0.0087,0.0090,0.0092,0.0095,0.0101,0.0106,0.0111,0.0115,0.0119,0.0124,0.0130,0.0135,0.0139,0.0146,0.0156,0.0165,0.0174,0.0186,0.0202,0.0218,0.0232,0.0248,0.0265,0.0283,0.0300,0.0315,0.0328,0.0345,0.0366,0.0376,0.0376,0.0388,0.0413,0.0425
0.0044,0.0044,0.0045,0.0046,0.0049,0.0052,0.0055,0.0058,0.0060,0.0062,0.0066,0.0069,0.0072,0.0074,0.0075,0.0079,0.0084,0.0087,0.0090,0.0093,0.0097,0.0102,0.0106,0.0112,0.0118,0.0123,0.0128,0.0132,0.0136,0.0143,0.0152,0.0162,0.0171,0.0183,0.0196,0.0211,0.0229,0.0246,0.0261,0.0278,0.0298,0.0314,0.0327,0.0342,0.0359,0.0368,0.0370,0.0388,0.0421,0.0437
0.0046,0.0046,0.0045,0.0046,0.0048,0.0051,0.0054,0.0057,0.0059,0.0062,0.0066,0.0068,0.0071,0.0072,0.0073,0.0077,0.0082,0.0086,0.0088,0.0092,0.0096,0.0100,0.0104,0.0110,0.0117,0.0123,0.0127,0.0131,0.0135,0.0142,0.0150,0.0160,0.0170,0.0181,0.0192,0.0208,0.0227,0.0244,0.0259,0.0276,0.0297,0.0313,0.0326,0.0341,0.0356,0.0365,0.0368,0.0388,0.0424,0.0443
