,Player,Weekly GrossBase Salary(IN USD),Annual GrossBase Salary(IN USD),"Adj. GrossBase Salary(2021, IN USD)",Pos.,Age,Country,Team,League,Season
0,Mauro Diaz,"$ 7,000","$ 364,000","$ 397,470",M,23,Argentina,FC Dallas,Mls,2015
1,Blas Perez,"$ 6,731","$ 350,000","$ 382,183",F,33,Panama,FC Dallas,Mls,2015
2,David Texeira,"$ 6,500","$ 338,000","$ 369,080",F,23,Uruguay,FC Dallas,Mls,2015
3,Dan Kennedy,"$ 4,481","$ 233,000","$ 254,425",K,31,United States,FC Dallas,Mls,2015
4,Bakary Soumare,"$ 4,327","$ 225,000","$ 245,689",D,28,Mali,FC Dallas,Mls,2015
5,Rolando Escobar,"$ 3,462","$ 180,000","$ 196,551",M,32,Panama,FC Dallas,Mls,2015
6,Zach Loyd,"$ 3,365","$ 175,000","$ 191,092",M,26,United States,FC Dallas,Mls,2015
7,Jevaughn Watson,"$ 3,077","$ 160,000","$ 174,712",M,31,Jamaica,FC Dallas,Mls,2015
8,Fabian Castillo,"$ 2,788","$ 145,000","$ 158,333",F,22,Colombia,FC Dallas,Mls,2015
9,Michel Pereira,"$ 2,692","$ 140,000","$ 152,873",M,33,Brazil,FC Dallas,Mls,2015
10,Matt Hedges,"$ 2,596","$ 135,000","$ 147,414",D,24,United States,FC Dallas,Mls,2015
11,Chris Seitz,"$ 2,500","$ 130,000","$ 141,954",K,27,United States,FC Dallas,Mls,2015
12,Atiba Harris,"$ 2,500","$ 130,000","$ 141,954",M,29,St. Kitts & Nevis,FC Dallas,Mls,2015
13,Ezequiel Cirigliano,"$ 2,404","$ 125,000","$ 136,494",M,22,Argentina,FC Dallas,Mls,2015
14,Walker Zimmerman,"$ 1,923","$ 100,000","$ 109,195",D,21,United States,FC Dallas,Mls,2015
15,Tesho Akindele,"$ 1,346","$ 70,000","$ 76,437",F,22,Canada,FC Dallas,Mls,2015
16,Danny Garcia,"$ 1,346","$ 70,000","$ 76,437",M,20,United States,FC Dallas,Mls,2015
17,Kellyn Acosta,"$ 1,154","$ 60,000","$ 65,517",M,18,United States,FC Dallas,Mls,2015
18,Coy Craft,"$ 1,154","$ 60,000","$ 65,517",F,17,United States,FC Dallas,Mls,2015
19,Jesse Gonzalez,"$ 1,154","$ 60,000","$ 65,517",K,19,United States,FC Dallas,Mls,2015
20,Alejandro Zendejas,"$ 1,154","$ 60,000","$ 65,517",F,16,Mexico,FC Dallas,Mls,2015
21,Michael Barrios,"$ 1,154","$ 60,000","$ 65,517",M,23,Colombia,FC Dallas,Mls,2015
22,Moises Hernandez,"$ 1,154","$ 60,000","$ 65,517",D,22,Guatemala,FC Dallas,Mls,2015
23,Otis Earle,"$ 1,154","$ 60,000","$ 65,517",D,22,England,FC Dallas,Mls,2015
24,Ryan Hollingshead,"$ 1,154","$ 60,000","$ 65,517",M,23,United States,FC Dallas,Mls,2015
25,Stephen Keel,"$ 1,154","$ 60,000","$ 65,517",D,31,United States,FC Dallas,Mls,2015
26,Victor Ulloa,"$ 1,154","$ 60,000","$ 65,517",M,22,Mexico,FC Dallas,Mls,2015
