club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Amkar Perm,Darko Bodul,27,Centre-Forward,Dundee United,Free transfer,in,Summer,0,Premier Liga,2016,2016/2017
Amkar Perm,Stanislav Prokofjev,29,Centre-Forward,SKA Khabarovsk,Free transfer,in,Summer,0,Premier Liga,2016,2016/2017
Amkar Perm,Mikhail Kostyukov,24,Right Winger,Volga NN,Free transfer,in,Summer,0,Premier Liga,2016,2016/2017
Amkar Perm,Anton Shynder,29,Centre-Forward,Shakhtar D.,Free transfer,in,Summer,0,Premier Liga,2016,2016/2017
Amkar Perm,Aleksandr Budakov,31,Goalkeeper,Isloch,Free transfer,in,Summer,0,Premier Liga,2016,2016/2017
Amkar Perm,Sékou Condé,23,Centre-Back,Olimpik Donetsk,Free transfer,in,Summer,0,Premier Liga,2016,2016/2017
Amkar Perm,Aleksandar Miljkovic,26,Right-Back,RNK Split,?,in,Summer,NA,Premier Liga,2016,2016/2017
Amkar Perm,David Khurtsidze,22,Attacking Midfield,Amkar-Junior,-,in,Summer,0,Premier Liga,2016,2016/2017
Amkar Perm,Vasili Aleynikov,22,Defensive Midfield,Amkar Perm II,-,in,Summer,0,Premier Liga,2016,2016/2017
Amkar Perm,Dmitri Belorukov,33,Centre-Back,Dynamo Moscow,Free transfer,out,Summer,0,Premier Liga,2016,2016/2017
Amkar Perm,Roman Gerus,35,Goalkeeper,Arsenal Tula,Free transfer,out,Summer,0,Premier Liga,2016,2016/2017
Amkar Perm,Aleksandr Prudnikov,27,Centre-Forward,Orenburg,Free transfer,out,Summer,0,Premier Liga,2016,2016/2017
Amkar Perm,David Dzakhov,27,Central Midfield,Shinnik,Loan,out,Summer,0,Premier Liga,2016,2016/2017
Amkar Perm,Oleg Mishchenko,26,Right Winger,Ilyichivets,Loan,out,Summer,0,Premier Liga,2016,2016/2017
Amkar Perm,Bright Dike,29,Centre-Forward,Without Club,-,out,Summer,0,Premier Liga,2016,2016/2017
Amkar Perm,Bogdan Butko,25,Right-Back,Shakhtar D.,"End of loanJun 30, 2016",out,Summer,0,Premier Liga,2016,2016/2017
Anzhi Makhachkala,David Yurchenko,30,Goalkeeper,Ufa,Free transfer,in,Summer,0,Premier Liga,2016,2016/2017
Anzhi Makhachkala,Cédric Yambéré,25,Centre-Back,G. Bordeaux,Loan,in,Summer,0,Premier Liga,2016,2016/2017
Anzhi Makhachkala,Ivo Ilicevic,29,Left Winger,Hamburger SV,Free transfer,in,Summer,0,Premier Liga,2016,2016/2017
Anzhi Makhachkala,Xandão,28,Centre-Back,Kuban Krasnodar,Free transfer,in,Summer,0,Premier Liga,2016,2016/2017
Anzhi Makhachkala,Mohammed Rabiu,26,Defensive Midfield,Kuban Krasnodar,Free transfer,in,Summer,0,Premier Liga,2016,2016/2017
Anzhi Makhachkala,Sergey Parshivlyuk,27,Right-Back,Spartak Moscow,Free transfer,in,Summer,0,Premier Liga,2016,2016/2017
Anzhi Makhachkala,Pavel Yakovlev,25,Left Winger,Spartak Moscow,Free transfer,in,Summer,0,Premier Liga,2016,2016/2017
Anzhi Makhachkala,Aleksandr Belenov,29,Goalkeeper,Kuban Krasnodar,?,in,Summer,NA,Premier Liga,2016,2016/2017
Anzhi Makhachkala,Svyatoslav Georgievski,20,Right Winger,Kuban Krasnodar,?,in,Summer,NA,Premier Liga,2016,2016/2017
Anzhi Makhachkala,Sergey Karetnik,21,Central Midfield,Kuban Krasnodar,?,in,Summer,NA,Premier Liga,2016,2016/2017
Anzhi Makhachkala,Pylyp Budkivskyi,24,Centre-Forward,Shakhtar D.,Loan,in,Summer,0,Premier Liga,2016,2016/2017
Anzhi Makhachkala,Gabriel Obertan,27,Attacking Midfield,Without Club,-,in,Summer,0,Premier Liga,2016,2016/2017
Anzhi Makhachkala,Murad Qurbanov,24,Right-Back,Khimik,"End of loanJun 30, 2016",in,Summer,0,Premier Liga,2016,2016/2017
Anzhi Makhachkala,Aleksandr Krivoruchko,31,Goalkeeper,Tom Tomsk,"End of loanJun 30, 2016",in,Summer,0,Premier Liga,2016,2016/2017
Anzhi Makhachkala,Andrey Eshchenko,32,Right-Back,Dynamo Moscow,"End of loanJun 30, 2016",in,Summer,0,Premier Liga,2016,2016/2017
Anzhi Makhachkala,Andrey Eshchenko,32,Right-Back,Spartak Moscow,Free transfer,out,Summer,0,Premier Liga,2016,2016/2017
Anzhi Makhachkala,Aleksandr Krivoruchko,31,Goalkeeper,SKA Khabarovsk,Free transfer,out,Summer,0,Premier Liga,2016,2016/2017
Anzhi Makhachkala,Islamnur Abdulavov,22,Centre-Forward,Ufa,Free transfer,out,Summer,0,Premier Liga,2016,2016/2017
Anzhi Makhachkala,Evgeniy Pomazan,27,Goalkeeper,Kuban Krasnodar,Free transfer,out,Summer,0,Premier Liga,2016,2016/2017
Anzhi Makhachkala,Ilya Maksimov,29,Central Midfield,Arsenal Tula,Free transfer,out,Summer,0,Premier Liga,2016,2016/2017
Anzhi Makhachkala,Aleksandr Zhirov,25,Centre-Back,Tom Tomsk,Free transfer,out,Summer,0,Premier Liga,2016,2016/2017
Anzhi Makhachkala,Mekhti Dzhenetov,24,Goalkeeper,Baltika,Loan,out,Summer,0,Premier Liga,2016,2016/2017
Anzhi Makhachkala,Murad Qurbanov,24,Right-Back,Without Club,-,out,Summer,0,Premier Liga,2016,2016/2017
Anzhi Makhachkala,David Yurchenko,30,Goalkeeper,Ufa,"End of loanJun 30, 2016",out,Summer,0,Premier Liga,2016,2016/2017
Arsenal Tula,Aleksandr Sheshukov,33,Centre-Back,Loko Moscow,Free transfer,in,Summer,0,Premier Liga,2016,2016/2017
Arsenal Tula,Ruslan Mukhametshin,34,Centre-Forward,Mordovia,Free transfer,in,Summer,0,Premier Liga,2016,2016/2017
Arsenal Tula,Nikita Burmistrov,26,Right Winger,Krasnodar,Free transfer,in,Summer,0,Premier Liga,2016,2016/2017
Arsenal Tula,Oleg Vlasov,31,Attacking Midfield,Mordovia,Free transfer,in,Summer,0,Premier Liga,2016,2016/2017
Arsenal Tula,Khyzyr Appaev,26,Centre-Forward,Orenburg,Free transfer,in,Summer,0,Premier Liga,2016,2016/2017
Arsenal Tula,Igor Gorbatenko,27,Attacking Midfield,KS Samara,Free transfer,in,Summer,0,Premier Liga,2016,2016/2017
Arsenal Tula,Roman Gerus,35,Goalkeeper,Amkar Perm,Free transfer,in,Summer,0,Premier Liga,2016,2016/2017
Arsenal Tula,Aleksandr Stolyarenko,25,Centre-Back,Sokol Saratov,Free transfer,in,Summer,0,Premier Liga,2016,2016/2017
Arsenal Tula,Aleksandr Gorbatyuk,31,Centre-Back,Sokol Saratov,Free transfer,in,Summer,0,Premier Liga,2016,2016/2017
Arsenal Tula,Lukas Tesak,31,Left-Back,Kairat Almaty,Free transfer,in,Summer,0,Premier Liga,2016,2016/2017
Arsenal Tula,Ilya Maksimov,29,Central Midfield,Anzhi,Free transfer,in,Summer,0,Premier Liga,2016,2016/2017
Arsenal Tula,Jherson Vergara,22,Centre-Back,AC Milan,Loan,in,Summer,0,Premier Liga,2016,2016/2017
Arsenal Tula,Aleksandr Filtsov,26,Goalkeeper,Rubin Kazan,Loan,in,Summer,0,Premier Liga,2016,2016/2017
Arsenal Tula,Mikhail Levashov,24,Goalkeeper,Arsenal 2 Tula,-,in,Summer,0,Premier Liga,2016,2016/2017
