,Player,Weekly GrossBase Salary(IN EUR),Annual GrossBase Salary(IN EUR),"Adj. GrossBase Salary(2021, IN EUR)",Pos.,Age,Country,Team,League,Season
0,Kylian Mbappé,"€ 341,712","€ 17,769,000","€ 18,051,533",F,18,France,Monaco,Ligue 1,2017-2018
1,Thomas Lemar,"€ 109,462","€ 5,692,000","€ 5,782,505",F,21,France,Monaco,Ligue 1,2017-2018
2,João Moutinho,"€ 79,731","€ 4,146,000","€ 4,211,923",M,30,Portugal,Monaco,Ligue 1,2017-2018
3,Keita Baldé,"€ 77,462","€ 4,028,000","€ 4,092,047",F,22,Senegal,Monaco,Ligue 1,2017-2018
4,Kamil Glik,"€ 66,058","€ 3,435,000","€ 3,489,618",D,29,Poland,Monaco,Ligue 1,2017-2018
5,Stevan Jovetic,"€ 63,788","€ 3,317,000","€ 3,369,741",F,27,Montenegro,Monaco,Ligue 1,2017-2018
6,Djibril Sidibé,"€ 61,327","€ 3,189,000","€ 3,239,706",D,24,France,Monaco,Ligue 1,2017-2018
7,Jemerson,"€ 59,904","€ 3,115,000","€ 3,164,530",D,24,Brazil,Monaco,Ligue 1,2017-2018
8,Fabinho,"€ 56,962","€ 2,962,000","€ 3,009,097",M,23,Brazil,Monaco,Ligue 1,2017-2018
9,Rachid Ghezzal,"€ 45,558","€ 2,369,000","€ 2,406,668",F,25,Algeria,Monaco,Ligue 1,2017-2018
10,Jorge,"€ 40,038","€ 2,082,000","€ 2,115,105",D,21,Brazil,Monaco,Ligue 1,2017-2018
11,Danijel Subasic,"€ 38,731","€ 2,014,000","€ 2,046,023",K,32,Croatia,Monaco,Ligue 1,2017-2018
12,Youri Tielemans,"€ 36,442","€ 1,895,000","€ 1,925,131",M,20,Belgium,Monaco,Ligue 1,2017-2018
13,Adama Diakhaby,"€ 26,750","€ 1,391,000","€ 1,413,117",F,20,France,Monaco,Ligue 1,2017-2018
14,Andrea Raggi,"€ 26,673","€ 1,387,000","€ 1,409,054",D,33,Italy,Monaco,Ligue 1,2017-2018
15,Adama Traoré,"€ 25,058","€ 1,303,000","€ 1,323,718",M,22,Mali,Monaco,Ligue 1,2017-2018
16,Almamy Touré,"€ 22,865","€ 1,189,000","€ 1,207,906",D,21,France,Monaco,Ligue 1,2017-2018
17,Rony Lopes,"€ 22,769","€ 1,184,000","€ 1,202,826",F,21,Portugal,Monaco,Ligue 1,2017-2018
18,Allan Saint-Maximin,"€ 22,769","€ 1,184,000","€ 1,202,826",F,20,France,Monaco,Ligue 1,2017-2018
19,Diego Benaglio,"€ 21,885","€ 1,138,000","€ 1,156,095",K,33,Switzerland,Monaco,Ligue 1,2017-2018
20,Pietro Pellegri,"€ 19,308","€ 1,004,000","€ 1,019,964",F,16,Italy,Monaco,Ligue 1,2017-2018
21,Kévin N'Doram,"€ 11,538","€ 600,000","€ 609,540",M,21,France,Monaco,Ligue 1,2017-2018
22,Jordi Mboula,"€ 11,519","€ 599,000","€ 608,524",F,18,Spain,Monaco,Ligue 1,2017-2018
23,Loïc Badiashile,"€ 5,538","€ 288,000","€ 292,579",K,19,France,Monaco,Ligue 1,2017-2018
24,Adrien Bongiovanni,"€ 5,192","€ 270,000","€ 274,293",F,17,Belgium,Monaco,Ligue 1,2017-2018
25,Moussa Sylla,"€ 4,462","€ 232,000","€ 235,689",F,17,France,Monaco,Ligue 1,2017-2018
26,Seydou Sy,"€ 3,615","€ 188,000","€ 190,989",K,21,Senegal,Monaco,Ligue 1,2017-2018
27,Julien Serrano,"€ 3,212","€ 167,000","€ 169,655",D,19,France,Monaco,Ligue 1,2017-2018
28,Ibrahima Diallo,"€ 2,154","€ 112,000","€ 113,781",M,18,France,Monaco,Ligue 1,2017-2018
29,Romain Faivre,"€ 1,942","€ 101,000","€ 102,606",M,18,France,Monaco,Ligue 1,2017-2018
30,Pierre-Daniel Nguinda,€ 0,€ 0,€ 0,D,21,Cameroon,Monaco,Ligue 1,2017-2018
31,Safwan Mbaé,€ 0,€ 0,€ 0,D,20,France,Monaco,Ligue 1,2017-2018
32,Falcao,€ 0,€ 0,€ 0,F,31,Colombia,Monaco,Ligue 1,2017-2018
33,Soualiho Meïté,€ 0,€ 0,€ 0,M,23,France,Monaco,Ligue 1,2017-2018
34,Gabriel Boschilia,€ 0,€ 0,€ 0,M,21,Brazil,Monaco,Ligue 1,2017-2018
35,Terence Kongolo,€ 0,€ 0,€ 0,D,23,Netherlands,Monaco,Ligue 1,2017-2018
36,Gil Dias,€ 0,€ 0,€ 0,F,20,Portugal,Monaco,Ligue 1,2017-2018
37,Guido Carrillo,€ 0,€ 0,€ 0,F,26,Argentina,Monaco,Ligue 1,2017-2018
