club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Juventus FC,Kwadwo Asamoah,23,Left Midfield,Udinese Calcio,£16.20m,in,Summer,16.2,Serie A,2012,2012/2013
Juventus FC,Mauricio Isla,24,Right-Back,Udinese Calcio,£12.51m,in,Summer,12.51,Serie A,2012,2012/2013
Juventus FC,Sebastian Giovinco,25,Second Striker,Parma,£9.90m,in,Summer,9.9,Serie A,2012,2012/2013
Juventus FC,Manolo Gabbiadini,20,Centre-Forward,Atalanta,£9.90m,in,Summer,9.9,Serie A,2012,2012/2013
Juventus FC,Martín Cáceres,25,Centre-Back,Sevilla FC,£7.20m,in,Summer,7.2,Serie A,2012,2012/2013
Juventus FC,Richmond Boakye,19,Centre-Forward,Genoa,£3.60m,in,Summer,3.6,Serie A,2012,2012/2013
Juventus FC,Nicola Leali,19,Goalkeeper,Brescia,£3.42m,in,Summer,3.42,Serie A,2012,2012/2013
Juventus FC,Alberto Masi,19,Centre-Back,Pro Vercelli,£1.89m,in,Summer,1.89,Serie A,2012,2012/2013
Juventus FC,Lúcio,34,Centre-Back,Inter,Free transfer,in,Summer,0,Serie A,2012,2012/2013
Juventus FC,James Troisi,24,Attacking Midfield,Kayserispor,Free transfer,in,Summer,0,Serie A,2012,2012/2013
Juventus FC,Paul Pogba,19,Central Midfield,Man Utd,Free transfer,in,Summer,0,Serie A,2012,2012/2013
Juventus FC,Nicklas Bendtner,24,Centre-Forward,Arsenal,Loan,in,Summer,0,Serie A,2012,2012/2013
Juventus FC,Luca Castiglia,23,Central Midfield,SPAL,?,in,Summer,NA,Serie A,2012,2012/2013
Juventus FC,Raffaele Bianco,24,Central Midfield,Spezia Calcio,?,in,Summer,NA,Serie A,2012,2012/2013
Juventus FC,Raffaele Alcibiade,22,Centre-Back,Nocerina,?,in,Summer,NA,Serie A,2012,2012/2013
Juventus FC,Carlos García,19,Centre-Back,Juventus U19,-,in,Summer,0,Serie A,2012,2012/2013
Juventus FC,Laurentiu Branescu,18,Goalkeeper,Juventus U19,-,in,Summer,0,Serie A,2012,2012/2013
Juventus FC,Rubinho,30,Goalkeeper,Without Club,-,in,Summer,0,Serie A,2012,2012/2013
Juventus FC,Gabriel,18,Central Midfield,Juventus U19,-,in,Summer,0,Serie A,2012,2012/2013
Juventus FC,Milos Krasic,27,Right Winger,Fenerbahce,£6.30m,out,Summer,6.3,Serie A,2012,2012/2013
Juventus FC,Eljero Elia,25,Left Winger,Werder Bremen,£4.95m,out,Summer,4.95,Serie A,2012,2012/2013
Juventus FC,Ciro Immobile,22,Centre-Forward,Genoa,£3.60m,out,Summer,3.6,Serie A,2012,2012/2013
Juventus FC,James Troisi,24,Attacking Midfield,Atalanta,Loan fee:£1.80m,out,Summer,1.8,Serie A,2012,2012/2013
Juventus FC,Felipe Melo,29,Defensive Midfield,Galatasaray,Loan fee:£1.58m,out,Summer,1.58,Serie A,2012,2012/2013
Juventus FC,Cristian Pasquato,22,Second Striker,Udinese Calcio,£1.35m,out,Summer,1.35,Serie A,2012,2012/2013
Juventus FC,Michele Pazienza,30,Defensive Midfield,Bologna,£270Th.,out,Summer,0.27,Serie A,2012,2012/2013
Juventus FC,Manolo Gabbiadini,20,Centre-Forward,Bologna,Loan,out,Summer,0,Serie A,2012,2012/2013
Juventus FC,Alberto Masi,19,Centre-Back,Pro Vercelli,Loan,out,Summer,0,Serie A,2012,2012/2013
Juventus FC,Richmond Boakye,19,Centre-Forward,Sassuolo,Loan,out,Summer,0,Serie A,2012,2012/2013
Juventus FC,Luca Castiglia,23,Central Midfield,Vicenza,£450,out,Summer,NA,Serie A,2012,2012/2013
Juventus FC,Gabriel,18,Central Midfield,Pro Vercelli,Loan,out,Summer,0,Serie A,2012,2012/2013
Juventus FC,Salvatore D'Elia,23,Left-Back,Unione Venezia,Loan,out,Summer,0,Serie A,2012,2012/2013
