club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Paris Saint-Germain,Grzegorz Krychowiak,26,Defensive Midfield,Sevilla FC,£24.75m,in,Summer,24.75,Ligue 1,2016,2016/2017
Paris Saint-Germain,Jesé,23,Left Winger,Real Madrid,£22.50m,in,Summer,22.5,Ligue 1,2016,2016/2017
Paris Saint-Germain,Giovani Lo Celso,20,Central Midfield,CA Rosario,£9.00m,in,Summer,9,Ligue 1,2016,2016/2017
Paris Saint-Germain,Thomas Meunier,24,Right-Back,Club Brugge,£5.40m,in,Summer,5.4,Ligue 1,2016,2016/2017
Paris Saint-Germain,Hatem Ben Arfa,29,Attacking Midfield,OGC Nice,Free transfer,in,Summer,0,Ligue 1,2016,2016/2017
Paris Saint-Germain,Odsonne Edouard,19,Centre-Forward,Toulouse,"End of loanApr 4, 2017",in,Summer,0,Ligue 1,2016,2016/2017
Paris Saint-Germain,Jonathan Ikoné,18,Attacking Midfield,Paris SG U19,-,in,Summer,0,Ligue 1,2016,2016/2017
Paris Saint-Germain,Odsonne Edouard,18,Centre-Forward,Paris SG B,-,in,Summer,0,Ligue 1,2016,2016/2017
Paris Saint-Germain,Alphonse Areola,23,Goalkeeper,Villarreal,"End of loanJun 30, 2016",in,Summer,0,Ligue 1,2016,2016/2017
Paris Saint-Germain,Jean-Christophe Bahebeck,23,Centre-Forward,Saint-Étienne,"End of loanJun 30, 2016",in,Summer,0,Ligue 1,2016,2016/2017
Paris Saint-Germain,Lucas Digne,22,Left-Back,AS Roma,"End of loanJun 30, 2016",in,Summer,0,Ligue 1,2016,2016/2017
Paris Saint-Germain,Youssouf Sabaly,23,Right-Back,FC Nantes,"End of loanJun 30, 2016",in,Summer,0,Ligue 1,2016,2016/2017
Paris Saint-Germain,David Luiz,29,Centre-Back,Chelsea,£31.50m,out,Summer,31.5,Ligue 1,2016,2016/2017
Paris Saint-Germain,Lucas Digne,22,Left-Back,FC Barcelona,£14.85m,out,Summer,14.85,Ligue 1,2016,2016/2017
Paris Saint-Germain,Benjamin Stambouli,26,Centre-Back,FC Schalke 04,£7.20m,out,Summer,7.2,Ligue 1,2016,2016/2017
Paris Saint-Germain,Gregory van der Wiel,28,Right-Back,Fenerbahce,Free transfer,out,Summer,0,Ligue 1,2016,2016/2017
Paris Saint-Germain,Zlatan Ibrahimovic,34,Centre-Forward,Man Utd,Free transfer,out,Summer,0,Ligue 1,2016,2016/2017
Paris Saint-Germain,Nicolas Douchez,36,Goalkeeper,Lens,Free transfer,out,Summer,0,Ligue 1,2016,2016/2017
Paris Saint-Germain,Giovani Lo Celso,20,Central Midfield,CA Rosario,Loan,out,Summer,0,Ligue 1,2016,2016/2017
Paris Saint-Germain,Youssouf Sabaly,23,Right-Back,G. Bordeaux,Loan,out,Summer,0,Ligue 1,2016,2016/2017
Paris Saint-Germain,Odsonne Edouard,18,Centre-Forward,Toulouse,Loan,out,Summer,0,Ligue 1,2016,2016/2017
Paris Saint-Germain,Jean-Christophe Bahebeck,23,Centre-Forward,Pescara,Loan,out,Summer,0,Ligue 1,2016,2016/2017
Paris Saint-Germain,Salvatore Sirigu,29,Goalkeeper,Sevilla FC,Loan,out,Summer,0,Ligue 1,2016,2016/2017
Olympique Lyon,Emanuel Mammana,20,Centre-Back,River Plate,£7.65m,in,Summer,7.65,Ligue 1,2016,2016/2017
Olympique Lyon,Jean-Philippe Mateta,19,Centre-Forward,LB Châteauroux,£3.69m,in,Summer,3.69,Ligue 1,2016,2016/2017
Olympique Lyon,Nicolas N'Koulou,26,Centre-Back,Marseille,Free transfer,in,Summer,0,Ligue 1,2016,2016/2017
Olympique Lyon,Maciej Rybus,26,Left-Back,Terek Grozny,Free transfer,in,Summer,0,Ligue 1,2016,2016/2017
Olympique Lyon,Romain Del Castillo,20,Right Winger,Olymp. Lyon B,-,in,Summer,0,Ligue 1,2016,2016/2017
Olympique Lyon,Gaëtan Perrin,20,Right Midfield,Olymp. Lyon B,-,in,Summer,0,Ligue 1,2016,2016/2017
Olympique Lyon,Houssem Aouar,18,Central Midfield,Olymp. Lyon U19,-,in,Summer,0,Ligue 1,2016,2016/2017
Olympique Lyon,Mouctar Diakhaby,19,Centre-Back,Olymp. Lyon B,-,in,Summer,0,Ligue 1,2016,2016/2017
Olympique Lyon,Jordy Gaspar,19,Right-Back,Olymp. Lyon B,-,in,Summer,0,Ligue 1,2016,2016/2017
Olympique Lyon,Louis Nganioni,21,Left-Back,FC Utrecht,"End of loanJun 30, 2016",in,Summer,0,Ligue 1,2016,2016/2017
Olympique Lyon,Lindsay Rose,24,Centre-Back,FC Lorient,"End of loanJun 30, 2016",in,Summer,0,Ligue 1,2016,2016/2017
Olympique Lyon,Samuel Umtiti,22,Centre-Back,FC Barcelona,£22.50m,out,Summer,22.5,Ligue 1,2016,2016/2017
Olympique Lyon,Lindsay Rose,24,Centre-Back,FC Lorient,£1.35m,out,Summer,1.35,Ligue 1,2016,2016/2017
Olympique Lyon,Bakary Koné,28,Centre-Back,Málaga CF,£720Th.,out,Summer,0.72,Ligue 1,2016,2016/2017
Olympique Lyon,Henri Bedimo,32,Left-Back,Marseille,Free transfer,out,Summer,0,Ligue 1,2016,2016/2017
Olympique Lyon,Steed Malbranque,36,Central Midfield,SM Caen,Free transfer,out,Summer,0,Ligue 1,2016,2016/2017
Olympique Lyon,Romain Del Castillo,20,Right Winger,Bourg-en-Bresse,Loan,out,Summer,0,Ligue 1,2016,2016/2017
Olympique Lyon,Louis Nganioni,21,Left-Back,Stade Brest 29,Loan,out,Summer,0,Ligue 1,2016,2016/2017
Olympique Lyon,Zakarie Labidi,21,Attacking Midfield,Stade Brest 29,Free transfer,out,Summer,0,Ligue 1,2016,2016/2017
Olympique Lyon,Arnold Mvuemba,31,Defensive Midfield,Without Club,-,out,Summer,0,Ligue 1,2016,2016/2017
AS Monaco,Djibril Sidibé,23,Right-Back,LOSC Lille,£13.50m,in,Summer,13.5,Ligue 1,2016,2016/2017
AS Monaco,Benjamin Mendy,21,Left-Back,Marseille,£11.70m,in,Summer,11.7,Ligue 1,2016,2016/2017
AS Monaco,Kamil Glik,28,Centre-Back,Torino,£9.90m,in,Summer,9.9,Ligue 1,2016,2016/2017
AS Monaco,Youssef Aït Bennasser,19,Central Midfield,AS Nancy,£2.70m,in,Summer,2.7,Ligue 1,2016,2016/2017
AS Monaco,Morgan De Sanctis,39,Goalkeeper,AS Roma,Free transfer,in,Summer,0,Ligue 1,2016,2016/2017
AS Monaco,Loïc Badiashile,18,Goalkeeper,Monaco U19,-,in,Summer,0,Ligue 1,2016,2016/2017
AS Monaco,Kévin N'Doram,20,Defensive Midfield,Monaco B,-,in,Summer,0,Ligue 1,2016,2016/2017
AS Monaco,Jessy Pi,22,Defensive Midfield,Troyes,"End of loanJun 30, 2016",in,Summer,0,Ligue 1,2016,2016/2017
AS Monaco,Gil Dias,19,Right Winger,Varzim,"End of loanJun 30, 2016",in,Summer,0,Ligue 1,2016,2016/2017
AS Monaco,Edgar Salli,23,Right Winger,FC St. Gallen,"End of loanJun 30, 2016",in,Summer,0,Ligue 1,2016,2016/2017
AS Monaco,Allan Saint-Maximin,19,Left Winger,Hannover 96,"End of loanJun 30, 2016",in,Summer,0,Ligue 1,2016,2016/2017
AS Monaco,Dylan Bahamboula,21,Attacking Midfield,Paris FC,"End of loanJun 30, 2016",in,Summer,0,Ligue 1,2016,2016/2017
AS Monaco,Delvin N'Dinga,28,Defensive Midfield,Loko Moscow,"End of loanJun 30, 2016",in,Summer,0,Ligue 1,2016,2016/2017
AS Monaco,Valère Germain,26,Centre-Forward,OGC Nice,"End of loanJun 30, 2016",in,Summer,0,Ligue 1,2016,2016/2017
AS Monaco,Falcao,30,Centre-Forward,Chelsea,"End of loanJun 30, 2016",in,Summer,0,Ligue 1,2016,2016/2017
AS Monaco,Corentin Jean,20,Right Winger,Troyes,"End of loanJun 30, 2016",in,Summer,0,Ligue 1,2016,2016/2017
AS Monaco,Abdou Diallo,20,Centre-Back,Zulte Waregem,"End of loanJun 30, 2016",in,Summer,0,Ligue 1,2016,2016/2017
AS Monaco,Marcel Tisserand,23,Centre-Back,Toulouse,"End of loanJun 30, 2016",in,Summer,0,Ligue 1,2016,2016/2017
AS Monaco,Gabriel Boschilia,20,Attacking Midfield,Standard Liège,"End of loanJun 30, 2016",in,Summer,0,Ligue 1,2016,2016/2017
AS Monaco,Ivan Cavaleiro,22,Left Winger,Wolves,£7.20m,out,Summer,7.2,Ligue 1,2016,2016/2017
AS Monaco,Marcel Tisserand,23,Centre-Back,FC Ingolstadt,£3.15m,out,Summer,3.15,Ligue 1,2016,2016/2017
AS Monaco,Delvin N'Dinga,28,Defensive Midfield,Loko Moscow,£2.25m,out,Summer,2.25,Ligue 1,2016,2016/2017
AS Monaco,Jessy Pi,22,Defensive Midfield,Toulouse,£630Th.,out,Summer,0.63,Ligue 1,2016,2016/2017
AS Monaco,Elderson,28,Left-Back,Standard Liège,Loan fee:£225Th.,out,Summer,0.225,Ligue 1,2016,2016/2017
AS Monaco,Allan Saint-Maximin,19,Left Winger,SC Bastia,Loan,out,Summer,0,Ligue 1,2016,2016/2017
AS Monaco,Farès Bahlouli,21,Attacking Midfield,Standard Liège,Loan,out,Summer,0,Ligue 1,2016,2016/2017
AS Monaco,Jonathan Mexique,21,Central Midfield,Red Star FC,Loan,out,Summer,0,Ligue 1,2016,2016/2017
AS Monaco,Raphaël Diarra,21,Centre-Back,Cercle Brugge,Loan,out,Summer,0,Ligue 1,2016,2016/2017
AS Monaco,Vágner Love,32,Centre-Forward,Alanyaspor,Free transfer,out,Summer,0,Ligue 1,2016,2016/2017
AS Monaco,Edgar Salli,23,Right Winger,1.FC Nuremberg,Free transfer,out,Summer,0,Ligue 1,2016,2016/2017
AS Monaco,Gil Dias,19,Right Winger,Rio Ave FC,Loan,out,Summer,0,Ligue 1,2016,2016/2017
AS Monaco,Dylan Bahamboula,21,Attacking Midfield,Dijon,Free transfer,out,Summer,0,Ligue 1,2016,2016/2017
AS Monaco,Youssef Aït Bennasser,19,Central Midfield,AS Nancy,Loan,out,Summer,0,Ligue 1,2016,2016/2017
AS Monaco,Jérémy Toulalan,32,Defensive Midfield,G. Bordeaux,Free transfer,out,Summer,0,Ligue 1,2016,2016/2017
AS Monaco,Paul Nardi,22,Goalkeeper,Stade Rennais,Loan,out,Summer,0,Ligue 1,2016,2016/2017
AS Monaco,Lacina Traore,26,Centre-Forward,CSKA Moscow,Loan,out,Summer,0,Ligue 1,2016,2016/2017
AS Monaco,Ricardo Carvalho,38,Centre-Back,Without Club,-,out,Summer,0,Ligue 1,2016,2016/2017
