id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
3423,Kylian Mbappe-Lottin,31,2392,27,22.854565370827913,7,5.384128553792834,103,33,5,0,F M S,Paris Saint Germain,21,18.29412578418851,32.02804045379162,10.398178676143289
555,Memphis Depay,37,2932,21,16.249495474621654,12,14.070530615746975,110,94,4,0,F M S,Lyon,13,10.168799763545394,28.86987485550344,12.154926242306828
3210,Wissam Ben Yedder,37,2658,20,20.224992409348488,7,6.69225193746388,81,41,3,0,F S,Monaco,10,11.103916339576244,21.63107965514064,7.890263848006725
83,Kevin Volland,35,2820,16,11.136244772002101,7,5.541549302637577,56,32,4,0,F M S,Monaco,16,11.136244772002101,18.23225424438715,4.0623098984360695
3746,Gaetan Laborde,38,3297,16,11.377969427034259,8,5.432969443500042,101,37,3,0,F M,Montpellier,16,11.377969427034259,15.379737148061395,4.29490464925766
6905,Ludovic Ajorque,35,2983,16,15.859640166163445,4,3.360380738042295,69,35,5,0,F S,Strasbourg,12,12.059164315462112,16.349550460465252,1.8609373467043042
8637,Burak Yilmaz,28,2057,16,10.40669023618102,5,4.224032793194056,66,29,6,0,F S,Lille,12,7.366309667006135,11.47070669196546,1.5940347835421562
3530,Andy Delort,30,2516,15,12.927485270425677,9,6.786704398691654,91,53,4,0,F,Montpellier,15,12.16739015839994,17.666917564347386,4.133094763383269
5657,Karl Toko Ekambi,35,2849,14,17.97721042484045,6,6.999955324456096,90,49,3,0,F M S,Lyon,14,17.97721042484045,28.0312340259552,8.084193263202906
7224,Boulaye Dia,36,2974,14,13.288508677855134,1,2.009201869368553,63,29,2,0,F M S,Reims,9,9.48803305439651,13.300803061574697,2.3346955655142665
8997,Terem Igobor Moffi,32,2104,14,10.711351305246353,2,2.9062405582517385,56,26,2,0,F S,Lorient,13,9.95125612616539,13.14053852763027,1.7896364703774452
1304,Moise Kean,26,1723,13,10.803335584700108,0,0.9559353496879339,52,7,4,0,F M S,Paris Saint Germain,13,10.803335584700108,13.382936757057905,3.096214957535267
8636,Jonathan Christian David,37,2375,13,10.193992603570223,2,2.657282277010381,55,34,0,0,F M S,Lille,13,10.193992603570223,15.72020023316145,3.3598841540515423
6401,Amine Gouiri,34,2766,12,13.307516725733876,7,6.94786140602082,80,52,5,0,F M S,Nice,8,10.267334809526801,19.292043793946505,6.041423290036619
7746,Hwang Ui-Jo,36,2559,12,13.857626881450415,3,3.045632278546691,76,20,1,0,F M S,Bordeaux,9,11.577341493219137,13.104351023212075,2.141075560823083
2549,Gaël Kakuta,35,2449,11,11.000118847936392,5,6.874319850467145,52,49,3,0,F M S,Lens,4,4.1594595313072205,14.133826972916722,7.443624505773187
6864,Renaud Ripart,38,3069,11,10.323585475794971,0,2.0232344400137663,68,17,3,0,D F M S,Nimes,5,5.002919561229646,11.076002564281225,6.211831733584404
3475,Ludovic Blas,36,2824,10,7.886077870614827,4,3.4960444178432226,71,29,5,0,F M S,Nantes,10,7.886077870614827,13.177060053683817,2.723913975059986
3738,Sehrou Guirassy,27,1766,10,8.145261235535145,1,2.8140985779464245,52,26,3,0,F S,Rennes,9,7.385231681168079,8.889986414462328,1.8485847916454077
5786,Yoane Wissa,38,2693,10,13.373510808683932,4,3.575341407209635,59,29,2,0,F M S,Lorient,6,9.573035168461502,14.7446642909199,3.5842568976804614
8702,Tinotenda Kadewere,33,2033,10,10.553180739283562,3,3.5567368362098932,61,21,4,0,F M S,Lyon,10,10.553180739283562,16.895790606737137,6.894662834703922
1583,Arkadiusz Milik,15,1231,9,7.984825819730759,1,1.0393305737525225,46,8,2,0,F S,Marseille,6,5.704540386795998,6.928287699818611,1.5912338932976127
2099,Neymar,18,1413,9,13.246887736022472,5,7.517837218940258,70,58,5,2,F M S,Paris Saint Germain,4,8.68631674349308,21.53813226521015,9.847284222021699
3800,Steve Mounie,35,2704,9,11.393556138500571,4,2.5633402559906244,80,18,6,0,F S,Brest,8,9.873365869745612,14.148398705758154,3.8461162969470024
