id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
3294,Edinson Cavani,32,2592,28,24.314603270962834,6,6.400494074448943,106,38,3,0,F S,Paris Saint Germain,25,20.51412776298821,29.750943928956985,5.191347185522318
942,Florian Thauvin,35,2973,22,17.187846526503563,11,13.00877857208252,129,75,6,0,F M,Marseille,19,14.148066140711308,29.72488236334175,10.166097710840404
555,Memphis Depay,36,2569,19,13.003766652196646,13,7.7580014783889055,106,75,2,0,F M S,Lyon,17,11.483576264232397,19.444334087893367,6.923561861738563
2099,Neymar,20,1797,19,16.537796266376972,13,12.280967645347118,91,70,4,1,F M,Paris Saint Germain,15,13.497415743768215,31.42876945436001,11.52315479516983
696,Falcao,26,2148,18,15.28513571061194,4,2.0114383306354284,70,16,1,0,F S,Monaco,15,12.244755066931248,12.214849591255188,2.8858600091189146
1817,Mario Balotelli,28,2289,18,14.911132690496743,1,3.0626913756132126,108,32,11,1,F S,Nice,12,9.59046679455787,11.901697468012571,3.6440952979028225
3667,Nabil Fekir,30,2488,18,11.94497225061059,8,7.036874922923744,88,60,8,0,F M S,Lyon,15,8.904591711238027,17.899110827594995,7.284304097294807
5110,Mariano,34,2524,18,13.493721421808004,4,3.598993588704616,98,29,6,0,F S,Lyon,17,12.733626302331686,15.992713609710336,3.1409724592231214
5657,Karl Toko Ekambi,37,3033,17,16.09950832091272,5,5.880455892067403,103,47,4,0,F M S,Angers,14,13.819222746416926,19.967275641858578,3.886897494085133
3310,Alassane Pléa,35,3045,16,13.466318191960454,5,3.0122390361502767,107,30,7,0,F S,Nice,15,11.946127953007817,17.269141361117363,3.26820348482579
3362,Rony Lopes,38,2559,15,10.683079954236746,5,5.73583373054862,68,41,2,0,M S,Monaco,15,10.683079954236746,19.162284523248672,5.228739393875003
3512,Nolan Roux,35,2854,15,8.950709921307862,1,1.6828648205846548,82,26,8,0,F M S,Metz,15,8.19061474967748,12.090384474024177,4.194664218463004
695,Bertrand Traoré,31,2293,13,9.106915911659598,4,2.8190840436145663,79,26,3,0,F M S,Lyon,13,9.106915911659598,17.783469513058662,7.707056246697903
3423,Kylian Mbappe-Lottin,28,2173,13,14.311487346887589,8,8.78862913325429,79,52,2,0,F M S,"Monaco,Paris Saint Germain",13,14.311487346887589,26.945058139041066,6.281911123543978
4670,Moussa Konate,33,2494,13,10.215819337405264,1,1.6246416233479977,68,17,8,0,F S,Amiens,11,8.695629023946822,9.13504430744797,0.9143163375556469
5656,Nicolas Pepe,36,2846,13,8.057305123656988,4,3.796748584136367,65,40,5,0,F M S,Lille,12,7.297209974378347,14.637693433091044,6.534547433257103
3262,Malcom,35,2881,12,8.719054065644741,7,9.64098390378058,75,87,2,0,F M S,Bordeaux,10,6.43876863270998,19.381258437409997,10.258708549663424
3406,Emiliano Sala,36,3039,12,15.754467176273465,4,2.5469617750495672,95,35,3,1,F S,Nantes,8,11.95412284322083,15.33234552666545,2.8443693732842803
5622,Júlio Tavares,26,2053,12,9.566533390432596,2,1.7222139895893633,52,27,3,0,F S,Dijon,9,7.286247942596674,10.826599081978202,2.55298188328743
3477,Jimmy Briand,37,3215,11,10.744803528301418,2,2.228998739272356,73,28,4,0,F M S,Guingamp,8,7.704422959126532,11.076996678486466,2.7138083362951875
3553,Ángel Di María,30,2134,11,12.921932278200984,6,7.664524087682366,98,52,1,0,F S,Paris Saint Germain,11,12.921932278200984,25.634028650820255,7.706771418452263
5625,Kwon Chang-Hoon,34,2147,11,6.593942429870367,3,2.5274941688403487,67,34,3,0,F M S,Dijon,11,6.593942429870367,9.188769288361073,1.869607737287879
5701,Ivan Santini,32,2776,11,14.389158415142447,1,1.2897463105618954,85,26,3,0,F S,Caen,6,9.828587476629764,10.360976707655936,2.0237013837322593
3228,Giovanni Sio,33,2219,10,11.655875472351909,3,3.4176987316459417,84,22,5,1,F S,Montpellier,10,10.895780323073268,13.49927937053144,1.2132206857204437
4773,Benjamin Bourigeaud,37,3111,10,8.484212677925825,7,7.628857075236738,66,95,3,0,F M S,Rennes,7,6.203992927446961,12.490283519029617,5.944795566610992
734,Wahbi Khazri,24,1941,9,7.276468968950212,2,3.8607463650405407,65,33,7,1,F M S,Rennes,6,4.236088364385068,8.308599442243576,2.4734625555574894
1109,Lucas Ocampos,31,2038,9,12.010225114412606,3,2.9615256413817406,62,24,6,1,M S,Marseille,9,12.010225114412606,16.693998537026346,4.700460131280124
3309,Valère Germain,35,2186,9,10.804503966122866,5,4.803051009774208,60,24,2,0,F M S,Marseille,9,10.044408787041903,15.537379898130894,4.586210982874036
3799,Wesley Said,29,1845,9,4.092509667389095,2,2.1244135517627,49,14,4,0,F M S,Dijon,9,4.092509667389095,7.125701414421201,1.4734870754182339
6355,Kostas Mitroglou,19,860,9,10.871367059648037,0,0.8671727059409022,44,11,2,0,F S,Marseille,9,10.871367059648037,9.712194867432117,0.87963299266994
464,Max Gradel,29,2420,8,7.475239839404821,1,4.670555207878351,69,44,5,1,F M S,Toulouse,4,3.6747641377151012,8.305693723261356,2.7466806592419744
1210,Keita,23,1492,8,4.76300135999918,5,2.2393096685409546,32,16,2,1,F M S,Monaco,8,4.76300135999918,8.368180926889181,2.18131223320961
1524,Stevan Jovetic,15,746,8,6.154974207282066,1,0.48282877169549465,35,8,1,0,F M S,Monaco,8,6.154974207282066,8.861547088250518,2.5821572709828615
3333,Francois Kamano,35,2035,8,8.288841200992465,4,3.0567369209602475,63,27,4,0,F M S,Bordeaux,7,7.5287460666149855,11.612842787057161,2.6846147514879704
3390,Rémy Cabella,29,2317,8,8.441137001849711,6,5.485012178309262,60,49,3,0,F M S,"Marseille,Saint-Etienne",7,6.160917148925364,15.198274997994304,7.477315437048674
3696,Morgan Sanson,33,2188,8,6.0954115856438875,2,3.7177058551460505,53,37,8,0,M S,Marseille,8,6.0954115856438875,14.939871126785874,7.449052668176591
4703,Adama Niane,33,2160,8,11.085378038696945,2,1.118271254003048,74,17,6,0,F S,Troyes,6,9.56518770288676,11.70372589211911,1.867544285953045
5662,Isaac Mbenza,38,2090,8,7.547267988324165,0,1.1940425084903836,55,29,4,0,F M S,Montpellier,8,7.547267988324165,9.759230742231011,2.4909243108704686
960,Clinton N&#039;Jie,22,855,7,5.697288581170142,3,3.267707496881485,30,15,2,0,F M S,Marseille,7,5.697288581170142,9.155103422701359,1.5613411767408252
3420,Fabinho,34,3060,7,5.170689640566707,3,4.252502556890249,25,36,8,0,M,Monaco,3,2.1303091077134013,16.519156293943524,14.181373238563538
3474,Younousse Sankhare,29,1886,7,6.3427936509251595,1,1.5699131125584245,39,20,5,0,F M S,Bordeaux,7,6.3427936509251595,10.463411428034306,4.72596126049757
3691,Robert Beric,15,1051,7,6.996603682637215,1,1.0987994968891144,24,4,0,0,F S,Saint-Etienne,6,5.476413398981094,5.347640823572874,0.7387936469167471
3749,Jonathan Bamba,34,2565,7,9.112346372567117,8,8.142907534725964,68,54,1,0,F M S,Saint-Etienne,3,6.072164447046816,16.86888953857124,5.890204710885882
5608,Naim Sliti,31,2302,7,5.436724476516247,6,5.4588757827878,58,59,2,0,F M S,Dijon,5,3.9165341705083847,11.404532765969634,4.498067881911993
5677,Florent Mollet,22,1419,7,3.8152441577985883,1,0.9046008558943868,44,20,6,0,F M S,Metz,6,3.05514903832227,5.639351250603795,2.567520137876272
5980,Stéphane Bahoken,26,1678,7,6.24341319128871,1,1.9187332261353731,37,13,5,0,F S,Strasbourg,7,6.24341319128871,9.749436382204294,2.4055794095620513
536,Dimitri Payet,31,2366,6,8.344524839892983,13,15.513523304834962,58,120,6,0,F M S,Marseille,4,6.064305009320378,24.284990444779396,9.17128315474838
2549,Gaël Kakuta,36,3104,6,4.117424544878304,6,6.251864021643996,54,65,3,0,M,Amiens,6,3.357329417951405,8.08444781973958,2.754880463704467
3244,Nicolas de Preville,33,2235,6,6.045254789292812,4,3.5329162888228893,68,27,6,0,F M S,"Bordeaux,Lille",5,4.5250644609332085,8.736121067777276,2.7538008261471987
4402,Yaya Sanogo,27,1504,6,7.614828374236822,0,0.3808083003386855,49,12,6,0,F S,Toulouse,6,7.614828374236822,6.411858508363366,0.675755251199007
5687,Firmin Ndombe Mubele,30,1584,6,6.113937571644783,2,2.467352943494916,40,23,1,0,F M S,"Rennes,Toulouse",6,5.353842459619045,6.5933017786592245,1.3484340384602547
5733,Houssem Aouar,32,2442,6,4.931066332384944,5,4.3267280627042055,49,37,1,0,F M S,Lyon,6,4.931066332384944,18.490660661831498,10.885218088980764
6307,Suk Hyun-Jun,26,1200,6,5.458239268511534,0,1.278679064475,30,12,5,0,F S,Troyes,6,5.458239268511534,5.851801700890064,0.44963966868817806
387,Luiz Gustavo,34,3027,5,3.668712287209928,1,0.6649258993566036,58,14,10,1,D M,Marseille,5,3.668712287209928,17.305461910553277,14.697552676312625
777,Emmanuel Rivière,28,2026,5,9.417099280282855,2,1.537241789046675,69,17,1,0,F S,Metz,3,7.896909071132541,9.336988549679518,1.9239077353850007
3526,Ronny Rodelin,37,3173,5,7.925769992172718,6,6.260230703745037,108,58,1,0,F M S,Caen,5,7.165674813091755,13.980776468291879,4.5871822545304894
3530,Andy Delort,32,2332,5,8.412365984171629,5,4.4343446753919125,70,44,5,0,F M S,Toulouse,4,6.892175730317831,10.575363751500845,2.32112436927855
3549,Adrien Thomasson,36,2598,5,3.8859467692673206,3,3.4341153791174293,56,32,4,0,F M S,Nantes,5,3.8859467692673206,11.013212923891842,5.7903321189805865
3561,Romain Hamouma,29,1857,5,6.994125034660101,4,5.054631205275655,43,35,4,0,F M S,Saint-Etienne,5,6.994125034660101,14.814406029880047,5.191796477884054
3568,Clément Grenier,16,1219,5,3.446080006659031,4,2.3528295308351517,28,35,2,0,M S,"Guingamp,Lyon",3,1.9260884672403336,4.598036717623472,2.7867799000814557
3575,Moustapha Diallo,26,1380,5,3.208873271010816,0,0.2965007470920682,35,6,6,0,M S,Guingamp,5,3.208873271010816,4.358089983463287,1.8922297125682235
3795,Adrien Hunou,24,1466,5,3.901977950707078,1,0.4416697137057781,25,12,1,0,F M S,Rennes,5,3.901977950707078,4.433287849649787,1.0244139330461621
4811,Jean Eudes Aholou,35,3015,5,2.17744060466066,0,0.5614552218466997,38,13,4,0,M,Strasbourg,5,2.17744060466066,5.210666959173977,3.7715967865660787
5619,Pierre Lees-Melou,34,2900,5,4.607661383226514,6,4.925788132473826,50,57,7,1,F M S,Nice,4,3.8475662488490343,13.797703448683023,8.72727912850678
5675,Ismaila Sarr,24,1870,5,4.10224918089807,3,2.7181934528052807,41,17,2,0,F M S,Rennes,5,4.10224918089807,8.302167244255543,1.9946412723511457
5737,Saif-Eddine Khaoui,32,1965,5,4.4756488632410765,2,3.210703384131193,62,31,1,0,F M S,Troyes,5,3.715553728863597,6.15444546379149,2.300091809593141
5800,Lebo Mothiba,14,1195,5,4.123105108737946,0,0.842904157936573,22,13,1,0,F,Lille,5,4.123105108737946,5.26521585509181,1.2337589981034398
5977,Joia Nuno Da Costa,26,1749,5,4.002440132200718,2,0.5881516141816974,31,13,4,1,F M S,Strasbourg,5,4.002440132200718,5.035876974463463,0.8873173091560602
5978,Dmitri Lienard,33,2606,5,3.3377406615763903,5,7.334816744551063,53,61,7,0,D M S,Strasbourg,4,2.577645542100072,7.152960295788944,3.6126258857548237
6012,Luiz Araujo,34,2031,5,4.938398575410247,3,1.882806051056832,49,22,5,0,F M S,Lille,5,4.938398575410247,10.115222598891705,4.054717533290386
