club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Piacenza FC,Enzo Maresca,22,Central Midfield,Juventus,Loan fee:£2.70m,in,Summer,2.7,Serie A,2002,2002/2003
Piacenza FC,Marco Stella,21,Midfielder,Pescara,£630Th.,in,Summer,0.63,Serie A,2002,2002/2003
Piacenza FC,Sergey Gurenko,29,Right-Back,AC Parma,Loan,in,Summer,0,Serie A,2002,2002/2003
Piacenza FC,Mauro Óbolo,20,Centre-Forward,Vélez Sarsfield,Loan,in,Summer,0,Serie A,2002,2002/2003
Piacenza FC,Maurizio Franzone,33,Goalkeeper,Reggina,?,in,Summer,NA,Serie A,2002,2002/2003
Piacenza FC,Alessandro Rinaldi,27,Right-Back,Chievo Verona,?,in,Summer,NA,Serie A,2002,2002/2003
Piacenza FC,Johnnier Montaño,19,Attacking Midfield,AC Parma,?,in,Summer,NA,Serie A,2002,2002/2003
Piacenza FC,Dario Marcolin,30,Defensive Midfield,Sampdoria,?,in,Summer,NA,Serie A,2002,2002/2003
Piacenza FC,Luigi Riccio,24,Central Midfield,Ternana,?,in,Summer,NA,Serie A,2002,2002/2003
Piacenza FC,Hugo Campagnaro,22,Centre-Back,CD Morón,?,in,Summer,NA,Serie A,2002,2002/2003
Piacenza FC,Amedeo Mangone,33,Left-Back,Brescia,?,in,Summer,NA,Serie A,2002,2002/2003
Piacenza FC,Ibrahim Babatunde,17,Centre-Forward,Arezzo,?,in,Summer,NA,Serie A,2002,2002/2003
Piacenza FC,Simone Paoletti,18,Goalkeeper,Cagliese,?,in,Summer,NA,Serie A,2002,2002/2003
Piacenza FC,Matteo Abbate,18,Centre-Back,Piacenza U19,-,in,Summer,0,Serie A,2002,2002/2003
Piacenza FC,Sergio Volpi,28,Central Midfield,Sampdoria,£3.15m,out,Summer,3.15,Serie A,2002,2002/2003
Piacenza FC,Nicola Mora,22,Left-Back,Bari,£1.35m,out,Summer,1.35,Serie A,2002,2002/2003
Piacenza FC,Amauri,22,Centre-Forward,FC Empoli,£135Th.,out,Summer,0.135,Serie A,2002,2002/2003
Piacenza FC,Carmine Gautieri,31,Right Winger,Atalanta,Free transfer,out,Summer,0,Serie A,2002,2002/2003
Piacenza FC,Roberto Maltagliati,33,Centre-Back,Ancona,?,out,Summer,NA,Serie A,2002,2002/2003
Piacenza FC,Lorenzo Liverani,18,Defender,Pavia,?,out,Summer,NA,Serie A,2002,2002/2003
Piacenza FC,Marco Comotto,18,Centre-Back,Imolese,Loan,out,Summer,0,Serie A,2002,2002/2003
Piacenza FC,Francesco Statuto,30,Central Midfield,Torino,?,out,Summer,NA,Serie A,2002,2002/2003
Piacenza FC,Davide Bagnacani,22,Goalkeeper,Castel di Sangr,Loan,out,Summer,0,Serie A,2002,2002/2003
Piacenza FC,Alessandro Lucarelli,24,Centre-Back,US Palermo,?,out,Summer,NA,Serie A,2002,2002/2003
Piacenza FC,Matuzalém,22,Defensive Midfield,AC Parma,?,out,Summer,NA,Serie A,2002,2002/2003
Piacenza FC,Daniele Cacia,18,Centre-Forward,Ternana,Loan,out,Summer,0,Serie A,2002,2002/2003
Piacenza FC,Francesco Zerbini,22,Centre-Forward,Sambenedettese,Loan,out,Summer,0,Serie A,2002,2002/2003
Piacenza FC,Paolo Poggi,31,Centre-Forward,AC Parma,"End of loanJun 30, 2002",out,Summer,0,Serie A,2002,2002/2003
Piacenza FC,Vincenzo Sommese,26,Right Winger,Vicenza,"End of loanJun 30, 2002",out,Summer,0,Serie A,2002,2002/2003
