True,index,competition,gsm_id,awayteam_team2,hometeam_team1,kickoffDate,kickoffTime,pitchType,weatherType,tempCelcius,tempType,formation_team1,formation_team2,formation_time
4957,0,NorEs,2383845,Molde,Kristiansund,2017-04-01,16:00:00,"Artificial, Excellent, Wet",,8,Cold,4_4_2,4_4_2,00:00
4958,1,NorEs,2383845,Molde,Kristiansund,2017-04-01,16:00:00,"Artificial, Excellent, Wet",Rain,8,Cold,4_4_2,4_4_2,00:00
4959,2,NorEs,2383846,Sandefjord,Lillestrom,2017-04-02,13:30:00,Average,Sun,7,-,4_4_2,5_3_2,00:00
4960,3,NorEs,2383850,Brann,Tromso,2017-04-02,16:00:00,"Artificial, Dry, Excellent",Clear,0,Freezing,4_4_2,4_3_3,00:00
4961,4,NorEs,2383849,Aalesund,Stabaek,2017-04-02,16:00:00,"Patchy, Poor, Uneven",Cloud,6,Cold,4_2_3_1,4_2_3_1,00:00
4962,5,NorEs,2383847,Haugesund,Stromsgodset,2017-04-02,16:00:00,"Artificial, Dry, Excellent","Sun, Wind",13,Warm,4_2_2_2,4_2_2_2,00:00
4963,6,NorEs,2383848,Sogndal,Sarpsborg 08,2017-04-02,16:00:00,Good,"Cloud, Wind",8,-,4_5_1,4_1_4_1,00:00
4964,7,NorEs,2383851,Odd,Rosenborg,2017-04-02,18:00:00,Average,"Cloud, Light Rain",7,Cold,4_3_3,4_3_3,00:00
4965,8,NorEs,2383852,Viking,Valerenga,2017-04-03,17:00:00,"Good, Wet",Cloud,-1,Freezing,4_2_3_1,4_4_1_1,00:00
4966,9,NorEs,2383855,Stabaek,Sogndal,2017-04-05,17:00:00,"Artificial, Good",Cloud,10,Cold,4_4_2,4_2_3_1,00:00
4967,10,NorEs,2383856,Kristiansund,Odd,2017-04-05,17:00:00,Artificial,"Clear, Sun",8,-,4_3_3,4_5_1,00:00
4968,11,NorEs,2383858,Rosenborg,Sandefjord,2017-04-05,17:00:00,Good,"Clear, Sun, Wind",10,Warm,5_4_1,4_3_3,00:00
4969,12,NorEs,2383858,Rosenborg,Sandefjord,2017-04-05,17:00:00,Good,"Clear, Sun, Wind",10,Warm,5_4_1,4_2_2_2,45:00
4970,13,NorEs,2383858,Rosenborg,Sandefjord,2017-04-05,17:00:00,Good,"Clear, Sun, Wind",10,Warm,3_5_2,4_2_2_2,72:40
4971,14,NorEs,2383857,Lillestrom,Molde,2017-04-05,17:00:00,"Dry, Excellent, Soft","Clear, Cloud",7,Cold,4_4_2,4_4_2,00:00
4972,15,NorEs,2383853,Sarpsborg 08,Aalesund,2017-04-05,17:00:00,Good,"Clear, Light Wind",6,Cold,4_2_3_1,4_4_2,00:00
4973,16,NorEs,2383853,Sarpsborg 08,Aalesund,2017-04-05,17:00:00,Good,"Clear, Light Wind",6,Cold,3_4_2_1,4_4_2,58:22
