club_name,player_name,age,position,club_involved_name,fee,transfer_movement,fee_cleaned,league_name,year,season
Spartak Moscow,Aleksey Bakharev,20,Central Midfield,Lada Togliatti,£27k,in,0.027,Premier Liga,1996,1996/1997
Spartak Moscow,Maksim Buznikin,19,Centre-Forward,Lada Togliatti,?,in,NA,Premier Liga,1996,1996/1997
Spartak Moscow,Miroslav Romashchenko,23,Centre-Back,Uralmash,?,in,NA,Premier Liga,1996,1996/1997
Spartak Moscow,Konstantin Kovalenko,21,Centre-Forward,Kryvbas,?,in,NA,Premier Liga,1996,1996/1997
Spartak Moscow,Valeri Shmarov,31,Centre-Forward,Chunnam Dragons,?,in,NA,Premier Liga,1996,1996/1997
Spartak Moscow,Vasili Kulkov,30,Centre-Back,Career break,-,in,0,Premier Liga,1996,1996/1997
Spartak Moscow,Andrey Konovalov,21,Central Midfield,Tekstilshchik Kamyshin,"End of loanJun 30, 1996",in,0,Premier Liga,1996,1996/1997
Spartak Moscow,Valeri Shmarov,31,Centre-Forward,Fakel Voronezh,?,out,NA,Premier Liga,1996,1996/1997
Spartak Moscow,Konstantin Kovalenko,21,Centre-Forward,Kuban Krasnodar,?,out,NA,Premier Liga,1996,1996/1997
Spartak Moscow,Yuri Nikiforov,25,Sweeper,Sporting Gijón,?,out,NA,Premier Liga,1996,1996/1997
Spartak Moscow,Aleksandr Lipko,21,Centre-Back,Lokomotiv NN,?,out,NA,Premier Liga,1996,1996/1997
Spartak Moscow,Sergey Chudin,23,Centre-Back,Lokomotiv NN,?,out,NA,Premier Liga,1996,1996/1997
Spartak Moscow,Andrey Pyatnitskiy,29,Defensive Midfield,Spartak 2,-,out,0,Premier Liga,1996,1996/1997
Spartak Moscow,Vladimir Dzhubanov,21,Forward,Spartak II,-,out,0,Premier Liga,1996,1996/1997
Spartak Moscow,Vladyslav Duyun,19,Defensive Midfield,Spartak 2,-,out,0,Premier Liga,1996,1996/1997
Rotor Volgograd,Platon Zakharchuk,24,Goalkeeper,KamAZ,?,in,NA,Premier Liga,1996,1996/1997
Rotor Volgograd,Igor Zhabchenko,28,Midfielder,Bnei Yehuda,?,in,NA,Premier Liga,1996,1996/1997
Rotor Volgograd,Nikolay Olenikov,21,Centre-Back,Stavropol,?,in,NA,Premier Liga,1996,1996/1997
Rotor Volgograd,Vitali Abramov,21,Attacking Midfield,Tekstilshchik Kamyshin,?,in,NA,Premier Liga,1996,1996/1997
Rotor Volgograd,Denis Zubko,22,Centre-Forward,Zenit S-Pb,?,in,NA,Premier Liga,1996,1996/1997
Rotor Volgograd,Nikolay Kolchugin,22,Right Winger,Rotor Vg. II,-,in,0,Premier Liga,1996,1996/1997
Rotor Volgograd,Igor Zhabchenko,28,Midfielder,Unknown,Free Transfer,out,0,Premier Liga,1996,1996/1997
Rotor Volgograd,Gennadi Orbu,26,Left Midfield,Shakhtar D.,?,out,NA,Premier Liga,1996,1996/1997
Rotor Volgograd,Aleksandr Tsarenko,28,Right Midfield,E. Kamyshin,?,out,NA,Premier Liga,1996,1996/1997
