club_name,player_name,age,position,club_involved_name,fee,transfer_movement,fee_cleaned,league_name,year,season
Cardiff City,Chris Barker,22,Left-Back,Barnsley FC,£810k,in,0.81,Championship,2002,2002/2003
Cardiff City,Alan Mahon,24,Left Midfield,Blackburn,Loan,in,0,Championship,2002,2002/2003
Cardiff City,Arran Lee-Barrett,19,Goalkeeper,Norwich,Free Transfer,in,0,Championship,2002,2002/2003
Cardiff City,Gareth Whalley,28,Central Midfield,Bradford,Free Transfer,in,0,Championship,2002,2002/2003
Cardiff City,Ryan Green,21,Right-Back,Millwall,Loan,in,0,Championship,2002,2002/2003
Cardiff City,Steve Jenkins,30,Defender,Huddersfield,Free Transfer,in,0,Championship,2002,2002/2003
Cardiff City,Gareth Ainsworth,29,Right Midfield,Wimbledon FC,Free Transfer,in,0,Championship,2002,2002/2003
Cardiff City,Martyn Margetson,30,Goalkeeper,Huddersfield,Free Transfer,in,0,Championship,2002,2002/2003
Cardiff City,Zhiyi Fan,32,Centre-Back,Dundee FC,?,in,NA,Championship,2002,2002/2003
Cardiff City,Michael Simpkins,24,Defender,Cheltenham Town,"End of loanJan 24, 2003",in,0,Championship,2002,2002/2003
Cardiff City,Michael Simpkins,23,Defender,Exeter City,"End of loanNov 20, 2002",in,0,Championship,2002,2002/2003
Cardiff City,Gavin Gordon,23,Centre-Forward,Oxford United,"End of loanJun 30, 2002",in,0,Championship,2002,2002/2003
Cardiff City,Josh Low,23,Right Midfield,Oldham Athletic,Free Transfer,out,0,Championship,2002,2002/2003
Cardiff City,Paul Brayson,24,Forward,Cheltenham Town,Free Transfer,out,0,Championship,2002,2002/2003
Cardiff City,Scott McCulloch,26,Left-Back,Forfar Athletic,Free Transfer,out,0,Championship,2002,2002/2003
Cardiff City,Michael Simpkins,23,Defender,Exeter City,Loan,out,0,Championship,2002,2002/2003
Cardiff City,Michael Simpkins,24,Defender,Cheltenham Town,Loan,out,0,Championship,2002,2002/2003
Cardiff City,Matt Brazier,25,Midfielder,Leyton Orient,?,out,NA,Championship,2002,2002/2003
