club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Bayern Munich,Paulo Sérgio,30,Left Winger,AS Roma,£5.94m,in,Summer,5.94,1 Bundesliga,1999,1999/2000
Bayern Munich,Roque Santa Cruz,17,Centre-Forward,Olimpia,£4.50m,in,Summer,4.5,1 Bundesliga,1999,1999/2000
Bayern Munich,Patrik Andersson,27,Centre-Back,Bor. M'gladbach,£2.70m,in,Summer,2.7,1 Bundesliga,1999,1999/2000
Bayern Munich,Michael Wiesinger,26,Right Midfield,1.FC Nuremberg,£1.13m,in,Summer,1.13,1 Bundesliga,1999,1999/2000
Bayern Munich,Stefan Wessels,20,Goalkeeper,FC Bayern II,-,in,Summer,0,1 Bundesliga,1999,1999/2000
Bayern Munich,Berkant Göktan,18,Centre-Forward,Bor. M'gladbach,"End of loanJun 30, 1999",in,Summer,0,1 Bundesliga,1999,1999/2000
Bayern Munich,Ali Daei,30,Centre-Forward,Hertha BSC,£2.43m,out,Summer,2.43,1 Bundesliga,1999,1999/2000
Bayern Munich,Thomas Helmer,34,Centre-Back,Sunderland,Free transfer,out,Summer,0,1 Bundesliga,1999,1999/2000
Bayern Munich,Berkant Göktan,18,Centre-Forward,Arm. Bielefeld,Loan,out,Summer,0,1 Bundesliga,1999,1999/2000
MSV Duisburg,Marijan Kovacevic,25,Centre-Back,VfL Wolfsburg,£387Th.,in,Summer,0.387,1 Bundesliga,1999,1999/2000
MSV Duisburg,Pavel Drsek,22,Centre-Back,Chmel Blsany,£270Th.,in,Summer,0.27,1 Bundesliga,1999,1999/2000
MSV Duisburg,Andreas Voss,20,Defensive Midfield,Bay. Leverkusen,Loan fee:£135Th.,in,Summer,0.135,1 Bundesliga,1999,1999/2000
MSV Duisburg,Michael Zeyer,31,Central Midfield,VfB Stuttgart,Free transfer,in,Summer,0,1 Bundesliga,1999,1999/2000
MSV Duisburg,Ralf Keidel,22,Right-Back,Newcastle,Free transfer,in,Summer,0,1 Bundesliga,1999,1999/2000
MSV Duisburg,Sercan Güvenisik,19,Centre-Forward,FC Augsburg,Free transfer,in,Summer,0,1 Bundesliga,1999,1999/2000
MSV Duisburg,Piotr Reiss,27,Centre-Forward,Hertha BSC,Loan,in,Summer,0,1 Bundesliga,1999,1999/2000
MSV Duisburg,Martin Schneider,30,Defensive Midfield,Bor. M'gladbach,?,in,Summer,NA,1 Bundesliga,1999,1999/2000
MSV Duisburg,Stefan Trienekens,28,Centre-Forward,Wegberg-Beeck,?,in,Summer,NA,1 Bundesliga,1999,1999/2000
MSV Duisburg,Rainer Torres,19,Defensive Midfield,Duisburg U19,-,in,Summer,0,1 Bundesliga,1999,1999/2000
MSV Duisburg,Stig Töfting,30,Defensive Midfield,Aarhus GF,Free transfer,out,Summer,0,1 Bundesliga,1999,1999/2000
MSV Duisburg,Slobodan Komljenovic,28,Centre-Back,1.FC K'lautern,Free transfer,out,Summer,0,1 Bundesliga,1999,1999/2000
MSV Duisburg,Marius Ebbers,21,Centre-Forward,Wattenscheid 09,Free transfer,out,Summer,0,1 Bundesliga,1999,1999/2000
MSV Duisburg,Martin Frydek,30,Central Midfield,FK Teplice,Free transfer,out,Summer,0,1 Bundesliga,1999,1999/2000
MSV Duisburg,Pascal Thüler,29,Left-Back,FC St. Gallen,?,out,Summer,NA,1 Bundesliga,1999,1999/2000
MSV Duisburg,Roberto Marquez,21,Attacking Midfield,Wuppertaler SV,?,out,Summer,NA,1 Bundesliga,1999,1999/2000
Bayer 04 Leverkusen,Robson Ponté,22,Attacking Midfield,Guarani,£4.05m,in,Summer,4.05,1 Bundesliga,1999,1999/2000
Bayer 04 Leverkusen,Oliver Neuville,26,Centre-Forward,Hansa Rostock,£4.05m,in,Summer,4.05,1 Bundesliga,1999,1999/2000
