id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
1250,Mohamed Salah,36,2954,32,25.136502970010042,10,8.344477602280676,143,62,1,0,F M S,Liverpool,31,23.6141653098166,35.301465447992086,5.898578152060509
647,Harry Kane,37,3094,30,26.859890587627888,2,3.8204412199556828,183,34,5,0,F S,Tottenham,28,24.576384104788303,28.51526607386768,7.9616343677043915
619,Sergio Agüero,25,1985,21,18.56861797720194,6,6.533229699358344,95,39,2,0,F S,Manchester City,17,15.523942567408085,23.707814872264862,7.512718818150461
755,Jamie Vardy,37,3269,20,15.266967067494988,1,3.6308264825493097,70,33,3,0,F,Leicester,15,10.699990747496486,15.584633570164442,1.9777417127043009
618,Raheem Sterling,33,2594,18,18.829967338591814,11,8.844115875661373,87,55,3,1,F S,Manchester City,17,18.06879848614335,33.65671702474356,12.149656612426043
594,Romelu Lukaku,34,2869,16,15.468220829963684,7,5.473206410184503,86,33,4,0,F S,Manchester United,16,14.707051992416382,24.643031921237707,7.161954903975129
482,Roberto Firmino,37,2814,15,10.763707412406802,7,7.67842498794198,84,56,1,0,F M S,Liverpool,14,10.002538589760661,27.837451616302133,12.625402934849262
3277,Alexandre Lacazette,32,2235,14,13.831241022795439,4,4.839554825797677,67,36,1,0,F S,Arsenal,12,12.308903332799673,20.898551642894745,6.228630402125418
5543,Gabriel Jesus,29,1692,13,15.366188988089561,3,2.3076753597706556,55,18,6,0,F S,Manchester City,13,13.843851312994957,20.56147326901555,6.5146970227360725
453,Son Heung-Min,37,2315,12,11.021603035740554,6,6.592509059235454,75,38,0,0,D F M S,Tottenham,12,11.021603035740554,22.61797249224037,6.259736826643348
701,Eden Hazard,34,2451,12,8.212463462725282,4,7.303086698055267,71,84,2,0,F M S,Chelsea,10,6.690125757828355,19.691347554326057,9.2949508279562
750,Riyad Mahrez,36,2977,12,6.61353119648993,10,7.55104211345315,74,57,2,0,F M S,Leicester,12,6.61353119648993,15.855960881337523,6.466544289141893
882,Glenn Murray,35,2204,12,12.380600898526609,0,1.2383797569200397,52,16,9,0,F S,Brighton,8,7.813587754033506,8.483370034955442,1.6577221099287271
865,Marko Arnautovic,31,2343,11,9.801481921225786,6,4.447798945009708,71,34,5,1,F M S,West Ham,11,9.801481921225786,13.037374045699835,2.6873114239424467
1804,Álvaro Morata,31,2069,11,13.904703490436077,6,3.5832394156605005,79,36,7,0,F M S,Chelsea,11,13.904703490436077,17.912706471979618,2.9470131658017635
318,Pierre-Emerick Aubameyang,13,1056,10,9.174377799034119,4,1.2641484700143337,31,13,0,0,F S,Arsenal,9,7.652040150016546,10.671040249988437,2.366455566138029
337,Leroy Sané,32,2421,10,6.24107522983104,15,9.048876539804041,56,58,4,0,D F M S,Manchester City,10,6.24107522983104,19.683995423838496,11.898687457665801
629,Wayne Rooney,31,2301,10,8.905443045310676,2,2.281340353190899,45,34,5,0,F M S,Everton,7,4.338429889641702,8.366078531369567,4.465429299511015
646,Christian Eriksen,37,3239,10,7.245938941836357,10,11.893049443140626,96,95,0,0,M,Tottenham,10,7.245938941836357,27.00611260905862,15.511445418931544
