id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
647,Harry Kane,30,2556,29,19.82009919732809,7,5.5538915153592825,110,41,3,0,F M S,Tottenham,24,15.253085978329182,21.94719305820763,4.12599990144372
594,Romelu Lukaku,37,3271,25,16.665452419780195,6,5.440816408023238,110,47,3,0,F S,Everton,24,15.904283582232893,21.251998490653932,3.9702013842761517
498,Alexis Sánchez,38,3233,24,17.724449135363102,10,8.988117071799934,129,78,6,0,F M S,Arsenal,22,15.44094256311655,27.14118772558868,9.08672859147191
619,Sergio Agüero,31,2408,20,22.672585003077984,3,4.665906261652708,139,31,4,1,F S,Manchester City,16,18.866740860044956,25.35206551104784,5.0266740852966905
802,Diego Costa,35,3101,20,15.431797001510859,7,4.912058966234326,111,42,10,0,F,Chelsea,20,14.670628163963556,22.003214471042156,6.565549122169614
645,Dele Alli,37,3060,18,14.708572203293443,7,4.573811644688249,94,52,4,0,F M S,Tottenham,17,13.94740335084498,25.15399905666709,8.973644252866507
1741,Zlatan Ibrahimovic,28,2435,17,14.637966640293598,5,5.118233239278197,115,48,7,0,F S,Manchester United,15,12.354460082948208,20.0569379478693,6.219504989683628
465,Joshua King,36,2734,16,10.911753680557013,2,2.409230097196996,67,30,1,0,F M S,Bournemouth,14,8.628247126936913,12.56197816412896,3.4120457973331213
701,Eden Hazard,36,3050,16,11.032845260575414,5,6.440569620579481,77,88,3,0,F M,Chelsea,14,8.749338624998927,20.609456665813923,9.108128473162651
606,Christian Benteke,36,3153,15,17.355857238173485,2,2.058575801551342,105,32,10,0,F,Crystal Palace,13,14.311181794852018,13.20292018726468,4.110886909067631
735,Jermain Defoe,37,3324,15,13.647569719702005,2,1.3696135636419058,99,20,1,0,F,Sunderland,10,9.841725539416075,11.509980512782931,2.2906542737036943
1728,Fernando Llorente,33,2462,15,8.028606227599084,1,2.0905658253468573,51,26,2,0,F S,Swansea,15,8.028606227599084,8.600844793021679,2.960022170096636
453,Son Heung-Min,34,2069,14,7.7653309646993876,6,4.6964171743020415,80,43,2,0,F M S,Tottenham,14,7.7653309646993876,14.948595624417067,4.281621094793081
488,Philippe Coutinho,31,2265,13,8.867860797792673,7,6.25872527807951,106,65,2,0,F M S,Liverpool,13,8.867860797792673,18.205970101058483,8.191241776570678
755,Jamie Vardy,35,2822,13,9.947158509865403,5,4.6759524792432785,53,31,2,1,F S,Leicester,13,9.947158509865403,14.123056959360838,2.7869283128529787
838,Sadio Mané,27,2257,13,9.480921443551779,5,4.445210799574852,57,43,4,0,F S,Liverpool,13,9.480921443551779,20.18912971019745,9.525848926976323
502,Olivier Giroud,29,1170,12,6.9990871623158455,3,2.0118068866431713,39,17,2,0,F S,Arsenal,12,6.9990871623158455,9.583839835599065,1.8246372137218714
482,Roberto Firmino,35,3077,11,10.36466862168163,7,7.852919233031571,100,78,5,0,F S,Liverpool,11,10.36466862168163,24.931323517113924,11.649146885611117
503,Theo Walcott,28,1944,10,9.90147614851594,2,2.525607186369598,62,13,1,0,F M S,Arsenal,10,9.140307281166315,11.12321549281478,2.4239509468898177
574,Troy Deeney,37,2940,10,8.593499574810266,4,3.109724134206772,42,40,7,0,F S,Watford,7,6.309993013739586,9.318243147805333,2.0820994712412357
1661,Sam Vokes,37,2030,10,8.347451165318489,3,1.529019863344729,57,15,0,0,F S,Burnley,8,6.825113475322723,7.930251639336348,1.6939680464565754
531,Michail Antonio,29,2451,9,9.790298977866769,3,3.3898435942828655,77,31,4,1,D F M,West Ham,9,9.790298977866769,13.22930390201509,3.0400038193911314
687,Pedro,35,2178,9,5.991285152733326,9,5.526838848367333,59,42,6,0,F M S,Chelsea,9,5.991285152733326,16.252319436520338,6.784707440063357
714,Gylfi Sigurdsson,38,3329,9,8.569290215149522,13,8.26896715350449,116,79,2,0,F M S,Swansea,6,6.285783709958196,10.746342577040195,3.8264177944511175
1660,Andre Gray,32,2279,9,7.5646293964236975,3,1.4715806897729635,47,19,2,0,F S,Burnley,7,6.0422917399555445,7.819863164797425,2.105895319953561
1715,Álvaro Negredo,36,2891,9,8.803118656389415,4,4.100407935678959,69,26,5,0,F S,Middlesbrough,7,7.28078097384423,11.963991000317037,2.790741080418229
486,Adam Lallana,31,2371,8,4.506964704953134,7,4.11239049769938,50,42,3,0,F M S,Liverpool,8,4.506964704953134,16.629958100616932,10.077395507134497
499,Mesut Özil,33,2856,8,5.606559839099646,9,8.070466492325068,40,100,2,0,M S,Arsenal,8,5.606559839099646,22.842755306512117,14.728361110202968
535,Manuel Lanzini,35,2727,8,6.071730084717274,2,4.0067572221159935,69,57,9,0,F M S,West Ham,6,4.549392390996218,13.376224284991622,8.28710924088955
646,Christian Eriksen,36,3181,8,8.864706524647772,15,11.740697804838419,133,112,0,0,M,Tottenham,8,8.864706524647772,22.943159885704517,10.89121271762997
700,Willian,34,1509,8,3.756879383698106,2,3.064137725159526,44,51,3,0,F M S,Chelsea,8,3.756879383698106,9.140881100669503,4.566343067213893
813,Salomón Rondón,38,2902,8,9.357964286580682,2,2.852167099714279,93,26,2,0,F S,West Bromwich Albion,8,9.357964286580682,13.401623196899891,2.5777680734172463
463,Junior Stanislas,21,1489,7,4.84796876180917,5,3.854853673838079,43,22,1,0,M S,Bournemouth,5,3.325631027109921,7.382432241924107,4.26849808730185
484,Divock Origi,34,1450,7,5.523564676754177,3,1.602315817028284,37,16,0,0,F S,Liverpool,7,5.523564676754177,7.650571350008249,1.9656787533313036
489,James Milner,36,3170,7,7.355007588863373,3,3.95104325003922,36,56,5,0,D M,Liverpool,0,1.265656827017665,14.35893777385354,12.45564359985292
522,Wilfried Zaha,35,3033,7,5.5702579310163856,9,4.54127433244139,49,38,8,0,F M S,Crystal Palace,7,5.5702579310163856,12.49816120043397,3.012104896828532
537,Andy Carroll,18,1318,7,4.521654654294252,1,1.7217979673296213,39,14,3,0,F S,West Ham,7,4.521654654294252,6.552715137600899,3.0096439719200134
572,Etienne Capoue,37,3231,7,3.717310607433319,1,1.509295605123043,50,37,5,0,M,Watford,7,3.717310607433319,6.283082967624068,2.6800302416086197
618,Raheem Sterling,33,2532,7,8.106001383624971,6,5.496263796463609,64,46,7,0,F M S,Manchester City,7,8.106001383624971,18.462579221464694,6.755210315808654
790,Nathan Redmond,37,2917,7,4.817707696929574,1,5.891833748668432,83,57,2,1,F M S,Southampton,7,4.817707696929574,15.177740208804607,6.430118191987276
872,Peter Crouch,27,1319,7,5.874592637643218,2,3.203837755136192,37,17,3,0,F S,Stoke,7,5.874592637643218,7.918547287583351,1.76161577552557
1682,Islam Slimani,23,1275,7,6.82391251809895,4,2.0667083468288183,35,17,1,0,F S,Leicester,6,6.062743680551648,7.70701452717185,2.0830837078392506
1691,Robert Snodgrass,35,2563,7,4.38358767144382,5,4.324670488014817,50,61,2,0,F M S,"Hull,West Ham",5,2.8612499739974737,5.552827124483883,3.4333377704024315
5543,Gabriel Jesus,10,649,7,7.243859618902206,4,1.890665166079998,24,10,2,0,F M S,Manchester City,6,6.482727557420731,8.800844706594944,1.1323138484731317
447,Kevin De Bruyne,36,2893,6,6.771996598690748,18,15.88864896632731,86,103,4,0,F M S,Manchester City,6,6.010864537209272,28.542687937617302,15.754015326499939
468,Callum Wilson,20,1382,6,5.365591797977686,0,0.550071083009243,31,8,0,0,F S,Bournemouth,3,3.082085270434618,4.324738476425409,0.8914682120084763
480,Joe Allen,36,2942,6,5.681928787380457,2,4.653246657922864,40,28,9,0,M S,Stoke,6,5.681928787380457,13.03703092597425,6.203423120081425
554,Juan Mata,25,1641,6,5.6651326939463615,3,4.540481215342879,40,45,3,0,F M S,Manchester United,6,5.6651326939463615,11.835173726081848,6.035138588398695
699,Gary Cahill,37,3299,6,3.297440253198147,0,0.17101848125457764,24,5,5,0,D S,Chelsea,6,3.297440253198147,7.968182640150189,7.805241160094738
711,Leroy Fer,34,2393,6,5.205665294080973,2,1.055048357695341,36,18,9,0,D M S,Swansea,6,5.205665294080973,7.079868838191032,4.929780047386885
713,André Ayew,25,1432,6,7.654202967882156,3,2.366946253925562,33,15,1,0,F M S,West Ham,6,7.654202967882156,9.077344642952085,1.3524769162759185
750,Riyad Mahrez,36,2859,6,8.95081671886146,3,6.2482471615076065,76,52,4,0,F M S,Leicester,3,5.144972560927272,12.870515598915517,4.793383862823248
771,Georginio Wijnaldum,36,2981,6,5.565248823724687,9,5.296918980777264,60,43,2,0,M S,Liverpool,6,5.565248823724687,18.88097246736288,10.87472141906619
806,Gareth McAuley,36,3150,6,3.6915690898895264,1,0.3782481737434864,16,6,5,0,D,West Bromwich Albion,6,3.6915690898895264,2.103846974670887,1.7732560317963362
826,Benik Afobe,31,1436,6,8.921733126044273,3,1.8278377754613757,39,23,1,0,F S,Bournemouth,6,8.160564228892326,8.775064896792173,1.263733728788793
848,Charlie Austin,15,946,6,6.6213426403701305,1,1.6202985644340515,37,8,1,0,F S,Southampton,4,5.099004995077848,6.864494055509567,1.563220489770174
865,Marko Arnautovic,32,2742,6,9.196288883686066,5,7.129755564965308,60,50,9,1,F M,Stoke,6,8.435120053589344,17.068256702274084,4.321544300764799
1621,Marcos Alonso,31,2696,6,4.146676734089851,3,3.1470432318747044,46,24,2,0,M S,Chelsea,6,4.146676734089851,13.073827413842082,8.174821026623249
4422,Ashley Barnes,28,1788,6,6.5921545177698135,2,2.387533933855593,44,21,6,1,F S,Burnley,4,5.069816809147596,6.558957694098353,0.5661479262635112
337,Leroy Sané,26,1793,5,5.8207272328436375,3,5.704548614099622,33,35,4,0,F M S,Manchester City,5,5.8207272328436375,14.744570719078183,6.493141442537308
556,Marcus Rashford,32,1687,5,6.274294052273035,1,1.9918221160769463,44,20,3,0,F M S,Manchester United,5,6.274294052273035,9.40553704276681,3.6280782092362642
592,Ross Barkley,36,2922,5,6.935660857707262,8,7.259017596021295,89,84,5,0,F M S,Everton,5,6.935660857707262,16.26195978745818,8.149083036929369
604,Emre Can,32,2360,5,3.214385723695159,2,2.0903314612805843,45,32,6,0,M S,Liverpool,5,3.214385723695159,12.054576847702265,7.7289190124720335
629,Wayne Rooney,25,1538,5,7.070015042088926,5,3.005505595356226,52,36,8,0,F M S,Manchester United,4,6.308846204541624,11.363083482719958,3.486512189731002
633,James McArthur,29,2034,5,1.698102816939354,3,2.348688531666994,23,16,5,0,M S,Crystal Palace,5,1.698102816939354,5.477222912013531,2.6913587879389524
648,Nacer Chadli,31,2169,5,5.8100772481411695,5,4.269453098997474,47,33,2,0,F M S,West Bromwich Albion,4,5.048908380791545,9.243253882974386,3.2578427344560623
686,Cesc Fàbregas,29,1294,5,2.809537671506405,12,7.84881329908967,26,62,8,0,M S,Chelsea,5,2.809537671506405,11.544587578624487,6.129831802099943
730,Patrick van Aanholt,32,2493,5,3.478316295892,1,2.1377700809389353,34,37,3,0,D F M S,"Crystal Palace,Sunderland",5,3.478316295892,5.7393120769411325,2.4146014992147684
844,Jay Rodriguez,24,866,5,4.763502933084965,2,0.5137141291052103,33,7,0,0,F S,Southampton,5,4.763502933084965,4.879882577806711,0.5103842709213495
878,Yaya Touré,25,1955,5,3.702670441940427,0,1.1150564663112164,32,19,4,0,M S,Manchester City,3,2.180332751944661,11.30231872946024,10.28495991975069
990,James Morrison,31,1736,5,2.478534383699298,2,1.3765207678079605,23,23,3,0,M S,West Bromwich Albion,5,2.478534383699298,6.912108477205038,3.5719487983733416
1678,Michy Batshuayi,20,221,5,3.764822266995907,1,0.027944376692175865,17,1,0,0,F S,Chelsea,5,3.764822266995907,4.593404529616237,1.313730038702488
1740,Paul Pogba,30,2606,5,6.505610935389996,4,5.589778687804937,92,57,7,0,M S,Manchester United,5,6.505610935389996,16.903291763737798,9.888525158166885
317,Henrikh Mkhitaryan,24,1347,4,2.7058527544140816,1,3.5242763245478272,32,29,1,0,F M S,Manchester United,4,2.7058527544140816,8.49256500415504,4.655954225920141
459,Charlie Daniels,34,3060,4,1.6076876800507307,3,2.165623553097248,19,29,1,0,D,Bournemouth,4,1.6076876800507307,9.365673836320639,7.032920790836215
516,Yohan Cabaye,32,2138,4,3.4254370387643576,3,2.8885228633880615,40,34,7,0,M S,Crystal Palace,4,2.6642682012170553,6.460740702226758,3.4567732959985733
553,Anthony Martial,25,1558,4,3.311827577650547,6,3.6707763336598873,42,25,2,0,F M S,Manchester United,4,3.311827577650547,8.690208330750465,2.4858350846916437
585,Seamus Coleman,26,2317,4,1.3783674584701657,3,2.760131038725376,18,17,3,0,D M,Everton,4,1.3783674584701657,10.482685551047325,8.167643882334232
595,Kevin Mirallas,35,2100,4,3.5472985189408064,6,3.730523212812841,61,43,2,0,F M S,Everton,4,3.5472985189408064,9.559377007186413,4.927002524957061
599,Oumar Niasse,17,1083,4,3.604678399860859,1,0.807891234755516,26,10,3,1,F S,Hull,4,3.604678399860859,4.442886218428612,0.24271527491509914
617,David Silva,34,2775,4,6.2415254805237055,7,8.119680380448699,48,82,6,0,F M S,Manchester City,4,6.2415254805237055,25.77478902041912,15.932356275618076
620,Kelechi Iheanacho,20,515,4,4.739897482097149,3,2.534390851855278,22,13,0,0,F S,Manchester City,4,4.739897482097149,7.5445237793028355,2.4924785047769547
804,Craig Dawson,37,3281,4,2.965415614657104,0,1.0976498983800411,21,21,10,0,D,West Bromwich Albion,4,2.965415614657104,3.422076713293791,2.8161356998607516
836,Victor Wanyama,36,3021,4,4.787808591499925,1,2.0355495056137443,40,32,10,0,M S,Tottenham,4,4.787808591499925,11.888981367461383,9.314753459766507
843,James Ward-Prowse,30,1886,4,4.64575032517314,4,2.890695004723966,42,43,4,0,M S,Southampton,4,4.64575032517314,8.679032027721405,4.273942716419697
863,Jonathan Walters,23,1278,4,4.316956391558051,2,0.8909998312592506,25,12,1,0,F M S,Stoke,3,3.555787554010749,4.7771444246172905,1.0050333607941866
888,Xherdan Shaqiri,21,1721,4,2.6227933075278997,2,4.274763828143477,48,41,2,0,F M,Stoke,4,2.6227933075278997,8.980964787304401,5.187848903238773
1383,Manolo Gabbiadini,11,737,4,3.822396032512188,0,0.34004558343440294,29,6,1,0,F S,Southampton,4,3.0612271949648857,2.856665588915348,0.24663636833429337
1698,Abel Hernández,24,1439,4,4.706541125662625,3,1.0438033295795321,39,13,0,0,F S,Hull,4,4.706541125662625,7.332784629426897,2.2358108162879944
1709,Cristhian Stuani,23,1369,4,2.8069704733788967,0,0.527985256165266,21,7,4,0,F M S,Middlesbrough,4,2.8069704733788967,3.4125299006700516,0.5970666278153658
1710,Marten de Roon,33,2779,4,2.8140521300956607,0,0.7112411167472601,29,11,8,0,M S,Middlesbrough,4,2.8140521300956607,6.816457714885473,5.11679519712925
1727,Alfie Mawson,27,2430,4,2.04737651348114,0,0.39184867963194847,23,4,1,0,D,Swansea,4,2.04737651348114,1.6991016287356615,1.6677909474819899
1732,Nolito,19,786,4,3.989437948912382,2,1.4063783716410398,32,13,3,1,F M S,Manchester City,4,3.989437948912382,8.05646949261427,3.6412922218441963
1737,Matt Phillips,27,2208,4,2.854000398889184,8,4.393439565785229,47,33,2,0,F M S,West Bromwich Albion,4,2.854000398889184,6.1043431125581264,1.3419106919318438
1763,Stefano Okaka,19,941,4,2.620595768094063,0,1.358287408016622,27,14,5,0,F S,Watford,4,2.620595768094063,3.958031503483653,0.9739708555862308
314,Ilkay Gündogan,10,717,3,1.9211897253990173,1,0.9761682460084558,16,12,0,0,M S,Manchester City,3,1.9211897253990173,6.5414627604186535,4.147725220769644
483,Daniel Sturridge,20,757,3,4.347298325970769,1,1.6363769508898258,40,14,1,0,F S,Liverpool,3,4.347298325970769,7.814839283004403,3.2096373233944178
500,Alex Iwobi,26,1471,3,3.22737823612988,3,2.2150609456002712,39,26,1,0,M S,Arsenal,3,3.22737823612988,9.353169728070498,5.631794882938266
512,Scott Dann,23,1746,3,1.3930320870131254,1,0.9155669864267111,21,6,2,0,D S,Crystal Palace,3,1.3930320870131254,2.0830104649066925,2.0511972531676292
530,James Tomkins,24,1984,3,4.003373719751835,0,0.10124174878001213,14,2,4,0,D S,Crystal Palace,3,4.003373719751835,2.61317191272974,2.5551211684942245
533,Mark Noble,30,2422,3,3.651962250471115,0,1.429750844836235,25,24,10,0,M S,West Ham,2,2.1296245753765106,7.117140179499984,5.723064783029258
539,Enner Valencia,24,907,3,4.101014815270901,1,0.8733558282256126,31,7,1,0,F M S,"Everton,West Ham",3,4.101014815270901,5.44697442650795,1.1479166932404041
541,Victor Moses,34,2519,3,4.045991532504559,2,2.6332805790007114,45,28,4,0,M S,Chelsea,3,4.045991532504559,9.635235132649541,5.143251778557897
579,Nathan Aké,12,826,3,2.1903526950627565,1,1.0062823817133904,7,4,1,0,D S,"Bournemouth,Chelsea",3,2.1903526950627565,4.437912195920944,2.8812461867928505
587,Phil Jagielka,27,2252,3,1.2690291479229927,2,0.7028567343950272,14,5,4,1,D S,Everton,3,1.2690291479229927,5.038553226739168,4.973762601613998
612,Vincent Kompany,11,826,3,0.6902353931218386,0,0.5746741145849228,9,2,5,0,D S,Manchester City,3,0.6902353931218386,2.4782441928982735,2.4341440573334694
719,Wayne Routledge,27,1957,3,3.782799694687128,1,2.0548051027581096,19,25,1,0,F M S,Swansea,3,3.782799694687128,6.516066192649305,1.7848152983933687
754,Shinji Okazaki,30,1594,3,2.9647457879036665,1,1.2404345497488976,29,14,1,0,F M S,Leicester,3,2.9647457879036665,5.195508807897568,2.084342060610652
775,Andros Townsend,36,2542,3,3.3315242026001215,4,5.834494690410793,56,51,4,0,F M S,Crystal Palace,3,3.3315242026001215,9.206505409441888,2.9004563661292195
818,Victor Anichebe,18,1212,3,2.4265574980527163,0,0.7153270356357098,30,11,2,0,F M S,Sunderland,3,2.4265574980527163,3.632053393870592,0.8847610093653202
839,Shane Long,32,1231,3,5.245459584519267,1,1.5687828520312905,41,14,2,0,F S,Southampton,3,4.484290750697255,7.210739334113896,1.5648728795349598
840,Dusan Tadic,33,2457,3,6.760313363745809,5,5.702847916632891,63,66,4,0,F M S,Southampton,2,5.237975688651204,13.268396390601993,6.236919320188463
871,Bojan,9,474,3,2.81658380292356,0,0.15535233542323112,10,4,1,0,F M S,Stoke,1,0.5330772511661053,1.277372669428587,0.6525815352797508
904,Chris Brunt,31,2478,3,1.5911596892401576,4,4.8668773751705885,38,40,5,0,D M S,West Bromwich Albion,3,1.5911596892401576,6.070447687059641,3.575515796430409
1674,Sofiane Feghouli,21,1034,3,2.8541992688551545,3,1.5520697822794318,20,19,1,1,F M S,West Ham,3,2.8541992688551545,6.191005125641823,2.453573270700872
1683,Ryan Fraser,28,1774,3,2.112318053841591,5,3.6223585922271013,24,32,3,0,D M S,Bournemouth,3,2.112318053841591,6.43673362582922,2.6309675304219127
1690,Sam Clucas,37,3195,3,2.778570309281349,1,1.5413988307118416,42,15,9,1,D M S,Hull,3,2.778570309281349,7.731719565577805,4.40573248360306
1738,Hal Robson-Kanu,29,654,3,1.9389450326561928,2,0.8019470758736134,16,9,3,0,F S,West Bromwich Albion,3,1.9389450326561928,2.5934275537729263,0.5108146714046597
1744,Michael Dawson,22,1718,3,0.6878847917541862,0,0.24184428062289953,12,4,4,0,D S,Hull,3,0.6878847917541862,1.7646635696291924,1.688354056328535
204,Granit Xhaka,32,2492,2,0.9050191771239042,2,2.115309877321124,34,35,5,2,M S,Arsenal,2,0.9050191771239042,13.46945626847446,12.100478820502758
458,Steve Cook,38,3420,2,1.6547151310369372,0,0.4837768152356148,29,3,5,0,D,Bournemouth,2,1.6547151310369372,6.486319604329765,6.173631390556693
462,Dan Gosling,27,1336,2,1.4571668859571218,0,0.7769601587206125,16,10,6,0,M S,Bournemouth,2,1.4571668859571218,5.838790492154658,4.333128820173442
466,Marc Pugh,21,1345,2,1.6018409468233585,2,1.8786475490778685,18,19,1,0,D M S,Bournemouth,2,1.6018409468233585,4.1691738441586494,2.352196177467704
494,Laurent Koscielny,33,2828,2,1.329805064946413,0,0.19773606024682522,9,3,4,1,D,Arsenal,2,1.329805064946413,7.74973214045167,7.706237610429525
501,Danny Welbeck,16,743,2,3.465457946062088,2,1.159411571919918,19,5,0,0,F M S,Arsenal,2,3.465457946062088,4.50069572776556,0.6830959673970938
508,Calum Chambers,25,2250,2,0.8403270393610001,1,0.6078128237277269,8,6,4,0,D,"Arsenal,Middlesbrough",2,0.8403270393610001,3.6069521168246865,3.1284630047157407
519,Connor Wickham,8,406,2,1.0896473955363035,0,0,10,0,1,0,F M S,Crystal Palace,2,1.0896473955363035,1.2747607920318842,0.34823645651340485
529,Winston Reid,30,2595,2,0.8129213629290462,2,0.9388463040813804,11,8,8,1,D,West Ham,2,0.8129213629290462,3.4150192588567734,3.276718994602561
536,Dimitri Payet,18,1520,2,3.223100183531642,6,5.917082831263542,55,74,2,0,F M S,West Ham,2,3.223100183531642,6.662131831049919,2.9931103084236383
568,José Holebas,33,2917,2,0.923608616925776,4,2.9176331544294953,28,36,14,0,D M,Watford,2,0.923608616925776,5.528825951740146,4.06342638283968
588,Leighton Baines,32,2827,2,2.750922109000385,3,2.6850184742361307,15,46,4,0,D M,Everton,0,0.46741561125963926,12.140887406654656,10.553634878247976
590,Gareth Barry,33,2109,2,0.8615360390394926,1,1.3470328552648425,17,28,10,0,M S,Everton,2,0.8615360390394926,7.230507669970393,6.293837856501341
602,Dejan Lovren,29,2559,2,1.1365952678024769,1,0.44400021620094776,15,7,6,0,D,Liverpool,2,1.1365952678024769,7.753826854750514,7.697473766282201
614,Fernandinho,32,2752,2,3.2935857782140374,1,2.466229073703289,36,33,4,2,D M S,Manchester City,2,3.2935857782140374,16.815135914832354,13.90886452794075
622,Wilfried Bony,10,702,2,2.4631328359246254,0,0.835675735026598,21,7,1,0,F S,Stoke,2,2.4631328359246254,3.3504218459129333,0.9201759435236454
