club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
VfL Wolfsburg,Obafemi Martins,24,Centre-Forward,Newcastle,£9.45m,in,Summer,9.45,1 Bundesliga,2009,2009/2010
VfL Wolfsburg,Karim Ziani,26,Attacking Midfield,Marseille,£6.30m,in,Summer,6.3,1 Bundesliga,2009,2009/2010
VfL Wolfsburg,Thomas Kahlenberg,26,Central Midfield,AJ Auxerre,£3.33m,in,Summer,3.33,1 Bundesliga,2009,2009/2010
VfL Wolfsburg,Fabian Johnson,21,Left Winger,1860 Munich,£990Th.,in,Summer,0.99,1 Bundesliga,2009,2009/2010
VfL Wolfsburg,Rick Hoogendorp,34,Centre-Forward,ADO Den Haag,"End of loanJun 30, 2009",in,Summer,0,1 Bundesliga,2009,2009/2010
VfL Wolfsburg,Cédric Makiadi,25,Central Midfield,MSV Duisburg,"End of loanJun 30, 2009",in,Summer,0,1 Bundesliga,2009,2009/2010
VfL Wolfsburg,Sergiu Radu,31,Centre-Forward,1. FC Köln,"End of loanJun 30, 2009",in,Summer,0,1 Bundesliga,2009,2009/2010
VfL Wolfsburg,Daniel Baier,25,Defensive Midfield,FC Augsburg,"End of loanJun 30, 2009",in,Summer,0,1 Bundesliga,2009,2009/2010
VfL Wolfsburg,Alexander Laas,25,Left Midfield,Arm. Bielefeld,"End of loanJun 30, 2009",in,Summer,0,1 Bundesliga,2009,2009/2010
VfL Wolfsburg,Christopher Lamprecht,24,Right-Back,1.FC K'lautern,"End of loanJun 30, 2009",in,Summer,0,1 Bundesliga,2009,2009/2010
VfL Wolfsburg,Vlad Munteanu,28,Left Midfield,Arm. Bielefeld,"End of loanJun 30, 2009",in,Summer,0,1 Bundesliga,2009,2009/2010
VfL Wolfsburg,Jonathan Santana,27,Central Midfield,San Lorenzo,"End of loanJun 30, 2009",in,Summer,0,1 Bundesliga,2009,2009/2010
VfL Wolfsburg,Mahir Saglik,26,Centre-Forward,Karlsruher SC,"End of loanJun 30, 2009",in,Summer,0,1 Bundesliga,2009,2009/2010
VfL Wolfsburg,Cristian Zaccardo,27,Centre-Back,Parma,£1.80m,out,Summer,1.8,1 Bundesliga,2009,2009/2010
VfL Wolfsburg,Cédric Makiadi,25,Central Midfield,SC Freiburg,£810Th.,out,Summer,0.81,1 Bundesliga,2009,2009/2010
VfL Wolfsburg,Rick Hoogendorp,34,Centre-Forward,Scheveningen,Free transfer,out,Summer,0,1 Bundesliga,2009,2009/2010
VfL Wolfsburg,Kamani Hill,23,Centre-Forward,Vit. Guimarães,Free transfer,out,Summer,0,1 Bundesliga,2009,2009/2010
