id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
1293,Gonzalo Higuaín,35,2989,36,27.295477587729692,2,2.7042971374467015,182,51,1,1,F,Napoli,33,25.011581052094698,30.054061494767666,5.310751999728382
1294,Paulo Dybala,34,2480,19,15.127286808565259,9,8.31875187996775,107,73,1,0,F S,Juventus,13,10.55953368730843,19.78540198970586,7.206236615777016
1125,Carlos Bacca,38,3179,18,14.870253454893827,2,3.657709759660065,77,41,2,0,F S,AC Milan,16,13.347655806690454,18.540669813752174,3.277732176706195
1513,Mauro Icardi,33,2608,16,13.370864221826196,4,5.164421901106834,57,32,1,0,F S,Inter,15,11.848346980288625,16.034405590966344,2.293468937277794
1104,Leonardo Pavoletti,25,1916,14,10.40239254385233,3,2.015460602939129,67,23,3,1,F S,Genoa,14,10.40239254385233,14.476563148200512,3.779202876612544
1250,Mohamed Salah,34,2753,14,9.377116854302585,6,7.0688703786581755,72,63,1,1,F M S,Roma,14,9.377116854302585,23.043303050100803,10.797392231412232
1315,Massimo Maccarone,37,2779,13,9.98206184618175,5,3.9287310112267733,81,38,4,0,F S,Empoli,12,9.220763025805354,13.472644191235304,3.2140862504020333
1426,Josip Ilicic,30,1933,13,9.362493777647614,5,5.2083480656147,74,47,2,0,M S,Fiorentina,6,4.03340202383697,9.846160901710391,4.349181979894638
1514,Éder,33,2398,13,9.863557253032923,2,1.9397449735552073,74,20,3,0,F M S,"Inter,Sampdoria",10,7.579660791903734,10.318679083138704,2.0567761585116386
1186,Andrea Belotti,35,2606,12,13.856186871416867,4,4.179406842216849,70,29,4,0,F S,Torino,8,10.81099150236696,14.74768748972565,2.876480878330767
1393,Lorenzo Insigne,37,2639,12,9.908442457206547,10,9.11415692884475,134,65,2,0,F M S,Napoli,10,8.385844831354916,23.265476390719414,8.545032993424684
1425,Nikola Kalinic,36,2559,12,17.177180893719196,3,1.4238727390766144,72,18,5,0,F M S,Fiorentina,12,16.415882118046284,18.0999565301463,1.998677403666079
